标题,链接,发布时间,内容
又是关键的一天到了[献花]九月十号,"https://guba.eastmoney.com/news,600247,201320790.html",2015-09-10 07:24:07,又是关键的一天到了九月十号
一涨一跌……继续等着,"https://guba.eastmoney.com/news,600247,201205446.html",2015-09-09 14:46:29,一涨一跌……继续等着
看今天的盘面，我觉的主力明天趁回调会翻脸,"https://guba.eastmoney.com/news,600247,201151102.html",2015-09-09 11:35:59,看今天的盘面，我觉的主力明天趁回调会翻脸
重组总在熊尾，等牛初开，现在是什么时候？,"https://guba.eastmoney.com/news,600247,201197482.html",2015-09-09 14:28:56,重组总在熊尾，等牛初开，现在是什么时候？
CC和ML比较下你就看出来了，CC还差6个板,"https://guba.eastmoney.com/news,600247,201232943.html",2015-09-09 16:44:17,CC和ML比较下你就看出来了，CC还差6个板
估计小散再也买不到便宜筹码了,"https://guba.eastmoney.com/news,600247,201207616.html",2015-09-09 14:51:04,估计小散再也买不到便宜筹码了
9月7日跌停板部分建仓，个人认为风险性已降低，止跌企稳概率加大，个人观点,"https://guba.eastmoney.com/news,600247,200587732.html",2015-09-07 01:08:44,9月7日跌停板部分建仓，个人认为风险性已降低，止跌企稳概率加大，个人观点
换手率只要超5个点，就会封死了，砸，用力砸,"https://guba.eastmoney.com/news,600247,201131151.html",2015-09-09 10:45:31,换手率只要超5个点，就会封死了，砸，用力砸
君不见，今天在拉中石油了吗？,"https://guba.eastmoney.com/news,600247,201185034.html",2015-09-09 13:59:00,君不见，今天在拉中石油了吗？
哈哈，节点到了，大家准备好了吗，一个个都发大了,"https://guba.eastmoney.com/news,600247,201130343.html",2015-09-09 10:43:20,哈哈，节点到了，大家准备好了吗，一个个都发大了
大资金慢，小散要活下去，就要快准狠,"https://guba.eastmoney.com/news,600247,201150781.html",2015-09-09 11:34:46,大资金慢，小散要活下去，就要快准狠
以后别碰成清波的破鞋，郁闷,"https://guba.eastmoney.com/news,600247,201149464.html",2015-09-09 11:30:29,以后别碰成清波的破鞋，郁闷
昨天跑的人-今天后悔，今天不跑的人-明天后悔,"https://guba.eastmoney.com/news,600247,201130161.html",2015-09-09 10:42:45,每天都重复着悲剧，明天大盘可能又是获利回吐，到不到今天的价，真心不知道
大家要不要给ZJH致电或致信？,"https://guba.eastmoney.com/news,600247,201112912.html",2015-09-09 10:00:48,如题，我们都给证监会打电话和发邮件，它会不会加快CC案的处理？所谓民众的力量大，不知道有没有效果？大家觉得有没有一致行动的必要，用不用团结起来？
Daji大家不要慌，今天还会有跌停，到时候再买,"https://guba.eastmoney.com/news,600247,201112192.html",2015-09-09 09:59:20,Daji大家不要慌，今天还会有跌停，到时候再买
看看美利，这庄估计是同一个，还装模做样的,"https://guba.eastmoney.com/news,600247,201111491.html",2015-09-09 09:57:31,看看美利，这庄估计是同一个，还装模做样的
亏再大，别玩ST了，朱敏也不是慈善家,"https://guba.eastmoney.com/news,600247,201110007.html",2015-09-09 09:54:07,"无论是注入，还是重组，都要股价打下去，他吸饱
否则给别人做嫁衣，谁干呐？

更何况，他愿不愿意要这壳都还是个问题

如果财身家在这个上面，我觉的没有意思

小玩玩还可以"
"STCC,不压价能获重组吗？想想就明白了。哪个ST股是两位数重组成功的？","https://guba.eastmoney.com/news,600247,201093310.html",2015-09-09 08:43:28,"STCC,不压价能获重组吗？想想就明白了。哪个ST股是两位数重组成功的？"
这玩意看样子是在换专！,"https://guba.eastmoney.com/news,600247,198874015.html",2015-08-28 13:16:16,rt
还有5个跌停，30亿市值马上到了,"https://guba.eastmoney.com/news,600247,201083768.html",2015-09-09 07:15:46,还有5个跌停，30亿市值马上到了
待到秋来九月八，我花开后百花杀。,"https://guba.eastmoney.com/news,600247,193553372.html",2015-08-09 15:52:36,待到秋来九月八，我花开后百花杀。
大家觉得7.5涨到15元容易还是15元涨到30元容易。,"https://guba.eastmoney.com/news,600247,198271126.html",2015-08-26 16:00:35,在全球危机的情况下
公告没什么实质性内容，例行公事而已，再加上彭教授等获利丰厚的前十大股东都逢高出逃,"https://guba.eastmoney.com/news,600247,201041271.html",2015-09-08 20:04:09,公告没什么实质性内容，例行公事而已，再加上彭教授等获利丰厚的前十大股东都逢高出逃了，明天继续跌停。
就停牌了，赶紧买,"https://guba.eastmoney.com/news,600247,200973811.html",2015-09-08 14:36:36,就停牌了，赶紧买
今晚不会出异动公告的原因,"https://guba.eastmoney.com/news,600247,200994007.html",2015-09-08 15:32:33,"小成三天跌幅只有-14.22% 大盘三天涨了0.12% 加起来600247偏离值-14.34%,不够-15%的规定，所以尾盘小城大胆被庄家压着跌停，为庄家赞一个，厉害！！！"
见风使舵，随波逐浪。,"https://guba.eastmoney.com/news,600247,198468954.html",2015-08-27 09:27:37,见风使舵，随风逐浪，人之本色。紧跟趋势，上上下下，涨涨跌跌。大部分人受个别人指挥。身不由己。
成城庄家出逃了，大家都散了吧！！！,"https://guba.eastmoney.com/news,600247,201037862.html",2015-09-08 19:43:21,出来的可以准备抄底新亿！！！！！！！！！！
哎，这两天钱没到位，发不了财了，明天可能买不到了，祝大家发财,"https://guba.eastmoney.com/news,600247,201021513.html",2015-09-08 17:57:36,哎，这两天钱没到位，发不了财了，明天可能买不到了，祝大家发财
不要指望247实质跌破15元！,"https://guba.eastmoney.com/news,600247,192833231.html",2015-08-05 18:48:05,"结案的日子已经近在眼前
停牌的脚步已经款款有声
历史的机遇已经张开怀抱
时代的快车已经徐徐启动"
东三炮，怎么大盘一涨就出消息？,"https://guba.eastmoney.com/news,600247,201034811.html",2015-09-08 19:27:20,嘴大吃四方，又瞎掰了哈
哈哈哈，逐步建仓，欢迎叶国英先生！,"https://guba.eastmoney.com/news,600247,200989544.html",2015-09-08 15:14:43,现在的10大股东基本上只剩下上海、浙江人了
15年头的时候大盘是3000点，现在也是3000点，成城合理的估值就8-10元,"https://guba.eastmoney.com/news,600247,200927516.html",2015-09-08 12:19:47,15年头的时候大盘是3000点，现在也是3000点，成城合理的估值就8-10元
俺的三毛派神都停牌了，不知要干啥？！,"https://guba.eastmoney.com/news,600247,201006576.html",2015-09-08 16:35:13,说句实话，12元以下，成城可以逐步买了
业绩差还一生官司，股价堪忧啊[不屑],"https://guba.eastmoney.com/news,600247,200995202.html",2015-09-08 15:37:43,业绩差还一生官司，股价堪忧啊[不屑]
这庄真心肉，最少全靠散户，最少还有两个跌停板,"https://guba.eastmoney.com/news,600247,200990131.html",2015-09-08 15:16:38,这庄真心肉，最少全靠散户，最少还有两个跌停板
600247ST成城3万手直接封涨停板,"https://guba.eastmoney.com/news,600247,200983891.html",2015-09-08 14:58:46,600247ST成城3万手直接封涨停板
这种情形不宜出货了,"https://guba.eastmoney.com/news,600247,200983885.html",2015-09-08 14:58:52,
超跌，背离，大反弹开始了,"https://guba.eastmoney.com/news,600247,200982923.html",2015-09-08 14:56:33,超跌，背离，大反弹开始了
通知 炮哥马上要给大伙开板，都准备一下子[大笑],"https://guba.eastmoney.com/news,600247,200970308.html",2015-09-08 14:29:19,通知 炮哥马上要给大伙开板，都准备一下子
庄家再干嘛，丢筹码了，还是你实力不足啊,"https://guba.eastmoney.com/news,600247,200978816.html",2015-09-08 14:47:41,庄家再干嘛，丢筹码了，还是你实力不足啊
曾经辉煌的St股，现在变成倒数第一伟哥…,"https://guba.eastmoney.com/news,600247,200971332.html",2015-09-08 14:31:37,曾经辉煌的St股，现在变成倒数第一伟哥…
醒醒吧，我是清醒了，跑,"https://guba.eastmoney.com/news,600247,200953724.html",2015-09-08 13:51:58,醒醒吧，我是清醒了，跑
恭喜,"https://guba.eastmoney.com/news,600247,194922324.html",2015-08-14 14:24:40,恭喜被洗出去的二货小散们，出城后，你们又可以过流浪者的日子，再次恭喜你们，辛苦了
两个小散的对话。,"https://guba.eastmoney.com/news,600247,200874353.html",2015-09-08 09:53:43,"甲：北在哪里？
乙：我不知道。底在哪里？
甲：在北边。
乙：北在哪里？
甲：在北边。
乙：你知道还问我？
甲：当场无语。"
8-10元是大概率，这就是残酷的现实,"https://guba.eastmoney.com/news,600247,200928401.html",2015-09-08 12:25:13,8-10元是大概率，这就是残酷的现实
减仓吧，整理一下心情，这个股，值这个价吗，自己好好想想,"https://guba.eastmoney.com/news,600247,200926727.html",2015-09-08 12:14:43,减仓吧，整理一下心情，这个股，值这个价吗，自己好好想想
高达,"https://guba.eastmoney.com/news,600247,200925976.html",2015-09-08 12:10:10,高达
是不是8块等着接，各位高手[微笑],"https://guba.eastmoney.com/news,600247,200864902.html",2015-09-08 09:28:45,是不是8块等着接，各位高手
吗的！明天能出来就割了，不玩了！卧槽,"https://guba.eastmoney.com/news,600247,200912929.html",2015-09-08 11:22:56,吗的！明天能出来就割了，不玩了！卧槽
大盘今日飞涨了,"https://guba.eastmoney.com/news,600247,200895755.html",2015-09-08 10:42:56,这票要飞
在三炮的掩护下，主力出的差不多了,"https://guba.eastmoney.com/news,600247,200891762.html",2015-09-08 10:33:00,在三炮的掩护下，主力出的差不多了
散户的特点,"https://guba.eastmoney.com/news,600247,200891333.html",2015-09-08 10:31:23,微涨就卖，大跌不卖，越跌越盼涨，越盼越套深，悲惨，可悲
这股应该也有配资,"https://guba.eastmoney.com/news,600247,200884647.html",2015-09-08 10:16:13,而且还没出来，嘿嘿，大家准备低位捡筹码吧，5元以下，当初的建仓区
亏了56%，不玩了，等跌到五六元的时候再考虑进，老子赔不起了，一辆帕萨特啊,"https://guba.eastmoney.com/news,600247,200870801.html",2015-09-08 09:45:07,
谷歌借壳回归,"https://guba.eastmoney.com/news,600247,200871977.html",2015-09-08 09:47:59,谷歌借壳回归
我等10元再接回,"https://guba.eastmoney.com/news,600247,200868179.html",2015-09-08 09:38:40,我等10元再接回
st股这段时间都不会好，庄要压价吸货能好吗,"https://guba.eastmoney.com/news,600247,200863540.html",2015-09-08 09:24:29,st股这段时间都不会好，庄要压价吸货能好吗
下午全仓杀入,"https://guba.eastmoney.com/news,600247,198166108.html",2015-08-26 12:21:48,下午全仓杀入
CC的走势一个跌字，估计还有8-9个跌停板,"https://guba.eastmoney.com/news,600247,200850619.html",2015-09-08 08:18:24,CC的走势一个跌字，估计还有8-9个跌停板
般市里最忌讳，贪婪与恐慌。盯住成城勿贫勿慌。,"https://guba.eastmoney.com/news,600247,199072113.html",2015-08-29 13:01:55,上涨勿贪下跌勿慌，高抛低吸为正道。
诚信的宁波人,"https://guba.eastmoney.com/news,600247,200797713.html",2015-09-07 20:38:29,猪........st-
五到十流通股东己大变化,"https://guba.eastmoney.com/news,600247,200786888.html",2015-09-07 19:47:19,五到十流通股东己大变化
要么出不来，要么进不去,"https://guba.eastmoney.com/news,600247,198788788.html",2015-08-28 09:28:57,要么出不来，要么进不去
走走走走走走走走吧，该死的CC,"https://guba.eastmoney.com/news,600247,200716608.html",2015-09-07 14:53:31,天天这样子，NND，什么时候是个尽头啊，走吧，远离朱敏，远离CC，都是骗人的家伙
一直在CC存在的东三炮是不是托儿,"https://guba.eastmoney.com/news,600247,200649626.html",2015-09-07 11:20:43,大家认为呢？
东三炮你弄一批马甲，整天在吧里装逼，你恶心不,"https://guba.eastmoney.com/news,600247,200693866.html",2015-09-07 14:08:32,东三炮你弄一批马甲，整天在吧里装逼，你恶心不
养套杀，三步曲，把我们带入十八层地狱，我不怕，昌九也就二十个,"https://guba.eastmoney.com/news,600247,200699320.html",2015-09-07 14:20:29,养套杀，三步曲，把我们带入十八层地狱，我不怕，昌九也就二十个
看成城股价上下扭动听一曲《笑傲江湖之死不了》实乃人生乐事,"https://guba.eastmoney.com/news,600247,200664875.html",2015-09-07 12:54:51,
东三炮葬于此！比笨山还会忽悠,"https://guba.eastmoney.com/news,600247,200670329.html",2015-09-07 13:16:53,东三炮葬于此！比笨山还会忽悠
一江春水向洞流……那个洞是三炮家的洞……[献花][鼓掌],"https://guba.eastmoney.com/news,600247,200664232.html",2015-09-07 12:49:45,一江春水向洞流……那个洞是三炮家的洞……
比股，少个牛,"https://guba.eastmoney.com/news,600247,200647357.html",2015-09-07 11:14:22,比股，少个牛
鉏鎨就是三炮，别再演了，太假了，破绽太多！,"https://guba.eastmoney.com/news,600247,200635369.html",2015-09-07 10:41:06,鉏鎨就是三炮，别再演了，太假了，破绽太多！
大盘翻红的可能很大，所以，现在封跌停，是封不住的,"https://guba.eastmoney.com/news,600247,200630804.html",2015-09-07 10:28:24,大盘翻红的可能很大，所以，现在封跌停，是封不住的
离我心里价，还差点，我再补,"https://guba.eastmoney.com/news,600247,200606924.html",2015-09-07 09:19:53,离我心里价，还差点，我再补
平台一破，肯定加速下跌,"https://guba.eastmoney.com/news,600247,199938536.html",2015-09-02 10:16:22,平台一破，肯定加速下跌
成城参考600091走势。难兄难弟，左邻右里。两个都跌破了中枢，继续下行。下周4,"https://guba.eastmoney.com/news,600247,200247742.html",2015-09-03 17:52:44,成城参考600091走势。难兄难弟，左邻右里。两个都跌破了中枢，继续下行。下周4，5可以补仓。参考。
空间使者先生!成成吧里的小散和赌昌九重组的小散经历差不多!,"https://guba.eastmoney.com/news,600247,200507190.html",2015-09-06 14:53:16,只不过成成还有一线希望，因为大概率是赛伯乐的股!
下周开盘10分钟内全部股票跌停。,"https://guba.eastmoney.com/news,600247,200098424.html",2015-09-02 15:44:35,2500点见，今天抄底的，下周要卖趁早。
39打到13，只有1/3的价格了，是底了吗,"https://guba.eastmoney.com/news,600247,200438836.html",2015-09-05 22:17:08,39打到13，只有1/3的价格了，是底了吗
缺德的东三炮,"https://guba.eastmoney.com/news,600247,199773733.html",2015-09-01 17:08:26,缺德的东三炮
减仓，st进入寒冬,"https://guba.eastmoney.com/news,600247,200386879.html",2015-09-05 12:12:42,减仓，st进入寒冬
施主，请留步。老夫看你骨髓精奇，并非凡人，将来必成大器！不如这样，看右上角，那里,"https://guba.eastmoney.com/news,600247,200361059.html",2015-09-05 03:56:36,施主，请留步。老夫看你骨髓精奇，并非凡人，将来必成大器！不如这样，看右上角，那里有个大拇指，它是灭着的，你点击它把它点亮，解除对我的封印，待我恢复法力，然后我们一统天下。
没跑出来的要哭了，大盘破上次低点板上钉钉的事，太贪了，会死人的。,"https://guba.eastmoney.com/news,600247,197096093.html",2015-08-22 14:19:52,没跑出来的要哭了，大盘破上次低点板上钉钉的事，太贪了，会死人的。
《成城大奇迹日》坚持住中技元老兄弟们，我爱你们,"https://guba.eastmoney.com/news,600247,199603447.html",2015-09-01 10:52:54,
结案后 600247停牌注资的股价在当在25——32元一带,"https://guba.eastmoney.com/news,600247,195036334.html",2015-08-14 22:28:27,"随着时间的推移，大家会逐渐看明白这一点。
注资将一定是赛伯乐的核心资产，对此持股的朋友要有充分的心理准备！"
成城的走法还得继续探底到12.36继续等,"https://guba.eastmoney.com/news,600247,193580680.html",2015-08-10 00:24:32,
吃了两个跌停出来了。,"https://guba.eastmoney.com/news,600247,200117523.html",2015-09-02 16:49:47,吃了两个跌停出来了。
12元以下，赛伯乐就要增持了！,"https://guba.eastmoney.com/news,600247,200096001.html",2015-09-02 15:38:09,现在正赛伯乐正偷着乐呢
