标题,链接,发布时间,内容
机构故意压盘，即将连板，抓紧上车！,"https://guba.eastmoney.com/news,600691,316250614.html",2016-04-11 10:48:31,机构故意压盘，即将连板，抓紧上车！
时间已不多，4元收盘！下个礼拜过4.5！哥不是在意淫，哥是拜过神的！,"https://guba.eastmoney.com/news,600691,311873616.html",2016-04-08 11:29:28,时间已不多，4元收盘！下个礼拜过4.5！哥不是在意淫，哥是拜过神的！
主力在玩啥把戏？,"https://guba.eastmoney.com/news,600691,316189588.html",2016-04-11 09:59:30,主力在玩啥把戏？
今日收盘多少？13日近了,"https://guba.eastmoney.com/news,600691,316238375.html",2016-04-11 10:38:24,继续看好
今日微涨明日微涨13号就大漲,"https://guba.eastmoney.com/news,600691,316226392.html",2016-04-11 10:28:37,今日微涨明日微涨13号就大漲
怎么卖了这么多大单？,"https://guba.eastmoney.com/news,600691,316225875.html",2016-04-11 10:28:20,怎么卖了这么多大单？
大盘控制得好啊,"https://guba.eastmoney.com/news,600691,316211204.html",2016-04-11 10:16:16,大盘控制得好啊
这票控盘简直无敌了，其他资金没有介入的机会,"https://guba.eastmoney.com/news,600691,316190897.html",2016-04-11 10:00:45,这票控盘简直无敌了，其他资金没有介入的机会
别的股票都涨，这个不涨，唉,"https://guba.eastmoney.com/news,600691,316201503.html",2016-04-11 10:09:02,别的股票都涨，这个不涨，唉
其实，今天是个进货的机会！,"https://guba.eastmoney.com/news,600691,316193171.html",2016-04-11 10:02:23,大盘在涨，阳化不动。有奇怪。看猪力的实力，能压多久？
今天若守住在4.1，才会有希望。否则，有得拖了。,"https://guba.eastmoney.com/news,600691,316197444.html",2016-04-11 10:05:40,看戏哦！
大盘拉这么多，还不给力的拉起来,"https://guba.eastmoney.com/news,600691,316187259.html",2016-04-11 09:57:33,大盘拉这么多，还不给力的拉起来
垃圾股票,"https://guba.eastmoney.com/news,600691,316186310.html",2016-04-11 09:56:43,垃圾股票
110分钟内上4.1,"https://guba.eastmoney.com/news,600691,316164186.html",2016-04-11 09:37:48,110分钟内上4.1
如果今日能漲仃明天一样能漲仃,"https://guba.eastmoney.com/news,600691,316143816.html",2016-04-11 09:18:03,如果今日能漲仃明天一样能漲仃
一篇唱多声音，庄托太多，该撤了明天,"https://guba.eastmoney.com/news,600691,314676451.html",2016-04-10 15:04:50,一篇唱多声音，庄托太多，该撤了明天
*ST阳化现在还能买吗？请朋友氨纶丝指点。,"https://guba.eastmoney.com/news,600691,312505003.html",2016-04-09 01:19:02,*ST阳化现在还能买吗？请朋友氨纶丝指点。
