标题,链接,发布时间,内容
离场为上策。,"https://guba.eastmoney.com/news,002129,886476827.html",2019-11-14 14:09:07,离场为上策。
11.34已清仓，尾盘再接。这庄没格局的。能给你今天来个小阳，算给面子。,"https://guba.eastmoney.com/news,002129,886476623.html",2019-11-14 14:08:44,11.34已清仓，尾盘再接。这庄没格局的。能给你今天来个小阳，算给面子。
这贱股不骂不涨，今天的涨都是大家骂出来的，太贱了，这王八股，坑害股民，买什么票都,"https://guba.eastmoney.com/news,002129,886470323.html",2019-11-14 13:56:54,这贱股不骂不涨，今天的涨都是大家骂出来的，太贱了，这王八股，坑害股民，买什么票都赚着了，只有这垃圾赔
一分钟这种收敛结构的未端会怎样呢？,"https://guba.eastmoney.com/news,002129,886454154.html",2019-11-14 13:24:30,一分钟这种收敛结构的未端会怎样呢？
半导体材料的国家队龙头，现抓紧买点，才不用追。,"https://guba.eastmoney.com/news,002129,886417987.html",2019-11-14 11:01:18,半导体材料的国家队龙头，现抓紧买点，才不用追。
大家不要太认真，唱空本不是真唱空，只有弱智当真，唱空才能涨，这贱股欠骂，昨天骂了,"https://guba.eastmoney.com/news,002129,886462792.html",2019-11-14 13:43:10,大家不要太认真，唱空本不是真唱空，只有弱智当真，唱空才能涨，这贱股欠骂，昨天骂了一天今天才不至于跌停
看看这股，这庄，多么小的格局，多么辣鸡的操盘。,"https://guba.eastmoney.com/news,002129,886460684.html",2019-11-14 13:39:02,看看这股，这庄，多么小的格局，多么辣鸡的操盘。
股价今天能够站上11.5以上说明报道属于造谣，否则还是不容乐观,"https://guba.eastmoney.com/news,002129,886453731.html",2019-11-14 13:23:18,股价今天能够站上11.5以上说明报道属于造谣，否则还是不容乐观
有力的上涨才是最有力的澄清,"https://guba.eastmoney.com/news,002129,886449145.html",2019-11-14 13:11:51,有力的上涨才是最有力的澄清
投资国外本来就是巨大风险，股价怪不得这么跌,"https://guba.eastmoney.com/news,002129,886448209.html",2019-11-14 13:09:05,投资国外本来就是巨大风险，股价怪不得这么跌
不是澄清了吗？难不成是澄清石灰水,"https://guba.eastmoney.com/news,002129,886441433.html",2019-11-14 12:21:45,不是澄清了吗？难不成是澄清石灰水
隆基这个公司负能量够猛，还真是没有不敢上的手段，从商业竞争的角度看，中环在这些方,"https://guba.eastmoney.com/news,002129,886384612.html",2019-11-14 10:05:54,隆基这个公司负能量够猛，还真是没有不敢上的手段，从商业竞争的角度看，中环在这些方面真是有差距。
请善待你们手中的国有资产，那是全体中国人民的养老钱,"https://guba.eastmoney.com/news,002129,886436357.html",2019-11-14 11:46:08,请善待你们手中的国有资产，那是全体中国人民的养老钱
要上了快买。,"https://guba.eastmoney.com/news,002129,886427444.html",2019-11-14 11:20:06,要上了快买。
跌呀，跌不动了？,"https://guba.eastmoney.com/news,002129,886420301.html",2019-11-14 11:05:44,跌呀，跌不动了？
一贼出来看看该杀的东西,"https://guba.eastmoney.com/news,002129,886420863.html",2019-11-14 11:06:48,一贼 出来看看 该杀的东西
我觉得中环应该快要能介入了,"https://guba.eastmoney.com/news,002129,886404117.html",2019-11-14 10:36:38,我觉得中环应该快要能介入了
头肩形态，不宜买入,"https://guba.eastmoney.com/news,002129,886405227.html",2019-11-14 10:38:35,头肩形态，不宜买入
来一个涨停比啥澄清都有用，就这样压着股价，不管中小股东的死活，品德太差。,"https://guba.eastmoney.com/news,002129,886402064.html",2019-11-14 10:32:51,来一个涨停比啥澄清都有用，就这样压着股价，不管中小股东的死活，品德太差。
按理说疯涨脱离基本面太多出个看空文章还说得过去，没疯涨发表那样的文章是什么心态呢,"https://guba.eastmoney.com/news,002129,886399084.html",2019-11-14 10:27:58,按理说疯涨脱离基本面太多出个看空文章还说得过去，没疯涨发表那样的文章是什么心态呢？难道他重仓对公司投资策略反感然后咂自己？对于只能做单边上涨挣钱的市场我是不理解这心态。本来就一直压盘了还整这么一出
这小表字当的，这小牌坊立的，你们能说出什么来吗？[大笑][胜利],"https://guba.eastmoney.com/news,002129,886399150.html",2019-11-14 10:28:05,这小表字当的，这小牌坊立的，你们能说出什么来吗？
公爵出来,"https://guba.eastmoney.com/news,002129,886396412.html",2019-11-14 10:23:37,公爵出来
历史总是惊人的相似啊相似啊，做T舒服了,"https://guba.eastmoney.com/news,002129,886393679.html",2019-11-14 10:19:20,冲高跑 尾盘接
每次冲高是逃命的机会。被小散看好的股票没希望的。,"https://guba.eastmoney.com/news,002129,886395279.html",2019-11-14 10:21:44,每次冲高是逃命的机会。被小散看好的股票没希望的。
囯有资产就是这样流失的,"https://guba.eastmoney.com/news,002129,886395390.html",2019-11-14 10:21:54,囯有资产就是这样流失的
无语无风不超浪。不然不会发发牢骚。,"https://guba.eastmoney.com/news,002129,886393622.html",2019-11-14 10:19:21,无语无风不超浪。不然不会发发牢骚。
阴险的一面,"https://guba.eastmoney.com/news,002129,886392886.html",2019-11-14 10:18:16,阴险的一面
竟然又绿了？？？还用辟谣吗？？？,"https://guba.eastmoney.com/news,002129,886392162.html",2019-11-14 10:17:10,竟然又绿了？？？还用辟谣吗？？？
又要泄了,"https://guba.eastmoney.com/news,002129,886391931.html",2019-11-14 10:16:50,又要泄了
看着磨磨唧唧的又要当跳水运动员吗,"https://guba.eastmoney.com/news,002129,886390219.html",2019-11-14 10:14:19,看着磨磨唧唧的又要当跳水运动员吗
上涨开起。,"https://guba.eastmoney.com/news,002129,886387612.html",2019-11-14 10:10:20,上涨开起。
今天再和前面两天一样走那就笑话了,"https://guba.eastmoney.com/news,002129,886385955.html",2019-11-14 10:07:45,今天再和前面两天一样走 那就笑话了
散了吧，还是一样，开盘涨，然后跌,"https://guba.eastmoney.com/news,002129,886385637.html",2019-11-14 10:07:15,散了吧，还是一样，开盘涨，然后跌
成功骗炮,"https://guba.eastmoney.com/news,002129,886384812.html",2019-11-14 10:06:11,成功骗炮
这定增的效率确实让人反感，让人无语,"https://guba.eastmoney.com/news,002129,886381425.html",2019-11-14 10:01:34,这定增的效率确实让人反感，让人无语
又准备冲高回落么？这套路让大家非常无奈，伤心至极！,"https://guba.eastmoney.com/news,002129,886375914.html",2019-11-14 09:53:10,又准备冲高回落么？这套路让大家非常无奈，伤心至极！
主力不出手，不知道真相,"https://guba.eastmoney.com/news,002129,886373681.html",2019-11-14 09:49:45,主力不出手，不知道真相
在红方框里做个上一一下—一上，的三段重叠结构后，最终改变不了再次向下的征程。,"https://guba.eastmoney.com/news,002129,886369551.html",2019-11-14 09:43:39,在红方框里做个上一一下—一上，的三段重叠结构后，最终改变不了再次向下的征程。
最后跑的机会,"https://guba.eastmoney.com/news,002129,886369428.html",2019-11-14 09:43:17,最后跑的机会
正义迟早要到来，这么多年了，躲的过初一躲不过十五,"https://guba.eastmoney.com/news,002129,886369716.html",2019-11-14 09:43:46,啥都别说，股价说明一切问题，你看谁能狡辩股价这个问题，股价体现真实内在的
无风不起浪，还是撤离比较好。,"https://guba.eastmoney.com/news,002129,886365461.html",2019-11-14 09:37:22,无风不起浪，还是撤离比较好。
这要是能涨是笑话了,"https://guba.eastmoney.com/news,002129,886365216.html",2019-11-14 09:36:57,这要是能涨是笑话了
看看谁在做婊子，立牌坊,"https://guba.eastmoney.com/news,002129,886362117.html",2019-11-14 09:31:26,看看谁在做婊子，立牌坊
小幅拉高必须果断获利了结，不可追涨,"https://guba.eastmoney.com/news,002129,886359275.html",2019-11-14 09:25:00,小幅拉高必须果断获利了结，不可追涨
又被锤了不过你可以就问题提出自己的回答不要动不动就是律师函很没意思。搞得都不能质,"https://guba.eastmoney.com/news,002129,886358966.html",2019-11-14 09:24:10,又被锤了 不过你可以就问题提出自己的回答 不要动不动就是律师函 很没意思。搞得都不能质疑问题了。
别上造谣者的当,"https://guba.eastmoney.com/news,002129,886354770.html",2019-11-14 09:10:07,中环昨天的声明起码说明一点，并不是想打压股价希望低价增发，看看三安光电。
