标题,链接,发布时间,内容
大盘走的挺好的，你这个垃圾真的是垃圾！,"https://guba.eastmoney.com/news,002838,982407941.html",2020-11-27 14:52:48,大盘走的挺好的，你这个垃圾真的是垃圾！
58的本，何时解套？,"https://guba.eastmoney.com/news,002838,982446239.html",2020-11-27 16:43:57,58的本，何时解套？
[为什么][为什么][为什么][为什么],"https://guba.eastmoney.com/news,002838,982481035.html",2020-11-27 20:29:24,
总括：20必破，17.50区域稳住横盘半年,"https://guba.eastmoney.com/news,002838,982168652.html",2020-11-26 23:43:23,总括：20必破，17.50区域稳住横盘半年
28的本今天全部卖了亏了11000，韭菜本人没错了！,"https://guba.eastmoney.com/news,002838,982442771.html",2020-11-27 16:27:12,28的本今天全部卖了亏了11000，韭菜本人没错了！
从盘面上看，发现有人压盘恶意做空，从公司昨晚的公告回复的内容看管理层实在是，,"https://guba.eastmoney.com/news,002838,982466497.html",2020-11-27 18:45:06,从盘面上看，发现有人压盘恶意做空，从公司昨晚的公告回复的内容看管理层实在是，感觉公司在配合做空。
这个可能要等下一次全球性严重传染病才能再创新高了,"https://guba.eastmoney.com/news,002838,982325165.html",2020-11-27 11:56:21,随着辉瑞疫苗的上量，全球疫情迅速缓解，慢慢打回原形跌到12、13不是不可能。
道恩倒了，正是金发的福音。,"https://guba.eastmoney.com/news,002838,982211086.html",2020-11-27 09:16:52,"金发科技口罩是口罩精品，获得美国、欧盟认证了。
道恩倒了，正是金发的福音。"
追发假消息的责任，,"https://guba.eastmoney.com/news,002838,982473161.html",2020-11-27 19:36:45,追发假消息的责任，
最低点走，心不甘，最高点又进去了,"https://guba.eastmoney.com/news,002838,982362312.html",2020-11-27 13:39:15,最低点走，心不甘，最高点又进去了
"昨天10个点,今天4个点，今年的利润差不多都还回去了，辛辛苦苦一整年，一夜回到解","https://guba.eastmoney.com/news,002838,982376277.html",2020-11-27 14:02:42,"昨天10个点, 今天4个点，今年的利润差不多都还回去了，辛辛苦苦一整年，一夜回到解放前。"
两天亏了几十万，大家一起起诉中谷塑业,"https://guba.eastmoney.com/news,002838,982355931.html",2020-11-27 13:29:30,两天亏了几十万，大家一起起诉中谷塑业
背后有猫腻呀，股价跌成了，这时候出这样的消息，，这是要让你破产呀,"https://guba.eastmoney.com/news,002838,982464416.html",2020-11-27 18:28:43,背后有猫腻呀，股价跌成了，这时候出这样的消息，，这是要让你破产呀
跌的我老壳冒青烟,"https://guba.eastmoney.com/news,002838,982462961.html",2020-11-27 18:20:06,跌的我老壳冒青烟
君子不立危墙之下,"https://guba.eastmoney.com/news,002838,982453983.html",2020-11-27 17:27:28,9元见
已经显而易见了，怎么还有很多人智商不在线的样子，下周见分晓……,"https://guba.eastmoney.com/news,002838,982458531.html",2020-11-27 17:53:55,已经显而易见了，怎么还有很多人智商不在线的样子，下周见分晓……
没什么换手率可见很多小散也不轻易上当，庄最后一压就要飞了,"https://guba.eastmoney.com/news,002838,982322060.html",2020-11-27 11:47:21,没什么换手率可见很多小散也不轻易上当，庄最后一压就要飞了
小散被忽悠的都割肉吓跑了，坚持的下周有肉吃,"https://guba.eastmoney.com/news,002838,982396275.html",2020-11-27 14:35:24,小散被忽悠的都割肉吓跑了，坚持的下周有肉吃
27.5的本什么时候回本啊没钱补了,"https://guba.eastmoney.com/news,002838,982427596.html",2020-11-27 15:35:45,27.5的本什么时候回本啊没钱补了
青春揍这样被老道一点点耗干耗子尾汁[滴汗][摊手][滴汗],"https://guba.eastmoney.com/news,002838,982074450.html",2020-11-26 15:24:37,青春揍这样被老道一点点耗干耗子尾汁
昨天操底的爽不爽,"https://guba.eastmoney.com/news,002838,982352897.html",2020-11-27 13:24:01,昨天操底的爽不爽
卖了环保股再进三成仓位,"https://guba.eastmoney.com/news,002838,982396371.html",2020-11-27 14:36:10,卖了环保股再进三成仓位
加仓,"https://guba.eastmoney.com/news,002838,982368437.html",2020-11-27 13:49:29,先买入5万股
坚决不能让他翻红[怒],"https://guba.eastmoney.com/news,002838,982411185.html",2020-11-27 14:57:42,坚决不能让他翻红
今天抄底的大好机会,"https://guba.eastmoney.com/news,002838,982406814.html",2020-11-27 14:51:12,今天抄底的大好机会
你个死拉机，害我的股也不涨,"https://guba.eastmoney.com/news,002838,982399126.html",2020-11-27 14:39:52,你个死拉机，害我的股也不涨
跌停价买入，今晚发澄清公告，明天涨停,"https://guba.eastmoney.com/news,002838,982041319.html",2020-11-26 14:24:55,人生就是一场赌博
中谷塑业，业界流氓。,"https://guba.eastmoney.com/news,002838,982374297.html",2020-11-27 13:58:55,中谷塑业，业界流氓。
尾盘要突袭了,"https://guba.eastmoney.com/news,002838,982372860.html",2020-11-27 13:57:21,尾盘要突袭了
道恩，小买2000股。,"https://guba.eastmoney.com/news,002838,982372332.html",2020-11-27 13:56:23,道恩，小买2000股。
深不见底啊！,"https://guba.eastmoney.com/news,002838,982329387.html",2020-11-27 12:11:11,深不见底啊！
踢出自选很久没关注了！近期又便宜不少！计划等稳住了随时再次建仓做个超反……,"https://guba.eastmoney.com/news,002838,982361675.html",2020-11-27 13:38:54,踢出自选很久没关注了！近期又便宜不少！计划等稳住了随时再次建仓做个超反……
今天这是不是到底了？,"https://guba.eastmoney.com/news,002838,982071651.html",2020-11-26 15:16:06,今天这是不是到底了？
呼叫王友庆，韩立梅,"https://guba.eastmoney.com/news,002838,982355889.html",2020-11-27 13:29:26,呼叫王友庆，韩立梅
道恩老板，一手好牌，因你攒了钱套现后一直股价下跌，你是另一个乐视，太坏。,"https://guba.eastmoney.com/news,002838,982349248.html",2020-11-27 13:17:38,道恩老板，一手好牌，因你攒了钱套现后一直股价下跌，你是另一个乐视，太坏。
道恩下跌正当时,"https://guba.eastmoney.com/news,002838,982345772.html",2020-11-27 13:11:54,下跌正找不着借口，这下好了，非跌不可。
下周大涨,"https://guba.eastmoney.com/news,002838,982337005.html",2020-11-27 12:44:29,下周大涨
道恩的最大风险不在于举报DTBP严重超标本身，而在于因此必遭重创的公司市场。,"https://guba.eastmoney.com/news,002838,982344062.html",2020-11-27 13:08:10,道恩的最大风险不在于 举报DTBP严重超标 本身，而在于因此必遭重创的公司市场。
已经重仓了。周一全仓拿到疫情结束抛,"https://guba.eastmoney.com/news,002838,982340484.html",2020-11-27 13:00:27,已经重仓了。周一全仓拿到疫情结束抛
下跌中继,"https://guba.eastmoney.com/news,002838,982374459.html",2020-11-27 13:59:12,下跌中继
大家别慌，等我去搬砖，回来给大家拉一波！,"https://guba.eastmoney.com/news,002838,982372650.html",2020-11-27 13:56:16,大家别慌，等我去搬砖，回来给大家拉一波！
不搞点东西出来，妆家高价出的货咋收回去了,"https://guba.eastmoney.com/news,002838,982338595.html",2020-11-27 12:51:51,不搞点东西出来，妆家高价出的货咋收回去了
哈，道恩被黑了，这就要检验道恩的实力了，实力强，后浪推前浪，实力弱，一掌拍到沙滩,"https://guba.eastmoney.com/news,002838,982198494.html",2020-11-27 08:15:10,哈，道恩被黑了，这就要检验道恩的实力了，实力强，后浪推前浪，实力弱，一掌拍到沙滩上，道恩加油
抄底，兄弟们,"https://guba.eastmoney.com/news,002838,982336973.html",2020-11-27 12:43:43,抄底，兄弟们
买你了2000股，希望不要让我失望,"https://guba.eastmoney.com/news,002838,982275438.html",2020-11-27 10:40:24,买你了2000股，希望不要让我失望
疫情平缓下去下去!股价也相应下去到应有位置[疑惑],"https://guba.eastmoney.com/news,002838,982325304.html",2020-11-27 11:56:54,疫情平缓下去下去!股价也相应下去到应有位置
涨了6倍的道恩跌成这样托还在说骗筹，涨了10倍的英科却是另外一番景象，这根本是股,"https://guba.eastmoney.com/news,002838,982325902.html",2020-11-27 11:58:21,涨了6倍的道恩跌成这样托还在说骗筹，涨了10倍的英科却是另外一番景象，这根本是股与股的区别，哪来什么骗筹不骗筹
跌了2/3了，高处不胜寒,"https://guba.eastmoney.com/news,002838,982325439.html",2020-11-27 11:56:32,跌了2/3了，高处不胜寒
买啥啥不行，不买的都涨停，[惨!关灯吃面]，34的本，谁来拯救我啊[拜神],"https://guba.eastmoney.com/news,002838,981930285.html",2020-11-26 10:29:32,买啥啥不行，不买的都涨停，，34的本，谁来拯救我啊
应该找无良媒体纠正事实，对公司有信心应该增持,"https://guba.eastmoney.com/news,002838,982322846.html",2020-11-27 11:49:36,应该找无良媒体纠正事实，对公司有信心应该增持
10块  不能再多了,"https://guba.eastmoney.com/news,002838,982319027.html",2020-11-27 11:39:15,哈哈
自甘堕落[呲牙],"https://guba.eastmoney.com/news,002838,982316256.html",2020-11-27 11:34:17,自甘堕落
看看砖家们的本事,"https://guba.eastmoney.com/news,002838,982315258.html",2020-11-27 11:32:36,看看砖家们的本事
这市场没有到底的走势,"https://guba.eastmoney.com/news,002838,982303332.html",2020-11-27 11:17:51,"从创业板30分钟的K线图来看，反弹小阳线都是缩量形态，而阴线属于放量，这就意味着无量跟风，但是有量抛压，而连续的上影线后一般都会有阴线吞噬，这是市场没有到底的走势


"
市场饱过于和也也是利空吧？,"https://guba.eastmoney.com/news,002838,982277552.html",2020-11-27 10:42:46,市场饱过于和也也是利空吧？
道恩卖的是熔喷料，不是熔喷布，有谁看到大街上抹一嘴的熔喷料。媒体真的黑心。,"https://guba.eastmoney.com/news,002838,982235166.html",2020-11-27 09:50:50,道恩卖的是熔喷料，不是熔喷布，有谁看到大街上抹一嘴的熔喷料。媒体真的黑心。
看着你们骂骂咧咧，默默的捡起带血的筹码,"https://guba.eastmoney.com/news,002838,982232807.html",2020-11-27 09:48:20,爽歪歪
今天要番红,"https://guba.eastmoney.com/news,002838,982290834.html",2020-11-27 11:00:30,今天要番红
让我想起了茅台塑化剂事件,"https://guba.eastmoney.com/news,002838,982101402.html",2020-11-26 17:00:16,"茅台塑化剂也是一个人拿去检测然后出报道压股价。
现在也只有中谷这一家公司起诉，扩张前道恩占了40%的产量，怎么就这么一家起诉呢？"
坐等金针探底,"https://guba.eastmoney.com/news,002838,982282446.html",2020-11-27 10:49:21,坐等金针探底
现在股价都成这样了，道恩股份怎么回应我们投资者，我们投资者又该如何维权，,"https://guba.eastmoney.com/news,002838,982230194.html",2020-11-27 09:45:42,现在股价都成这样了，道恩股份怎么回应我们投资者，我们投资者又该如何维权，
兄弟们做了几个月的t没赚钱跑了，还好跑了,"https://guba.eastmoney.com/news,002838,982276125.html",2020-11-27 10:41:22,兄弟们做了几个月的t没赚钱跑了，还好跑了
能否去到11块？,"https://guba.eastmoney.com/news,002838,982255442.html",2020-11-27 10:14:36,能否去到11块？
君不见，美丽国才研究出来，戴口罩矿业防止病毒的传播哦,"https://guba.eastmoney.com/news,002838,982250907.html",2020-11-27 10:09:01,君不见，美丽国才研究出来，戴口罩矿业防止病毒的传播哦
坑害广大股民,"https://guba.eastmoney.com/news,002838,982249412.html",2020-11-27 10:07:19,坑害广大股民
你想抄它的底，它要抄你的家啊！,"https://guba.eastmoney.com/news,002838,982269863.html",2020-11-27 10:32:34,你想抄它的底，它要抄你的家啊！
惨,"https://guba.eastmoney.com/news,002838,982248512.html",2020-11-27 10:06:15,惨
垃圾就是垃圾,"https://guba.eastmoney.com/news,002838,982247640.html",2020-11-27 10:05:09,垃圾就是垃圾
都在割肉,"https://guba.eastmoney.com/news,002838,982244110.html",2020-11-27 10:01:42,都在割肉
我们小散的损失谁来赔？,"https://guba.eastmoney.com/news,002838,982222331.html",2020-11-27 09:37:39,我们小散的损失谁来赔？
火热口罩市场都过去大半年了，居然还一天天口罩口罩的,"https://guba.eastmoney.com/news,002838,982239406.html",2020-11-27 09:56:12,火热口罩市场都过去大半年了，居然还一天天口罩口罩的
中谷起诉砸下来建仓宣判卖出货款就拿回来了,"https://guba.eastmoney.com/news,002838,982239365.html",2020-11-27 09:55:34,
被道恩股份作作实实地坑了一把。,"https://guba.eastmoney.com/news,002838,982239069.html",2020-11-27 09:55:52,被道恩股份作作实实地坑了一把。
这股透支了未来十年的行情,"https://guba.eastmoney.com/news,002838,982178523.html",2020-11-27 02:47:28,这股透支了未来十年的行情
，自己想打压股价，还说人家报道有问题，就是个垃圾！,"https://guba.eastmoney.com/news,002838,982230578.html",2020-11-27 09:46:34,，自己想打压股价，还说人家报道有问题，就是个垃圾！
割肉了，，你们玩吧,"https://guba.eastmoney.com/news,002838,982225457.html",2020-11-27 09:40:38,割肉了，，你们玩吧
后怕了,"https://guba.eastmoney.com/news,002838,982227951.html",2020-11-27 09:43:18,后怕了
卸载软件不看了，明年年底再回来，无语,"https://guba.eastmoney.com/news,002838,982227432.html",2020-11-27 09:42:45,卸载软件不看了，明年年底再回来，无语
两天15个点,"https://guba.eastmoney.com/news,002838,982225627.html",2020-11-27 09:41:27,两天15个点
以后不要卖给中谷塑业了,"https://guba.eastmoney.com/news,002838,982223674.html",2020-11-27 09:39:15,以后不要卖给中谷塑业了
今天不会又来个跌停吧,"https://guba.eastmoney.com/news,002838,982225410.html",2020-11-27 09:40:35,今天不会又来个跌停吧
什么时候卖都是对的，道恩会会到10块不管你们信不信！[俏皮],"https://guba.eastmoney.com/news,002838,982220417.html",2020-11-27 09:35:18,什么时候卖都是对的，道恩会会到10块不管你们信不信！
今天来个天地板最好，业绩这么好,"https://guba.eastmoney.com/news,002838,982214589.html",2020-11-27 09:24:50,今天来个天地板最好，业绩这么好
如今供过于求，口罩的价格可以恢复到疫情之前了吗,"https://guba.eastmoney.com/news,002838,982213635.html",2020-11-27 09:22:43,如今供过于求，口罩的价格可以恢复到疫情之前了吗
今天肯定能够翻红,"https://guba.eastmoney.com/news,002838,982219639.html",2020-11-27 09:34:07,今天肯定能够翻红
今天能跌停吗,"https://guba.eastmoney.com/news,002838,982217530.html",2020-11-27 09:30:14,今天能跌停吗
口罩如果供不应求，就没有这场闹剧,"https://guba.eastmoney.com/news,002838,982203514.html",2020-11-27 08:44:32,口罩如果供不应求，就没有这场闹剧
最少到8元,"https://guba.eastmoney.com/news,002838,982216597.html",2020-11-27 09:28:05,最少到8元
还会不会自我安慰了，8个跌停,"https://guba.eastmoney.com/news,002838,982216318.html",2020-11-27 09:27:55,还会不会自我安慰了，8个跌停
中谷塑业和道恩这一闹又成了全国人民的热点，毕竟现在疫情没有完全过去，人民看到这则,"https://guba.eastmoney.com/news,002838,982202908.html",2020-11-27 08:40:26,中谷塑业和道恩这一闹又成了全国人民的热点，毕竟现在疫情没有完全过去，人民看到这则新闻后正常心理想法自己每天戴的口罩是否安全，同时也会有人抵制戴口罩。还有就是购买了道恩股份的股票的投资者是受害者。
估计又要跌停了,"https://guba.eastmoney.com/news,002838,982213098.html",2020-11-27 09:21:04,估计又要跌停了
股价回升是王道，别跌得破产,"https://guba.eastmoney.com/news,002838,982213057.html",2020-11-27 09:21:31,股价回升是王道，别跌得破产
