标题,链接,发布时间,内容
$隆基股份(SH601012)$这个位置，大家是建议买进还是卖出？因为我想融资做,"https://guba.eastmoney.com/news,601012,1170936645.html",2022-04-22 10:42:02,$隆基股份(SH601012)$  这个位置，大家是建议买进还是卖出？因为我想融资做多
$隆基股份(SH601012)$下周业绩发布会之后隆基连续大涨三天，股价会涨到多,"https://guba.eastmoney.com/news,601012,1170927117.html",2022-04-22 10:35:30,$隆基股份(SH601012)$  下周业绩发布会之后隆基连续大涨三天，股价会涨到多少？
$隆基股份(SH601012)$2022年隆基的利润100%不如通威,"https://guba.eastmoney.com/news,601012,1170918404.html",2022-04-22 10:29:43,$隆基股份(SH601012)$  2022年隆基的利润100%不如通威
$隆基股份(SH601012)$建议隆基和福莱特提前业绩预告！$福莱特(SH60,"https://guba.eastmoney.com/news,601012,1170892353.html",2022-04-22 10:12:50,$隆基股份(SH601012)$  建议隆基和福莱特提前业绩预告！$福莱特(SH601865)$  #高瓴资本杀入隆基股份# 
应该是业绩还可以,"https://guba.eastmoney.com/news,601012,1170945782.html",2022-04-22 10:48:17,应该是业绩还可以
$隆基股份(SH601012)$业绩大亏、下午跌停,"https://guba.eastmoney.com/news,601012,1170936500.html",2022-04-22 10:41:56,$隆基股份(SH601012)$  业绩大亏、下午跌停
$隆基股份(SH601012)$行了，都别唱空了。利空出尽。继续跌[笑哭],"https://guba.eastmoney.com/news,601012,1170938681.html",2022-04-22 10:43:18,$隆基股份(SH601012)$  行了，都别唱空了。利空出尽。继续跌
$隆基股份(SH601012)$感觉一季度不理想呀,"https://guba.eastmoney.com/news,601012,1170937891.html",2022-04-22 10:42:52,$隆基股份(SH601012)$  感觉一季度不理想呀
$隆基股份(SH601012)$隆基要跌入下一个平台了估计这次风波会促使隆基跌入,"https://guba.eastmoney.com/news,601012,1170935191.html",2022-04-22 10:41:04,"$隆基股份(SH601012)$  隆基要跌入下一个平台了
估计这次风波会促使隆基跌入下一个平台，会是多少？"
63.7以下的获利盘只有1.34%了，光伏产业逻辑没有变，国际战略没有变，公司基本面没有变，变的只有散户的心态,"https://guba.eastmoney.com/news,601012,1170262220.html",2022-04-21 11:20:13,63.7以下的获利盘只有1.34%了，光伏产业逻辑没有变，国际战略没有变，公司基本面没有变，变的只有散户的心态
隆基股份要去到50附近了,"https://guba.eastmoney.com/news,601012,1170931909.html",2022-04-22 10:38:42,隆基股份要去到50附近了
应该还会跌,"https://guba.eastmoney.com/news,601012,1170929559.html",2022-04-22 10:37:09,应该还会跌
隆基的年报和季报会怎样？,"https://guba.eastmoney.com/news,601012,1170931424.html",2022-04-22 10:38:22,隆基的年报和季报会怎样？
$隆基股份(SH601012)$买的79元啊,"https://guba.eastmoney.com/news,601012,1170915024.html",2022-04-22 10:27:29,$隆基股份(SH601012)$  买的79元啊
隆基的年报和季报会怎样？,"https://guba.eastmoney.com/news,601012,1170929463.html",2022-04-22 10:37:08,隆基的年报和季报会怎样？
两个问题，一非交易过户不需要披露的依据是什么？二非交易过户后受让方减持还披露吗？,"https://guba.eastmoney.com/news,601012,1170892457.html",2022-04-22 10:12:51,两个问题，一非交易过户不需要披露的依据是什么？二非交易过户后受让方减持还披露吗？
$隆基股份(SH601012)$打回原形了,"https://guba.eastmoney.com/news,601012,1170920782.html",2022-04-22 10:31:14,$隆基股份(SH601012)$  打回原形了
估计要腰斩30左右吧，让时间证明,"https://guba.eastmoney.com/news,601012,1170921285.html",2022-04-22 10:31:35,估计要腰斩30左右吧，让时间证明
下跌趋势才刚启动,"https://guba.eastmoney.com/news,601012,1170919367.html",2022-04-22 10:30:17,下跌趋势才刚启动
看周线，月线，这种票还是能跑就跑,"https://guba.eastmoney.com/news,601012,1170918114.html",2022-04-22 10:29:28,看周线，月线，这种票还是能跑就跑
$隆基股份(SH601012)$合理估值3000亿,"https://guba.eastmoney.com/news,601012,1170917340.html",2022-04-22 10:28:55,$隆基股份(SH601012)$  合理估值3000亿
阳光都红了，你还绿着,"https://guba.eastmoney.com/news,601012,1170859632.html",2022-04-22 09:54:22,阳光都红了，你还绿着
狗子，你去看看晶澳,"https://guba.eastmoney.com/news,601012,1170858717.html",2022-04-22 09:53:49,狗子，你去看看晶澳
我进来看看谁的头这么硬,"https://guba.eastmoney.com/news,601012,1170917213.html",2022-04-22 10:28:49,我进来看看谁的头这么硬
