发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2018-11-29,0.999762237071991,0.0,0.0,0.9995463490486145,0.0,0.0
2018-12-03,0.9999144077301025,0.0,0.0,0.9999134540557861,0.0,0.0
2018-12-06,0.999506950378418,0.0,0.0,0.999506950378418,0.0,0.0
2018-12-07,0.0,0.9997667670249939,0.0,0.0,0.9997197985649109,0.0
2018-12-08,0.9999033212661743,0.0,0.0,0.9999033212661743,0.0,0.0
2018-12-11,0.9997330109278361,0.0,0.0,0.9995779991149902,0.0,0.0
2018-12-12,0.5713300023760114,0.2845472182546343,0.14139659064156668,0.7141422033309937,0.28457883426121305,0.0
2018-12-13,0.8339022596677145,0.07009453627101161,0.0876798295138175,0.796183028764892,0.08765199519040291,0.10407522059323494
2018-12-14,0.7844325524309407,0.06039646138315615,0.12062321927236475,0.7109620869159698,0.07934429593708205,0.18576986375062363
2018-12-15,0.992534838616848,0.0,0.0,0.8723002970218658,0.0,0.12487947940826416
2018-12-16,0.7499146461486816,0.0,0.24990086257457733,0.7499152719974518,0.0,0.24990086257457733
2018-12-17,0.7697985991835594,0.07273306449254353,0.12493398040533066,0.8531344955166181,0.03651060163974762,0.08215224991242091
