发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2017-02-07,0.9981412887573242,0.0,0.0,0.9981412887573242,0.0,0.0
2018-04-18,0.999883770942688,0.0,0.0,0.9998841285705566,0.0,0.0
2018-05-11,0.9999120235443115,0.0,0.0,0.9999105930328369,0.0,0.0
2018-05-12,0.0,0.0,0.9995749592781067,0.0,0.0,0.9930900931358337
2018-05-14,0.9998120367527008,0.0,0.0,0.9998107850551605,0.0,0.0
2018-05-15,0.7498351484537125,0.0,0.24966365098953247,0.9992800205945969,0.0,0.0
2018-05-16,0.8332461764415106,0.0,0.1551941136519114,0.9165662775437037,0.0,0.08324639995892842
2018-05-17,0.9089622335000471,0.0,0.09087017991326073,0.9088516993956133,0.0,0.0908690094947815
2018-05-18,0.892300009727478,0.0,0.0,0.8922984004020691,0.0,0.0
2018-05-19,0.9999075730641683,0.0,0.0,0.999910036722819,0.0,0.0
2018-05-20,0.999768054485321,0.0,0.0,0.7984070539474487,0.0,0.19992126226425172
2018-05-21,0.6249359399080276,0.12485433369874954,0.24973375350236893,0.6249359399080276,0.1247420459985733,0.24973375350236893
2018-05-22,0.6338814596335093,0.16653714577356973,0.12011697888374329,0.8311906854311625,0.16454408566157022,0.0
2018-05-23,0.830181876818339,0.16657428940137228,0.0,0.7608934342861176,0.0996503233909607,0.0
2018-05-24,0.9999086260795593,0.0,0.0,0.9999065697193146,0.0,0.0
2018-05-25,0.7139018944331578,0.0,0.2855858547346933,0.7136866450309753,0.0,0.2855858547346933
2018-05-26,0.9999115467071533,0.0,0.0,0.9999125003814697,0.0,0.0
2018-05-28,0.7141916496413094,0.0,0.2855354292052133,0.7139904584203448,0.0,0.2855354292052133
2018-05-29,0.8570609603609357,0.0,0.1336271677698408,0.7142158235822406,0.0718596237046378,0.14279623542513167
2018-05-30,0.5554905268881056,0.22193080186843872,0.21881302860048082,0.5554917057355245,0.22193080186843872,0.21881302860048082
2018-05-31,0.8498514294624329,0.0,0.07837947209676106,0.888773090309567,0.0,0.07837947209676106
2018-06-01,0.6248391717672348,0.12496097385883331,0.24970145523548126,0.6248397976160049,0.12496097385883331,0.2497013956308365
2018-06-02,0.4999535083770752,0.4445441663265228,0.0,0.49995553493499756,0.4998035132884979,0.0
2018-06-04,0.4141351580619812,0.4223734140396118,0.0,0.3917101323604584,0.4223734140396118,0.0
2018-06-05,0.7498898357152939,0.0,0.24989266693592072,0.7498434633016586,0.0,0.24972665309906006
2018-06-06,0.9998911619186401,0.0,0.0,0.9998915493488312,0.0,0.0
2018-06-07,0.9999091327190399,0.0,0.0,0.9999102056026459,0.0,0.0
