发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2017-04-25,0.9996440410614014,0.0,0.0,0.9996440410614014,0.0,0.0
2017-05-03,0.0,0.6922784447669983,0.0,0.9996147155761719,0.0,0.0
2017-05-12,0.9998838901519775,0.0,0.0,0.9998838901519775,0.0,0.0
2017-05-16,0.9998940229415894,0.0,0.0,0.9957793951034546,0.0,0.0
2017-06-08,0.9999110698699951,0.0,0.0,0.9999098777770996,0.0,0.0
2017-06-09,0.9998946189880371,0.0,0.0,0.9999117851257324,0.0,0.0
2017-06-10,0.0,0.0,0.9991523027420044,0.0,0.0,0.9991523027420044
2017-06-12,0.49995370705922443,0.16660105188687643,0.33168816566467285,0.8331798017024994,0.0,0.16659135619799295
2017-06-13,0.9159839153289795,0.0,0.08329801261425018,0.9159839153289795,0.0,0.08329801261425018
2017-06-14,0.7681269737390372,0.07663614933307354,0.15370436356617853,0.7681702971458435,0.0768928206883944,0.15349883758104765
2017-06-15,0.8329159398873647,0.13328165809313455,0.028919438521067303,0.7512546102205913,0.1664159119129181,0.06223936279614766
2017-06-16,0.5461684946090944,0.1924449993718055,0.2161458384606146,0.6299543073100429,0.16021905022282754,0.1533042230913716
2017-06-17,0.6759404540061951,0.1999459981918335,0.0952534556388855,0.5998164772987366,0.19995176792144775,0.1984626829624176
2017-06-18,0.6665864785512289,0.0,0.33319244782129925,0.9998892545700073,0.0,0.0
2017-06-19,0.8887825608253479,0.06306676069895427,0.0,0.6665871871842278,0.28521911965476143,0.0
2017-06-20,0.9228375554084778,0.07688154165561382,0.0,0.9227580153025113,0.07690318272663997,0.0
2017-06-21,0.9982200860977173,0.0,0.0,0.8745086714625359,0.06247136741876602,0.06247556582093239
