标题,链接,发布时间,内容
这种反复打压吸货的主力都是穷诡,"https://guba.eastmoney.com/news,603023,1200268536.html",2022-06-30 10:32:21,这种反复打压吸货的主力都是穷诡
$威帝股份(SH603023)$远离东北股，没有诚信,"https://guba.eastmoney.com/news,603023,1200259061.html",2022-06-30 10:25:37,$威帝股份(SH603023)$  远离东北股，没有诚信
$威帝股份(SH603023)$太垃圾了，跟跌不跟涨,"https://guba.eastmoney.com/news,603023,1200252911.html",2022-06-30 10:21:27,$威帝股份(SH603023)$  太垃圾了，跟跌不跟涨
$威帝股份(SH603023)$垃圾狗卖了，买其他去,"https://guba.eastmoney.com/news,603023,1200191878.html",2022-06-30 09:45:46,$威帝股份(SH603023)$  垃圾狗卖了，买其他去
真是垃圾股,"https://guba.eastmoney.com/news,603023,1200237914.html",2022-06-30 10:12:12,真是垃圾股
$威帝股份(SH603023)$空狗，见不了红？,"https://guba.eastmoney.com/news,603023,1200168292.html",2022-06-30 09:32:45,$威帝股份(SH603023)$  空狗，见不了红？
刚终止收购 威帝股份将被飞尔股份以“商誉损失”为由起诉,"https://guba.eastmoney.com/news,603023,1196693212.html",2022-06-23 01:11:24,"来源：界面新闻


　　据财联社消息，飞尔股份将以“商誉损失”为由起诉威帝股份，要求对方就单方面终止收购造成的商誉损失、机会成本等进行赔偿和道歉。此前的6月17日，威帝股份公告，由于重组条件尚不成熟，终止收购飞尔股份100%股权。

（文章来源：界面新闻） [点击查看原文]"
$威帝股份(SH603023)$迟早要飞,"https://guba.eastmoney.com/news,603023,1198793175.html",2022-06-28 06:35:27,$威帝股份(SH603023)$  迟早要飞
$威帝股份(SH603023)$搞不懂这么散户为什么这么多,"https://guba.eastmoney.com/news,603023,1199941800.html",2022-06-29 18:07:08,$威帝股份(SH603023)$  搞不懂这么散户为什么这么多
$威帝股份(SH603023)$行情都没了...,"https://guba.eastmoney.com/news,603023,1199941543.html",2022-06-29 18:06:47,$威帝股份(SH603023)$  行情都没了...
出货，游资走了，希望明天再来一个！,"https://guba.eastmoney.com/news,603023,1199936698.html",2022-06-29 17:52:00,出货，游资走了，希望明天再来一个！
诱多骗人闷杀套利,"https://guba.eastmoney.com/news,603023,1199911678.html",2022-06-29 16:45:45,诱多骗人闷杀套利
$威帝股份(SH603023)$下杀的那一天就是要启动的时候,"https://guba.eastmoney.com/news,603023,1199250018.html",2022-06-28 17:00:34,$威帝股份(SH603023)$  下杀的那一天就是要启动的时候
早上5个点没走，下午倒跌5个点，欲哭无泪啊。,"https://guba.eastmoney.com/news,603023,1199872684.html",2022-06-29 15:17:37,早上5个点没走，下午倒跌5个点，欲哭无泪啊。
$威帝股份(SH603023)$跌停算了,"https://guba.eastmoney.com/news,603023,1199832926.html",2022-06-29 14:42:14,$威帝股份(SH603023)$  跌停算了
$威帝股份(SH603023)$要求不高，翻红就行,"https://guba.eastmoney.com/news,603023,1199783275.html",2022-06-29 14:00:07,$威帝股份(SH603023)$  要求不高，翻红就行
主力的看家本领就是活埋,"https://guba.eastmoney.com/news,603023,1199772683.html",2022-06-29 13:50:24,主力的看家本领就是活埋
