标题,链接,发布时间,内容
要跌快走跑路.跑路.跑路.,"https://guba.eastmoney.com/news,688101,1037426526.html",2021-05-24 09:47:13,要跌快走跑路.跑路.跑路.
还没收够吗？,"https://guba.eastmoney.com/news,688101,1037602918.html",2021-05-24 13:37:07,还没收够吗？
看三达膜的关键就是成交量，无论上涨与震荡都不能缩量，今天量能比较正常，这时段以高,"https://guba.eastmoney.com/news,688101,1037553561.html",2021-05-24 11:50:34,看三达膜的关键就是成交量，无论上涨与震荡都不能缩量，今天量能比较正常，这时段以高抛低吸为主，还没到连续阳线的逼空上行的阶段。
完犊子玩意！！,"https://guba.eastmoney.com/news,688101,1037428644.html",2021-05-24 09:48:44,完犊子玩意！！
三达膜本周融资净买入1044.42万元，居专用设备板块第十九,"https://guba.eastmoney.com/news,688101,1037298639.html",2021-05-23 15:05:33,"三达膜本周(2021/05/17-2021/05/21)累计涨幅达12.7%，截至5月21日最新股价报收17.30元。从增量上来看，5月17日至5月21日融资买入交易规模4520.2万元，融资偿还规模3475.78万元，期内融资净买入1044.42万元。从存量上来看，截止5月23日，三达膜融资融券余额8570.15万元，其中融资余额规模7580.14万元，融券余额规模990.01万元。
数据来源：东方财富Choice数据
在两市1977家融资融券标的中，三达膜期内融资净买入值排名第511，期末融资余额排名第1711。按东财二级行业分类的融资融券标的统计情况来看，在所属专用设备板块中，三达膜本周融资净买入额排名19/78，期末融资余额行业排名48/78。
数据来源：东方财富Choice数据
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。"
坚定看好持有，第一目标位是股票的发行价上方。今年有逐步走出翻倍行情！拭目以待。,"https://guba.eastmoney.com/news,688101,1037292087.html",2021-05-23 13:50:45,坚定看好持有，第一目标位是股票的发行价上方。今年有逐步走出翻倍行情！拭目以待。
污水资源化是治理陕西水生态的重要措施,"https://guba.eastmoney.com/news,688101,1037200717.html",2021-05-22 14:35:43,"问道者 李 百
陕西省是全国水资源最紧缺的省份之一，人均、亩均水资源占有量分别只占全国平均水平的54%和42%。国家发改委在陕西西安组织召开的推进污水资源化利用现场会上指出，污水资源化是统筹水资源、水环境、水生态治理的重要措施。
1陕西是最缺水的省份之一
5月14日，国家发改委在陕西省西安市组织召开推进污水资源化利用现场会。现场会选择在陕西，或许另有深意。
水资源短缺、水环境污染和水生态损害已成为目前制约我国高质量发展的突出瓶颈和生态文明建设的突出短板。陕西是全国水资源最紧缺的省份之一。
现实情况是，我国人均水资源占有量不到世界平均水平的1/4，全国年缺水500多亿立方米。陕西全省水资源总量仅为442亿立方米，人均、亩均水资源占有量分别只占全国平均水平的54%和42%。
陕北人均水资源只有890立方米，低于国际社会公认的最低需水线。而关中地区作为陕西人口最密集，经济最发达的地方，人均水资源量甚至只有380立方米，亩均只有250立方米，仅相当于全国平均水平的1/8和1/6，远远低于绝对缺水线。
陕西水资源时空分布严重不均，时间分布上，全省年降雨量的60%－70%集中在7－10月份，往往造成汛期洪水成灾，春夏两季旱情多发。
在地域分布上，秦岭以南的长江流域，面积占全省的36.7%，水资源量占到全省总量的71%；秦岭以北的黄河流域，面积占全省的63.3%，水资源量仅占全省的29%。
2污水资源化是当务之急
陕西位于中国内陆腹地，横跨三个气候带和黄河、长江两大流域，全省多年平均降水量676.4毫米，多年平均地表径流量425.8亿立方米，水资源总量445亿立方米，居全国各省（市、区）第19位。全省人均水资源量为1280立方米，最大年水资源量可达847亿立方米，最小年只有168亿立方米，丰枯比在3.0以上。
一份陕西水资源现状的报告指出，在陕西建设节水型社会是解决干旱缺水问题最根本、最有效的战略措施。
节水是实现水资源优化配置与可持续利用的前提和关键，是在不降低人民生活质量和经济社会发展能力的前提下，减少取用水过程中的损失、消耗和污染，从而杜绝浪费，提高水的利用效率。
建设节水型社会需从长计议，就眼下而言，在陕西推行污水资源化利用才是当务之急。目前陕西工业用水重复利用率低，约为45％，比国内平均水平少15个百分点，远远低于发达国家75％的平均重复利用率。
事实上，污水资源化利用已经被现场会定性为落实“节水优先、空间均衡、系统治理、两手发力”新时期治水方针的具体举措，是统筹水资源、水环境、水生态治理的重要措施。
3治理陕西水生态欠东风
陕西并不缺乏能够治理水生态的优秀企业，延安科创板上市公司三达膜就是其中最典型的代表。
三达膜是一家以膜软件开发为核心，上游拓展到膜材料制备，下游延伸到膜技术应用，服务涵盖特种分离与水处理两大应用领域的高科技企业，是业界公认的中国过程工业领域膜技术开发与应用的拓荒牛与领头羊。
污水资源化利用是三达膜的传统强项。
5月20日，陕西省公示了优秀民营企业和优秀民营企业家拟表彰对象名单，三达膜环境技术股份有限公司榜上有名，成为榜单中唯一一家具有提供污水资源化解决方案能力的科创板上市公司。
对于治理陕西的水生态短板来说，现在可以说是万事俱备，只欠东风。
相关证券：
三达膜(688101)
（来源：道亦有道经济的财富号 2021-05-22 14:35） [点击查看原文]
#日本福岛核废水将排向大海#
展开阅读全文"
非常正宗的盐湖提锂概念，还是次新必有大资金追捧,"https://guba.eastmoney.com/news,688101,1036930535.html",2021-05-21 13:17:27,非常正宗的盐湖提锂概念，还是次新必有大资金追捧
三达膜：公司在盐湖提锂方面有业务,"https://guba.eastmoney.com/news,688101,1036977188.html",2021-05-21 14:07:14,"来源：e公司


　　三达膜(688101)5月21日在互动平台表示，公司在盐湖提锂方面确实是有业务。受限于交易对手方保密约定，无法答复公司盐湖提锂业务的合作方名称和业务细节。最近盐湖提锂的概念很火，建议广大投资者理性对待。 

（文章来源：e公司） [点击查看原文]
#热点追踪#"
，没想到你还是盐湖提锂标的了，真的是卖飞了哎,"https://guba.eastmoney.com/news,688101,1037200251.html",2021-05-22 14:32:17,，没想到你还是盐湖提锂标的了，真的是卖飞了哎
