标题,链接,发布时间,内容
隆基绿能:隆基绿能:投资者关系活动记录表(2022年4月28日-5月18日),"https://guba.eastmoney.com/news,601012,1182039779.html",2022-05-19 12:13:27,"公告日期：2022-05-19


证券代码：601012 证券简称：隆基绿能

隆基绿能科技股份有限公司



投资者关系活动记录表



编号：2022-03



■特定对象调研 □分析师会议



□媒体采访 □业绩说明会



投资者关系活



□新闻发布会 □路演活动



动类别



□现场参观



□其他



易方达、交银施罗德、广发基金、华安基金、汇添富、嘉实

基金、景顺长城、平安养老、泰康资产、中银基金、银华基

参与单位名称 金、华商基金、招商基金、万家基金、泰达宏利、兴业基金、

及人员姓名 鹏扬基金、贝莱德、财通基金、长城基金、鹏华基金、新华

基金、大家资产、华宝基金、上投摩根、信达澳亚、平安基

金、诺安基金、中邮基金、国寿资产、建信基金等。



时间 2022 年 4 月 28 日-2022 年 5 月 18 日



地点 线上会议



投资者关系管理高级经理毋晓妮



上市公司接待



投资者关系管理经理刘伟



人员姓名



投资者关系管理经理周建兵



1、公司 2022 年组件出货目标为 50-60GW，一季度组件

出货量比预期要低，请问公司二季度组件交付情况以及后续

投资者关系活 订单签署情况是否可以支撑全年目标达成？



动主要内容介 答：2022 年第一季度，受美国市场政策不确定性和产业

绍 链涨价的影响，公司的组件出货量较期初预期有所减少。进

入第二季度，公司加强对不同市场需求变化和产业链价格变

化的分析，灵活调整不同市场的组件出货量，预计二季度组

件出货量环比改善明显。尽管今年外部市场环境非常复杂，

但在全球能源加速向低碳转型的背景下，公司对全球光伏市场的需求仍然保持乐观判断，目前组件订单在持续签署中。

2、2022 年一季度末公司组件库存较多，请问公司后续

的库存策略如何调整？



答：公司组件库存主要为有主订单或在途订单，公司从4 月份开始提高交付量，目前组件存货已回归合理周转天数。

3、请问最近国内疫情反弹对公司生产经营的影响？



答：公司生产基地主要在西北、西南地区，受疫情影响相对较小，各基地生产经营经常。疫情反弹影响了公司的物流效率，导致运输周期拉长，总体上没有影响到产品的交付结果。



4、请问公司一季度组件在各区域出货情况？



答：公司 2022 年第一季度实现组件出货量 6.44GW，其

中前三大出货市场分别为中国、欧洲和印度，占比分别为32%、27%和 18%。



5、请问公司 2021 年汇兑损失的主要构成？近期人民币

贬值预计给公司带来多大收益？



答：公司 2021 年汇兑损失主要为海外应收账款因汇率变动造成。近期人民币汇率的变化，会对给公司带来一定的汇兑收益，具体影响程度请参考公司后续定期报告数据。

6、请问公司如何看待美国反规避调查的影响？



答：目前美国对东南亚电池和组件产品的反规避调查正在进行中，预计在 2022 年 8 月底之前发布初裁结果。在调查结果尚未公布的情况下，公司采取较为谨慎的态度，如果客户愿意承担反规避相关的风险，公司会继续为客户发货。

7、请问公司在美国、印度等地是否有产能建设计划？

答：公司海外产能主要在马来西亚和越南，公司会根据市场发展情况合理布局海外产能，以满足能源转型大潮下全球光伏市场的需求，暂无在美国、印度等地建设产能的计划。



8、欧洲市场今年可能出现爆发式增长，公司是否有调高欧洲市场出货目标？



答：欧洲地区受地缘政治冲突、传统能源价格上涨等因素影响，能源转型……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
【大事汇】河南：到2025年全省努力建成3000亿级新能源汽车产业集群,"https://guba.eastmoney.com/news,601012,1183264830.html",2022-05-23 23:04:00,"证监会：进一步发挥资本市场功能 支持受疫情影响严重地区和行业加快恢复发展
证监会发布《关于进一步发挥资本市场功能 支持受疫情影响严重地区和行业加快恢复发展的通知》，着眼于加大直接融资支持力度、实施延期展期政策、优化监管工作安排、发挥行业机构作用等四个方面，在企业申请首发上市、北交所上市、再融资、并购重组、公司债券、资产证券化产品等方面加大政策支持力度；对需要提交的反馈意见、问询回复、财务资料时限等作出延期等柔性安排；通过视频会议等非现场方式，以及减免上市公司、交易所会员等相关费用，体现监管弹性和温度；充分发挥证券基金期货经营机构作用，助力抗疫和复工复产等。《通知》主要针对受疫情影响严重地区和行业，包括上海、吉林等全面实行封控管理、静态管理等措施的区域，以及餐饮、零售、旅游、民航、公路水路铁路运输等受疫情影响严重的行业。后续，将根据情况变化进行动态调整。
外汇局：金融机构应引导客户遵循“保值”而非“增值”为核心的汇率风险管理原则
国家外汇管理局发布关于进一步促进外汇市场服务实体经济有关措施的通知。其中提到，金融机构应持续加强服务实体经济汇率风险管理的能力建设，引导客户树立风险中性理念。支持企业管理好汇率风险，综合考虑产品类型、客户分类和套期保值需求特征，为客户办理与其风险承受能力相适应和套期保值需求相一致的外汇衍生品业务，降低生产经营不确定性。注意引导客户遵循“保值”而非“增值”为核心的汇率风险管理原则，聚焦主业、套保避险。丰富对客户外汇市场产品，对客户外汇市场新增人民币对外汇普通美式期权、亚式期权及其组合产品。已具备对客户期权业务资格的金融机构，可自行开展上述新产品业务。扩大合作办理人民币对外汇衍生品业务范围，具备资格银行可向合作银行提供相应产品资格的人民币对外汇合作衍生品业务服务，包括合作远期结售汇、合作外汇掉期、合作货币掉期。
近20家*ST公司将终止上市
5月以来，共有18家*ST类公司发布终止上市公告。其中，8家公司因触及“最近一个会计年度经审计的净利润为负值且营业收入低于人民币1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于人民币1亿元”退市条款，被交易所终止上市。数据显示，截至目前，11家A股公司最新收盘价低于1元/股，可能触及面值退市标准，均为*ST公司，且多数公司已触及财务指标退市标准。目前这11家公司均已停牌。
二季度以来 913家公司二季度以来获公募基金调研
二季度以来，公募基金调研A股的热情稳步攀升。数据显示，二季度以来，有913家A股上市公司获公募基金调研。其中，84家公司均获50家及以上公募基金扎堆调研；歌尔股份、洽洽食品、迈瑞医疗、紫光国微、君实生物、立中集团等6家公司均获100家以上公募基金密集调研。排排网旗下融智投资基金经理胡泊表示，“维持高景气度的新能源、科技等赛道仍是未来中国经济发展的主要方向和产业升级的重点，绝大部分企业都是成长企业，在经过前期的充分调整后，投资价值已逐步显现，因此吸引了众多公募基金扎堆调研”。
武汉放宽限购：二孩三孩家庭可购第三套房
今日有消息称，武汉对楼市政策进行调整，对生育二孩或三孩的本市户籍居民家庭，且在武汉市已有2套住房的，在限购区域可新购买1套住房。对此，武汉市住房保障和房屋管理局工作人员向记者证实，该消息属实。另外，武汉四大远城区，包括江夏区、东西湖区、经开区、黄陂区全部解除限购。
南京二手房交易仍需购房证明
南京二手房交易还需不需要购房证明了？5月21日上午，记者来到位于华侨路上的南京市房地产市场交易中心，工作人员表示，目前仍需购房证明。5月20日下午，南京房协微信公众号发文“官宣”南京二手房取消限购，“自2022年5月20日起，本市户籍和非本市户籍居民购买二手住房时，无需提供购房证明，满足新市民等刚需群体合理购房需求”。两小时后，该文章显示已被发布者删除，南京二手房交易恢复到之前的政策执行。
银保监会：将会同相关部门落实鼓励中小银行兼并重组支持政策
银保监会有关部门负责人5月20日在银保监会通气会上表示，下一步，银保监会将继续按照稳定大局、统筹协调、分类施策、精准拆弹的基本方针，深入推进农村中小银行改革化险，持续增强服务实体经济能力。“鼓励优质银行、保险公司和其他适格机构参与并购重组农村中小银行，会同相关部门落实鼓励中小银行兼并重组支持政策，按照市场化法制化原则推动农村中小银行兼并重组和区域整合。”银保监会有关部门负责人表示。
证监会：支持公募基金积极以自有资金申购旗下基金产品
证监会发布《关于进一步发挥资本市场功能 支持受疫情影响严重地区和行业加快恢复发展的通知》，通知指出，发挥行业机构作用，助力抗疫和复工复产。支持公募基金管理公司践行长期投资、价值投资、责任投资理念，积极以自有资金申购旗下基金产品，积极发挥专业投资者作用，引导更多社会资金流向抗疫相关企业。鼓励证券公司设立私募资产管理产品，通过私募基金子公司按照市场化、法治化原则设立私募基金产品，对接相关企业融资需求，降低融资成本。发挥期货市场作用，发挥期货避险功能，助力受疫情影响严重地区和行业企业风险管理。抓好产业客户培育活动，稳步扩展“期货稳价订单”至沥青、低硫燃料油等能化期货品种。对于在疫情期间服务受疫情影响严重地区和行业的中小微企业表现突出的期货公司，在分类评价中予以加分。
河南：到2025年全省努力建成3000亿级新能源汽车产业集群
河南省人民政府办公厅发布进一步加快新能源汽车产业发展的指导意见，到2025年，新能源汽车年产量突破150万辆、占全省汽车产量的比例超过40%，努力建成3000亿级新能源汽车产业集群，力争推动全省汽车整车产值达到5000亿元、零部件及配套产值达到5000亿元、销售及增值服务营业收入达到5000亿元。全省充（换）电和加（储）氢技术水平和设施规模、运营质量显著提升，建成集中式充（换）电站5000座以上、充电桩15万个以上、加氢站100座以上，实现重点应用区域全覆盖。除应急车辆外，全省公交车、巡游出租车以及城市建成区的渣土运输车、水泥罐车、物流车、邮政用车、环卫用车、网约出租车基本使用新能源汽车；重型载货车辆、工程车辆绿色替代率达到50%以上。
青岛：购买汽车可享受3000到1万元的一次性补贴
青岛市政府新闻办举行发布会介绍，本次主题消费活动将于5月21日至10月31日开展。购买汽车时，按照不同车型不同价位，可以享受到3000-10000元的一次性补贴。汽车消费券发放工作，目前正在细化完善，将于近期推出，更加方便市民购车需要，启动时将专门予以发布。
国内客运航班明起将获资金支持
5月21日开始，国内航空公司执飞的国内客运航班，如果收入没能覆盖可变成本，将获得来自财政的现金补贴支持。这一由中国民航局牵头申请的对国内航班的资金支持政策将实行两个月，涉及的航班数量为4500班。目前各家航司已经上报了其可获得“保底补贴”支持的航班计划，而每家航司在这两个月内能飞多少班“保底补贴航班”，则由过去一个月各家航司执行国内航班的航班量份额决定。此次可以获得航班保底补贴的国内航司共41家，根据民航局对各家航司进行的政策宣贯，这一补贴政策的原则是保证航司飞起来的国内航班不绝亏，也就是如果某一班的收入覆盖不了变动成本，那么这两者的差额由国家来补，但最高补贴不超过每小时2.45万元。
六氟磷酸锂3个月价格腰斩 专家称是一种利好
截至发稿，六氟磷酸锂的对外报价在26-28万元/吨左右，与60万元/吨的高位相比价格出现腰斩。财经评论员王赤坤表示，上游产能释放及疫情影响下的开工率普遍不足，加之各种电池新技术路线的层出不穷，是影响六氟磷酸锂价格回落的主要原因。对于近期六氟磷酸锂价格的回落，不少业内专家也认为，相较于之前的无序上涨，六氟磷酸锂价格正在逐步回归理性，这对行业健康发展也是一种利好。
信息来源：财联社
——————————————————
长城“好基汇”
相关证券：
宏润建设(002062)
湖南发展(000722)
祁连山(600720)
农发种业(600313)
隆基绿能(601012)
（来源：长城基金的财富号 2022-05-23 23:04） [点击查看原文]
#市场热点解析#
展开阅读全文"
光伏企业淡季都这么赚钱！,"https://guba.eastmoney.com/news,601012,1183730337.html",2022-05-23 22:08:10,"4月下旬以来，光伏产业上市公司密集披露2022年第一季度财报。截至目前，已有超30家A股光伏企业发布了前3月业绩，由于国内外市场需求火热，今年一季度光伏产业淡季不淡，75%以上企业实现了营业收入和净利润双增。与2021年第四季度相比，企业盈利能力明显回升。
集邦咨询等行业分析机构预测，今年全球光伏新增装机规模将突破2亿千瓦大关，强劲的装机热情或将带动光伏企业业绩进一步走高。
主要环节盈利增强
数据显示，今年第一季度光伏板块实现营收1393亿元，环比增长1.4%，同比增长83.6%；实现归母净利润202亿元，环比增长78%，同比增长110.9%。毛利率方面，截至2021年底，光伏板块毛利率约24%，利润水平较2020年有所提升。今年第一季度，光伏板块毛利率进一步提升至25%，硅片、组件、逆变器等主要环节毛利率保持平稳。
分环节来看，硅料企业延续了2021年以来的高增长及高盈利。1月-3月，大全能源实现营业收入81.29亿元，同比增长389.28%，归属上市公司股东的净利润为43.12亿元，同比增加640.85%。大全能源表示，已快速恢复到正常的库存水平。此外，该公司多晶硅三期B阶段项目已于1月达产，产品质量符合预期。
硅片企业同样业绩大增。前3月，中环股份和隆基股份分别实现营业收入133.68亿元、185.95亿元，同比分别增长79.13%、17.29%，归属于上市公司股东的净利润为13.11亿元和26.64亿元，同比分别增长142.08%、6.46%。
电池片、组件制造商东方日升、晶澳科技、天合光能分别实现营业收入54.14亿元、123.21亿元和152.73亿元，同比分别增长40%、77%和79%，归属于上市公司股东的净利润分别为2.13亿元、7.5亿元和5.43亿元，同比分别增长281%、378%、136%。国金证券分析师姚遥在报告中指出，截至3月末，光伏板块主要公司各环节存货周转均加速，实现产销两旺。
全球市场需求旺盛
隆基股份披露了具体产销数据。第一季度实现单晶硅片出货量1836万千瓦，其中对外销售842万千瓦，自用994万千瓦。实现单晶组件出货量644万千瓦，其中对外销售635万千瓦，自用9万千瓦，在手订单充足。
大全能源、东方日升、晶澳科技等企业也表示，产品销售量同比大增。大全能源称，今年1月，光伏产业需求出现强劲反弹。1月-3月，分别实现多晶硅产量3.1万吨、销量3.9万吨，与上年同期实现多晶硅销售2.15万吨相比增长超过80%。
光大证券分析师认为，一季度是光伏产业传统淡季，由于国内分布式光伏市场和印度等海外光伏市场需求凸显，光伏发电项目建设积极性大增，促使A股光伏企业业绩超预期。
根据国家能源局数据，2022年第一季度，光伏发电新增并网容量1321万千瓦，其中，集中式光伏电站434万千瓦，分布式光伏项目887万千瓦，户用光伏新增装机规模达255万千瓦，同比增长超100%。
欧洲、印度等海外市场需求也格外旺盛。华创电新彭广春团队指出，前3个月，国内光伏组件出口量达413万千瓦，同比上涨了108.5%。咨询公司Bridge to India的数据显示，截至3月底，印度光伏发电装机规模达1243.8万千瓦，较2021年3月底的数据增长了128%。
销售目标持续提升
民生证券等券商认为，今年一季度，国内外光伏发电新增装机量超预期，预计全年将延续高景气状态。
从国内来看，随着集中式光伏电站和分布式光伏项目启动招标，以及光伏“整县推进”和大基地建设，预计国内光伏发电新增装机规模可增至7500万千瓦以上，再创新高。
从国际来看，在欧洲能源危机下，德国等国家光伏发电装机热情将进一步提升，光伏行业高需求度有望持续，预计将保持较高的光伏发电装机量。欧洲光伏产业协会预计，2022年欧盟光伏市场增长率将达到16%，新增光伏发电装机量将首次突破3000万千瓦。到2025年，欧盟累计光伏发电装机规模将超过3亿千瓦。
前景向好，A股光伏企业提出了更高的业绩目标。隆基股份表示，预计2022年公司单晶硅片出货规模将达到9000万千瓦-1亿千瓦，组件出货量将达到5000万千瓦-6000万千瓦。据了解，2021年，隆基股份实现单晶硅片出货量7001万千瓦，单晶组件出货量3852万千瓦。
同时，光伏企业正加速扩产。大全能源透露，该公司位于内蒙古包头的10万吨高纯多晶硅项目和1000吨半导体项目已于3月启动，预计2023年第2季度完工。隆基股份、晶澳科技等企业也在加快新型电池技术产业化应用和产能建设。
本文作者：董梓童，来源中国能源报
相关证券：
沐邦高科(603398)
隆基绿能(601012)
（来源：拾贝说的财富号 2022-05-23 22:08） [点击查看原文]
展开阅读全文"
既然是绿能，那么买它的帐户肯定是绿的，而且是恒古不变的绿，每天绿，每周绿，月月绿,"https://guba.eastmoney.com/news,601012,1183740081.html",2022-05-23 22:36:38,既然是绿能，那么买它的帐户肯定是绿的，而且是恒古不变的绿，每天绿，每周绿，月月绿，年年绿！！！
周线这个位置还是压制，就这点量还想上去？,"https://guba.eastmoney.com/news,601012,1183747559.html",2022-05-23 23:03:13,周线这个位置还是压制，就这点量还想上去？
北向资金砸盘-57.44亿，外资今日“偷偷卖出”前12股，名单来了,"https://guba.eastmoney.com/news,601012,1183662139.html",2022-05-23 18:51:58,"中国中免 （-4.20亿）免税
比亚迪 （-4.15亿）新能源车
五粮液 （-3.62亿）白酒
赣锋锂业 （-3.52亿）锂电池
韦尔股份 （-2.44亿）芯片
隆基绿能 （-1.82亿）光伏
宁德时代 （-1.80亿）锂电池
阳光电源 （-1.57亿）光伏
贵州茅台 （-1.48亿）白酒
恩捷股份 （-1.47亿）锂电池
保利发展 （-4804.54万）地产
东方财富 （-3757.19万）券商
统计日期：2022年5月23日
相关证券：
比亚迪(002594)
赣锋锂业(002460)
隆基绿能(601012)
五粮液(000858)
宁德时代(300750)
（来源：说股小峰的财富号 2022-05-23 18:51） [点击查看原文]"
$隆基绿能(SH601012)$康美的下场让人知道。猪茅最近一身骚，不知道光茅怕,"https://guba.eastmoney.com/news,601012,1182324295.html",2022-05-19 22:33:50,$隆基绿能(SH601012)$  康美的下场让人知道。猪茅最近一身骚，不知道光茅怕不怕，别以为换个马甲改个名字就安全了。
A股进入到技术面的一个调整走势，上有阻力下有支撑的一个处境，大盘想要上涨会遇到强,"https://guba.eastmoney.com/news,601012,1183708925.html",2022-05-23 21:12:17,A股进入到技术面的一个调整走势，上有阻力下有支撑的一个处境，大盘想要上涨会遇到强抛压，反之下跌的话抄底资金又会拖着拒绝下跌，所以说短期最好的走势就是维持弱势震荡
$隆基绿能(SH601012)$明天喜欢你高开，我就走了,"https://guba.eastmoney.com/news,601012,1183713443.html",2022-05-23 21:21:38,$隆基绿能(SH601012)$  明天喜欢你高开，我就走了
15分钟线即将死叉,"https://guba.eastmoney.com/news,601012,1183715974.html",2022-05-23 21:28:45,
