标题,链接,发布时间,内容
大康牧业:2015年第五次临时股东大会会议决议公告,"https://guba.eastmoney.com/news,002505,201713284.html",2015-09-11 16:20:17,"公告日期：2015-09-12
证券代码：002505 证券简称：大康牧业 公告编号：2015-099
湖南大康牧业股份有限公司
2015年第五次临时股东大会会议决议公告
本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏。
一、重要内容提示
（一）本次股东大会没有出现否决议案的情形。
（二）本次股东大会不涉及变更前次股东大会决议。
二、会议召开的情况
（一）会议时间
现场会议召开时间：2015年09月11日14:30时
网络投票时间：2015年09月10日至2015年09月11日。其中，通过深圳证券交易所交易系统进行网络投票的具体时间为2015年09月11日9:30至11:30，13:00至15:00；通过深圳证券交易所互联网投票的具体时间为2015年09月10日15:00至2015年09月11日15:00期间的任意时间。
（二）会议地点：上海市奉贤区海鸥路1888号上海豪生棕榈滩大酒店苏州厅（三）会议召集人：公司董事会
（四）会议召开方式：现场表决与网络投票相结合的方式
（五）主持人：公司董事臧舜（经现场出席的董事推选产生）
（六）此次股东大会的召集、召开和投票符合有关法律、行政法规、部门规章、规范性文件和《公司章程》的规定。
三、会议的出席情况
第1页共3页
出席本次股东大会的股东及股东授权代表共9人，代表股份1,596,376,400股，占上市公司总股份的55.2946%（其中：以现场记名投票方式出席本次股东大会的股东及股东授权代表共4人，代表股份1,596,111,000股，占公司总股份2,887,038,000股的55.2854%；以网络投票方式出席本次股东大会的股东及股东授权代表共5人，代表股份265,400股，占上市公司总股份的0.0092%）。本次通过现场和网络出席本次股东大会的中小投资者共计5人，代表股份265,400股，占公司总股份2,887,038,000股的0.0092%。
公司部分董事、监事及高级管理人员出席了会议。湖南启元律师事务所律师吕杰、陈孝辉出席本次股东大会进行了见证，并出具了法律意见书。
四、议案审议表决情况
本次股东大会采用现场表决和网络投票相结合的方式对审议议案进行表决，经参加会议股东及股东代理人认真审议后，形成了以下决议：
（一）审议通过《关于非公开发行定向债务融资工具的议案》。
表决情况：同意1,596,376,300股，占出席会议所有股东所持股份的100.00%；反对100股，占出席会议所有股东所持股份的0.00%；弃权0股（其中，因未投票默认弃权0股），占出席会议所有股东所持股份的0.00%。
其中中小投资者表决情况为：同意265,300股，占出席会议中小股东所持股份的99.9623%；反对100股，占出席会议中小股东所持股份的0.0377%；弃权0股（其中，因未投票默认弃权0股），占出席会议中小股东所持股份的0.00%。
表决结果：同意票数达到出席本次会议的股东（包括股东代理人）所持有表决权股份的三分之二以上，本议案获得通过。
（二）审议通过《关于提请股东大会授权董事会办理非公开发行定向债务融资工具相关事宜的议案》。
表决情况：同意1,596,376,300股，占出席会议所有股东所持股份的100.00%；
第2页共3页
反对100股，占出席会议所有股东所持股份的0.00%；弃权0股（其中，因未投票默认弃权0股），占出席会议所有股东所持股份的0.00%。
其中中小投资者表决情况为：同意265,300股，占出席会议中小股东所持股份的99.9623%；反对100股，占出席会议中小股东所持股份的0.0377%；弃权0股（其中，因未投票默认弃权0股），占出席会议中小股东所持股份的0.00%。
表决结果：同意票数达到出席本次会议的股东（包括股东代理人）所持有表决权股份的三分之二以上，本议案获得通过。
五、律师出具的法律意见
（一）律师事务所名称：湖南启元律师事务所
（二）律师姓名：吕杰、陈孝辉
结论性意见：“公司2015第五次临时股东大会的召集和召开程序符合相关法律、法规、《上市公司股东大会规则》以及《公司章程》的有关规定；出席公司2015第五次临时股东……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。"
大康牧业:2015第五次临时股东大会的法律意见书,"https://guba.eastmoney.com/news,002505,201713276.html",2015-09-11 16:20:17,"公告日期：2015-09-12

关于湖南大康牧业股份有限公司
2015第五次临时股东大会的
法律意见书
湖南启元律师事务所
关于湖南大康牧业股份有限公司
2015第五次临时股东大会的法律意见书
致：湖南大康牧业股份有限公司
湖南启元律师事务所接受湖南大康牧业股份有限公司（以下简称“公司”）的委托，指派本律师出席了公司2015第五次临时股东大会（以下简称“本次股东大会”），对会议进行现场律师见证，并出具法律意见书。
本律师出具本法律意见基于公司已作出如下承诺：所有提供给本律师的文件的正本以及经本律师查验与正本保持一致的副本均为真实、完整、可靠。
为出具法律意见，我们依法审核了公司提供的下列资料：
1、刊登在2015年08月26日《中国证券报》、《上海证券报》、《证券日报》、《证券时报》和巨潮资讯网上的关于公司第五届董事会第十七次（临时）会议决议、关于召开公司2015第五次临时股东大会的通知。
2、刊登在2015年08月26日《中国证券报》、《上海证券报》、《证券日报》、《证券时报》和巨潮资讯网上的公司独立董事关于第五届董事会第十七次（临时）会议相关议案的独立意见；
3、出席会议股东或其代理人的资格、身份证明文件等。
根据中国证券监督管理委员会发布的《上市公司股东大会规则》第五条的有关规定，现出具法律意见如下：
一、本次股东大会的召集、召开程序
1、经查验，本次股东大会由公司董事会召集。
2、公司董事会在《中国证券报》、《上海证券报》、《证券日报》、《证券时报》和巨潮资讯网发布了公司第五届董事会第十七次（临时）会议决议、关于召开公司2015第五次临时股东大会的通知。
3、公司本次股东大会采取现场投票和网络投票的方式召开：
（1）本次股东大会的现场会议于2015年09月11日14:30时在上海市奉贤区海鸥路1888号上海豪生棕榈滩大酒店召开。
（2）本次股东大会的网络投票时间为2015年09月10日至2015年09月11日。其中，通过深圳证券交易所交易系统进行网络投票的具体时间为2015年09月11日9:30至11:30，13:00至15:00；通过深圳证券交易所互联网投票的具体时间为2015年09月10日15:00至2015年09月11日15:00期间的任意时间。
本所律师认为，本次股东大会的召集和召开程序符合《公司法》等法律、法规和规范性法律文件以及《公司章程》的规定。
二、本次股东大会的召集人资格、股东及代理人
（一）本次股东大会由公司董事会召集。
（二）出席本次股东大会的股东及股东授权代表共9人，代表股份1,596,376,400股，占公司总股份的55.2946%。（其中：以现场记名投票方式出席本次股东大会的股东及股东授权代表共4人，代表股份1,596,111,000股，占公司总股份的55.2854%；以网络投票方式出席本次股东大会的股东及股东授权代表共5人，代表股份265,400股，占公司总股份的0.0092%。）。本次通过现场和网络出席本次股东大会的中小投资者共计5人，代表股份265,400股，占公司总股份的0.0092%。
现场出席本次会议的还有部分公司董事、监事、高级管理人员及本所律师。
本所律师认为，出席本次股东大会的股东及其代理人的资格合法有效，召集人的资格符合有关法律、法规和规范性文件以及《公司章程》的规定，合法有效。
三、本次股东大会的表决程序、表决结果
出席本次股东大会现场会议的股东就会议通知中列明的审议事项以现场投票的方式进行了投票表决，其他参与投票的股东以网络投票的方式进行了投票表决，公司按《公司章程》规定的程序进行了监票、验票和计票，并当场公布了表决结果，具体表决结果如下：
1、审议通过《关于非公开发行定向债务融资工具的议案》
经查验，同意1,596,376,300股，占出席会议所有股东所持股份的100.00%；反对100股，占出席会议所有股东所持股份的0.00%；弃权0股（其中，因未投票默认弃权0股），占出席会议所有股东所持股份的0.00%。
其中中小投资者表决情况为：同意265,300股，占出席会议中小股东所持股份的99.9623%；反对100股，占出席会议中小股东所持股份的0.0377%；弃权0股（其中，因未投票默认弃权0股），占出席会议中小股东所持股……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。"
002505大康牧业：今天最后上车的机会！,"https://guba.eastmoney.com/news,002505,199988479.html",2015-09-02 11:52:26,下午开盘猛拉。【大康牧业斥资10亿新设投资公司 落户上海自贸区】为落实既定“产业 金融”发展战略，即将有大动作。[点击查看博客原文]
股价跌成这样，大康还去买风险理财,"https://guba.eastmoney.com/news,002505,201631161.html",2015-09-11 11:39:31,：
大康9月必上9元，否则我退市,"https://guba.eastmoney.com/news,002505,201388990.html",2015-09-10 11:37:04,：
谁再唱空你们全家！！ 你们根本左右不了大康的发展方向，就在那里不定地叫！变态不啦,"https://guba.eastmoney.com/news,002505,197258432.html",2015-08-24 08:36:10,"谁再唱空你们全家！！
你们根本左右不了大康的发展方向，就在那里不定地叫！变态不啦？"
垃圾大康，不务正业，拿投资者的钱，去买其它的股票和理财产品！,"https://guba.eastmoney.com/news,002505,200856516.html",2015-09-08 08:53:10,垃圾大康，不务正业，拿投资者的钱，去买其它的股票和理财产品！
大康牧业停牌因继续筹划收购海外牧场事项,"https://guba.eastmoney.com/news,002505,197596755.html",2015-08-24 20:44:30,"　　大康牧业(002505)8月24日晚间公告，2015年7月8日，公司因筹划收购海外牧场事项，公司股票开始停牌；后因该收购事项的重要条款未能达成一致，公司股票于2015年7月14日开市起复牌。自此，公司一直就该事项进行积极磋商，近日双方就该收购事项处于重要的谈判阶段。为避免公司股价异常波动，经向深圳证券交易所申请，公司股票于2015年8月24日(星期一)开市起停牌，期限为五天。
（来源：证券时报）[点击查看原文]"
7.50的本钱，不知道什么时候才能够回本啊！,"https://guba.eastmoney.com/news,002505,199768723.html",2015-09-01 16:51:51,恐怖的暴跌！
有多少人是死在增发价9.06上的？看看现在的走势，预计增发不成功的概率有多大？结,"https://guba.eastmoney.com/news,002505,199460798.html",2015-08-31 19:13:14,有多少人是死在增发价9.06上的？看看现在的走势，预计增发不成功的概率有多大？结果就是大批坚定的群众站在906的山顶上乘凉帮主力锁仓，主力却在5-9元一线做波段赚另一批持股不坚定的散户的银子！等大家都筋疲力尽了，山顶的冻的受不了了的时候，主力吃饱喝足，穿着棉袄大衣直接越过906高地向珠穆朗玛峰挺进的时候，从山脚到山顶都是赤裸裸的散户群众的尸体！而那些有看见希望的新一批怀揣梦想和大把银子的散户则尾随主力的脚步准备站在高高的珠穆朗玛峰的山顶上为了主力的下次到来站岗放哨！希望大家不要为主力锁仓护航，跟着主力的脚步多做波段摊低成本，借助主力的运作提前吃饱穿暖！
