标题,链接,发布时间,内容
感觉又出早了,"https://guba.eastmoney.com/news,603606,205676332.html",2015-10-09 10:55:32,感觉又出早了
兄弟们快来接盘，我们都 要出货了！,"https://guba.eastmoney.com/news,603606,205646201.html",2015-10-09 09:34:54,兄弟们快来接盘，我们都 要出货了！兄弟们快来接盘，我们都 要出货了！兄弟们快来接盘，我们都 要出货了！
最后的卖出机会，明天开盘低开5%以上,"https://guba.eastmoney.com/news,603606,205550775.html",2015-10-08 14:49:59,狗庄已经跑了
10月8日还会升！,"https://guba.eastmoney.com/news,603606,205248841.html",2015-10-03 23:44:36,10月8日还会升！
跌停倒是有可能，还想涨停！,"https://guba.eastmoney.com/news,603606,205526545.html",2015-10-08 13:36:58,大盘涨成这样都猪一样的走势
露笑快涨停了，你还墨迹,"https://guba.eastmoney.com/news,603606,205529601.html",2015-10-08 13:45:38,懒驴拉磨
17.29买入就赚。天量换手率。你担心个毛线,"https://guba.eastmoney.com/news,603606,205471676.html",2015-10-08 09:51:07,17.29买入就赚。天量换手率。你担心个毛线
跳水了,"https://guba.eastmoney.com/news,603606,205522797.html",2015-10-08 13:25:29,跳水了
70元买的，何时才能解套？,"https://guba.eastmoney.com/news,603606,205460101.html",2015-10-08 08:58:35,70元买的，何时才能解套？
今天创业板疯了，你们觉得这票能赶上？,"https://guba.eastmoney.com/news,603606,205484388.html",2015-10-08 10:26:53,今天创业板疯了，你们觉得这票能赶上？今天创业板疯了，你们觉得这票能赶上？今天创业板疯了，你们觉得这票能赶上？今天创业板疯了，你们觉得这票能赶上？
东风不败够悬，在17元附近有一阵磨,"https://guba.eastmoney.com/news,603606,205470459.html",2015-10-08 09:47:07,东风不败够悬，在17元附近有一阵磨
2014年中国最大23家电线电缆公司企业排名,"https://guba.eastmoney.com/news,603606,147514641.html",2015-02-08 12:52:13,"2014年中国最大23家电线电缆公司企业排行榜

1.远东电缆有限公司

2.宝胜科技创新股份有限公司

3.中利科技集团股份有限公司

4.无锡江南电缆有限公司

5.青岛汉缆股份有限公司

6.兴乐集团有限公司

7.山东阳谷电缆集团有限公司

8.河南金水电缆集团有限公司

9.福建南平太阳电缆股份有限公司

10.上海浦东电线电缆集团有限公司

11.浙江万马电缆股份有限公司

12.江苏中天科技股份有限公司

13.江苏上上电缆集团有限责任公司

14.上海胜华电缆(集团)有限公司

15.广东金华电缆股份有限公司

16.安徽华电线缆集团有限公司

17.远程电缆股份有限公司

18.杭州电缆股份有限公司

19.上海浦东电缆集团有限公司

20.特变电工山东鲁能泰山电缆有限公司

21.杭州华新电力线缆有限公司

22.江苏中超电缆股份有限公司

23.广东南洋电缆集团股份有限公司
展开阅读全文"
今后三年里连续保持复合增长率高于35%的成长股300259新天科技,"https://guba.eastmoney.com/news,603606,205288059.html",2015-10-04 20:52:44,"确定性的成长股300259新天科技

11元以下的价格是长线底部的价格区域"
18.85买入，坐等翻翻[大笑][大笑][大笑],"https://guba.eastmoney.com/news,603606,205089991.html",2015-09-30 14:48:08,18.85买入，坐等翻翻
拙劣拉高出货手法，大家好自为之。,"https://guba.eastmoney.com/news,603606,205060584.html",2015-09-30 13:39:20,拙劣拉高出货手法，大家好自为之。
公司董事长提供托底保证，承诺,"https://guba.eastmoney.com/news,603606,205160123.html",2015-10-01 15:42:53,"公司董事长李广胜对员工持股计划提供托底保证，承诺在该计划终止清算时，承担优先级份额的本金以及约定年预期收益的差额补足责任，并且保证次级份额本金及其收益率不低于10%/年。上半年，公司实现营业收入3.19亿元，同比增长25.32%，归属于上市公司的净利润为76.21万元，已经实现扭亏为盈。分析人士称，如此“托底保证”，显示了公司董事长对公司发展的信心。（来源：中国证券报）根据全景网投资者关系互动平台显示，中国证券金融股份有限公司和中央汇金投资有限责任公司分别为该公司第二和第十大股东，这也说明证券市场对明星电缆未来发展信心十足。（来源：中国证券网）股价异动提示原因分析：近日(9月8至10日)，在受邀参加的“2015中国国际核电工业装备展览会”上，明显电缆“第三代核电站用1E级电缆产品”吸引了众多国内外核电产品使用、制造厂商和科研单位关注。明星电缆董事长李广胜向证券时报记者透露，借助中国核电迈向国际市场的东风，公司将把优秀的电缆产品送出国门，走向世界。随着国内核电项目陆续开工建设，公司已做好充分准备，全力创新核心科技，努力研发拳头产品，积极开拓全新市场，将借助核电发展的良好局面，迎来自身的飞跃发展。扣除以上不会减持的大股东持股83% 与同样不会减持的第二大股东，中国证金及中央汇金流通股后，明星电缆的实际流通股仅有六千万左右，实际流通市值非常小!明星家园1号集合资产管理计划，既然为1号，就可能有2号，甚至有3号等。另外目前还有比明星电缆那么小盘、那么低价,没有大小非的,发行价9.3元的次新股核电军工的股票吗？
股价上30不是梦，只是时间的问题,此股有故事，拿住了随时停牌，大股东李广元还不知在哪儿呢？李广元所持股份无偿按比例赠送大大小小股东。流通盘非常小,没有大小非的次新股，稀世珍品，值得拥有, 明星电缆，是支潜力股。有必要握住,明星电缆: 2015 并购增发值得期待！明星电缆被举牌收购,明星电缆现在的流通市值是11亿多，这样的市值极容易被一些股权投资机构看上。 该股题材多多，2015年大牛股。 明星电缆无需技术，无需看盘，预期是确定的，后市空间不可估量。明星电缆即使再8个涨停，明星电缆与相仿的数十元股比价，明星电缆依然绝对价位极端低估！主力仅靠以上的确定的题材，就可把明星电缆做到50元以上！现主力正在吸纳与洗盘，马上就来的主升浪!从今天起将连续涨停迎接重组停牌！"
大盘今天该跌不跌，节后就涨，,"https://guba.eastmoney.com/news,603606,205125158.html",2015-09-30 20:36:40,今天走势预示节后继续涨，
看看你们的账户，东方电缆都亏了，呵呵,"https://guba.eastmoney.com/news,603606,170688985.html",2015-05-28 08:17:46,
东方电缆内部问题比较严重，贪加造假，庄家出完货将是几元钱都不值,"https://guba.eastmoney.com/news,603606,147649014.html",2015-02-09 13:19:27,幻想的小散都好好想想吧现在跑还来得及，一但澄清跑都没有法跑
603606如何操作,"https://guba.eastmoney.com/news,603606,185047190.html",2015-07-09 23:43:00,今日此股过下降压力线，明天回踩此压力线不漏，是给买入的机会，过前高收红K就红上红，60分钟指标背离，反弹继续，保守者请等5曰线金叉10日线在进，然后就一个字，抱！等下一次顶部出现卖出。
开买！！！,"https://guba.eastmoney.com/news,603606,205090158.html",2015-09-30 14:48:15,开买！！！
要跳了？,"https://guba.eastmoney.com/news,603606,205088418.html",2015-09-30 14:44:23,"要跳了？
"
