标题,链接,发布时间,内容
开始开启跳水模式老套路,"https://guba.eastmoney.com/news,600570,581815386.html",2016-12-22 14:21:57,开始开启跳水模式老套路
噶发的,"https://guba.eastmoney.com/news,600570,433284725.html",2016-07-01 23:24:56,股市
杀年猪的时候到了,"https://guba.eastmoney.com/news,600570,581776334.html",2016-12-22 13:10:27,杀年猪的时候到了
今天已经探底,"https://guba.eastmoney.com/news,600570,581727483.html",2016-12-22 10:47:51,今天已经探底
标榜中国金融科技老大的恒生电子,"https://guba.eastmoney.com/news,600570,581624258.html",2016-12-21 22:54:11,居然没有被邀请参加“2016中国深圳Fintech(金融科技)峰会”
一个侏儒能干什么？,"https://guba.eastmoney.com/news,600570,581664964.html",2016-12-22 08:42:03,一个侏儒能干什么？肯德基都看不上他，还有谁能看上他？白批一张人皮。你懂的。
龟兔赛跑永远当龟！无语！,"https://guba.eastmoney.com/news,600570,581746528.html",2016-12-22 11:22:13,龟兔赛跑永远当龟！无语！
忍不住，又想买一点点，明知超级弱势。,"https://guba.eastmoney.com/news,600570,581741973.html",2016-12-22 11:13:58,高价位破位下沉股，抢反弹意思多大？算了。买有色。
让狗庄自娱自乐去吧！大家都不要动！,"https://guba.eastmoney.com/news,600570,581740781.html",2016-12-22 11:11:48,让狗庄自娱自乐去吧！大家都不要动！
记住！这股涨不要追！跌也不要割肉！不要动！庄自己玩去没戏了狗庄,"https://guba.eastmoney.com/news,600570,581740563.html",2016-12-22 11:11:20,记住！这股涨不要追！跌也不要割肉！不要动！庄自己玩去没戏了狗庄
要顺势而行，不要逆势操作，没有最低，只有更低，没有最高，只有更高,"https://guba.eastmoney.com/news,600570,581739718.html",2016-12-22 11:09:49,要顺势而行，不要逆势操作，没有最低，只有更低，没有最高，只有更高
这股现在就剩庄自己玩了都没成交量的！活该,"https://guba.eastmoney.com/news,600570,581739421.html",2016-12-22 11:09:18,这股现在就剩庄自己玩了都没成交量的！活该
不要再支持别人了，你支持了别人，别人会反咬你一口，因为你软，非常好咬，他们不会去啃石头的,"https://guba.eastmoney.com/news,600570,581738512.html",2016-12-22 11:07:43,不要再支持别人了，你支持了别人，别人会反咬你一口，因为你软，非常好咬，他们不会去啃石头的
小散永远抄不到底，也就买个心理价位,"https://guba.eastmoney.com/news,600570,581736565.html",2016-12-22 11:04:14,小散永远抄不到底，也就买个心理价位
所以市场不会让大户赔钱的，如果大户赔个底儿掉谁还会陪市场玩呀？小散陪市场玩你觉得会有意思吗,"https://guba.eastmoney.com/news,600570,581733305.html",2016-12-22 10:58:21,所以市场不会让大户赔钱的，如果大户赔个底儿掉谁还会陪市场玩呀？小散陪市场玩你觉得会有意思吗
蚂蚁金服,"https://guba.eastmoney.com/news,600570,581732045.html",2016-12-22 10:55:55,蚂蚁金服
今天典型的庄家洗盘！后期将会有大动作,"https://guba.eastmoney.com/news,600570,581731016.html",2016-12-22 10:54:03,今天典型的庄家洗盘！后期将会有大动作
你失望是小事庄家失望是大事。你赔钱是小事庄家赔钱是大事。夏利撞车是小事宾利撞车是大事。,"https://guba.eastmoney.com/news,600570,581729679.html",2016-12-22 10:51:37,你失望是小事庄家失望是大事。你赔钱是小事庄家赔钱是大事。夏利撞车是小事宾利撞车是大事。
走了，你们慢慢玩垃圾！,"https://guba.eastmoney.com/news,600570,581728405.html",2016-12-22 10:49:27,走了，你们慢慢玩垃圾！
为何还没跳水，不按常规出牌吗,"https://guba.eastmoney.com/news,600570,580973004.html",2016-12-20 10:00:37,没理由啊，看前面，一天大涨后，要调整几天的
恒生电子，昨天大盘涨你跌，今天大盘小跌你更跌，马云死掉了吗,"https://guba.eastmoney.com/news,600570,581719022.html",2016-12-22 10:33:58,恒生电子，昨天大盘涨你跌，今天大盘小跌你更跌，马云死掉了吗
马云，我们如此支持你的公司，你也别太让我们失望了吗，好歹让我们看到一线希望。,"https://guba.eastmoney.com/news,600570,581713483.html",2016-12-22 10:25:23,马云，我们如此支持你的公司，你也别太让我们失望了吗，好歹让我们看到一线希望。
只好卖了，涨没份，跌有,"https://guba.eastmoney.com/news,600570,581717167.html",2016-12-22 10:31:05,[心碎]
妈D，48.40元我又逃脱了，想套我？门都没有[微笑][赞][赞],"https://guba.eastmoney.com/news,600570,581712318.html",2016-12-22 10:23:26,妈D，48.40元我又逃脱了，想套我？门都没有
傻了吧 就别再碰恒升了，会死的很惨,"https://guba.eastmoney.com/news,600570,581719172.html",2016-12-22 10:34:06,傻了吧 就别再碰恒升了，会死的很惨
居然这么垃圾，49的本也不知什么时候解套,"https://guba.eastmoney.com/news,600570,581706523.html",2016-12-22 10:14:16,居然这么垃圾，49的本也不知什么时候解套
35抄底急盼,"https://guba.eastmoney.com/news,600570,581715978.html",2016-12-22 10:29:15,35抄底急盼
那个鸟蛋在压，这个价位还压。,"https://guba.eastmoney.com/news,600570,581715446.html",2016-12-22 10:28:22,那个鸟蛋在压，这个价位还压。
庄家   沒见过这样的股票,"https://guba.eastmoney.com/news,600570,581709024.html",2016-12-22 10:18:13,庄家 沒见过这样的股票
明天涨停,"https://guba.eastmoney.com/news,600570,581591890.html",2016-12-21 20:45:56,明天涨停
果断割肉！死股无良的公司远离,"https://guba.eastmoney.com/news,600570,581707458.html",2016-12-22 10:15:46,果断割肉！死股无良的公司远离
酒香不怕巷子深，好股票终究会腾飞起来的。,"https://guba.eastmoney.com/news,600570,581658225.html",2016-12-22 07:50:12,酒香不怕巷子深，好股票终究会腾飞起来的。
从来没见过这样的走势[大笑][微笑][微笑],"https://guba.eastmoney.com/news,600570,581695388.html",2016-12-22 09:57:38,从来没见过这样的走势
从179到48减掉131还没完没了,"https://guba.eastmoney.com/news,600570,581701948.html",2016-12-22 10:07:19,从179到48减掉131还没完没了
都坚决点不要碰这种无良公司！让他们自己玩去,"https://guba.eastmoney.com/news,600570,581701714.html",2016-12-22 10:06:58,都坚决点不要碰这种无良公司！让他们自己玩去
套路太深，半个月亏一万多[哭][哭][哭][哭][哭],"https://guba.eastmoney.com/news,600570,581697990.html",2016-12-22 10:01:25,套路太深，半个月亏一万多
割肉出走，30见,"https://guba.eastmoney.com/news,600570,581694400.html",2016-12-22 09:56:14,割肉出走，30见
