标题,链接,发布时间,内容
丝路醒了，你呢,"https://guba.eastmoney.com/news,300117,762176026.html",2018-05-24 10:17:31,丝路醒了，你呢
还是太空好啊有波动能做T,"https://guba.eastmoney.com/news,300117,762172864.html",2018-05-24 10:11:13,还是太空好啊有波动能做T
[大笑]屎股[大便][大便][大便][大便][大便][大便][大便][大便][大,"https://guba.eastmoney.com/news,300117,762157544.html",2018-05-24 09:40:34,屎股[大便][大便][大便][大便][大便][大便][大便][大便][大便][大便][大便][大便][大便][大便]
开盘价就是最高价,"https://guba.eastmoney.com/news,300117,762162488.html",2018-05-24 09:50:18,开盘价就是最高价
半年了，甲鱼就这么一直烂去的吗,"https://guba.eastmoney.com/news,300117,762138361.html",2018-05-24 07:48:40,半年了，甲鱼就这么一直烂去的吗
恒大回归a股，公司或者公司股东有没有战略投资？,"https://guba.eastmoney.com/news,300117,763032653.html",2018-05-29 10:47:00,"恒大回归a股，公司或者公司股东有没有战略投资？
*ST嘉寓
嘉寓股份：尊敬的投资者，您好。控股股东实控人对恒大集团有战略投资。感谢您的关注。
(来自深交所互动易)答复时间 2018-05-29 10:47:00"
请问，公司大股东到目前为止增持了多少？公司员工持股计划完成了多少？谢谢,"https://guba.eastmoney.com/news,300117,763032671.html",2018-05-29 10:45:00,"请问，公司大股东到目前为止增持了多少？公司员工持股计划完成了多少？谢谢
*ST嘉寓
嘉寓股份：尊敬的投资者，您好。请查询发布的有关公告。感谢您的关注。
(来自深交所互动易)答复时间 2018-05-29 10:45:00"
最新股东人数3.3万，洗的差不多了，大家逢低加仓持有，大盘起来一定有厚报[胜利],"https://guba.eastmoney.com/news,300117,760689488.html",2018-05-16 12:02:07,最新股东人数3.3万，洗的差不多了，大家逢低加仓持有，大盘起来一定有厚报
20万股一直都在，大家拿着，底部了[胜利][胜利][胜利],"https://guba.eastmoney.com/news,300117,759451628.html",2018-05-09 11:10:56,20万股一直都在，大家拿着，底部了
四块九等你下来再买三十万股！,"https://guba.eastmoney.com/news,300117,761989994.html",2018-05-23 12:49:13,
刚刚又买了三十万股！坐等拉升！,"https://guba.eastmoney.com/news,300117,761989274.html",2018-05-23 12:43:32,
5.28雄安特区世界推介会上会有政策惊喜吗？可以期待。,"https://guba.eastmoney.com/news,300117,762132398.html",2018-05-24 05:40:10,5.28雄安特区世界推介会上会有政策惊喜吗？可以期待。
这股的操盘交易就四个字，极度猥琐！,"https://guba.eastmoney.com/news,300117,762113767.html",2018-05-23 23:16:43,这股的操盘交易就四个字，极度猥琐！
兄弟们先不要T,"https://guba.eastmoney.com/news,300117,761673953.html",2018-05-22 09:42:05,不错
嘉寓股份05月23日资金揭秘,"https://guba.eastmoney.com/news,300117,762061145.html",2018-05-23 16:28:40,"





今日嘉寓股份主力净流入额达-220.91万元，净占比-6.66%，
其中超大单净流入额0.00元,净占比0.00%，
大单净流入额-220.91万元，净占比-6.73%。







































嘉寓股份资金流向数据

类型	流入(万元)	流出(万元)
超大	0.00	0.00
大单	329.44	-550.35
中单	1391.31	-1744.05
小单	1560.93	-987.28




资金解读





嘉寓股份收盘涨幅-1.63%，
其中，成交最活跃的价格分别为5.46、5.47、5.48，成交密集的手数区间分布于100-150、70-100、200-300手，小单介入居多。











成交活跃统计


9:30-15:00成交均价5.41













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
5.46	70200	196100	1.15%	3.21%
5.47	90300	124400	1.48%	2.03%
5.48	29300	72600	0.48%	1.19%
5.49	20300	44300	0.33%	0.72%
5.50	7000	5000	0.11%	0.08%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
100-150	236843	563915	1579	3759
70-100	258900	407265	2589	4073
200-300	164200	215143	547	717
300-500	172200	170100	344	340
150-200	142500	165700	713	829




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































水泥建材成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	300715	凯伦股份	4.26%	674.55万
2	002742	三圣股份	1.89%	655.00万
3	000401	冀东水泥	-2.86%	449.33万
4	000509	华塑控股	0.65%	410.03万
5	600720	祁连山	-1.68%	343.12万
24	300117	嘉寓股份	-1.63%	-220.91万


数据来源:东方财富






展开阅读全文"
调整期，还需观望,"https://guba.eastmoney.com/news,300117,762055543.html",2018-05-23 16:02:45,调整期，还需观望
清者自清,"https://guba.eastmoney.com/news,300117,762054874.html",2018-05-23 15:59:12,"清者自清
"
看长期持有,"https://guba.eastmoney.com/news,300117,762052680.html",2018-05-23 15:46:26,看长期持有
等待公司重大利好,"https://guba.eastmoney.com/news,300117,762052616.html",2018-05-23 15:46:04,等待公司重大利好
明天一定可以涨,"https://guba.eastmoney.com/news,300117,762050136.html",2018-05-23 15:32:14,明天一定可以涨
期待明天的利好了,"https://guba.eastmoney.com/news,300117,762050098.html",2018-05-23 15:32:02,期待明天的利好了
为自己默默祈祷，为嘉寓加油,"https://guba.eastmoney.com/news,300117,762049758.html",2018-05-23 15:29:54,为自己默默祈祷，为嘉寓加油
挺住了...,"https://guba.eastmoney.com/news,300117,762049621.html",2018-05-23 15:29:13,挺住了...
嘉寓在小区试运的大阳能充电桩，石油没市场了。,"https://guba.eastmoney.com/news,300117,759652850.html",2018-05-10 10:56:00,嘉寓在小区试运的大阳能充电桩，石油没市场了。
英特尔已建8000多个太阳能停车库 未来将开发数个光伏项目 05-22 15:4,"https://guba.eastmoney.com/news,300117,761805462.html",2018-05-22 15:58:44,"英特尔已建8000多个太阳能停车库 未来将开发数个光伏项目
05-22 15:48 来源：pv-tech
 
相关股票: 英特尔 太阳能 沃尔玛
查看行情
大型半导体制造商英特尔公司强调称， 公司在美国和欧洲的制造厂达到了使用可再生能源发电满足电力需求的里程碑，如太阳能光伏发电、水电和风电。
一般来说，沃尔玛和宜家等零售商大型零售网点的太阳能设备安装率和发电自用率都很高。而对高能耗消费者如半导体制造业来说，达到这种水平是更为艰巨的任务。
英特尔公司在最新发布的 2017-2018 “英特尔公司责任报告” 中指出， 公司位于亚利桑那州Ocotillo的主要制造和研发园区广泛使用了光伏车库。迄今为止，公司已在全球各地安装了8000多个太阳能停车库。"
微调进行中ing,"https://guba.eastmoney.com/news,300117,762031723.html",2018-05-23 14:39:27,微调进行中ing
最后半小时，冲一下,"https://guba.eastmoney.com/news,300117,762031487.html",2018-05-23 14:38:58,最后半小时，冲一下
逢低加仓,"https://guba.eastmoney.com/news,300117,762016485.html",2018-05-23 14:04:29,套不住的，这股没几个赚钱的，你卖合适我就买。股市游戏
