标题,链接,发布时间,内容
多喜爱04月16日资金揭秘,"https://guba.eastmoney.com/news,002761,755267574.html",2018-04-16 16:25:33,"





今日多喜爱主力净流入额达54.87万元，净占比3.09%，
其中超大单净流入额-35.08万元,净占比-1.99%，
大单净流入额89.95万元，净占比5.10%。







































多喜爱资金流向数据

类型	流入(万元)	流出(万元)
超大	432.83	-467.90
大单	490.28	-400.33
中单	432.11	-449.34
小单	408.89	-446.52




资金解读





多喜爱收盘涨幅0.71%，
其中，成交最活跃的价格分别为38.50、38.48、38.41，成交密集的手数区间分布于300-500、200-300、150-200手，中单介入居多。











成交活跃统计


9:30-15:00成交均价37.94













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
38.50	7800	0	1.66%	0.00%
38.48	1200	0	0.26%	0.00%
38.41	500	0	0.11%	0.00%
38.49	400	0	0.09%	0.00%
38.45	100	0	0.02%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
300-500	78500	0	157	0
200-300	50800	0	169	0
150-200	18500	18800	93	94
100-150	14700	0	98	0
70-100	9900	0	99	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































纺织服装成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	000982	*ST中绒	3.17%	1152.98万
2	002127	南极电商	0.00%	893.34万
3	600689	上海三毛	2.93%	629.81万
4	002832	比音勒芬	2.06%	521.45万
5	002485	希努尔	-0.39%	347.82万
15	002761	多喜爱	0.71%	54.87万


数据来源:东方财富






展开阅读全文"
多喜爱:关于使用闲置自有资金、闲置募集资金购买理财产品进展的公告,"https://guba.eastmoney.com/news,002761,754364851.html",2018-04-11 17:01:18,"公告日期：2018-04-12
证券代码：002761 证券简称：多喜爱 公告编号：2018-026



多喜爱集团股份有限公司



关于使用闲置自有资金、闲置募集资金



购买理财产品进展的公告



本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



多喜爱集团股份有限公司（以下简称“公司”）第二届董事会第十九次会议审议通过了《关于使用闲置自有资金、闲置募集资金购买理财产品的议案》，同意公司使用最高额不超过20,000.00万元闲置自有资金、最高额不超过3,500.00万元闲置募集资金购买较低风险保本型银行理财产品，上述资金额度可滚动使用。同时，根据《公司章程》的有关规定，该事项已经公司2016年年度股东大会审议并批准，投资期限自201６年年度股东大会通过之日起12个月内有效。



以上具体内容详见2017年4月28日以及2017年6月16日公司指定信息披露媒



体《中国证券报》、《证券时报》、《证券日报》和巨潮资讯网（www.cninfo.com.cn）刊登的相关公告。



近期，公司在股东大会授权额度内购买了理财产品，现将有关事项公告如下:



一、购买理财产品情况



1、公司与中国民生银行股份有限公司长沙侯家塘支行签署的理财产品：



（1）产品名称：与利率挂钩的结构性产品（CNYS18）



（2）产品类型：保本浮动收益型



（3）产品风险评级：低风险



（4）认购日：2018年4月10日



（5）起息日：2018年4月10日



（6）产品期限：91天



（7）到期日：2018年7月10日



（8）产品金额：人民币1,500.00万元



（9）产品年化收益率：4.50%



（10）资金来源：闲置自有资金



（11）关联关系说明：公司与中国民生银行股份有限公司无关联关系



二、投资风险



上述理财计划的风险包括但不局限于以下风险：



1、市场风险：理财产品存续期内可能存在市场利率上升、但上述产品的收益率不随市场利率上升而提高的情形；受限于投资组合及具体策略的不同，理财产品收益变化趋势与市场整体发展趋势并不具有必然的一致性。



2、流动性风险：上述理财产品的本金及收益将在产品到期或提前终止后一次性支付，且产品存续期内不接受公司提前支取，无法满足公司的流动性需求。



3、政策风险：上述理财产品是针对当前的相关法律和政策设计的，如国家宏观政策以及市场相关法规政策发生变化，可能影响本期理财产品的受理、投资、偿还等的正常进行。



4、信息传递风险：公司需要根据合同载明的信息披露方式，查询产品相关信息公告。如果公司未及时查询，或由于通讯故障、系统故障以及其他不可抗力等因素的影响使得公司无法及时了解理财产品信息，并由此影响公司的投资决策，由此产生的责任和风险由公司自行承担。



5、不可抗力及意外事件风险：自然灾害、战争等不能预见、不能避免、不能克服的不可抗力事件或系统故障、通讯故障、投资市场停止交易等意外事件的出现，可能对理财产品的产品成立、投资运作、资金返还、信息披露、公告通知造成影响，可能导致理财产品收益降低乃至为零。对于由不可抗力及意外事件风险导致的任何损失，公司须自行承担，银行对此不承担任何责任。



三、风险控制措施



1、公司财务部将及时分析和跟踪理财产品投向、进展情况，一旦发现存在可能影响公司资金安全的风险因素，将及时采取保全措施，控制投资风险。



2、公司审计部为理财产品业务的监督部门，对公司理财产品业务进行事前审核、事中监督和事后审计。



3、独立董事、监事会有权对公司投资银行理财产品的情况进行定期或不定期检查，必要时可以聘请专业机构进行审计。



四、对公司经营的影响



1、公司本次使用闲置自有资金、闲置募集资金购买理财产品是在确保公司募投项目所需资金和保证募集资金以及自有资金安全的前提下进行的，履行了必要的法定程序，有助于提高闲置募集资金、闲置自有资金的使用效率，不影响募集资金项目的正常运转，不会影响公司主营业务的正常发展。



2、通过进行适度的低风险短期理财，对暂时闲置的自有资金、闲置的募集资金适时进行……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
多喜爱04月13日资金揭秘,"https://guba.eastmoney.com/news,002761,754836710.html",2018-04-13 16:24:40,"





今日多喜爱主力净流入额达-41.86万元，净占比-2.59%，
其中超大单净流入额0.00元,净占比0.00%，
大单净流入额-41.86万元，净占比-2.63%。







































多喜爱资金流向数据

类型	流入(万元)	流出(万元)
超大	0.00	0.00
大单	654.31	-696.17
中单	440.24	-449.26
小单	499.20	-448.33




资金解读





多喜爱收盘涨幅-0.55%，
其中，成交最活跃的价格分别为38.30、38.26、38.25，成交密集的手数区间分布于100-150、70-100、200-300手，小单介入居多。











成交活跃统计


9:30-15:00成交均价37.60













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
38.30	1400	0	0.33%	0.00%
38.26	1000	0	0.23%	0.00%
38.25	700	0	0.16%	0.00%
38.27	500	0	0.12%	0.00%
38.22	100	0	0.02%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
100-150	41200	14600	275	97
70-100	35100	8900	351	89
200-300	24500	0	82	0
50-70	23400	0	334	0
150-200	18800	0	94	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































纺织服装成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	002875	安奈儿	1.93%	1054.25万
2	002516	旷达科技	2.63%	927.97万
3	600146	商赢环球	0.47%	806.85万
4	300577	开润股份	5.65%	629.38万
5	600398	海澜之家	2.33%	610.03万
48	002761	多喜爱	-0.55%	-41.86万


数据来源:东方财富






展开阅读全文"
多喜爱04月12日资金揭秘,"https://guba.eastmoney.com/news,002761,754563774.html",2018-04-12 16:24:09,"





今日多喜爱主力净流入额达-242.86万元，净占比-4.31%，
其中超大单净流入额-54.07万元,净占比-0.97%，
大单净流入额-188.78万元，净占比-3.38%。







































多喜爱资金流向数据

类型	流入(万元)	流出(万元)
超大	3481.10	-3535.17
大单	537.61	-726.40
中单	680.65	-684.91
小单	892.82	-645.70




资金解读





多喜爱收盘涨幅0.66%，今日成交密集时间集中于

9:32-10:01

，区间涨幅0.02%，
区间成交均价38.36，
区间成交量占当日成交量的56.41%，
区间主动买入量占区间成交量的93.1%。





其中，区间成交最活跃的价格分别为38.46、38.50、38.45，区间成交密集的手数区间分布于500-700、1500-2000、1000-1500手，中单介入居多。








成交活跃区间统计


9:32-10:01区间成交均价38.36













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
38.46	51600	0	6.20%	0.00%
38.50	4200	0	0.50%	0.00%
38.45	2300	0	0.28%	0.00%
38.49	1300	900	0.16%	0.11%
38.47	100	0	0.01%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
500-700	236100	0	337	0
1500-2000	183300	0	92	0
1000-1500	132200	0	88	0
200-300	50900	0	170	0
300-500	49800	0	100	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































纺织服装成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	603157	拉夏贝尔	10.03%	6167.78万
2	603055	台华新材	3.45%	964.83万
3	600884	杉杉股份	-0.31%	543.16万
4	603808	歌力思	0.00%	522.21万
5	603196	日播时尚	1.38%	461.77万
71	002761	多喜爱	0.66%	-242.86万


数据来源:东方财富






展开阅读全文"
大单都是左手倒右手 没劲 撤了,"https://guba.eastmoney.com/news,002761,754536223.html",2018-04-12 14:42:19,大单都是左手倒右手 没劲 撤了
这就是传说中的绩差冷门股，无人问津，都尽早散了吧,"https://guba.eastmoney.com/news,002761,754503087.html",2018-04-12 13:13:31,这就是传说中的绩差冷门股，无人问津，都尽早散了吧
多喜爱04月11日资金揭秘,"https://guba.eastmoney.com/news,002761,754355254.html",2018-04-11 16:22:49,"





今日多喜爱主力净流入额达-35.00万元，净占比-1.65%，
其中超大单净流入额-78.74万元,净占比-3.74%，
大单净流入额43.74万元，净占比2.08%。







































多喜爱资金流向数据

类型	流入(万元)	流出(万元)
超大	464.50	-543.24
大单	734.21	-690.47
中单	359.15	-371.76
小单	547.48	-499.88




资金解读





多喜爱收盘涨幅-0.03%，今日成交密集时间集中于

9:43-10:12

，区间涨幅0.02%，
区间成交均价37.95，
区间成交量占当日成交量的61.18%，
区间主动买入量占区间成交量的97.11%。





其中，区间成交最活跃的价格分别为38.50、38.47、38.49，区间成交密集的手数区间分布于200-300、500-700、100-150手，中单介入居多。








成交活跃区间统计


9:43-10:12区间成交均价37.95













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
38.50	5000	0	1.46%	0.00%
38.47	1000	0	0.29%	0.00%
38.49	300	200	0.09%	0.06%
38.36	300	0	0.09%	0.00%
38.48	100	0	0.03%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
200-300	142400	0	475	0
500-700	65000	0	93	0
100-150	29200	0	195	0
70-100	28800	0	288	0
150-200	19500	0	98	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































纺织服装成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	300005	探路者	1.01%	990.57万
2	600398	海澜之家	3.21%	980.10万
3	603477	振静股份	1.20%	760.56万
4	002404	嘉欣丝绸	3.65%	709.46万
5	300591	万里马	2.22%	459.40万
56	002761	多喜爱	-0.03%	-35.00万


数据来源:东方财富






展开阅读全文"
一点量都没,"https://guba.eastmoney.com/news,002761,754299109.html",2018-04-11 13:14:21,一点量都没
多喜爱04月10日资金揭秘,"https://guba.eastmoney.com/news,002761,754142763.html",2018-04-10 16:22:24,"





今日多喜爱主力净流入额达99.05万元，净占比2.68%，
其中超大单净流入额207.16万元,净占比5.68%，
大单净流入额-108.12万元，净占比-2.96%。







































多喜爱资金流向数据

类型	流入(万元)	流出(万元)
超大	2074.30	-1867.14
大单	416.30	-524.42
中单	545.35	-672.42
小单	614.51	-586.48




资金解读





多喜爱收盘涨幅-0.66%，今日成交密集时间集中于

13:51-14:20

，区间涨幅0.00%，
区间成交均价37.85，
区间成交量占当日成交量的65.6%，
区间主动买入量占区间成交量的60.06%。





其中，区间成交最活跃的价格分别为37.87、37.88、37.86，区间成交密集的手数区间分布于300-500、500-700、150-200手，中单介入居多。








成交活跃区间统计


13:51-14:20区间成交均价37.85













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
37.87	246000	249600	38.37%	38.93%
37.88	51900	300	8.09%	0.05%
37.86	8700	0	1.36%	0.00%
37.85	2100	0	0.33%	0.00%
37.89	1000	0	0.16%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
300-500	243700	109100	487	218
500-700	0	112400	0	161
150-200	31400	17000	157	85
100-150	28300	11000	189	73
70-100	31100	0	311	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































纺织服装成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	600884	杉杉股份	3.03%	2327.05万
2	000982	*ST中绒	5.03%	670.23万
3	603877	太平鸟	0.35%	576.08万
4	603477	振静股份	2.25%	442.97万
5	600689	上海三毛	3.15%	299.20万
12	002761	多喜爱	-0.66%	99.05万


数据来源:东方财富






展开阅读全文"
尼玛，不拉升又不护盘，39.2买了，还套了老子四个点。，狼心狗肺。,"https://guba.eastmoney.com/news,002761,753913621.html",2018-04-09 20:12:53,尼玛，不拉升又不护盘，39.2买了，还套了老子四个点。，狼心狗肺。
