标题,链接,发布时间,内容
大家看好，这是减持完毕公告，不是减持,"https://guba.eastmoney.com/news,002123,893415519.html",2019-12-23 07:57:22,大家看好，这是减持完毕公告，不是减持
梦网集团:关于部分董事、高级管理人员减持计划实施完毕的公告,"https://guba.eastmoney.com/news,002123,893242766.html",2019-12-20 20:18:47,"公告日期：2019-12-21

证券代码：002123 证券简称：梦网集团 公告编号：2019-144
梦网荣信科技集团股份有限公司

关于部分董事、高级管理人员减持计划

实施完毕的公告

本公司董事、高级管理人员李局春先生保证向本公司提供的信息内容真 实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。

本公司及董事会全体成员保证公告内容与信息披露义务人提供的信息一 致。

梦网荣信科技集团股份有限公司（以下简称“公司”或“本公司”）于2019年6月25日披露了《关于部分董事、高级管理人员减持股份的预披露公告》，公司董事、高级管理人员李局春先生计划自2019年6月25日起15个交易日后的6个月内或2019年6月25日起6个月内通过集中竞价或大宗交易方式减持公司股份合计不超过491,600股。

公司于近日收到李局春先生出具的《股份减持计划实施完毕告知函》，截至2019年12月20日，累计减持公司股份491,524股，占公司总股本比例0.0612%，本次股份减持计划已实施完毕。现将有关情况公告如下：

一、涉及此次减持计划的信息披露情况

公告名称 公告编号 披露日期 披露媒体

关于部分董事、高级管 证券时报、上海证券报、
理人员减持股份的预 2019-061 2019年6月25日 中国证券报、巨潮资讯网
披露公告 （www.cninfo.com.cn）

关于部分董事、高级管 证券时报、上海证券报、
理人员减持计划减持 2019-112 2019年10月18日 中国证券报、巨潮资讯网
时间过半的进展公告 （www.cninfo.com.cn）

二、股东减持计划实施情况

1、股份来源：公司非公开发行股份取得的股份、二级市场增持的股份。

2、股东减持股份情况

股东名称 减持方式 减持时间 减持均价 减持数量 占总股本
（元/股） （万股） 的比例

2019 年 12 月 10 日 20.6600 1 0.0012%
2019 年 12 月 13 日 21.9940 19 0.0236%
李局春 集中竞价

2019 年 12 月 19 日 19.8533 17.4524 0.0217%
2019 年 12 月 20 日 19.4560 11.7 0.0146%

合计 - - - 49.1524 0.0612%

3、股东本次减持前后持股情况

股东名 本次减持前持有股份 本次减持后持有股份
称 股份性质 股数（股） 占 总 股 本 股数（股） 占 总 股 本
比例（%） 比例（%）

合计持有股份 1,978,197 0.24 1,324,173 0.16

李局春 其中：无限售条件股份 494,549 0.06 3,025 0.00

有限售条件股份 1,483,648 0.18 1,321,148 0.16

注1：由于公司2018年激励计划第一期行权/解锁条件未达到，将激励对象已获授但尚未解锁的限制性股票总数的25%进行回购注销。李局春先生作为公司2018年激励计划激励对象获授65万股股权激励限售股，此次注销16……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
目前为止今年170%的涨幅你们还骂，只是赚钱的都走了，接下来就是接盘侠,"https://guba.eastmoney.com/news,002123,893403781.html",2019-12-22 22:48:05,目前为止今年170%的涨幅你们还骂，只是赚钱的都走了，接下来就是接盘侠
如果中国股市，股民、机构也像存银行那样只多存少提现那该多好。人人都赚钱，成年人人,"https://guba.eastmoney.com/news,002123,893402949.html",2019-12-22 22:32:41,如果中国股市，股民、机构也像存银行那样只多存少提现那该多好。人人都赚钱，成年人人人都炒股了吧
梦网有华为产业链业务吧，下周起飞,"https://guba.eastmoney.com/news,002123,893402640.html",2019-12-22 22:27:18,"梦网有华为产业链业务吧，下周起飞
东方财富资讯君
华为下周又搞大事！新业务对阵阿里、腾讯 A股产业链伙伴如何表现？
华为又有新动向了。这次是加码云计算，先成立云计算公司，下周华为云还将发布新品。云计算(cloudcomputing)是分布式计算的一种，指的是通过网络“云”将巨大的数据计算处理程序分解成无数个小程序，然后，通过多部服务器组成的系统处理和分析这些小程序，得到结果并返回给用户。目前，在国内公有云市场，华为云市场份额仍落后于阿里云和腾讯云。业内人士称，云业务是华为必须要打的一场仗...
2019/12/22 21:48:15财经评论吧"
就怕机构继续卖，毕竟获利一倍。,"https://guba.eastmoney.com/news,002123,893394208.html",2019-12-22 20:07:02,就怕机构继续卖，毕竟获利一倍。
明天涨必涨。。。。,"https://guba.eastmoney.com/news,002123,893385143.html",2019-12-22 17:13:58,明天涨必涨。。。。
明天入场,"https://guba.eastmoney.com/news,002123,893385015.html",2019-12-22 17:10:44,明天入场
止跌反弹,"https://guba.eastmoney.com/news,002123,893376352.html",2019-12-22 13:57:40,止跌反弹
12块钱等着你…,"https://guba.eastmoney.com/news,002123,893368146.html",2019-12-22 10:48:54,12块钱等着你…
