标题,链接,发布时间,内容
川大智胜09月25日资金揭秘,"https://guba.eastmoney.com/news,002253,784299438.html",2018-09-25 16:41:27,"





今日川大智胜主力净流入额达-160.77万元，净占比-6.66%，
其中超大单净流入额0.00元,净占比0.00%，
大单净流入额-160.77万元，净占比-6.88%。







































川大智胜资金流向数据

类型	流入(万元)	流出(万元)
超大	0.00	0.00
大单	121.63	-282.40
中单	832.02	-1085.52
小单	1382.96	-968.70




资金解读





川大智胜收盘涨幅-0.89%，
其中，成交最活跃的价格分别为14.59、14.62、14.63，成交密集的手数区间分布于20-30、30-50、50-70手，小单介入居多。











成交活跃统计


9:30-15:00成交均价14.09













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
14.59	9600	4600	0.57%	0.28%
14.62	5400	0	0.32%	0.00%
14.63	500	4700	0.03%	0.28%
14.61	3400	0	0.20%	0.00%
14.60	500	0	0.03%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
20-30	115200	142400	3840	4747
30-50	110200	140550	2204	2811
50-70	54900	38600	784	551
70-100	23700	62100	237	621
100-150	35900	0	239	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































软件服务成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	002530	金财互联	10.07%	3649.22万
2	002410	广联达	1.63%	2307.67万
3	002153	石基信息	2.54%	1991.76万
4	300377	赢时胜	1.38%	1592.62万
5	300170	汉得信息	1.59%	1485.70万
106	002253	川大智胜	-0.89%	-160.77万


数据来源:东方财富






展开阅读全文"
上午看一眼14.44，下午看一眼14.44。这是要死死死啊。,"https://guba.eastmoney.com/news,002253,784275272.html",2018-09-25 14:15:50,上午看一眼14.44，下午看一眼14.44。这是要死死死啊。
是不是有病,"https://guba.eastmoney.com/news,002253,784247747.html",2018-09-25 11:07:37,是不是有病
领先地位，不容置喙,"https://guba.eastmoney.com/news,002253,783982340.html",2018-09-21 09:40:21,业内表示，去年12月，国家空管委批复同意在四川省境内开展低空空域协同管理试点，这是我国改革开放以来空域管理体制创新的一次重大突破。四川低空改革取得突破，有望加速通用航空业发展。《关于促进通用航空业发展的指导意见》提出，到2020年建成500个以上通用机场，通用航空器达到5000架以上，通用航空业经济规模超过1万亿元。川大智胜（002253）是国内空管系统领先企业。
川大智胜 调整完毕后 因为人工智能带领中小创走出一波行情,"https://guba.eastmoney.com/news,002253,784113153.html",2018-09-21 18:22:24,科技板块 芯片拨头筹 紧接着是国产软件 接下来就5G 这就是中小创主流热点 那么下一阶段 就是人工智能 这是第四次工业革命的核心
川大智胜09月21日资金揭秘,"https://guba.eastmoney.com/news,002253,784102048.html",2018-09-21 16:41:44,"





今日川大智胜主力净流入额达362.54万元，净占比8.41%，
其中超大单净流入额30.39万元,净占比0.72%，
大单净流入额332.15万元，净占比7.90%。







































川大智胜资金流向数据

类型	流入(万元)	流出(万元)
超大	30.39	0.00
大单	799.55	-467.40
中单	1685.79	-1646.13
小单	1690.09	-2092.28




资金解读





川大智胜收盘涨幅2.74%，
其中，成交最活跃的价格分别为14.75、14.74、14.77，成交密集的手数区间分布于70-100、100-150、150-200手，小单介入居多。











成交活跃统计


9:30-15:00成交均价14.49













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
14.75	8000	200	0.27%	0.01%
14.74	2700	2900	0.09%	0.10%
14.77	3200	0	0.11%	0.00%
14.76	3000	0	0.10%	0.00%
14.78	500	0	0.02%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
70-100	89000	51600	890	516
100-150	98900	30000	659	200
150-200	0	114200	0	571
200-300	0	41900	0	140
300-500	0	30000	0	60




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































软件服务成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	300168	万达信息	3.78%	4112.22万
2	600536	中国软件	1.26%	4028.89万
3	002113	天润数娱	10.03%	3663.08万
4	300253	卫宁健康	4.46%	3644.53万
5	002065	东华软件	1.90%	2917.59万
24	002253	川大智胜	2.74%	362.54万


数据来源:东方财富






展开阅读全文"
川大智胜 这两天技术指标高了 随时都会调整,"https://guba.eastmoney.com/news,002253,784037383.html",2018-09-21 13:06:01,今天买 下周都会套
低价股的天下，此股没戏,"https://guba.eastmoney.com/news,002253,783999075.html",2018-09-21 10:19:31,低价股的天下，此股没戏
他妈的减掉八成了，四川的股票就和四川男的一样，软趴趴的,"https://guba.eastmoney.com/news,002253,783736330.html",2018-09-19 15:05:04,他妈的减掉八成了，四川的股票就和四川男的一样，软趴趴的
川大智胜09月20日资金揭秘,"https://guba.eastmoney.com/news,002253,783913852.html",2018-09-20 16:40:22,"





今日川大智胜主力净流入额达4.03万元，净占比0.18%，
其中超大单净流入额14.83万元,净占比0.68%，
大单净流入额-10.81万元，净占比-0.50%。







































川大智胜资金流向数据

类型	流入(万元)	流出(万元)
超大	14.83	0.00
大单	115.74	-126.55
中单	810.59	-976.95
小单	1231.60	-1069.27




资金解读





川大智胜收盘涨幅-1.73%，
其中，成交最活跃的价格分别为14.50、14.49、14.52，成交密集的手数区间分布于50-70、70-100、200-300手，小单介入居多。











成交活跃统计


9:30-15:00成交均价14.37













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
14.50	47500	19400	3.08%	1.26%
14.49	33100	27800	2.15%	1.81%
14.52	34450	6450	2.24%	0.42%
14.51	27150	7100	1.76%	0.46%
14.53	4050	700	0.26%	0.05%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
50-70	51900	63400	741	906
70-100	15500	22900	155	229
200-300	20000	0	67	0
150-200	16000	0	80	0
100-150	10000	0	67	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































软件服务成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	002261	拓维信息	10.12%	2659.17万
2	600570	恒生电子	0.39%	1738.56万
3	300113	顺网科技	2.30%	1194.45万
4	300377	赢时胜	-0.22%	1155.34万
5	300168	万达信息	-0.51%	1004.42万
40	002253	川大智胜	-1.73%	4.03万


数据来源:东方财富






展开阅读全文"
