标题,链接,发布时间,内容
涨停昨晚就挂入了,"https://guba.eastmoney.com/news,002259,768093126.html",2018-06-22 08:11:07,昨天两笔大单，消息走漏
002259:升达林业关注函-公司回复(升达林业:关于深圳证券交易所对公司关注函回复的公告),"https://guba.eastmoney.com/news,002259,770681216.html",2018-06-22 00:00:00,"公告日期：2018-06-22


关于深圳证券交易所对公司关注函回复的公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



四川升达林业产业股份有限公司（以下简称“升达林业”或“公司”）于近日收到深圳证券交易所中小板公司管理部《关于对四川升达林业产业股份有限公司的关注函（中小板关注函【2018】第207号），现对关注函中涉及的有关问题回复如下：



一、你公司决定终止本次重大资产重组事项的具体原因、合理性和合规性。

回复：



公司因筹划重大资产购买事项，经向深圳证券交易所申请，公司股票（证券简称：升达林业；证券代码：002259）自2018年1月22日开市起停牌。公司拟采取现金购买方式，收购河南寓泰兴业智能安防集团有限公司（以下简称“寓泰安防”）51%以上的股权。并于2018年2月5日开市起转入重大资产重组事项继续停牌。



自本次重组启动以来，公司及有关各方积极推进相关工作，与交易对方就本次重组事项进行认真筹划和充分的沟通。由于相关各方诉求不能达成一致，虽经反复协商和研究论证，各方仍无法就交易对价、标的对赌业绩承诺、标的公司发展规划等核心条款达成一致。在综合考虑公司持续经营发展、收购成本及有效控制风险等因素的情况下，从公司发展战略角度和维护全体股东及公司利益出发，公司董事会决定终止筹划本次重组事项。



根据《深圳证券交易所股票上市规则》、《深圳证券交易所中小板上市公司规范运作指引》和《深圳证券交易所中小企业板信息披露业务备忘录第14号：上市公司停复牌业务》等相关规定，公司于2018年6月14日召开了第四届董事会第三十八次会议审议通过了《关于终止筹划重大资产重组的议案》，公司于6

况。并且根据《上市公司重大资产重组管理办法》等有关规定，公司承诺，自复牌公告之日起至少2个月内不再筹划重大资产重组事项。



综上所述，公司从保护上市公司和广大投资者利益的角度出发，并从公司收购成本、收购风险，发展战略等因素综合考虑，经过审慎判断决定终止筹划本次重大资产重组。在本次重组中，公司遵照重大资产重组的规定履行了程序，依规披露了信息，且独立财务顾问也为此发表了专项核查意见，本次交易程序符合相关法律法规的规定。



二、你公司作出终止本次重大资产重组事项决定的决策过程，包括商议时间、内容、参与人员等。



回复：



公司因筹划重大资产购买事项，经向深圳证券交易所申请，公司股票（证券简称：升达林业；证券代码：002259）自2018年1月22日开市起停牌。公司拟采取现金购买方式，收购河南寓泰兴业智能安防集团有限公司（以下简称“寓泰安防”）51%以上的股权。并于2018年2月5日开市起转入重大资产重组事项继续停牌。停牌期间，公司积极推进相关工作，并与对方就本次交易事项进行磋商沟通。



2018年5月，公司董事长江昌政先生与交易对方主要股东毛伟先生进行多轮讨论、会谈，根据当前尽职调查、审计评估的进展情况，讨论本次交易方案及相关交易细节，公司与交易对方未能在交易对价、业绩承诺等核心条款上达成一致意见。



2018年6月，公司董事长江昌政先生、董事向中华先生和董事会秘书龙何平先生与交易对手方主要股东毛伟先生进行多次沟通，希望尽快确定交易方案，并磋商核心条款，但是双方对核心条款始终不能达成一致。2018年6月11日，公司董事长江昌政先生就与交易对手方的沟通情况，认为本次交易涉及的标的资产状况比较复杂，难以在短时间内形成具体可行的方案，公司判断本次交易无法

《关于终止筹划重大资产重组的议案》，公司独立董事对该事项发表了独立意见，独立财务顾问华西证券股份有限公司对该事项发表了专项核查意见，同意终止本次重大资产重组事项。



三、你公司终止本次重大资产重组事项的后续安排。



回复：



根据《上市公司重大资产重组管理办法》、《深圳证券交易所中小企业板信息披露业务备忘录第8号：重大资产重组相关事项》等法律、法规及规范性文件的规定，公司承诺自《关于终止筹划重大资产重组暨股票复牌的公告》披露之日起2个月内不再筹划重大资产重组事项。本次终止筹划重大资产重组事项是经公司审慎研究，并与交易对方友好协商后的结果，公司仅与交易对方签署了意向协议，交易双方未就具体方案最终达成实质性协议，交易双方对终止本次交易均无需承担任何法律责任。本次终止筹划重大资产重组事项，不会对公司的生产经营、财务状况造成重大不利影响，也不会影响到公司未来的发展战略。



为维护投资者利益，加强与投资者的沟通和交流，公司于6月15日发布了《关于终止筹划重大资产重组召开投资者说明会的公告》，本……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
就得让大股东爆仓才有我们的解放,"https://guba.eastmoney.com/news,002259,768045511.html",2018-06-21 23:00:23,就得让大股东爆仓才有我们的解放
4个连续跌停就是跌幅52%。,"https://guba.eastmoney.com/news,002259,768013656.html",2018-06-21 20:08:04,"SB，复牌涨不停，半年21不是梦，又扫了多少货，猪，哈哈哈。

金银湖浪滔天 影响力 吧龄 4.5年 
发表于 2017-12-28 10:36:26 股吧网页版
举报
唱多做空与唱空最多：升达林业强力扫货002259
话不多说直接扫货，涨停板出货完毕300727"
靠，天天挂低于跌停价一分，一次没成交。,"https://guba.eastmoney.com/news,002259,768028498.html",2018-06-21 21:28:51,靠，天天挂低于跌停价一分，一次没成交。
托的特点是啥都懂，解释这解释那，事实证明你算个屁。,"https://guba.eastmoney.com/news,002259,768022146.html",2018-06-21 20:52:28,托的特点是啥都懂，解释这解释那，事实证明你算个屁。
A股不相信眼泪！早就觉得不妙,"https://guba.eastmoney.com/news,002259,767042939.html",2018-06-17 08:03:11,A股不相信眼泪！早就觉得不妙
兵败如山倒，墙倒众人推,"https://guba.eastmoney.com/news,002259,767045189.html",2018-06-17 09:02:22,兵败如山倒，墙倒众人推
崩盘走势，哭晕在厕所的有木有？,"https://guba.eastmoney.com/news,002259,767042639.html",2018-06-17 07:54:27,崩盘走势，哭晕在厕所的有木有？
《桃花扇》续四十章余韵,"https://guba.eastmoney.com/news,002259,767046604.html",2018-06-17 09:35:08,《桃花扇》续四十章余韵
