标题,链接,发布时间,内容
长青集团:关于子公司完成工商注册登记的公告(2016/12/20),"https://guba.eastmoney.com/news,002616,580768704.html",2016-12-19 16:49:37,"公告日期：2016-12-20
证券代码：002616 证券简称：长青集团 公告编号：2016-168



广东长青（集团）股份有限公司



关于子公司完成工商注册登记的公告



本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。



根据广东长青（集团）股份有限公司（以下简称“公司”）于 2016年11月26



日签署的《河南省滑县生物质热电联产项目投资协议书》中的相关约定（公告编号：2016-159），公司于近日在滑县工商行政管理局完成了项目公司的注册登记，并领取了《营业执照》，具体内容如下：



名称：滑县长青生物质能源有限公司



类型：有限责任公司（非自然人投资或控股的法人独资）



住所：滑县上官镇专业园区



法定代表人：谢世文



注册资本：贰仟捌佰万圆整



成立日期：2016年12月16日



营业期限：长期



经营范围：生物质发电、供热；生物质发电技术的研发；生物质资源收购及综合利用（依法须经批准的项目，经相关部门批准后方可开展经营活动）



特此公告。



广东长青（集团）股份有限公司董事会



2016年12月19日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
长青集团:2016年第七次临时股东大会决议公告,"https://guba.eastmoney.com/news,002616,580768489.html",2016-12-19 16:49:04,"公告日期：2016-12-20
证券代码：002616 证券简称：长青集团 公告编号：2016-167



广东长青（集团）股份有限公司



2016年第七次临时股东大会决议公告



本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。



特别提示：



1、本次股东大会未出现增加、变更、否决议案的情形。



2、本次股东大会采取现场投票与网络投票相结合的方式进行。



3、为尊重中小投资者利益，提高中小投资者对公司股东大会决议的参与度，公司将对中小投资者的投票表决情况单独统计，中小投资者是指以下股东以外的其他股东：（1）上市公司的董事、监事、高级管理人员；（2）单独或者合计持有上市公司5%以上股份的股东。



一、会议召开情况



1、会议召开时间：



1）现场会议召开时间：2016年12月19日（星期一）下午14：00



2）网络投票时间：2016年12月18日－2016年12月19日



其中，通过深圳证券交易所交易系统进行网络投票的具体时间为：2016年



12月19日上午9:30－11:30，下午13:00－15:00；通过深圳证券交易所互联网



投票系统投票的具体时间为：2016年12月18日下午15:00至2016年12月19



日下午15:00期间的任意时间。



2、股权登记日：2016年12月12日（星期一）



3、会议召开地点：广东省中山市小榄镇工业大道南42号公司会议室



4、会议召集人：公司董事会



5、会议方式：本次股东大会采取现场投票与网络投票相结合的方式。



6、主持人：董事长何启强



二、会议出席情况



出席本次股东大会的股东及股东代理人共 17人，代表有表决权股份



252,359,402股，占公司股份总数的66.5479%。其中：



1、出席本次现场会议的股东及股东代理人 5 人，代表有表决权股份



234,937,400股，占公司有表决权股份总数的61.9537%。



2、通过网络投票方式参加会议的股东12人，代表有表决权股份17,422,002



股，占公司有表决权股份总数的4.5942%。



3、通过现场和网络参加本次会议的中小投资者共计12人，拥有及代表的股



份为17,422,002股，占公司有表决权股份总数的4.5942%。



会议由公司董事长何启强先生主持，公司部分董事、监事及董事会秘书出席了本次股东大会，高级管理人员及见证律师列席了本次股东大会。北京市中伦（广州）律师事务所律师出席本次股东大会对本次股东大会进行见证，并出具法律意见书。



三、议案的审议和表决情况



本次股东大会以现场投票和网络投票相结合的方式，审议并通过了以下议案：



1. 《关于减少公司注册资本并修订<公司章程>的议案》



表决结果：同意252,359,402股，占出席会议股东及股东代理人所持的有表



决权股份总数的100%；反对0股，占出席会议股东及股东代理人所持的有表决



权股份总数的0%；弃权0股，占出席会议股东及股东代理人所持的有表决权股



份总数的0%。



其中中小投资者表决结果如下：同意17,422,002股，占出席会议中小投资



者有效表决股份总数的100%；反对0股，占出席会议中小投资者有效表决股份



总数的0%；弃权0股，占出席会议中小投资者有效表决股份总数的0%。



该议案属“特别决议议案”，已经出席会议有表决权股东所持表决权的2/3



以上通过。



四、律师见证情况



本次会议由北京市中伦（广州）律师事务所律师现场见证，北京市中伦（广州）律师事务所出具了法律意见，见证律师认为，公司本次股东大会的召集、召开程序、出席会议人员资格、召集人资格、表决方式、表决程序均符合《公司法》、《上市公司股东大会规则》、《深圳证券交易所上市公司股东大会网络投票实施细则》及《公司章程》的规定，表决结果合法有效。



五、备查文件



1. 广东长青（集团）股份有限公司2016年第七次临时股东大会决议；



2. 北京市中伦（广州）律师事务所出具的《关于广东长青（集团）股份有



限公司2016年第七次临时股东大会的法律意见书》。



特此公告。


……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
长青集团:2016年第七次临时股东大会的法律意见书,"https://guba.eastmoney.com/news,002616,580768480.html",2016-12-19 16:49:03,"公告日期：2016-12-20
 北京市中伦（广州）律师事务所



关于广东长青（集团）股份有限公司



2016年第七次临时股东大会的法律意见书



致：广东长青（集团）股份有限公司



北京市中伦（广州）律师事务所（以下简称“本所”）受广东长青（集团）股份有限公司（以下简称“公司”）委托，指派郭伟康律师、邵芳律师（以下简称“本所律师”）对公司召开的2016年第七次临时股东大会（以下简称“本次股东大会”）进行见证。本所律师根据《中华人民共和国公司法》（以下简称“《公司法》”）、《上市公司股东大会规则》及《广东长青（集团）股份有限公司章程》（以下简称“《公司章程》”）的规定，对公司本次股东大会的召集、召开程序、出席会议人员资格、召集人资格、股东大会的表决程序及表决结果等事项的合法有效性进行了核查和见证，并根据对事实的了解和法律的理解出具本法律意见书。



本所同意将本法律意见书作为公司本次股东大会的必备文件进行公告，并依法对本法律意见书承担相应的责任。



本所按照中国律师行业公认的业务标准，道德规范和勤勉尽责精神，出具法律意见如下：



北京Beijing上海Shanghai深圳Shenzhen广州Guangzhou武汉Wuhan成都Chengdu香港HongKong东京Tokyo纽约Newyork伦敦London



一、本次股东大会的召集、召开程序



（一）本次股东大会的召集



1．本次股东大会由公司第四届董事会召集。为召开本次股东大会，公司于2016年12月2日召开第四届董事会第二次会议，审议通过了《关于减少公司注册资本并修订<公司章程>的议案》，并将前述议案提交给股东大会审议。



2．2016年12月3日，公司在指定披露媒体和巨潮资讯网上刊登了召开本



次股东大会的公告。根据上述公告，本次股东大会采取现场投票和网络投票相结合的方式，会议公告载明会议召集人、召开时间、股权登记日、召开方式、召开地点、出席对象、审议议案等内容。



（二）本次股东大会的召开



本次股东大会现场会议于2016年12月19日下午14:00在公司会议室如期



召开，会议由董事长何启强主持。本次股东大会网络投票中通过深圳证券交易所交易系统实施的投票于2016年12月18日上午9:30－11:30，下午13:00－15:00进行；通过深圳证券交易所互联网投票系统的投票于2016年 12月18日下午15:00至2016年12月19日下午15:00期间的任意时间进行，本次股东大会已按照会议通知通过网络投票系统为相关股东提供了网络投票安排。



经核查，本次股东大会召开的实际时间、地点和会议内容与公告的内容一致。



本所律师认为，本次股东大会的召集、召开程序符合《公司法》、《上市公司股东大会规则》及《公司章程》的规定。



二、出席本次股东大会会议人员资格、召集人资格



（一）出席本次股东大会人员的资格



1． 出席本次股东大会现场会议的股东及股东代理人



出席本次股东大会现场会议的股东及股东代理人共计5名，持有公司股份数



共计234,937,400股，占公司股份总数的61.9537%。本所律师已核查了上述股东



或股东代理人的身份证明、持股凭证和授权委托书。



2．参加网络投票的股东



根据深圳证券信息有限公司提供的数据，参加本次股东大会网络投票的股东人数12名，代表股份17,422,002股，占公司股份总数的4.5942%，通过网络系统参加表决的股东资格，其身份已经由深圳证券交易所系统进行认证。



3．参加会议及列席会议的人员



参加本次股东大会的人员有公司部分董事、监事及董事会秘书，公司部分高级管理人员和见证律师列席了本次会议。



（二）本次股东大会的召集人资格



经核查，本次股东大会的召集人为公司第四届董事会。



本所律师认为，出席本次股东大会人员的资格符合《公司法》、《上市公司股东大会规则》及《公司章程》的规定。本次股东大会由董事会召集符合《公司法》、《上市公司股东大会规则》及《公司章程》的规定。



三、本次股东大会的议案



本次股东大会审议的议案为：《关于减少公司注册资本并修订<公司章程>的议案》。上述议案的具体内容已由公司董事会在巨潮资讯网公告。



经查验，本次股东大会审议议案与会议公告中列明的议案一致。



四、本次股东大会的表决程序、表决结果



本次股东……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
地量地价,"https://guba.eastmoney.com/news,002616,580703579.html",2016-12-19 14:19:32,地量地价
为什么这么多卖的小单而股价不跌，因为自买自卖呢，自己想去,"https://guba.eastmoney.com/news,002616,580701504.html",2016-12-19 14:16:01,为什么这么多卖的小单而股价不跌，因为自买自卖呢，自己想去
满城的项目正在等政府官员们协商，结果很快会公布，项目投产是早晚的事，对今年业绩影,"https://guba.eastmoney.com/news,002616,580694296.html",2016-12-19 14:04:30,满城的项目正在等政府官员们协商，结果很快会公布，项目投产是早晚的事，对今年业绩影响不大
卖出的频率加快了，上午9下午12.看来快变盘了,"https://guba.eastmoney.com/news,002616,580692191.html",2016-12-19 14:01:13,卖出的频率加快了，上午9下午12.看来快变盘了。
没办法了吸不到便宜的货了，只好边买边卖了,"https://guba.eastmoney.com/news,002616,580691573.html",2016-12-19 14:00:09,没办法了吸不到便宜的货了，只好边买边卖了
我在12手12的买，有兴趣的跟上吧,"https://guba.eastmoney.com/news,002616,580690761.html",2016-12-19 13:58:52,我在12手12的买，有兴趣的跟上吧
满城项目严重拖期，很长时间不会投产！,"https://guba.eastmoney.com/news,002616,580688446.html",2016-12-19 13:55:13,满城项目严重拖期，很长时间不会投产！
