标题,链接,发布时间,内容
今年过节回家，同学一行在村里走，就我的联通有4G信号，冲这一点买你20手，希望联,"https://guba.eastmoney.com/news,600050,386892482.html",2016-05-12 18:15:12,今年过节回家，同学一行在村里走，就我的联通有4G信号，冲这一点买你20手，希望联通越走越好！！！
老子满仓了，一个月不看盘。,"https://guba.eastmoney.com/news,600050,289921709.html",2016-03-28 13:24:05,老子满仓了，一个月不看盘。
加了一家电信，再降1/6吧,"https://guba.eastmoney.com/news,600050,386760454.html",2016-05-12 14:15:47,加了一家电信，再降1/6吧
中国联通,"https://guba.eastmoney.com/news,600050,386752583.html",2016-05-12 14:04:52,"下跌趋势明显,出局观望"
这个基金的代号没见过，新出的？,"https://guba.eastmoney.com/news,600050,386735309.html",2016-05-12 13:40:47,这个基金的代号没见过，新出的？
只卖不买,"https://guba.eastmoney.com/news,600050,386681536.html",2016-05-12 11:49:57,只卖不买
醒醒 起来护盘啦,"https://guba.eastmoney.com/news,600050,386628409.html",2016-05-12 10:33:04,醒醒 起来护盘啦
要倒闭了,"https://guba.eastmoney.com/news,600050,386682006.html",2016-05-12 11:50:51,要倒闭了
喂 该醒醒了,"https://guba.eastmoney.com/news,600050,386668956.html",2016-05-12 11:26:24,喂 该醒醒了
拥有宇宙第一大数据库的中国联通必上30元呀！可亚心庄们的手段狠呀！想打压至2元呀,"https://guba.eastmoney.com/news,600050,386659867.html",2016-05-12 11:11:43,拥有宇宙第一大数据库的中国联通必上30元呀！可亚心庄们的手段狠呀！想打压至2元呀！
养老金什么时候入市,"https://guba.eastmoney.com/news,600050,386114975.html",2016-05-11 22:43:08,养老金什么时候入市
这一波上5元是板上钉钉的事，同意的顶。,"https://guba.eastmoney.com/news,600050,306500239.html",2016-04-04 11:24:16,这一波上5元是板上钉钉的事，同意的顶。
漫天都散布着做空的消息，明明该30元的联通被打压至3元还想做空呀！为了利，小庄们,"https://guba.eastmoney.com/news,600050,386639205.html",2016-05-12 10:45:02,漫天都散布着做空的消息，明明该30元的联通被打压至3元还想做空呀！为了利，小庄们真是什么手段都用呀！
全面溃败,"https://guba.eastmoney.com/news,600050,386563363.html",2016-05-12 09:35:48,全面溃败
还梧桐树，啥树也不好使啦。,"https://guba.eastmoney.com/news,600050,386597728.html",2016-05-12 10:03:43,关门门吧，不要害人啦！！！[不赞]
也都满上了吧，呵呵,"https://guba.eastmoney.com/news,600050,386554994.html",2016-05-12 09:28:15,也都满上了吧，呵呵
600050还要考验3.86元，去做双底,"https://guba.eastmoney.com/news,600050,374290908.html",2016-05-05 09:09:56,600050还要考验3.86元，去做双底
说好的不干预，却没消停过。现在不让涨，无非就是一，讨好洋人，洋人说你们A股估值太,"https://guba.eastmoney.com/news,600050,386500031.html",2016-05-12 08:06:49,说好的不干预，却没消停过。现在不让涨，无非就是一，讨好洋人，洋人说你们A股估值太高，我们msci不要。奴才马上说我让它跌。二，就是方便自己人捡便宜。养老金说低点低点才能稳赚，主子马上说好就让它继续跌。
很快合并了赶快买，广电不具备移动的能力唯一,"https://guba.eastmoney.com/news,600050,386202189.html",2016-05-12 00:30:13,很快合并了赶快买，广电不具备移动的能力唯一
联通咱能像个样子涨回不？,"https://guba.eastmoney.com/news,600050,386025875.html",2016-05-11 20:38:24,联通咱能像个样子涨回不？
600050:中国联通2015年年度股东大会的法律意见书,"https://guba.eastmoney.com/news,600050,385960577.html",2016-05-11 19:07:54,"公告日期：2016-05-12
 通商律师事务所

Commerce&FinanceLawOffices

中国北京市朝阳区建国门外大街甲12号新华保险大厦6层 邮编:100022

电话:8610-65693399传真:8610-65693838,65693836,65693837

电子邮件:beijing@tongshang.com 网址:www.tongshang.com.cn

北京市通商律师事务所

关于中国联合网络通信股份有限公司2015年年度股东大会

的法律意见书

致：中国联合网络通信股份有限公司

根据《中华人民共和国公司法》(以下简称“《公司法》”)、《中华人民共和国证券法》(以下简称“《证券法》”)、《上市公司股东大会规则》(以下简称“《股东大会规则》”)等相关法律、法规以及《中国联合网络通信股份有限公司章程》(以下简称“《公司章程》”)的规定，北京市通商律师事务所(以下简称“通商”)接受中国联合网络通信股份有限公司(以下简称“公司”)的委托，指派律师出席公司2015年年度股东大会(以下简称“本次股东大会”)，对公司本次股东大会的召集、召开程序、出席会议人员资格、召集人的资格、表决程序、表决结果等事项发表法律意见。

通商律师根据《股东大会规则》第五条的要求，按照律师行业公认的业务标准、道德规范和勤勉尽职精神，对本次股东大会发表法律意见如下：

一、关于本次股东大会的召集和召开程序

1.1 2016年3月17日和2016年4月21日，公司董事会在《中国证券报》、

《上海证券报》、《证券时报》以及上海证券交易所官方网站(www.sse.com.cn)上分别刊登了《中国联合网络通信股份有限公司关于召开2015年年度股东大会的通知》(以下简称“会议通知”)，在法定期限内公告了本次股东大会的召开时间和地点、会议审议事项、参加人员、登记办法等相关事项。

1.2 2016年5月11日(星期三)上午9时，本次股东大会在深圳市深南大道6001

号五洲宾馆如期召开。

1.3 本次股东大会由公司董事长王晓初主持，就会议通知中所列议案进行了审

议。公司董事会秘书对于本次股东大会过程进行了记录，并由出席会议的董事和董事会秘书签名存档。

二、关于出席本次股东大会人员和召集人的资格

2.1 本次股东大会由公司董事会依法召集。根据对现场出席本次股东大会的公

司股东的账户登记证明、法定代表人身份证明、股东代表的授权委托证明和身份证明等文件的查验，持有13,317,359,921股有表决权的股份的股东 (包括法人股股东和个人股东)及经股东委托的授权代表出席了本次股东大会现场会议，占公司有表决权股份总额的62.83%。

2.2 出席本次股东大会的其他人员为公司董事、监事以及与本次股东大会议题

有关的中介机构的代表。

2.3 综上所述，出席本次股东大会人员和召集人的资格符合法律、行政法规和

《公司章程》的规定，本次股东大会的召开合法有效。

三、关于本次股东大会的表决程序和表决结果

3.1 经通商律师见证，列于本次会议通知中的议案已按照会议议程由公司股东

进行了审议，并以记名投票方式进行了表决。

3.2 本次股东大会采取现场投票与网络投票相结合的方式。根据上海证券交易

所信息网络有限公司提供的网络投票结果，列于本次会议通知中的议案在网络投票的规定时间内，通过网络投票表决的股份数为35,405,202股，占公司有表决权股份总额的0.16%。

3.3 通商律师认为，本次股东大会的表决程序及表决票数符合《股东大会规则》

以及《公司章程》的规定，表决结果合法有效。

四、结论

4.1 综上所述，通商律师认为：本次股东大会的召集、召开程序符合《公司法》、

《证券法》、《股东大会规则》等相关法律、法规以及《公司章程》的规定，出席会议人员和召集人的资格合法有效，本次股东大会的表决程序及表决结果合法有效。

4.2 通商律师同意本法律意见书随公司本次股东大会的决议等资料一并进行

公告。

本法律意见书正本一式三份。

[本页以下无正文]


[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
600050:中国联通2015年年度股东大会决议公告,"https://guba.eastmoney.com/news,600050,385961269.html",2016-05-11 19:08:37,"公告日期：2016-05-12
 证券代码：600050 证券简称：中国联通 编号：临时2016-019

中国联合网络通信股份有限公司

2015年年度股东大会决议公告

本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。

重要内容提示：

本次会议是否有否决议案：无

一、 会议召开和出席情况

(一) 股东大会召开的时间：2016年5月11日

(二) 股东大会召开的地点：深圳市深南大道6001号五洲宾馆

(三) 出席会议的普通股股东及其持有股份情况：

1、出席会议的股东和代理人人数 29

2、出席会议的股东所持有表决权的股份总数（股） 13,352,765,123

3、出席会议的股东所持有表决权股份数占公司有表决权股份总数的比例（%） 62.99

(四) 表决方式是否符合《公司法》及《公司章程》的规定，大会主持情况等。

本公司2015年年度股东大会采用现场投票和网络投票相结合的表决方式审议有关议案，本次股东大会由中国联合网络通信股份有限公司董事会召集，公司董事长王晓初先生主持，表决方式符合《公司法》及《公司章程》的规定。

(五) 公司董事、监事和董事会秘书的出席情况

1、公司在任董事7人，出席4人，董事张钧安先生、独立董事赵纯均先生、独立董事夏大慰先生因另有其他安排未能出席本次会议；

2、公司在任监事3人，出席1人，监事汪世昌先生、监事蔡全根先生因工作原因未能出席本次会议；

3、公司董事会秘书王霞女士出席了本次会议。

二、 议案审议情况

(一) 非累积投票议案

1、议案名称：《公司2015年度财务决算报告》

审议结果：通过

表决情况：

同意 反对 弃权

股东类型

票数 比例（%） 票数 比例（%） 票数 比例（%）

A股 13,352,753,622 99.99 11,501 0.01 0 0.00

2、议案名称：《公司2015年度利润分配议案》

审议结果：通过

表决情况：

同意 反对 弃权

股东类型

票数 比例（%） 票数 比例（%） 票数 比例（%）

A股 13,352,749,822 99.99 15,301 0.01 0 0.00

3、议案名称：《关于聘请会计师事务所的议案》

审议结果：通过

表决情况：

同意 反对 弃权

股东类型

票数 比例（%） 票数 比例（%） 票数 比例（%）

A股 13,352,753,622 99.99 11,501 0.01 0 0.00

4、议案名称：《公司2015年度董事会报告》

审议结果：通过

表决情况：

同意 反对 弃权

股东类型

票数 比例（%） 票数 比例（%） 票数 比例（%）

A股 13,352,749,822 99.99 15,301 0.01 0 0.00

5、议案名称：《公司2015年度监事会报告》

审议结果：通过

表决情况：

同意 ……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
大盘调整将至，此败家股必创新低！[大便][大便][大便],"https://guba.eastmoney.com/news,600050,385008618.html",2016-05-11 06:25:58,大盘调整将至，此败家股必创新低！[大便][大便][大便]
该轮到联通涨了。,"https://guba.eastmoney.com/news,600050,385691429.html",2016-05-11 14:30:29,该轮到联通涨了。
今天開股東大會表決決義，建議大家聯合起來全填反對票,"https://guba.eastmoney.com/news,600050,385514524.html",2016-05-11 12:11:39,今天開股東大會表決決義，建議大家聯合起來全填反對票
股票不是谁都可以买的，绝对必须有才才会有财的？请不要顺便进来!？,"https://guba.eastmoney.com/news,600050,385596617.html",2016-05-11 13:24:59,股票不是谁都可以买的，绝对必须有才才会有财的？请不要顺便进来!？
