标题,链接,发布时间,内容
三生三世   终于见桃红了,"https://guba.eastmoney.com/news,300133,611246012.html",2017-02-23 10:59:28,三生三世 终于见桃红了
涨停价是12.56 主力请发威  gogo up,"https://guba.eastmoney.com/news,300133,611212324.html",2017-02-23 09:55:28,给我拉板子 给我拉板子
电影和网剧最大的区别是,"https://guba.eastmoney.com/news,300133,611064449.html",2017-02-22 16:45:45,一个是让消费者买票等半个小时，然后爽90-120分钟， 一个是让客人天天熬夜等更新，纠结一个月
影视公司抗日剧成本低，情节离奇层出不穷，人物稀奇古怪,"https://guba.eastmoney.com/news,300133,611197705.html",2017-02-23 09:22:43,小制作成本，售价不高，保险率高，一般卫视乐意收购，但是情节离奇层出不穷，人物稀奇古怪。。。
晚安,"https://guba.eastmoney.com/news,300133,610838754.html",2017-02-21 23:06:14,晚安
我看好你,"https://guba.eastmoney.com/news,300133,611137788.html",2017-02-22 22:34:08,我看好你
周末聊股：今天华策的盘面让我欣慰，因为什么？因为大的托单！不管是诱空也罢诱多也罢,"https://guba.eastmoney.com/news,300133,609934840.html",2017-02-18 00:30:26,周末聊股：今天华策的盘面让我欣慰，因为什么？因为大的托单！不管是诱空也罢诱多也罢！至少告诉我们有大庄存在！既然有庄在我们小散就由它折腾吧！或许有一天大单会变成涨停板的封单！（哈哈）传媒板块龙头都在涨，华策有压盘嫌疑！短期支撑位马上就到了。 我谨慎看多！再说创业板，一定有行情的。选股很重要，不可能像以前那样普涨，因为股太多，资金面不允许！业绩好的有发展前景的股票为首选！不瞎掰掰了，所有观点仅供参考！希望大家愉快的玩耍！
早告诉你们放弃华测 跟我买水泥股 看看赚不少钱了 你们还没解套,"https://guba.eastmoney.com/news,300133,611087550.html",2017-02-22 18:30:24,早告诉你们放弃华测 跟我买水泥股 看看赚不少钱了 你们还没解套
要启动的节奏，洗的太久太久了，回调给机会就买点,"https://guba.eastmoney.com/news,300133,611086385.html",2017-02-22 18:23:41,要启动的节奏，洗的太久太久了，回调给机会就买点
下方托单托而不举抗住股价为什么？,"https://guba.eastmoney.com/news,300133,610958370.html",2017-02-22 11:29:44,下方托单托而不举抗住股价为什么？
明日高开60日线，稳了,"https://guba.eastmoney.com/news,300133,611054492.html",2017-02-22 16:05:32,
请教高手：昨天10.78追的 一追就套 是留还是走？,"https://guba.eastmoney.com/news,300133,609357739.html",2017-02-16 10:43:46,[心碎]
感谢夜华君，挣了一万。,"https://guba.eastmoney.com/news,300133,611036219.html",2017-02-22 15:05:35,感谢夜华君，挣了一万。
《三生三世》网播突破160亿 杨幂赵又廷极美桃花恋波澜再起,"https://guba.eastmoney.com/news,300133,610752880.html",2017-02-21 16:31:24,《三生三世》网播突破160亿 杨幂赵又廷极美桃花恋波澜再起
这个庄家可能没钱，占着茅坑不拉屎的货。,"https://guba.eastmoney.com/news,300133,610993172.html",2017-02-22 13:36:08,
