标题,链接,发布时间,内容
002453奋斗底部，步步高升！,"https://guba.eastmoney.com/news,002453,161497214.html",2015-04-28 08:08:01,下跌是机会！
上市并购失败了，请问公司是否还有继续寻找合适并购标的的计划?,"https://guba.eastmoney.com/news,002453,915510241.html",2015-05-15 12:15:00,"上市并购失败了，请问公司是否还有继续寻找合适并购标的的计划?
华软科技
华软科技：您好，公司2月初发布公告，计划收购力菲克，目前谈判正在进行中,谢谢。
(来自深交所互动易)答复时间 2015-05-15 12:15:00"
收口，吹喇叭!,"https://guba.eastmoney.com/news,002453,161620005.html",2015-04-28 12:26:51,rt
周一大涨的可能性9成9,"https://guba.eastmoney.com/news,002453,161066987.html",2015-04-26 12:07:06,拭目以待
打僵尸游戏,"https://guba.eastmoney.com/news,002453,161306206.html",2015-04-27 14:01:05,牛市里的僵尸股，只等牛市结束，然后咣当
天马精化:2015年第一季度报告全文,"https://guba.eastmoney.com/news,002453,161097630.html",2015-04-26 17:58:12,"公告日期：2015-04-27
　　苏州天马精细化学品股份有限公司

2015年第一季度报告

2015年04月

第一节 重要提示

公司董事会、监事会及董事、监事、高级管理人员保证季度报告内容的真实、准确、完整，不存在虚假记载、误导性陈述或者重大遗漏，并承担个别和连带的法律责任。

所有董事均已出席了审议本次季报的董事会会议。

公司负责人徐敏、主管会计工作负责人熊四华及会计机构负责人(会计主管人员)李小芳声明：保证季度报告中财务报表的真实、准确、完整。

第二节 主要财务数据及股东变化

一、主要会计数据和财务指标

公司是否因会计政策变更及会计差错更正等追溯调整或重述以前年度会计数据

是√否

本报告期 上年同期 本报告期比上年同期增减

营业收入（元） 259,997,995.71 189,740,825.68 37.03%

归属于上市公司股东的净利润（元） 10,652,232.47 12,890,508.51 -17.36%

归属于上市公司股东的扣除非经常性损

10,102,356.54 12,520,193.51 -19.31%

益的净利润（元）

经营活动产生的现金流量净额（元） -22,011,675.87 42,771,790.15 -151.46%

基本每股收益（元/股） 0.02 0.05 -60.00%

稀释每股收益（元/股） 0.02 0.05 -60.00%

加权平均净资产收益率 0.89% 1.10% -0.21%

本报告期末比上年度末增

本报告期末 上年度末

减

总资产（元） 2,076,871,787.92 1,965,602,125.56 5.66%

归属于上市公司股东的净资产（元） 1,196,671,342.15 1,186,019,109.68 0.90%

非经常性损益项目和金额

√适用不适用

单位：元

项目 年初至报告期期末金额 说明

计入当期损益的政府补助（与企业业务密切相关，按照国家统

674,668.75

一标准定额或定量享受的政府补助除外）

除上述各项之外的其他营业外收入和支出 -35,609.19

减：所得税影响额 92,297.02

少数股东权益影响额（……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
"天马庄家善玩一中阳后收三阴,这次是一中阳后两阴一小阳，希望庄家按原方针,明天收中","https://guba.eastmoney.com/news,002453,159911018.html",2015-04-21 19:07:32,"天马庄家善玩一中阳后收三阴,这次是一中阳后两阴一小阳，希望庄家按原方针,明天收中阳，能收大阳最好，广大散户为你加油、鼓掌！！"
神元生物11.08元。,"https://guba.eastmoney.com/news,002453,161102709.html",2015-04-26 18:48:00,神元生物11.08元。
天马精化:2015年第一季度报告全文,"https://guba.eastmoney.com/news,002453,161097627.html",2015-04-26 17:58:11,"公告日期：2015-04-27
苏州天马精细化学品股份有限公司

2015年第一季度报告

2015年04月

第一节 重要提示

公司董事会、监事会及董事、监事、高级管理人员保证季度报告内容的真实、准确、完整，不存在虚假记载、误导性陈述或者重大遗漏，并承担个别和连带的法律责任。

所有董事均已出席了审议本次季报的董事会会议。

公司负责人徐敏、主管会计工作负责人熊四华及会计机构负责人(会计主管人员)李小芳声明：保证季度报告中财务报表的真实、准确、完整。

第二节 主要财务数据及股东变化

一、主要会计数据和财务指标

公司是否因会计政策变更及会计差错更正等追溯调整或重述以前年度会计数据

□是√否

本报告期 上年同期 本报告期比上年同期增减

营业收入（元） 259,997,995.71 189,740,825.68 37.03%

归属于上市公司股东的净利润（元） 10,652,232.47 12,890,508.51 -17.36%

归属于上市公司股东的扣除非经常性损

10,102,356.54 12,520,193.51 -19.31%

益的净利润（元）

经营活动产生的现金流量净额（元） -22,011,675.87 42,771,790.15 -151.46%

基本每股收益（元/股） 0.02 0.05 -60.00%

稀释每股收益（元/股） 0.02 0.05 -60.00%

加权平均净资产收益率 0.89% 1.10% -0.21%

本报告期末比上年度末增

本报告期末 上年度末

减

总资产（元） 2,076,871,787.92 1,965,602,125.56 5.66%

归属于上市公司股东的净资产（元） 1,196,671,342.15 1,186,019,109.68 0.90%

非经常性损益项目和金额

√适用□不适用

单位：元

项目 年初至报告期期末金额 说明

计入当期损益的政府补助（与企业业务密切相关，按照国家统

674,668.75

一标准定额或定量享受的政府补助除外）

除上述各项之外的其他营业外收入和支出 -35,609.19

减：所得税影响额 92,297.02

少数股东权益影响额（……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
天马精化:2015年第一季度报告正文,"https://guba.eastmoney.com/news,002453,161097619.html",2015-04-26 17:58:08,"公告日期：2015-04-27
　　证券代码：002453 证券简称：天马精化 公告编号：

苏州天马精细化学品股份有限公司2015年第一季度报告正文

第一节 重要提示

公司董事会、监事会及董事、监事、高级管理人员保证季度报告内容的真实、准确、完整，不存在虚假记载、误导性陈述或者重大遗漏，并承担个别和连带的法律责任。

所有董事均已出席了审议本次季报的董事会会议。

公司负责人徐敏、主管会计工作负责人熊四华及会计机构负责人(会计主管人员)李小芳声明：保证季度报告中财务报表的真实、准确、完整。

第二节 主要财务数据及股东变化

一、主要会计数据和财务指标

公司是否因会计政策变更及会计差错更正等追溯调整或重述以前年度会计数据

是√否

本报告期 上年同期 本报告期比上年同期增减

营业收入（元） 259,997,995.71 189,740,825.68 37.03%

归属于上市公司股东的净利润（元） 10,652,232.47 12,890,508.51 -17.36%

归属于上市公司股东的扣除非经常性损

10,102,356.54 12,520,193.51 -19.31%

益的净利润（元）

经营活动产生的现金流量净额（元） -22,011,675.87 42,771,790.15 -151.46%

基本每股收益（元/股） 0.02 0.05 -60.00%

稀释每股收益（元/股） 0.02 0.05 -60.00%

加权平均净资产收益率 0.89% 1.10% -0.21%

本报告期末比上年度末增

本报告期末 上年度末

减

总资产（元） 2,076,871,787.92 1,965,602,125.56 5.66%

归属于上市公司股东的净资产（元） 1,196,671,342.15 1,186,019,109.68 0.90%

非经常性损益项目和金额

√适用不适用

单位：元

项目 年初至报告期期末金额 说明

计入当期损益的政府补助（与企业业务密切相关，按照国家统

674,668.75

一标准定额或定量享受的政府补助除外）

除上述各项之外的其他营业外收入和支出 -35,609.19

减：所得税影响额 ……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
