标题,链接,发布时间,内容
鉴定过了，确实是出货,"https://guba.eastmoney.com/news,600729,757151621.html",2018-04-25 14:28:47,鉴定过了，确实是出货
尾盘入点，堵明天业绩,"https://guba.eastmoney.com/news,600729,757133203.html",2018-04-25 13:41:13,尾盘入点，堵明天业绩
看来明天的业绩不符合预期,"https://guba.eastmoney.com/news,600729,757147343.html",2018-04-25 14:17:52,看来明天的业绩不符合预期
加油，已经第二了，我要第一。跌幅榜,"https://guba.eastmoney.com/news,600729,757132314.html",2018-04-25 13:38:54,加油，已经第二了，我要第一。跌幅榜
最后的逃命机会,"https://guba.eastmoney.com/news,600729,757074431.html",2018-04-25 10:18:46,出货了
安徽安纳达钛业宣布：自9月8日起，公司金红石型,"https://guba.eastmoney.com/news,600729,757109366.html",2018-04-25 11:46:50,安徽安纳达钛业宣布：自9月8日起，公司金红石型
欢迎游资进场打劫,"https://guba.eastmoney.com/news,600729,757071145.html",2018-04-25 10:11:40,欢迎游资进场打劫
又出新闻配合出货，跑,"https://guba.eastmoney.com/news,600729,757073778.html",2018-04-25 10:17:21,出货了
快出年报了，大家别被洗出来,"https://guba.eastmoney.com/news,600729,757073427.html",2018-04-25 10:16:35,快出年报了，大家别被洗出来
抢,"https://guba.eastmoney.com/news,600729,757056875.html",2018-04-25 09:42:04,抢
重庆百货04月24日获沪股通加仓23.37万股,"https://guba.eastmoney.com/news,600729,757036132.html",2018-04-25 08:02:39,"






























04月24日重庆百货沪股通持仓数据
收盘价：	30.86	涨跌幅：	5.72%
持股量：	175.75万股	持股变化：	23.37万股





数据显示，截至04月24日重庆百货于沪股通持股量为175.75万股，占其A股股本比例为0.43%，比上一交易日增加23.37万股。据数据统计，该股近一个月内累计涨幅为4.79%，沪股通累计减仓83.36万，沪股通持仓累计变化比例为-32.17%，近三个月内累计涨幅为16.54%，沪股通累计减仓57.30万，沪股通持仓累计变化比例为-24.59%。


数据来源:东方财富




"
大家怎样看待6号的解禁？,"https://guba.eastmoney.com/news,600729,756975049.html",2018-04-24 21:16:01,大家怎样看待6号的解禁？
重庆百货04月24日资金揭秘,"https://guba.eastmoney.com/news,600729,756922063.html",2018-04-24 16:07:31,"





今日重庆百货主力净流入额达-201.40万元，净占比-1.04%，
其中超大单净流入额-486.53万元,净占比-2.51%，
大单净流入额285.13万元，净占比1.47%。







































重庆百货资金流向数据

类型	流入(万元)	流出(万元)
超大	383.56	-870.09
大单	5638.48	-5353.35
中单	6746.42	-6310.50
小单	6594.29	-6828.81




资金解读





重庆百货收盘涨幅5.72%，
其中，成交最活跃的价格分别为30.95、30.94、30.97，成交密集的手数区间分布于70-100、100-150、200-300手，小单介入居多。











成交活跃统计


9:30-15:00成交均价30.36













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
30.95	65400	51900	1.03%	0.81%
30.94	7400	33300	0.12%	0.52%
30.97	10800	800	0.17%	0.01%
30.98	7500	0	0.12%	0.00%
30.96	3700	3200	0.06%	0.05%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
70-100	214900	151065	2149	1511
100-150	292047	20800	1947	139
200-300	158100	43000	527	143
150-200	135400	32500	677	163
300-500	40000	0	80	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































商业百货成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	603214	爱婴室	10.01%	9256.65万
2	600122	宏图高科	0.00%	2017.64万
3	000058	深赛格	4.29%	1445.02万
4	002251	步步高	2.97%	1211.09万
5	601828	美凯龙	4.31%	1170.99万
68	600729	重庆百货	5.72%	-201.40万


数据来源:东方财富






展开阅读全文"
看走势商社集团55%股权要准备在产权交易所挂牌了吗？,"https://guba.eastmoney.com/news,600729,756902269.html",2018-04-24 14:47:38,看走势商社集团55%股权要准备在产权交易所挂牌了吗？
今日收盘价24.44,"https://guba.eastmoney.com/news,600729,746442525.html",2018-02-13 14:01:02,今日收盘价24.44
涨停人气就来了,"https://guba.eastmoney.com/news,600729,756882728.html",2018-04-24 14:00:30,涨停人气就来了
怕什么，都是大单在买，小单在卖,"https://guba.eastmoney.com/news,600729,756877196.html",2018-04-24 13:46:21,怕什么，都是大单在买，小单在卖
可以抛了,"https://guba.eastmoney.com/news,600729,756872446.html",2018-04-24 13:33:59,可以抛了
这两天研报太多了，各大券商力推，狗庄盛情难却，决定做个大T，涨停板出的四千多手，,"https://guba.eastmoney.com/news,600729,750195992.html",2018-03-21 13:46:16,这两天研报太多了，各大券商力推，狗庄盛情难却，决定做个大T，涨停板出的四千多手，不知道被哪些打板高手吃了
逃命,"https://guba.eastmoney.com/news,600729,756633357.html",2018-04-23 13:26:02,逃命
快跑，又到了高抛时候,"https://guba.eastmoney.com/news,600729,756824853.html",2018-04-24 10:40:39,高抛低吸
拿好了,"https://guba.eastmoney.com/news,600729,756807254.html",2018-04-24 10:02:37,拿好了
重庆百货04月23日获沪股通加仓11.88万股,"https://guba.eastmoney.com/news,600729,756777861.html",2018-04-24 08:02:39,"






























04月23日重庆百货沪股通持仓数据
收盘价：	29.19	涨跌幅：	-3.38%
持股量：	152.38万股	持股变化：	11.88万股





数据显示，截至04月23日重庆百货于沪股通持股量为152.38万股，占其A股股本比例为0.37%，比上一交易日增加11.88万股。据数据统计，该股近一个月内累计涨幅为-0.88%，沪股通累计减仓106.73万，沪股通持仓累计变化比例为-41.19%，近三个月内累计涨幅为11.03%，沪股通累计减仓77.84万，沪股通持仓累计变化比例为-33.81%。


数据来源:东方财富




"
数远多于增,"https://guba.eastmoney.com/news,600729,756762169.html",2018-04-24 01:44:12,数远多于增
其实这些都是扯蛋！！真若如此，会ccxcxx,"https://guba.eastmoney.com/news,600729,756748816.html",2018-04-23 22:27:42,其实这些都是扯蛋！！真若如此，会ccxcxx
物美老大在重庆,"https://guba.eastmoney.com/news,600729,756724313.html",2018-04-23 20:01:29,物美老大在重庆
哪里来回哪里去，赶紧逃命吧,"https://guba.eastmoney.com/news,600729,756632773.html",2018-04-23 13:24:32,要跌到27
