标题,链接,发布时间,内容
中签非常艰难，此股不会有人卖出。,"https://guba.eastmoney.com/news,300571,581684339.html",2016-12-22 09:39:52,中签非常艰难，此股不会有人卖出。
股友们1,"https://guba.eastmoney.com/news,300571,582027428.html",2016-12-23 09:00:59,平治两市第一肉签，没有十万以上的收益请别出。别当蠢货。
今日37.17元……已挂买单[献花],"https://guba.eastmoney.com/news,300571,582018183.html",2016-12-23 08:20:40,今日37.17元……已挂买单
只要大家都不卖，庄家拿什么砸盘？,"https://guba.eastmoney.com/news,300571,581581738.html",2016-12-21 20:10:25,咱们就天天数钱吧。一辈子也难得中一次签的机会，珍惜把握坚决不卖！不要为了比别人先出逃一个板而放弃收获一大笔横财的机会。这只股有业绩有可操作可想像空间。大家继续捂好过春节。
话不多说，上图,"https://guba.eastmoney.com/news,300571,581762420.html",2016-12-22 12:07:25,话不多说，上图
我是星网股友，坚决支持平治股友，挂单买，不卖一股，大家一起加油哦,"https://guba.eastmoney.com/news,300571,581771711.html",2016-12-22 12:56:04,我是星网股友，坚决支持平治股友，挂单买，不卖一股，大家一起加油哦，打击空狗和机狗。
平治的签友们！首先庆贺咱们大家毎人各中了500股平治股票。平治信息在沪深两市是有,"https://guba.eastmoney.com/news,300571,581660991.html",2016-12-22 08:14:46,平治的签友们！首先庆贺咱们大家毎人各中了500股平治股票。平治信息在沪深两市是有史以来流通市值和总市值最小的秀珍股。企业业绩优秀，传媒教育是世界各国重点扶持推广项目。500股票对咱们散户来说是极其珍贵的，机构手里也仅仅只有区区2万股，咱们大家齐心协力不挂卖单，2万签友每人毎天挂100股涨停买单，（加起来就是200万股，机构手里的2万股除了天天通过优先渠道自买自卖10手8手给股市增加人气别无他法，增加人气是他们推卸不了的职责）都抱着不开板不卖的信念。（我想各位签友基本上都能做到，就算是突然哪天涨停板被砸开了，你可以卖手里的500股，留着这100股，损失也沒有多大，毕竟咱们已经赚了好多倍了，如果咱们大家都这么做的话，涨停板被砸开的机会是很渺茫的）就会见证奇迹的发生是咱们自己团结精神创造的，300一股轻松而至，400一股也垂手可得，500一股便成为股王！努力就会钱进！钱进！钱进！
历史上涨停板最多的股就是这个了 绝对不会有意外 海天精工算啥 哈哈,"https://guba.eastmoney.com/news,300571,581993889.html",2016-12-23 00:15:51,如题
天天挂,"https://guba.eastmoney.com/news,300571,581694502.html",2016-12-22 09:56:23,天天挂
天天挂单,"https://guba.eastmoney.com/news,300571,581977382.html",2016-12-22 22:41:16,天天挂单
集智算个屁,"https://guba.eastmoney.com/news,300571,581974980.html",2016-12-22 22:31:23,集智算个屁
坚决不卖，每天挂单，板数必超海天精工。中签的散户们团结一致创a股奇迹。,"https://guba.eastmoney.com/news,300571,581938776.html",2016-12-22 20:22:40,坚决不卖，每天挂单，板数必超海天精工。中签的散户们团结一致创a股奇迹。
