标题,链接,发布时间,内容
改名来两份绝对翻倍,"https://guba.eastmoney.com/news,603777,894142689.html",2019-12-25 16:35:39,改名来两份 绝对翻倍
为什么市盈率那么高,"https://guba.eastmoney.com/news,603777,894180328.html",2019-12-25 21:55:52,为什么市盈率那么高
603777:来伊份关于获得政府补助的公告(2019/12/26),"https://guba.eastmoney.com/news,603777,894140759.html",2019-12-25 16:27:00,"公告日期：2019-12-26


证券代码：603777 证券简称：来伊份 公告编号：2019-083

上海来伊份股份有限公司



关于获得政府补助的公告



本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。



一、获取补助的基本情况



上海来伊份股份有限公司（以下简称“公司”）及子公司自2019年1月1日至2019年5月21日收到与收益相关的政府补助人民币112.4047万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：2019-030）。



公司及子公司自2019年5月22日至2019年8月30日收到与收益相关的政府补助人民币106.0330万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：2019-047）。

公司及子公司自2019年8月31日至2019年9月18日收到与收益相关的政府补助人民币180.3000万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：2019-052）。

公司及子公司自2019年9月19日至2019年10月30日收到与收益相关的政府补助人民币178.1592万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：2019-067）。

公司及子公司自2019年10月31日至2019年11月4日收到与收益相关的政府补助人民币187.243015万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：

2019-068）。



公司及子公司自2019年11月5日至2019年11月13日收到与收益相关的政府补助人民币250万元，超过2018年净利润1,010.8987万元的10%。详情参见公司在上海证券交易所网站披露的《关于获得政府补助的公告》（公告编号：2019-069）。



公司及子公司自2019年11月14日至2019年12月23日收到与收益相关的政府补助人民币142.136404万元，超过2018年净利润1,010.8987万元的10%。



具体明细如下：



单位：人民币 元



序 收款单位 收款时间 补助项目 补助金额

号



1 安徽来伊份食品有限公司 2019 年 11 月 培训及就业补贴 1,053.00



2 安徽来伊份食品有限公司 2019 年 11 月 培训及就业补贴 48,000.00



3 安徽来伊份食品有限公司 2019 年 11 月 培训及就业补贴 2,043.00



4 苏州来伊份食品有限公司 2019 年 11 月 培训及就业补贴 77,630.04



5 浙江来伊份食品有限公司 2019 年 12 月 培训及就业补贴 16,800.00



6 安徽来伊份食品有限公司 2019 年 12 月 培训及就业补贴 5,223.00



7 安徽来伊份食品有限公司 2019 年 12 月 培训及就业补贴 11,615.00



8 伊奇乐文化传媒（浙江）有限公司 2019 年 12 月 政府扶持奖励类 1,259,000.00



合计 1,421,364.04



二、补助的类型及其对上市公司的影响



公司根据《企业会计准则》关于政府补助的相关规定，及时进行相应的会计处理。本次与收益相关的政府补助为142.136404万元，计入当期损益。具体会计处理和最终对公司损益的影响以会计师年度审计确认后的结果为准。



敬请广大投资者注意投资风……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
来伊份12月25日资金揭秘,"https://guba.eastmoney.com/news,603777,894141249.html",2019-12-25 16:29:11,"





今日来伊份主力净流入额达-18.56万元，净占比-0.65%，
其中超大单净流入额0.00元,净占比0.00%，
大单净流入额-18.56万元，净占比-0.66%。







































来伊份资金流向数据

类型	流入(万元)	流出(万元)
超大	0.00	0.00
大单	354.64	-373.20
中单	942.74	-918.97
小单	1527.39	-1532.60




资金解读





来伊份收盘涨幅-0.94%，
其中，成交最活跃的价格分别为11.88、11.87、11.86，成交密集的手数区间分布于100-150、500-700、300-500手，小单介入居多。











成交活跃统计


9:30-15:00成交均价11.62













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
11.88	20100	900	0.82%	0.04%
11.87	12100	7400	0.49%	0.30%
11.86	5200	8200	0.21%	0.34%
11.89	5300	0	0.22%	0.00%
11.90	1800	0	0.07%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
100-150	33200	56940	221	380
500-700	0	60200	0	86
300-500	41300	0	83	0
200-300	40100	0	134	0
150-200	0	19200	0	96




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































商业百货成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	600712	南宁百货	5.63%	8864.92万
2	000417	合肥百货	2.41%	1114.91万
3	603101	汇嘉时代	4.07%	1076.20万
4	002780	三夫户外	1.07%	672.51万
5	000785	武汉中商	3.34%	508.98万
27	603777	来伊份	-0.94%	-18.56万


数据来源:东方财富






展开阅读全文"
冲高我走了，明天跌点好买了。,"https://guba.eastmoney.com/news,603777,894125036.html",2019-12-25 15:09:27,冲高我走了，明天跌点好买了。
002326,"https://guba.eastmoney.com/news,603777,894078134.html",2019-12-25 13:44:50,002326
什么情况？[为什么],"https://guba.eastmoney.com/news,603777,894072337.html",2019-12-25 13:34:07,什么情况？
卧槽，每次离解套就差那么一点点,"https://guba.eastmoney.com/news,603777,894004631.html",2019-12-25 10:21:10,卧槽，每次离解套就差那么一点点
保障就业有你一份功劳,"https://guba.eastmoney.com/news,603777,893964635.html",2019-12-25 09:19:57,但股价也要涨涨才好
开盘买点，,"https://guba.eastmoney.com/news,603777,893955979.html",2019-12-25 08:14:58,开盘买点，
