标题,链接,发布时间,内容
几个一字板？,"https://guba.eastmoney.com/news,300017,743574247.html",2018-01-28 10:32:14,还好追了回来
还在考虑怎么编故事啊,"https://guba.eastmoney.com/news,300017,743574652.html",2018-01-28 10:42:00,还在考虑怎么编故事啊
开盘涨停。,"https://guba.eastmoney.com/news,300017,743574383.html",2018-01-28 10:35:19,开盘涨停。
玛雷戈壁，没王没法,"https://guba.eastmoney.com/news,300017,743573866.html",2018-01-28 10:22:10,dfgdfg玛雷戈壁，没王没法。假如你入了，超过5%就应该公告，但现在是装逼等澄清。你没入待入这时候放这消息肯定是吭人。害死你大爷俺了。中国股市乍都他妈是套路呢？
宿網周一跌停 [胜利],"https://guba.eastmoney.com/news,300017,743573318.html",2018-01-28 10:07:23,宿網周一跌停
现在股吧里面忽悠的小三挺多  永辉超市那只是个实体超市，从底步起来已经涨了几倍了,"https://guba.eastmoney.com/news,300017,743573136.html",2018-01-28 10:02:30,现在股吧里面忽悠的小三挺多永辉超市那只是个实体超市，从底步起来已经涨了几倍了 苏宁云商那是股灾时候 股灾前 苏宁云商已经涨飞天了 网宿那是跌了两年 公司基本面非常好 纯正的云计算 风口企业 能和他们比？
猫鼠一家的典型！！！,"https://guba.eastmoney.com/news,300017,743571263.html",2018-01-28 09:01:08,猫鼠一家的典型！！！
网络基础设施，云计算 庞大的市场 网宿又是绝对老大 现在加个腾讯靠山 以后的增长,"https://guba.eastmoney.com/news,300017,743573185.html",2018-01-28 10:03:51,网络基础设施，云计算 庞大的市场 网宿又是绝对老大 现在加个腾讯靠山 以后的增长红利肯定被网宿 阿里等少数几家瓜分了 现在才三百亿市值 白菜价
银装素裹，股市飘红，寒气中带一丝暖气,"https://guba.eastmoney.com/news,300017,743573127.html",2018-01-28 10:02:22,"下雪天，啤酒和炸鸡更配哦~~~
1.大盘解析
今天市场在三驾马车之间轮番表演，突然想起“萝卜蹲”游戏，不得不服郭嘉队的手段，指数在创新高之后再次被拖下水，而小散户只是大眼瞪小眼，抓不着头脑，被套收尾。
技术面上看，上证指数连续三天收长上影线，说明短期上攻乏力、动能不足，在市场资金有限条件下，只能在大蓝筹、白马、周期之间轮换。主力在大蓝筹上的出货很难短时间完成，市场出现震荡行情必将是无法改变的事情，从今天的资金流向看，主力在蓝筹股上依然是买少卖多，这也意味着主力再继续拉高出货蓝筹股。短期市场高位整理的走势将是主旋律，3500点之上很可能有一段时间的纠结期。
盘中金融股的回归促使沪指上扬，而在拉低了创业板的高度，资金则是在大蓝筹和中小创之间进行快速的切换，今天的成交量萎缩明显，这对于整个的市场来说不是一个很好的信号，盘面上能够感觉到投资者的谨慎和担忧。从创业板的走势上还在可控范围内，目前在1800点附近蓄势震荡，为的就是吸收足够的筹码，短期可以逢低把握业绩优良的创蓝筹个股。
2.投资策略
纵观今天的盘面情况，虽然两市翻红，但是有1995家个股下跌，赚钱效应非常弱。今天上涨版块主要集中在广东自贸区、水泥、房地产、大白马方向，人气股很少。
尾盘大银行版块出现压盘现象，表明国家队不希望市场拉升速度太快。我们可以看到，农业银行尾盘抛盘比较多，刻意压盘。


保险板块经过最近两天休整，今天开始反弹拉升，中国人寿、新华保险反弹居前。中字头个股继续小幅异动，市场冲击3600上方，中字头也会突然发力，带动市场走强。比如：中国建筑、中国交建、中国石化等。


对于今天的白马股走强，牛哥也不一一赘述了，我们唯一要做的就是要优中选优！另外，午盘腾讯加码云计算对抗阿里的消息刺激云计算板块率先反弹，网宿科技临时停牌，带动三五互联封板，参股网宿科技的常山北明快速封板，创业板中可以深度挖掘底部启动的互联网金融、大数据、云计算等方向。
而本周的周期股并没有出现大涨大跌，是养老金重点介入的方向：业绩高增长+低市盈率+受益涨价等，在市场的热点频繁切换又把握不到的时候，还不如一直坚守一个方向就好。
3.天外飞仙战法
技术简介：一轮中级以上行情通常会有连续的三个涨停板，个股成为龙头，投资者可在第三个涨停附近追涨买入，后市短线还有利润空间，是短线高手必胜的招数。
通常情况下，主力的平均持仓成本为第二个涨停板的位置，主力在第三个涨停位置一般停留5-15天，做短线浮筹的清理。该战法运用得当，短线将还有获利空间。
牛哥通过天外飞仙战法选出：永吉股份（603058）今天尾盘涨停！


展开阅读全文"
股权收购10%什么概念，如果从大股东那购入的话，腾讯可能直接变成第一大股东。至少,"https://guba.eastmoney.com/news,300017,743561700.html",2018-01-27 22:17:37,股权收购10%什么概念，如果从大股东那购入的话，腾讯可能直接变成第一大股东。至少是第二大股东，而且该公司股权分散，想象空间巨大
