标题,链接,发布时间,内容
大股东及关联方认购40% 为股价稳定提供安全垫,"https://guba.eastmoney.com/news,600103,239271593.html",2016-01-06 20:12:16,"青山纸业此次增发7.2亿股，发行价2.95元/股，总募资金额21亿元，其中控股股东轻纺控股、及关联方能源集团总计认购8亿元，占比总募集金额的38%。
大股东及关联方是上市公司的重要股东，对于上市公司的未来前景具有更清晰的认识，对于上市公司的发展方向拥有重要决策权，大股东及关联方大比例认购，有助于为青山纸业的股价提供较高的安全垫，支持股价稳定在目前的估值中枢上。"
近期青山没怎么跌，可是随着增发通过利好兑现，会大跌的！,"https://guba.eastmoney.com/news,600103,239272155.html",2016-01-06 20:14:42,近期青山没怎么跌，可是随着增发通过利好兑现，会大跌的！
留得青山在，不怕没柴财收！，，，，[赞],"https://guba.eastmoney.com/news,600103,239307217.html",2016-01-06 22:50:19,留得青山在，不怕没柴财收！，，，，
绝逼供给侧改革概念股，T没做好，下车了部分资金,"https://guba.eastmoney.com/news,600103,239294805.html",2016-01-06 21:58:04,绝逼供给侧改革概念股，T没做好，下车了部分资金
600103:青山纸业澄清公告,"https://guba.eastmoney.com/news,600103,239246842.html",2016-01-06 18:12:25,"公告日期：2016-01-07
证券代码：600103 证券简称：青山纸业 公告编号：临2016-002

1

福建省青山纸业股份有限公司

澄清公告

本公司董事会及全体董事保证本公告内容不存在任何虚假记载、

误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承

担个别及连带责任。

重要提示：

2016 年 1 月 6 日，财新网发表了标题为《青山纸业定增纠纷》

的文章。本公司对报道内容进行了核查。

一、媒体报道简述

上述报道称：

1、华夏兴邦（深圳）基金发展企业（有限合伙）（以下简称“华

夏兴邦”）、华夏绿色（深圳）基金发展企业（有限合伙）（以下简称

“华夏绿色”）因股份认购合同纠纷向青山纸业提起诉讼，法院已经

予以受理，原定于 2015 年 12 月 29 日的开庭时间推迟到 2016 年 1 月

27 日。

2、2015 年 11 月 27 日青山纸业发布了非公开发行股票预案（二

次修订稿），将华夏兴邦和华夏绿色两名有限合伙认购对象从定增名

单中剔除，实际认购人变为 7 名，认购金额仍为 21 亿元，并将认购

金额重新进行了分配，有悖于中国证监会的指导精神。

二、澄清声明

1、关于公司重大诉讼事项

公司已于 2016 年 1 月 4 日发布了《关于公司涉诉事项撤诉的公

告》，公告称，公司于 2016 年 1 月 4 日收到福建省福州市鼓楼区人民

法院《民事裁定书》（[2015]鼓民初字第 8095 号、 [2015]鼓民初字第

8096 号），华夏兴邦、华夏绿色于 2016 年 1 月 4 日分别向法院提出

撤诉申请。福建省福州市鼓楼区人民法院认为，华夏兴邦、华夏绿色

撤回起诉符合法律规定，应予准许，依照《中华人民共和国民事诉讼

法》第一百四十五条之规定，分别裁定准许华夏兴邦、华夏绿色撤回

起诉，案件受理费由原告承担。 鉴于华夏兴邦与华夏绿色已分别撤诉，

本案对公司本期利润或期后利润不会产生影响，对公司本次非公开发

行不会构成影响。

证券代码：600103 证券简称：青山纸业 公告编号：临2016-002

2

2、关于认购对象及其认购金额

2015 年 2 月 12 日， 公司公告了 《2015 年非公开发行股票预案》 ，

在该预案中，原发行数量为不超过 109,000 万股，募集资金总额（含

发行费用）为 320,000 万元。 认购对象为 9 名， 其中，福建轻纺控股

认购金额为 30,000 万元；福建能源集团认购金额为 50,000 万元；华

夏兴邦认购金额为 90,000 万元；华夏绿色认购金额为 20,000 万元；

中信建投基金认购金额为 30,000 万元；方怀月认购金额为 30,000 万

元；沈利红认购金额为 30,000 万元；崔中兴认购金额为 30,000 万元；

刘首轼认购金额为 10,000 万元。

2015 年 11 月 17 日，公司公告了 《2015 年非公开发行股票预案》

（修订稿），对本次发行数量进行了调整，调整后的发行股票数量为

不超过 72,000 万股， 募集资金总额（含发行费用）为不超过 210,000

万元（含 210,000 万元） ，全体发行对象同比例调减认购股票数量。

2015 年 11 月 28 日，公司公告了 《2015 年非公开发行股票预案》

（二次修订稿），将认购对象由 9 名调整至 7 名，不再将原发行对象

华夏兴邦、华夏绿色纳入本次发行认购对象的范围。本次发行股票的

数量仍为不超过 72,000 万股，募集资金总额（含发行费用）为不超

过 210,000 万元（含 210,000 万元）。其中，福建轻纺控股认购金额

为 30,000 万元；福建能源集团认购金额为 50,000 万元；中信建投基

金认购金额为 30,000 万元；方怀月认购金额为 30,000 万元；沈利红

认购金额为 30,000 万元；崔中兴认购金额为 30,000 万元；刘首轼认

购金额为 10,000 万元。

公司本次非公开发行预案 （二次修订稿） 与首次公告的预案相比，

现有各认购对象的认购金额及认购数量均未发生变化，符合《上市公

司证券发行管理办法》、 《上市公司非公开发行股票实施细则》 等相关

法规，亦不存在有悖于证监会指导精神的情况。

特此公告。

福建省青山纸业股份有限公司

董 事 会

二〇一六年一月六日
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
太墨迹了 浪费行情 走了  不陪你了,"https://guba.eastmoney.com/news,600103,239180645.html",2016-01-06 14:35:04,太墨迹了 浪费行情 走了 不陪你了
超声波制浆成本低无污染 拉开股价想象空间,"https://guba.eastmoney.com/news,600103,239272194.html",2016-01-06 20:15:14,"2015年1月，青山纸业以3亿元收购了华森纸业的超声波造纸技术，超声波制浆技术是充分利用超声波的机械效应、空化效应和热效应的制浆技术，利用超声波的选择性作用，对原料胞间层、角隅层的木质素进行冲击、剥蚀、使纤维细胞沿纵向分裂，纤维分离而完成制浆作用；于此同时，利用超声空化效应产生的自由基等活性物质使物料中有色基团化学键断裂，起到漂白作用。从而，在超声反应器内同时完成制浆和漂白过程。
利用超声波技术进行制浆能够做到真正的节能减排，主要是因为
1、 制浆过程不添加烧碱、酸、氯化物等物质，无需燃煤加温蒸煮、制浆漂白过程无黑液和AOX产生，无燃煤污染，解决了传统工艺中的三大污染问题
2、 制浆废液中的COD、BOD、SS等普通污染物生成量大幅度降低
3、 生产过程不产生持久性有机污染物（POPs）,如可吸附有机卤化物AOX、二噁英（dioxin）等二次有毒有害物质。
4、 制浆耗水量低、耗电量低、综合能耗低、节能减排效果明显。
经河南上科技厅技术鉴定该项研究成果具有公益技术先进、麦草利用率高、成浆质量好、生产成本低，建设投资少和节能减排等显著优点，开辟了超声波在麦草制浆技术应用的新途径，填补了麦草漂白浆研究领域的一项空白，在草类原料制浆中居国际领先水平。
超声波制浆，摆脱了传统制浆技术需要添加化学制剂的掣肘，实现了零污染，完美的实现了节能减排。
在雾霾肆虐，国家鼓励发展新兴产业的背景下，因为超声波制浆实现了零污染，属于标准的造纸技术革命，青山纸业也因此成为节能环保概念股。
更为重要的是，通过专业人士处了解，超声波制浆，每吨成本仅为2200元上下，比传统制浆成本低1000元。
超声波制浆造出来的纸浆，出厂价是传统制浆法造出来的制浆的成本价，具有极大的竞争优势。
随着青山纸业增发过会，公司超声波制浆技术铺开，公司将依靠超声波制浆技术的成本优势，快速进行规模扩张，降低造纸行业的平均成本，实现又好又快的发展，为造纸行业的供给侧改革进功出力。"
大幅增厚净资产 有利于加快公司规模扩张,"https://guba.eastmoney.com/news,600103,239271906.html",2016-01-06 20:13:55,"截至2015年3季度末，青山纸业净资产余额为11.55亿元，此次增发募集资金为21亿元，是公司净资产的181.82%。
募集资金到位后，青山纸业净资产将大幅增加，公司短期现金流将非常充裕，通过杠杆融资，公司可迅速做大资产规模，在超声波造纸及原有造纸领域博得更大的份额。"
一场有关造纸的技术革命：记超声波无氯麦草制浆,"https://guba.eastmoney.com/news,600103,239271442.html",2016-01-06 20:11:29,"2005年华森纸业有限公司和南京林业大学、河南师范大学组成产、学、研相结合课题攻关组，经过多次的实验室实验、中试和生产实验，开发出“超声无氯麦草制浆漂白一体化新技术”，形成了一套完整的生产工艺，并研发出超声波制浆专用设备和介质，应用于规模化生产。
超声波是指频率高于20000Hz以上的声音，该声波在介观范围内，能够产生机械效应、热效应、空化效应。
　　超声波具有可选择性，可选择特定的超声频率，反应过程只对植物中的木质素产生破碎作用，而对纤维素不造成损坏，能够保留纤维在植物中的原始长度和较高强度。反应后的木质素衍生物附着在纤维上，增大了纤维的比表面积，有利于提高纸张结合强度，降低纸张纵横向拉力差；减少废水污染物；提高资源利用率。
　　由于超声波的作用，纤维比表面积增大，能够提高纸张的结合强度。
　　适用原料：麦草、稻草、甘蔗渣、桉木、芦苇和竹子。
　　超声波制浆工艺流程：备料-超声波反应器-喷放仓-超声波筛浆机-除砂器-挤浆机-成品
　　将传统的制浆9步工艺流程化繁为简变为备料工段、制浆漂白工段、洗选工段、水处理工段四个流程
　　超声波浆秸秆中的水溶性污染物经水解酸化、好氧等生物处理后被消解，基本达到了回用水的标准。
　　超声波制浆对传统的制浆行业进行了技术革新，简化生产工艺，取消技术复杂、固定投资产高、运行费用高的碱回收工序、3-4段的漂白工序、漂液制备工序、配套的锅炉燃煤供气系统等。采用超声波工艺将打发降低固定投资，以新建年产10万吨漂白浆生产线为例，固定投资约为2亿远低于传统工艺投资的6亿元，且没有环保、能耗的约束压力，节能减排效果明显。该技术设计的相关技术种类少，操作管理要求也不高，因此生产线成本低，利润空间大，为企业大幅的提高了竞争实力。
　　该项研究成果具有公益技术先进、麦草利用率高、成浆质量好、生产成本低，建设投资少和节能减排等显著优点，开辟了超声波在麦草制浆技术应用的新途径，填补了麦草漂白浆研究领域的一项空白，在该类原料制浆中居国际领先水平。"
超声波造纸四维度成就节能减排 青山纸业荣升环保概念股,"https://guba.eastmoney.com/news,600103,239271323.html",2016-01-06 20:10:54,"2015年1月，青山纸业以3亿元收购了华森纸业的超声波造纸技术，这是一次可能引发产业革命，引领环保潮流的技术革命。
超声波是指频率高于20000Hz以上的声音，该声波在介观范围内，能够产生机械效应、热效应、空化效应。
超声波制浆技术是充分利用超声波的机械效应、空化效应和热效应的制浆技术，利用超声波的选择性作用，对原料胞间层、角隅层的木质素进行冲击、剥蚀、使纤维细胞沿纵向分裂，纤维分离而完成制浆作用；于此同时，利用超声空化效应产生的自由基等活性物质使物料中有色基团化学键断裂，起到漂白作用。从而，在超声反应器内同时完成制浆和漂白过程。
超声波具有可选择性，可选择特定的超声频率，反应过程只对植物中的木质素产生破碎作用，而对纤维素不造成损坏，能够保留纤维在植物中的原始长度和较高强度。反应后的木质素衍生物附着在纤维上，增大了纤维的比表面积，有利于提高纸张结合强度，降低纸张纵横向拉力差，减少废水污染物，提高资源利用率。
利用超声波技术进行制浆能够做到真正的节能减排，主要是因为
1、 制浆过程不添加烧碱、酸、氯化物等物质，无需燃煤加温蒸煮、制浆漂白过程无黑液和AOX产生，无燃煤污染，解决了传统工艺中的三大污染问题
2、 制浆废液中的COD、BOD、SS等普通污染物生成量大幅度降低
3、 生产过程不产生持久性有机污染物（POPs）,如可吸附有机卤化物AOX、二噁英（dioxin）等二次有毒有害物质。
4、 制浆耗水量低、耗电量低、综合能耗低、节能减排效果明显。
经河南上科技厅技术鉴定该项研究成果具有公益技术先进、麦草利用率高、成浆质量好、生产成本低，建设投资少和节能减排等显著优点，开辟了超声波在麦草制浆技术应用的新途径，填补了麦草漂白浆研究领域的一项空白，在草类原料制浆中居国际领先水平。"
