标题,链接,发布时间,内容
散户禁不住的两大诱惑：大单对倒和大单托盘,"https://guba.eastmoney.com/news,300103,569862219.html",2016-11-17 14:47:42,散户禁不住的两大诱惑：大单对倒和大单托盘
泸天化，有多少个板板，去看看,"https://guba.eastmoney.com/news,300103,569903779.html",2016-11-17 16:20:36,泸天化，有多少个板板，去看看
操蛋，蛋疼啊，管不住手28进的500股，明天想都不敢想啊，完了完了完了！！,"https://guba.eastmoney.com/news,300103,569881388.html",2016-11-17 15:20:57,操蛋，蛋疼啊，管不住手28进的500股，明天想都不敢想啊，完了完了完了！！
散户永远都爱幻想,"https://guba.eastmoney.com/news,300103,569906126.html",2016-11-17 16:26:55,不是今天觉得这股走势跟XXX前期一样了 就是明天去过度解读公告 再不就是替上市公司想好了接盘的下家是谁 一个四川双马真是让你们心怀各种梦想
一带一路板块异动 中国中冶涨停,"https://guba.eastmoney.com/news,300103,569904642.html",2016-11-17 16:23:08,"尾盘一带一路板块异动，中国中冶涨停，带动中国中铁、中国铁建等集体飙升。
券商研究报告认为，“一带一路”预期提升，正步入2.0阶段，未来将继续全力推进。公开数据显示，截至2016年9月已与70多个国家、地区和国际组织完成对接，中企对“一带一路”沿线国家的工程订单达到1.36万亿美元，累计非金融类直接投资金额达到1.07万亿美元，中国人民银行与35个国家或地区的货币当局签署总额为3.12万亿元货币互换协议。G20会议后多边协议签署明显加快，具有影响力的重大工程频繁落地，“一带一路”正步入2.0阶段。"
明天红八九最后出货机会。,"https://guba.eastmoney.com/news,300103,569902913.html",2016-11-17 16:18:03,明天红八九最后出货机会。
看资金面，应该是机构出，有游资默默吸筹,"https://guba.eastmoney.com/news,300103,569784245.html",2016-11-17 12:07:56,看资金面，应该是机构出，有游资默默吸筹
下来横盘了,"https://guba.eastmoney.com/news,300103,569884312.html",2016-11-17 15:27:44,下来横盘了
明天低开，这游资牛啊！50换手都顶的住，明天没什么量了，全给他吃完了。,"https://guba.eastmoney.com/news,300103,569883352.html",2016-11-17 15:25:21,明天低开，这游资牛啊！50换手都顶的住，明天没什么量了，全给他吃完了。
今天小散全跑光了，也还有点进的，跑的多进的少。跟着主力跑才有赚，恭喜大家发财,"https://guba.eastmoney.com/news,300103,569881138.html",2016-11-17 15:20:21,今天小散全跑光了，也还有点进的，跑的多进的少。跟着主力跑才有赚，恭喜大家发财
达刚路机，主力意图显现，本周还有大动作！,"https://guba.eastmoney.com/news,300103,569745691.html",2016-11-17 10:48:36,达刚路机，主力意图显现，本周还有大动作！
先不吃了，明天跌停一块吃!,"https://guba.eastmoney.com/news,300103,569877187.html",2016-11-17 15:12:03,先不吃了，明天跌停一块吃!
看样子社保汇金老鼠仓出货了，游资接力,"https://guba.eastmoney.com/news,300103,569875772.html",2016-11-17 15:09:12,看样子社保汇金老鼠仓出货了，游资接力
这么高的换手率了，咋还在砸,"https://guba.eastmoney.com/news,300103,569864672.html",2016-11-17 14:51:22,
有红包要不要？,"https://guba.eastmoney.com/news,300103,558923475.html",2016-10-15 09:18:21,大红包，600714金瑞矿业
这些sb还没卖完？,"https://guba.eastmoney.com/news,300103,569857122.html",2016-11-17 14:40:04,尼玛直接点砸吗？
不要被对倒忽悠进去了,"https://guba.eastmoney.com/news,300103,569855438.html",2016-11-17 14:37:37,不要被对倒忽悠进去了
别买阿，大哥们，这是出货，拖单,"https://guba.eastmoney.com/news,300103,569854951.html",2016-11-17 14:36:51,别买阿，大哥们，这是出货，拖单
明天直接一字板，跌停板。,"https://guba.eastmoney.com/news,300103,569853656.html",2016-11-17 14:34:54,明天直接一字板，跌停板。
大家别上当，主力在用托单出货，别成接盘侠,"https://guba.eastmoney.com/news,300103,569852786.html",2016-11-17 14:33:51,大家别上当，主力在用托单出货，别成接盘侠
我看这人都疯了，就等着明天跌停吧，，现在还有往里进的呢,"https://guba.eastmoney.com/news,300103,569846709.html",2016-11-17 14:24:31,我看这人都疯了，就等着明天跌停吧，，现在还有往里进的呢
这jb不是一带一路龙头吗？,"https://guba.eastmoney.com/news,300103,569846647.html",2016-11-17 14:24:17,狗日的，怎么还跌了
传熊晓鸽牵头中国财团10亿美元收购IDG,"https://guba.eastmoney.com/news,300103,569842994.html",2016-11-17 14:18:45,两市唯一有IDG概念的的只有四川双马和宝钢包装，而四川双马已经被爆炒，没有人愿意接最后一棒，现在只剩下宝钢包装，而宝钢包装十大流通股东第一大股东就是IDG控股的北京和谐成长投资，给人无限的想象空间。
跌停买入赚飞，胆子不够大啊,"https://guba.eastmoney.com/news,300103,569841435.html",2016-11-17 14:16:13,跌停买入赚飞，胆子不够大啊
主力是不会再拉升了,"https://guba.eastmoney.com/news,300103,569834525.html",2016-11-17 14:05:25,主力是不会再拉升了
最后出逃的机会。买了陕鼓动力,"https://guba.eastmoney.com/news,300103,569831786.html",2016-11-17 14:01:13,最后出逃的机会。买了陕鼓动力
现在是逃跑最后的机会了，明天可能会跌停,"https://guba.eastmoney.com/news,300103,569827546.html",2016-11-17 13:54:51,现在是逃跑最后的机会了，明天可能会跌停
剧烈波动，停牌核查违规[大便][大便][大便],"https://guba.eastmoney.com/news,300103,569828133.html",2016-11-17 13:55:37,剧烈波动，停牌核查违规[大便][大便][大便]
做t很爽的,"https://guba.eastmoney.com/news,300103,569812377.html",2016-11-17 13:29:39,做t很爽的
[赞],"https://guba.eastmoney.com/news,300103,569827445.html",2016-11-17 13:54:34,
300103再演从跌停到涨停大戏,"https://guba.eastmoney.com/news,300103,569826281.html",2016-11-17 13:52:40,股市传说中有从涨停到跌停的，也有从跌停到涨停的，今天300103就上演一出好戏。
快下车，下午还跌停[鼓掌][鼓掌][鼓掌],"https://guba.eastmoney.com/news,300103,569825438.html",2016-11-17 13:51:23,快下车，下午还跌停
[胜利]今天你收益最大,"https://guba.eastmoney.com/news,300103,569825316.html",2016-11-17 13:51:09,今天你收益最大
泰山崩于前而色不变，麋鹿兴于左而目不瞬。,"https://guba.eastmoney.com/news,300103,569825048.html",2016-11-17 13:50:43,泰山崩于前而色不变，麋鹿兴于左而目不瞬。
有妖股本质,"https://guba.eastmoney.com/news,300103,569824789.html",2016-11-17 13:50:24,有妖股本质
马上拉升,"https://guba.eastmoney.com/news,300103,569803126.html",2016-11-17 13:12:42,嗯
有图有真相，自己看图！,"https://guba.eastmoney.com/news,300103,569791534.html",2016-11-17 12:36:22,有图有真相，自己看图！
明明是翻倍的行情 半路翻车 抛下一车人,"https://guba.eastmoney.com/news,300103,569811044.html",2016-11-17 13:27:21,明明是翻倍的行情 半路翻车 抛下一车人
大涨特涨,"https://guba.eastmoney.com/news,300103,569821776.html",2016-11-17 13:45:29,大涨特涨
太爽了。 感谢庄家。给我抄了人底。[大笑],"https://guba.eastmoney.com/news,300103,569821653.html",2016-11-17 13:45:18,太爽了。 感谢庄家。给我抄了人底。
深港通“表演”即将落下帷幕，这3只权重股票 来是凶猛,"https://guba.eastmoney.com/news,300103,569821550.html",2016-11-17 13:45:11,深港通“表演”即将落下帷幕，这3只权重股票 来是凶猛
半天36℅的换手，重庆燃气走法，下午跌停，明天跌停开盘，有票的快出！,"https://guba.eastmoney.com/news,300103,569775405.html",2016-11-17 11:39:07,半天36℅的换手，重庆燃气走法，下午跌停，明天跌停开盘，有票的快出！
马上翻红,"https://guba.eastmoney.com/news,300103,569819862.html",2016-11-17 13:42:21,马上翻红
300103该拉高的时候到了,"https://guba.eastmoney.com/news,300103,569813596.html",2016-11-17 13:31:35,主力要出货，今天必须拉高收红才有吸引力。而且明天早盘前以一字板开盘，明天下午再突然放量下跌，这样才能迅速出货。
买买买,"https://guba.eastmoney.com/news,300103,569812503.html",2016-11-17 13:29:49,买买买
达刚路机，今天跌得好跌得妙！,"https://guba.eastmoney.com/news,300103,569808376.html",2016-11-17 13:22:42,要是再搞一字板不给想上车的人上车，就太不给管理层面子了，同时也面临特停，经这么一跌，化解了所有风险！！
想当炮灰的留下,"https://guba.eastmoney.com/news,300103,569809515.html",2016-11-17 13:24:43,想当炮灰的留下
这个票今天下午两点后不拉，起来，明天一定拉，兄弟们赶紧买，今天不上车，明天就上不,"https://guba.eastmoney.com/news,300103,569805350.html",2016-11-17 13:16:58,这个票今天下午两点后不拉，起来，明天一定拉，兄弟们赶紧买，今天不上车，明天就上不去了
我追,"https://guba.eastmoney.com/news,300103,569803117.html",2016-11-17 13:12:42,汤
冲进去,"https://guba.eastmoney.com/news,300103,569802282.html",2016-11-17 13:11:00,"冲进去
"
达刚不涨就是创业板不能重组借壳,"https://guba.eastmoney.com/news,300103,569784319.html",2016-11-17 12:08:07,不能借壳，就没有价值
跌而不停，就是想小散接货。,"https://guba.eastmoney.com/news,300103,569761804.html",2016-11-17 11:14:06,跌而不停，就是想小散接货。
要卖的上午已卖掉了，换手百分之三十六，下年直线拉,"https://guba.eastmoney.com/news,300103,569795859.html",2016-11-17 12:52:59,要卖的上午已卖掉了，换手百分之三十六，下年直线拉
废了,"https://guba.eastmoney.com/news,300103,569793132.html",2016-11-17 12:42:26,废了
股权转让不受影响，请认真看公告。,"https://guba.eastmoney.com/news,300103,569756179.html",2016-11-17 11:05:29,"股权转让不受影响，请认真看公告。
只是没有控制权。
看公告不要断章取义。"
今天有谁进去的出来报名？哈哈哈,"https://guba.eastmoney.com/news,300103,569726703.html",2016-11-17 10:19:22,今天有谁进去的出来报名？哈哈哈
洗盘好凶猛,"https://guba.eastmoney.com/news,300103,569786231.html",2016-11-17 12:15:56,洗盘好凶猛
达哥今天能成妖股吗？[拜神][拜神][拜神],"https://guba.eastmoney.com/news,300103,569782940.html",2016-11-17 12:02:28,达哥今天能成妖股吗？
走了，下午绝对跌停。,"https://guba.eastmoney.com/news,300103,569758943.html",2016-11-17 11:09:36,走了，下午绝对跌停。
达刚明天危险的三点理由!,"https://guba.eastmoney.com/news,300103,569601599.html",2016-11-16 22:20:22,"今天公司针对媒体报道,以反击的姿态出了个公告,似乎是内部在转让的利益问题上产生了协议之外的利益冲突.今天的公告,让人对达刚的股权转让深感失望.达刚明天危险的三点理由
一,达刚的此轮疯炒,源于达刚的壳价值,而不是第一股东卖股份.如果是卖股份,不会有人追捧的.股权转让须有壳的价值,这样通过第一步转让取得壳,第二步往壳里装东西,从而实现曲线重组.而达刚显然不是.
二,卖股份的陕鼓集团既不是公司控制人,又不是控股股东,而且其转让的股份不是流通股而是禁售股,这意味着想借转让来进行资本运作的受让方,可能无利可图,因此,转让能否找到受让人,十分存疑.集团也意识到这一点,所以把转让时间拉长到半年.这里面有讲究.
三,此次转让能否获得国资委批准,有不确定性.如果我等小散将股价抬轿抬上去,大股东借机套现,然后出公告说国资委不批准转让,那我等就惨了.还有,在受让方不明确的情况下,如果大炒股价,必然让转让的难度越来越大.前期像双马国栋之所以能暴炒,是因为转让签了协议或已经实现股权变更,是真实的转让,有炒的价值.
因此,我非常担心此次转让会不会是嫁接热点进行炒作套现?各位不能不虑不能不防."
纯正的一带一路概念股十小盘股十股权转让股十地方国企改革股。你这样要复制四川双马成,"https://guba.eastmoney.com/news,300103,569779298.html",2016-11-17 11:49:49,纯正的一带一路概念股十小盘股十股权转让股十地方国企改革股。你这样要复制四川双马成妖，看后市走着瞧。看你能否带领创业板股来次补涨行情。散户们调整就买，不要上了主力的当。全部全仓杀杀
公告明明是第一大股东，现在又说不是实际控制人，你玩的哪出？,"https://guba.eastmoney.com/news,300103,569698529.html",2016-11-17 09:39:35,你想干啥
准备好资金，我要开板了哦,"https://guba.eastmoney.com/news,300103,569283063.html",2016-11-16 09:44:43,准备好资金，我要开板了哦
你们都没明白：控制权不变更，为了规避将来的借壳上市审核,"https://guba.eastmoney.com/news,300103,569777058.html",2016-11-17 11:43:33,接盘方进来后重组或者资产注入，都不违背证券法规定了。
早盘直接挂单28，居然成交了，哈哈，高位逃顶！,"https://guba.eastmoney.com/news,300103,569749524.html",2016-11-17 10:54:49,
没看新闻,"https://guba.eastmoney.com/news,300103,569775655.html",2016-11-17 11:40:01,死了死了
股权转让是货真价实的,"https://guba.eastmoney.com/news,300103,569765692.html",2016-11-17 11:20:31,股权转让是货真价实的
一字断魂刀,"https://guba.eastmoney.com/news,300103,569771270.html",2016-11-17 11:30:12,一字断魂刀
创业板公司不能借壳，快跑。下午2点跌停,"https://guba.eastmoney.com/news,300103,569764445.html",2016-11-17 11:18:23,创业板公司不能借壳，快跑。下午2点跌停
幸亏昨天大幅减仓，但愿坚守的同志们以后会有更好的收成，我会继续关注路机的,"https://guba.eastmoney.com/news,300103,569760952.html",2016-11-17 11:12:44,RT
又是鸡狗砸盘,"https://guba.eastmoney.com/news,300103,569760919.html",2016-11-17 11:12:42,又是鸡狗砸盘
如故我是主力，再拉3个涨停板。给空头一记响亮的耳光,"https://guba.eastmoney.com/news,300103,569658316.html",2016-11-17 06:29:49,
今天是洗盘，小心突然涨停！,"https://guba.eastmoney.com/news,300103,569760027.html",2016-11-17 11:11:17,今天绝对是洗盘，我26抄底了5000股，下午涨停！股权之争+股权转让，+小盘股，业绩也不错，下午涨停！
主力有足够的盈利空间了抢不得反弹咯,"https://guba.eastmoney.com/news,300103,569757607.html",2016-11-17 11:07:35,主力有足够的盈利空间了抢不得反弹咯
应该与重庆燃气差不多，跌2个板左右,"https://guba.eastmoney.com/news,300103,569755776.html",2016-11-17 11:04:48,应该与重庆燃气差不多，跌2个板左右
昨日预测对了。 垃圾股,"https://guba.eastmoney.com/news,300103,569741749.html",2016-11-17 10:42:31,昨日预测对了。 垃圾股
完蛋了！,"https://guba.eastmoney.com/news,300103,569747916.html",2016-11-17 10:52:19,开盘辛亏跑了
今天洗盘差一分跌停，下午必翻红大涨！有猫腻,"https://guba.eastmoney.com/news,300103,569747007.html",2016-11-17 10:50:46,原本陕鼓集团比孙建西夫妇多0.5%的股份，但实际控制权在孙夫妇手里两方一直相安无事，，现在陕鼓集团把20%的股份转让出去，假如说转给我或者你，花了7.8个亿买了20%的非流通股，还在乎再多花几个亿从2级市场买进1.2千万股流通股吗？，那样股份就超过孙建西夫妇，就是第一大股东，就是实际控制人了，昨天达刚发澄清公告，其实就是孙夫妇急眼了，怕第三方是野蛮人，那他们的控制权可不是简单的变更不变更的事了，是谁的股份多谁说了算的问题了，现在是标准的股权之争了，谁在二级市场抢够了10%的筹码谁就是大股东就是实际控制人！大家有好戏看了，此股成妖定了！
