标题,链接,发布时间,内容
一个涨停解救5万小散,"https://guba.eastmoney.com/news,002326,554977468.html",2016-09-27 17:36:50,一个涨停解救5万小散
踉跌不踉涨毒药股,"https://guba.eastmoney.com/news,002326,554922441.html",2016-09-27 14:55:25,踉跌不踉涨毒药股
收盘能红不,"https://guba.eastmoney.com/news,002326,554920145.html",2016-09-27 14:51:44,收盘能红不
红旗,"https://guba.eastmoney.com/news,002326,554919999.html",2016-09-27 14:51:15,红旗
天天跌，月月跌，季季跌,"https://guba.eastmoney.com/news,002326,554914407.html",2016-09-27 14:41:46,天天跌，月月跌，季季跌
随便一支股跌了都有反弹，永太也太垃圾了吧，，小散都等着19.51的拉起来，主力用,"https://guba.eastmoney.com/news,002326,554895071.html",2016-09-27 14:09:43,随便一支股跌了都有反弹，永太也太垃圾了吧，，小散都等着19.51的拉起来，主力用增发出货拉低价格，等价格到低点再吃进？所以近期反弹概率小
来个一次到位,"https://guba.eastmoney.com/news,002326,554885668.html",2016-09-27 13:53:26,来个一次到位
站岗中！各位大神帮忙拉起来啊！,"https://guba.eastmoney.com/news,002326,554821957.html",2016-09-27 11:09:43,站岗中！各位大神帮忙拉起来啊！
无量阴跌中 16大概率破 不要买,"https://guba.eastmoney.com/news,002326,554842034.html",2016-09-27 11:47:36,无量阴跌中 16大概率破 不要买
只能说永太主力太不要脸了，每天在不停做一毛的差价！,"https://guba.eastmoney.com/news,002326,554788843.html",2016-09-27 10:16:22,只能说永太主力太不要脸了，每天在不停做一毛的差价！
狗庄减持没完没了[不赞][不赞][不赞],"https://guba.eastmoney.com/news,002326,554802787.html",2016-09-27 10:37:33,狗庄减持没完没了[不赞][不赞][不赞]
大盘不好以及本身,"https://guba.eastmoney.com/news,002326,554732154.html",2016-09-27 08:31:29,反弹到17.5附近遇阻的一个技术性回踩，跌幅有限。等二次回杀。
这情况离场为妙，可以被套太多,"https://guba.eastmoney.com/news,002326,554758668.html",2016-09-27 09:23:11,这情况离场为妙，可以被套太多
第三浪下跌开始,"https://guba.eastmoney.com/news,002326,554750769.html",2016-09-27 09:01:20,第三浪下跌开始
这股幸亏卖了，趋势走坏了。真后悔买了他。,"https://guba.eastmoney.com/news,002326,554662417.html",2016-09-27 06:07:16,这股幸亏卖了，趋势走坏了。真后悔买了他。
小缺口已补[大笑][大笑][大笑],"https://guba.eastmoney.com/news,002326,554450223.html",2016-09-26 20:28:22,小缺口已补
跌不下去了，准备涨了！,"https://guba.eastmoney.com/news,002326,554435049.html",2016-09-26 19:32:36,跌不下去了，准备涨了！
多头不死，空头不止,"https://guba.eastmoney.com/news,002326,554346455.html",2016-09-26 15:03:15,多头不死，空头不止
大盘敏感位置，危险信号,"https://guba.eastmoney.com/news,002326,554374331.html",2016-09-26 16:03:59,大盘敏感位置，危险信号
设16.7买，收盘前买进了！希望是好的开始,"https://guba.eastmoney.com/news,002326,554342993.html",2016-09-26 14:59:20,设16.7买，收盘前买进了！希望是好的开始
MD，又一次股灾来了？操！,"https://guba.eastmoney.com/news,002326,554338055.html",2016-09-26 14:52:56,MD，又一次股灾来了？操！
2000手卖单挂出瞬间被吃，牛逼，看好,"https://guba.eastmoney.com/news,002326,554338051.html",2016-09-26 14:52:50,2000手卖单挂出瞬间被吃，牛逼，看好
跌阿，有种就跌，王娃娃我看你跌到那去。,"https://guba.eastmoney.com/news,002326,554311378.html",2016-09-26 14:15:31,跌阿，有种就跌，王娃娃我看你跌到那去。
再次提醒现在是买入时机！,"https://guba.eastmoney.com/news,002326,554279801.html",2016-09-26 13:25:07,再次提醒现在是买入时机！
死了,"https://guba.eastmoney.com/news,002326,554303102.html",2016-09-26 14:02:54,"死了
"
抄底大宗师,"https://guba.eastmoney.com/news,002326,554297875.html",2016-09-26 13:53:57,$永太科技sz002326$ 浙江永太科技股份有限公司是一家氟化工企业，主营医药、农药和电子化学品业务。该公司经营情况良好，但是目前该股仍处调整阶段，上方大量被套筹码，近日主力有少量吸筹，短期反弹过后仍有较大调整压力。
没钱都是瞎扯！不涨都是垃圾,"https://guba.eastmoney.com/news,002326,554279564.html",2016-09-26 13:24:36,没钱都是瞎扯！不涨都是垃圾
有垃圾新能量唱多，永太近期涨不了,"https://guba.eastmoney.com/news,002326,554276201.html",2016-09-26 13:19:06,有垃圾新能量唱多，永太近期涨不了
签到再说,"https://guba.eastmoney.com/news,002326,554153050.html",2016-09-26 09:09:40,今天上线晚了点。小反弹后等第二次。
连涨4天了！给力！哈哈！今天再涨就5天啦,"https://guba.eastmoney.com/news,002326,554230261.html",2016-09-26 11:15:10,连涨4天了！给力！哈哈！今天再涨就5天啦
今天别想太多拉高快抛，全球股市跌成一片A股还会下杀，加仓小心,"https://guba.eastmoney.com/news,002326,554182516.html",2016-09-26 10:02:40,今天别想太多拉高快抛，全球股市跌成一片A股还会下杀，加仓小心
可以了，许多股杀跌停了,"https://guba.eastmoney.com/news,002326,554241189.html",2016-09-26 11:33:35,可以了，许多股杀跌停了
开始装死，想拉升国庆后，现在大家睡觉吧,"https://guba.eastmoney.com/news,002326,554201950.html",2016-09-26 10:30:21,开始装死，想拉升国庆后，现在大家睡觉吧
现在每次拉高都是为了下次出货。,"https://guba.eastmoney.com/news,002326,554201916.html",2016-09-26 10:30:20,现在每次拉高都是为了下次出货。
准备拉升了！现在上车时机，机不可失！,"https://guba.eastmoney.com/news,002326,554192997.html",2016-09-26 10:17:31,准备拉升了！现在上车时机，机不可失！
？？？,"https://guba.eastmoney.com/news,002326,554155678.html",2016-09-26 09:17:57,？？？
永太是很不错的股，一直关注中,"https://guba.eastmoney.com/news,002326,554175608.html",2016-09-26 09:53:15,永太是很不错的股，一直关注中
冲,"https://guba.eastmoney.com/news,002326,554175359.html",2016-09-26 09:52:55,冲
请注意：有个！基因新能量！股价从21块喊到现在16块多，资金一直流出，还说主力增,"https://guba.eastmoney.com/news,002326,553778857.html",2016-09-24 12:14:30,请注意：有个！基因新能量！股价从21块喊到现在16块多，资金一直流出，还说主力增持72% 同时在10多个股吧里发布的都是主力增仓 正常股民会这样吗？不信点他头像进去看他关注的个股，托，托托
除非 基因新能量 没有在这里发布主力持仓 永太才能大涨了，它在这里永太没希望了,"https://guba.eastmoney.com/news,002326,554168852.html",2016-09-26 09:43:43,除非 基因新能量 没有在这里发布主力持仓 永太才能大涨了，它在这里永太没希望了
王董质押1.3亿股，借了不少钱。公司总欠债19亿，财务费用太高。业绩受影响太大。,"https://guba.eastmoney.com/news,002326,554052146.html",2016-09-25 20:13:37,王董质押1.3亿股，借了不少钱。公司总欠债19亿，财务费用太高。业绩受影响太大。股价不知何时起
主力洗盘蓄势待发，待早三股被大资金看好，秋实明日建仓,"https://guba.eastmoney.com/news,002326,554145849.html",2016-09-26 08:41:12,主力洗盘蓄势待发，待早三股被大资金看好，秋实明日建仓
今天是绿是红还是要看庄今天戴什么帽子。。。。,"https://guba.eastmoney.com/news,002326,554136812.html",2016-09-26 07:52:31,今天是绿是红还是要看庄今天戴什么帽子。。。。
永太2016年全年升幅为零，只能说明一个问题: 大家讨论讨论:,"https://guba.eastmoney.com/news,002326,554061160.html",2016-09-25 21:09:21,永太2016年全年升幅为零，只能说明一个问题: 大家讨论讨论:
永太不能说不是好标的,"https://guba.eastmoney.com/news,002326,552709561.html",2016-09-21 08:21:32,也就是人们常常讲的基本面，但股价是拿钱说话的，16多了17以下成交量萎缩的很多，当然其中有股民捂筹惜售，也有大资金玩波段，作为普通股民是有些被动。所以我还是那句老话：他不积极，我不积极。。。。。所以就不要说在外面玩一圈不好不对，股民就是股民，不是股东。。。。现在永太技术上有个反弹，把握吧。
没跌到16.7，没有买到！星期一再买！持股的挺好，跌下来就有人买，又推上去，可能,"https://guba.eastmoney.com/news,002326,553593770.html",2016-09-23 15:19:39,没跌到16.7，没有买到！星期一再买！持股的挺好，跌下来就有人买，又推上去，可能不跌了，放心持股！
对于世纪游轮，大杨有过之，而无不及，世纪游轮不就是一个破游戏产业股吗，可圆通是每,"https://guba.eastmoney.com/news,002326,553990687.html",2016-09-25 13:04:22,对于世纪游轮，大杨有过之，而无不及，世纪游轮不就是一个破游戏产业股吗，可圆通是每个中国人一周或2一3天就能接触的东西，只就马云入股20%就值10个世纪游轮
永太科技在17.08～17.39有一根跳低缺口，估计在补掉这个缺口后再小幅回调到,"https://guba.eastmoney.com/news,002326,553974100.html",2016-09-25 11:13:02,永太科技在17.08～17.39有一根跳低缺口，估计在补掉这个缺口后再小幅回调到现在的价格，然后才能一路上涨，9月份希望不大，看好节后。
永太科技:关于控股股东部分股权质押及部分股权解除质押的公告,"https://guba.eastmoney.com/news,002326,553633766.html",2016-09-23 17:31:59,"公告日期：2016-09-24
证券代码：002326 证券简称：永太科技 公告编码：2016-97

浙江永太科技股份有限公司

关于控股股东部分股权质押及部分股权解除质押的公告

本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。

浙江永太科技股份有限公司（以下简称“公司”）近日接到控股股东王莺妹女士通知，获悉王莺妹女士所持有本公司的部分股份质押及部分股权解除质押，具体事项如下：

一、股东股份本次质押的基本情况

是否为第一 本次质押占

股东 质押 质押开始 质押到期日

大股东及一 质权人 其所持股份

名称 股数（万股） 日期

致行动人 比例

浙商证券

王莺妹 是 3770 2016-09-19 2017-09-19 股份有限 19.81%

公司

二、股东股份本次解除质押的基本情况

是否为第一 本次解除质

股东 解除质押 质押开始 质押解除

大股东及一 质权人 押占其所持

名称 股数（万股） 日期 日期

致行动人 股份比例

323.5 2014-03-03

582.3 2015-04-28

东方证券

2016-09-22

王莺妹 是 股份有限 14.82%

1316 2015-05-06 公司

600 2015-09-07

三、股东股份累计被质押的情况

截至本公告日，王莺妹女士持有本公司股份190,355,000股，占本公司股份总数的23.84%；本次解除质押及再质押后，其处于质押状态的股份数为

122,574,000股，占其持有本公司股份的64.39%，占本公司股份总数的15.35%。

四、备查文件

1、中国证券登记结算有限责任公司股份冻结明细；

2、深交所要求的其他文件。

特此公告。

浙江永太科技股份有限公司

董事会

……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
永太科技来了很多新人发言了，说明16元上很多小散出来了，也新来了一些小散，倒手完,"https://guba.eastmoney.com/news,002326,553677129.html",2016-09-23 20:56:50,永太科技来了很多新人发言了，说明16元上很多小散出来了，也新来了一些小散，倒手完了！将迎来新一波行情！下周上20
永太老太婆缺钱，要来抽血了![不屑] 今天公告质押到期后，再质押。 兴许也是好事,"https://guba.eastmoney.com/news,002326,553661110.html",2016-09-23 19:43:08,"永太老太婆缺钱，要来抽血了![不屑]
今天公告质押到期后，再质押。
兴许也是好事，促使早日定增，要知道定增价是19.51，股价拉到22-23，才会有人感兴趣!"
翘尾的目的难道要拉稀？,"https://guba.eastmoney.com/news,002326,553642279.html",2016-09-23 18:06:51,翘尾的目的难道要拉稀？
0.00操盘如此精准，高！实在是高！狗散都撤了吧，玩不过主力的。,"https://guba.eastmoney.com/news,002326,553614393.html",2016-09-23 16:23:49,0.00操盘如此精准，高！实在是高！狗散都撤了吧，玩不过主力的。
下周一个大红柱子干穿主力的血8,"https://guba.eastmoney.com/news,002326,553612528.html",2016-09-23 16:16:54,下周一个大红柱子干穿主力的血8
是哪个主力不计成本天天卖，没有一天主力是买入的，两个月了。,"https://guba.eastmoney.com/news,002326,553583460.html",2016-09-23 14:59:32,是哪个主力不计成本天天卖，没有一天主力是买入的，两个月了。
狗屎002326庄家太恶心,"https://guba.eastmoney.com/news,002326,553532486.html",2016-09-23 13:33:30,认赔出场。
今天就当停牌一天了，,"https://guba.eastmoney.com/news,002326,553584489.html",2016-09-23 15:01:13,今天就当停牌一天了，
这么强势，居然白盘，对于永太来说还是很棒的了。赞一个,"https://guba.eastmoney.com/news,002326,553586507.html",2016-09-23 15:04:19,这么强势，居然白盘，对于永太来说还是很棒的了。赞一个
不论大盘好不好，反正每天都只流出，公司应该出现问题了，欠缺钱,"https://guba.eastmoney.com/news,002326,553541376.html",2016-09-23 13:49:49,不论大盘好不好，反正每天都只流出，公司应该出现问题了，欠缺钱
狗主力不要本钱了，天天卖,"https://guba.eastmoney.com/news,002326,553543937.html",2016-09-23 13:54:27,狗主力不要本钱了，天天卖
费劲打下一点丢了多少筹码？,"https://guba.eastmoney.com/news,002326,553542189.html",2016-09-23 13:51:15,费劲打下一点丢了多少筹码？
吸筹阶段，走了,"https://guba.eastmoney.com/news,002326,553535752.html",2016-09-23 13:39:23,吸筹阶段，走了
