标题,链接,发布时间,内容
吊颈线暴跌,"https://guba.eastmoney.com/news,300302,1027357281.html",2021-04-23 12:41:41,吊颈线暴跌
我不劝大家买，确实调整走势，第一浪走完了，受不了就跑吧，受得了就拿着。,"https://guba.eastmoney.com/news,300302,1027360468.html",2021-04-23 12:54:02,我不劝大家买，确实调整走势，第一浪走完了，受不了就跑吧，受得了就拿着。
同有科技，几年来大量收购的核心优质资产，通过收购整合全产业链，覆盖国家网络安全、,"https://guba.eastmoney.com/news,300302,1027355071.html",2021-04-23 12:32:45,同有科技，几年来大量收购的核心优质资产，通过收购整合全产业链，覆盖国家网络安全、云计算、大数据、军工，4月22日随着国家网络安全产业园（长沙），的正式开工建设，建成后将于国内网络及信息安全领域龙头企业开展战略合作，将产业链融入自主可控生态圈，2021年同有将风光无限！
今天就这样了？主力出了那么多，下周要大跌？,"https://guba.eastmoney.com/news,300302,1027305820.html",2021-04-23 11:05:51,
为什么不能共同发展？共同致富呢？,"https://guba.eastmoney.com/news,300302,1027303728.html",2021-04-23 11:04:40,为什么不能共同发展？共同致富呢？
同有科技，下午冲击涨停！,"https://guba.eastmoney.com/news,300302,1027297654.html",2021-04-23 11:00:00,同有科技，下午冲击涨停！
高位套牢盘割肉割了吗？割了主力才放心。,"https://guba.eastmoney.com/news,300302,1027193490.html",2021-04-23 09:45:16,高位套牢盘割肉割了吗？割了主力才放心。
要涨就涨，要跌就进，啥玩意儿,"https://guba.eastmoney.com/news,300302,1027276454.html",2021-04-23 10:43:39,"
要涨就涨，要跌就进，啥玩意儿"
扑头,"https://guba.eastmoney.com/news,300302,1027275375.html",2021-04-23 10:42:49,扑头
今天全军覆没,"https://guba.eastmoney.com/news,300302,1027261067.html",2021-04-23 10:31:39,"
今天全军覆没"
一张关注函吓跑了许多胆小鬼，没出息。现在，公司发展前景明确，需要的是持股耐心。,"https://guba.eastmoney.com/news,300302,1027255120.html",2021-04-23 10:27:03,一张关注函吓跑了许多胆小鬼，没出息。现在，公司发展前景明确，需要的是持股耐心。
13,"https://guba.eastmoney.com/news,300302,1027274913.html",2021-04-23 10:42:27,13
有点妖了,"https://guba.eastmoney.com/news,300302,1027186235.html",2021-04-23 09:41:06,有点妖了
看看常山北明,"https://guba.eastmoney.com/news,300302,1027207956.html",2021-04-23 09:54:26,看看常山北明
昨天提醒了别追高，你们不信,"https://guba.eastmoney.com/news,300302,1027177403.html",2021-04-23 09:36:17,昨天提醒了别追高，你们不信
这是一个猛庄，大开大合的走势,"https://guba.eastmoney.com/news,300302,1027153814.html",2021-04-23 09:20:52,这是一个猛庄，大开大合的走势
劝大家减仓,"https://guba.eastmoney.com/news,300302,1026744678.html",2021-04-22 10:12:14,劝大家减仓
延期回复,"https://guba.eastmoney.com/news,300302,1027153658.html",2021-04-23 09:20:33,延期回复
涨停,"https://guba.eastmoney.com/news,300302,1027144298.html",2021-04-23 08:43:18,涨停
