标题,链接,发布时间,内容
这走势，太恶心了,"https://guba.eastmoney.com/news,600771,772405603.html",2018-07-12 09:47:13,这走势，太恶心了
养儿待老，积谷防饥,"https://guba.eastmoney.com/news,600771,772060747.html",2018-07-11 09:01:31,刚亦不吐，柔亦不茹
有了你我就不用卖肾了,"https://guba.eastmoney.com/news,600771,772459845.html",2018-07-12 11:36:18,有了你我就不用卖肾了
老字号自己也要争气！,"https://guba.eastmoney.com/news,600771,772515960.html",2018-07-12 14:29:31,我支持老字号，但老字号自己也要争气。如果我买了你老字号，你像茅屎里的石头又臭又硬，死不涨，叫我如何支持老字号。
Kdj指标的继续低位上行,"https://guba.eastmoney.com/news,600771,772528876.html",2018-07-12 14:55:36,Kdj指标的继续低位上行
不要就放生了。”,"https://guba.eastmoney.com/news,600771,772522529.html",2018-07-12 14:42:50,不要就放生了。”
先前因为被妖言惑众，如今价值重估，中报业绩大幅增长90％,"https://guba.eastmoney.com/news,600771,772513626.html",2018-07-12 14:24:48,先前因为被妖言惑众，如今价值重估，中报业绩大幅增长90％
老子都减仓了，死逼玩意还不涨啊,"https://guba.eastmoney.com/news,600771,772479891.html",2018-07-12 13:18:17,明天必拉5点以上!
补缺口加仓加仓加仓加仓加仓,"https://guba.eastmoney.com/news,600771,772476359.html",2018-07-12 13:10:33,补缺口加仓加仓加仓加仓加仓
淘汰此股，没有作为,"https://guba.eastmoney.com/news,600771,772463329.html",2018-07-12 11:53:11,淘汰此股，没有作为
今天趁反抽全清了，无股一身轻[俏皮],"https://guba.eastmoney.com/news,600771,767646715.html",2018-06-20 14:59:22,今天趁反抽全清了，无股一身轻
唱哪出吖，垃圾,"https://guba.eastmoney.com/news,600771,772462009.html",2018-07-12 11:45:44,唱哪出吖，垃圾
2018年5月4号600614鹏起科技大股东明确增持9亿 --股友5e6e1,"https://guba.eastmoney.com/news,600771,772452529.html",2018-07-12 11:18:41,周期股引领牛市启动此股四倍可期
上峰水泥又冲上去啦[怒]。,"https://guba.eastmoney.com/news,600771,772448347.html",2018-07-12 11:09:13,上峰水泥又冲上去啦。
他妈的什么辣鸡股，你看看片仔癀哪个不比你强。。。。,"https://guba.eastmoney.com/news,600771,772441164.html",2018-07-12 10:53:35,他妈的什么辣鸡股，你看看片仔癀哪个不比你强。。。。
不见棺材不落泪,"https://guba.eastmoney.com/news,600771,772434356.html",2018-07-12 10:40:14,不见棺材不落泪
是婊子股啊，看看片仔癀,"https://guba.eastmoney.com/news,600771,772429206.html",2018-07-12 10:30:19,是婊子股啊，看看片仔癀
阳光城员工都不看好自己公司的股票。全部卖出了。我们散户能看好吗？,"https://guba.eastmoney.com/news,600771,772425590.html",2018-07-12 10:23:38,阳光城员工都不看好自己公司的股票。全部卖出了。我们散户能看好吗？
片黄仔四连阳估计这一波又要翻倍,"https://guba.eastmoney.com/news,600771,772424161.html",2018-07-12 10:20:58,片黄仔四连阳估计这一波又要翻倍
还是片黄仔牛逼一路长阳一只大牛股,"https://guba.eastmoney.com/news,600771,772423160.html",2018-07-12 10:19:08,还是片黄仔牛逼一路长阳一只大牛股
上涨无力，下跌有力，肯定没戏,"https://guba.eastmoney.com/news,600771,772416736.html",2018-07-12 10:07:39,上涨无力，下跌有力，肯定没戏
老鸭头形态，起飞在即,"https://guba.eastmoney.com/news,600771,772411570.html",2018-07-12 09:57:45,明天补仓，估计明天微跌。
您好。公司已经在一季报中预告了中报净利润增长90%以上，现在时值7月中旬了，而公,"https://guba.eastmoney.com/news,600771,774240099.html",2018-07-23 09:19:54,"您好。公司已经在一季报中预告了中报净利润增长90%以上，现在时值7月中旬了，而公司预约的中报时间是8月下旬。请问在此之前还会有中报业绩的预增公告吗？另外，我注意到，近几期中报和年报的时间，都比较晚，而一些优秀的医药公司的报表时间相对会较早一些，希望公司能加强这方面的工作，尽可能早地公布定期报表或者业绩预告，因为一份及时的报表对公司形象的提升也是十分有益的。谢谢。
广誉远
广誉远：您好！感谢您对公司的支持与关注。公司发展离不开每一位股东的支持，您的宝贵意见已收到，感谢您为公司献计献策。
(来自上证e互动)答复时间 2018-07-23 09:19:54"
冠农股份,"https://guba.eastmoney.com/news,600771,772370604.html",2018-07-12 04:51:41,为什么看到动力煤疯了一样涨
5元53加仓5万股，拭目以待[微笑],"https://guba.eastmoney.com/news,600771,772369699.html",2018-07-12 04:31:22,5元53加仓5万股，拭目以待
重大利好消息促进涨停封盘N个,"https://guba.eastmoney.com/news,600771,772369374.html",2018-07-12 04:22:17,重大利好消息促进涨停封盘N个
中长线布局券商时机已到,"https://guba.eastmoney.com/news,600771,772354682.html",2018-07-12 00:25:17,中长线布局券商时机已到
广誉远06月20日资金揭秘,"https://guba.eastmoney.com/news,600771,767666252.html",2018-06-20 16:16:26,"





今日广誉远主力净流入额达-125.53万元，净占比-0.49%，
其中超大单净流入额25.62万元,净占比0.10%，
大单净流入额-151.15万元，净占比-0.59%。







































广誉远资金流向数据

类型	流入(万元)	流出(万元)
超大	1772.86	-1747.24
大单	9625.65	-9776.80
中单	9308.25	-10068.92
小单	4842.08	-3955.89




资金解读





广誉远收盘涨幅-0.16%，
其中，成交最活跃的价格分别为53.23、53.22、53.30，成交密集的手数区间分布于70-100、50-70、100-150手，小单介入居多。











成交活跃统计


9:30-15:00成交均价51.88













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
53.23	10000	0	0.20%	0.00%
53.22	1200	900	0.02%	0.02%
53.30	2000	0	0.04%	0.00%
53.21	1000	0	0.02%	0.00%
53.28	200	0	0.00%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
70-100	165300	163500	1653	1635
50-70	136100	187111	1944	2673
100-150	111300	205000	742	1367
150-200	52000	112999	260	565
200-300	70400	73800	235	246




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































医药制造成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	600276	恒瑞医药	5.27%	15183.04万
2	300015	爱尔眼科	7.76%	7196.96万
3	600380	健康元	9.19%	6833.80万
4	000790	泰合健康	9.98%	4263.28万
5	300347	泰格医药	10.00%	3839.68万
140	600771	广誉远	-0.16%	-125.53万


数据来源:东方财富






展开阅读全文"
今天能逆转吗？,"https://guba.eastmoney.com/news,600771,764209518.html",2018-06-04 01:34:23,今天能逆转吗？
不错高开对了。,"https://guba.eastmoney.com/news,600771,772317469.html",2018-07-11 20:15:39,不错高开对了。
支持外商全面参与海南自由贸易港建设 国务院发布关于积极有效利用外资推动经济高质量,"https://guba.eastmoney.com/news,600771,772296945.html",2018-07-11 18:17:23,支持外商全面参与海南自由贸易港建设 国务院发布关于积极有效利用外资推动经济高质量
退税了,"https://guba.eastmoney.com/news,600771,772284572.html",2018-07-11 17:11:34,还不涨停？奇怪！
中粮都是些圾圾,"https://guba.eastmoney.com/news,600771,772271742.html",2018-07-11 16:31:29,6.12元能过，今天必大涨
怎么还不拉，散户别动了，等庄家拉,"https://guba.eastmoney.com/news,600771,772263498.html",2018-07-11 16:07:02,怎么还不拉，散户别动了，等庄家拉
膏车秣马,"https://guba.eastmoney.com/news,600771,772237359.html",2018-07-11 14:52:10,土鸡瓦狗
