标题,链接,发布时间,内容
无良海航地分公司产深圳及一卡通物业深圳公司 海航城开发商宝源创建公司（海航地产子,"https://guba.eastmoney.com/news,600221,610822524.html",2017-02-21 21:40:14,"无良海航地分公司产深圳及一卡通物业深圳公司
海航城开发商宝源创建公司（海航地产子公司）原定于7月30日交楼！到今天为止仍然没有交给我一间像样的毛坯房！从7月22通知去收楼，我们发现问题要求整改，到9月11日第二次去他们仍然没有任何整改。11月20再去不仅没有搞好，发现台风还把整块厨房玻璃门吹落！工人正在维修！更令人气愤的是我房子已经被为隔壁做装修的公司占领，成为垃圾及材料、工具堆放处！装修成品制造工地！房子里吃剩下饭菜、饭盒废纸巾、还有人的大便！全程海航物业一直说由他们负责协调跟进管理！！！！！然而11月24日再去，垃圾还是没有清理！整改的仍然没有完成！122天！我们跑了四趟！开发商和物管没有解决问题！给我们的家庭造成巨大的精神伤害和物资损失!几百万买到一身气！12月25日在去协商，甚至到物管讨说法时物管主任要打人！150天，300万买的新房连个门，铝合金窗都是次品！无良呀！难道我们要求一扇完整的大门和正常开关的铝合金门窗都是挑剔吗？甚至物管主任要求我们打110报警也无所谓！还要求我们去法院告他们！他们有所有的合格证明！投诉到消协他们也不怕！这就是你们对客户五星级服务和海航优品！海南人民的品牌就在深圳给毁了！一个不把住户当客户的物管还搞什么物业管理!一个世界级的海航集团连个小花园都管不好还有什么优品!在最讲理的深圳却使用流氓手段算什么国际品牌!客户退一步!他却进一步!"
陈峰7年梦圆：海航集团延期两年挺进世界500强,"https://guba.eastmoney.com/news,600221,610719458.html",2017-02-21 14:45:44,"陈峰7年梦圆：海航集团延期两年挺进世界500强
公司报道腾讯财经[微博] 2015-07-23 19:00我要分享 2
腾讯财经讯（许文苗）

多次对外宣称要将海航集团打造为世界500强企业的掌舵人陈峰终于实现了多年以来的夙愿。7月22日晚间，《财富》杂志发布了最新的世界500强排行榜，共有106家中国企业上榜。其中海航集团首次登上该榜单，以营业收入约256亿美元位列第464位。

依靠海南航空公司起步的海航集团，近年来围绕航空、物流、金融三大产业，意图将自身打造成现代服务业综合运营商。目前，海航集团控股8家A股、2家港股以及5家新三板上市公司，其在资本市场上的一系列运作曾被外界称为“令人眼花缭乱”。

此外，海航集团海外业务版图不断扩张：继拿下中国企业在非洲的第一个航空类投资项目加纳AWA航空公司，海航在两年内又启动了肯尼亚航空合作项目，以及入股南非商务航空集团，完善在非洲的整体布局；在欧洲，海航先后收购蓝鹰航空48%股权、拖车租赁公司TIP以及西班牙NH酒店29.5%股权。公开资料显示海航已拥有境外企业27家，境外员工人数逾7000人，投资项目及参控股企业遍及美国、欧洲、澳洲、东南亚、非洲等国家和地区。

海航集团董事长陈峰曾多次对外宣布集团要冲刺世界500强。2008年，他在接受媒体采访时表示，计划5年内冲击世界500强。2011年，陈峰再度发声，表示海航当年900亿的收益已经接近世界500强的水平，在谈及海航的成长规划时，他指出海航的规模要达到世界500强水平。

《财富》杂志世界500强排名以公司年度收入和利润为主要评定依据，为国际上衡量商业企业影响力、规模和实力最主要的参照指标。今年，该榜单的入围门槛提高至237.2亿美元。除了海航集团外，中国内地还有4家公司也是首次上榜，分别是：陕西煤业化工集团、中国光大集团、中国航天科技集团公司、中国保利集团。"
说正话了，都别当真，只是娱乐一下氛围，股吧就一个吹牛场所[胜利],"https://guba.eastmoney.com/news,600221,610808153.html",2017-02-21 20:32:02,说正话了，都别当真，只是娱乐一下氛围，股吧就一个吹牛场所
每天都要过日子的，没点逗b即兴发挥的事情，无聊吗？,"https://guba.eastmoney.com/news,600221,610791215.html",2017-02-21 19:10:44,每天都要过日子的，没点逗b即兴发挥的事情，无聊吗？
农二是男的，咱是最佳损友，是女的，咱就天生一对不是[毛估估],"https://guba.eastmoney.com/news,600221,610789776.html",2017-02-21 19:03:17,农二是男的，咱是最佳损友，是女的，咱就天生一对不是
不管未来如何，做人呢每天都要开心不是，我先来个[大笑],"https://guba.eastmoney.com/news,600221,610771219.html",2017-02-21 17:37:05,不管未来如何，做人呢每天都要开心不是，我先来个
明天5日均线3.44买；,"https://guba.eastmoney.com/news,600221,610712827.html",2017-02-21 14:33:06,笑
既有钱又有筹码的绝对是正规军，两头一封，任你小散折腾,"https://guba.eastmoney.com/news,600221,610724142.html",2017-02-21 14:56:01,既有钱又有筹码的绝对是正规军，两头一封，任你小散折腾
海航系个个是垃圾,"https://guba.eastmoney.com/news,600221,610638649.html",2017-02-21 10:57:59,海航一开始就是空手套白狼成立的，现在在股市里搞了那么多上市公司，目的就是用来掏钱的，看看海航系的那个不是垃圾？远离海航系
下午继续加仓,"https://guba.eastmoney.com/news,600221,610672717.html",2017-02-21 12:58:09,下午继续加仓
这货又开始织布了,"https://guba.eastmoney.com/news,600221,610686157.html",2017-02-21 13:33:44,这货又开始织布了
大资金流入，大卖单压盘，两市这样的股票真不多啊,"https://guba.eastmoney.com/news,600221,610368871.html",2017-02-20 13:58:33,大资金流入，大卖单压盘，两市这样的股票真不多啊
十万手解放军一来啥都解决了,"https://guba.eastmoney.com/news,600221,610384012.html",2017-02-20 14:21:50,十万手解放军一来啥都解决了
暴发户总是不能大气,"https://guba.eastmoney.com/news,600221,610711309.html",2017-02-21 14:29:46,暴发户总是不能大气，与几个小散争利，表现出骨子里的那点贪婪，唉！可怜！可悲！真是脱裤子打老虎——不要脸也不要命，如果微软、苹果、通用也是几美分，谁说他是世界五百强，海航号称两年内要达到世界前一百强，股价应该是多少？
海南航空最后机会，二点前不清仓，信不信下午就知道。,"https://guba.eastmoney.com/news,600221,610664368.html",2017-02-21 12:12:32,海南航空最后机会，二点前不清仓，信不信下午就知道。
主力放血的筹码你不要？,"https://guba.eastmoney.com/news,600221,610706003.html",2017-02-21 14:18:05,笑
等放量；,"https://guba.eastmoney.com/news,600221,610698194.html",2017-02-21 14:00:50,看
要等涨了在买？,"https://guba.eastmoney.com/news,600221,610703505.html",2017-02-21 14:12:32,嗨
300240：小盘，低价，资产整合重组，物联网的龙,"https://guba.eastmoney.com/news,600221,610702491.html",2017-02-21 14:10:15,实盘3股：国创高新安控科技弘亚数控
感觉要跌几天了!,"https://guba.eastmoney.com/news,600221,610693938.html",2017-02-21 13:51:28,感觉要跌几天了!
一轮上涨行情展开了明天跳空高开3.48突破前期高点,"https://guba.eastmoney.com/news,600221,610415275.html",2017-02-20 15:08:56,一轮上涨行情展开了明天跳空高开3.48突破前期高点
我敢说，明天全淹死在自信中，最近放出来一大群祸害散户的狗，,"https://guba.eastmoney.com/news,600221,610418486.html",2017-02-20 15:16:12,我敢说，明天全淹死在自信中，最近放出来一大群祸害散户的狗，
谁不想买低点等；,"https://guba.eastmoney.com/news,600221,610686413.html",2017-02-21 13:34:25,看
今日开始全仓入驻海南航空，2017以静制动。海南航空50万手,"https://guba.eastmoney.com/news,600221,610392430.html",2017-02-20 14:32:57,海南航空50万手今天全部建仓，目标新高。
下来吧；,"https://guba.eastmoney.com/news,600221,610682304.html",2017-02-21 13:25:16,看
为毛我一买就跌？,"https://guba.eastmoney.com/news,600221,610609986.html",2017-02-21 09:59:19,为毛我一买就跌？
