标题,链接,发布时间,内容
上穿黄线,"https://guba.eastmoney.com/news,300709,729344213.html",2017-11-17 10:43:26,上穿黄线
谁能玩过老赖公司！玩死你们！,"https://guba.eastmoney.com/news,300709,729342491.html",2017-11-17 10:41:10,谁能玩过老赖公司！玩死你们！
300700的股价快追上709了,"https://guba.eastmoney.com/news,300709,729335773.html",2017-11-17 10:32:50,300700的股价快追上709了
等下午阿石创涨停板，709才会突袭翻红。,"https://guba.eastmoney.com/news,300709,729326727.html",2017-11-17 10:22:13,等下午阿石创涨停板，709才会突袭翻红。
这股完了 连续9天主力流出,"https://guba.eastmoney.com/news,300709,729323573.html",2017-11-17 10:18:35,1
庄家300706阿石创是你爷爷 你没看到吗,"https://guba.eastmoney.com/news,300709,729322626.html",2017-11-17 10:17:30,哈哈
给阿石创庄家点赞，会跌也会涨,"https://guba.eastmoney.com/news,300709,729318979.html",2017-11-17 10:13:40,给阿石创庄家点赞，会跌也会涨
精研科技这次要跌到50块钱以下啦。,"https://guba.eastmoney.com/news,300709,729318872.html",2017-11-17 10:13:33,精研科技这次要跌到50块钱以下啦。
又要开始砸了~！！,"https://guba.eastmoney.com/news,300709,729306083.html",2017-11-17 09:58:37,又要开始砸了~！！
终于把成本干到100以内了，不看了，爱咋咋地吧,"https://guba.eastmoney.com/news,300709,729303681.html",2017-11-17 09:55:44,终于把成本干到100以内了，不看了，爱咋咋地吧
91接了200股，又受伤了,"https://guba.eastmoney.com/news,300709,729302787.html",2017-11-17 09:54:41,垃圾
公司要一心一意做出好成绩回扳信任你的股民让谣诽谤者不功目灭,"https://guba.eastmoney.com/news,300709,729287398.html",2017-11-17 09:32:59,公司要一心一意做出好成绩回扳信任你的股民让谣诽谤者不功目灭
深水炸弹第三炮，准备装弹！,"https://guba.eastmoney.com/news,300709,729301609.html",2017-11-17 09:53:20,深水炸弹第三炮，准备装弹！
炒一波底,"https://guba.eastmoney.com/news,300709,729298944.html",2017-11-17 09:50:17,"炒一波底
"
三天跌成这样，前期行情好时可没见你怎么涨了，垃圾庄,"https://guba.eastmoney.com/news,300709,729298666.html",2017-11-17 09:49:57,三天跌成这样，前期行情好时可没见你怎么涨了，垃圾庄
精研：不到50元，千万别买！！——大利空还在后面!!!,"https://guba.eastmoney.com/news,300709,729032636.html",2017-11-16 15:44:34,精研：不到50元，千万别买！！——大利空还在后面!!!
该股没有任何企稳迹象，不要有幻想！,"https://guba.eastmoney.com/news,300709,729296479.html",2017-11-17 09:47:24,该股没有任何企稳迹象，不要有幻想！
逃！！！,"https://guba.eastmoney.com/news,300709,729296075.html",2017-11-17 09:46:51,顺势而为，君子不立危墙之下！！！！！
那些庄没有底线的吗？,"https://guba.eastmoney.com/news,300709,729293769.html",2017-11-17 09:43:41,那些庄没有底线的吗？
千万别补仓没有最低只有更低！,"https://guba.eastmoney.com/news,300709,729293311.html",2017-11-17 09:42:59,千万别补仓没有最低只有更低！
无底洞的感觉！,"https://guba.eastmoney.com/news,300709,729293080.html",2017-11-17 09:42:39,无底洞的感觉！
全是套牢盘赶紧撤出别犹豫,"https://guba.eastmoney.com/news,300709,729292871.html",2017-11-17 09:42:18,全是套牢盘赶紧撤出别犹豫
根本没什么买单了，轻轻一砸就大跌,"https://guba.eastmoney.com/news,300709,729292801.html",2017-11-17 09:42:12,根本没什么买单了，轻轻一砸就大跌
什么鬼？？？？干,"https://guba.eastmoney.com/news,300709,729288934.html",2017-11-17 09:35:49,什么鬼？？？？干
罪过，这么好的题材,"https://guba.eastmoney.com/news,300709,729286446.html",2017-11-17 09:30:55,罪过，这么好的题材
今天又补进坑了,"https://guba.eastmoney.com/news,300709,729291982.html",2017-11-17 09:40:54,今天又补进坑了
91.6加仓500股，做T用,"https://guba.eastmoney.com/news,300709,729289986.html",2017-11-17 09:37:41,91.6加仓500股，做T用
还是阿石创牛叉,"https://guba.eastmoney.com/news,300709,729281943.html",2017-11-17 09:19:58,还是阿石创牛叉
百年精研，百元上市，传闻老懒，果不其然，耐心持有，好比中油。,"https://guba.eastmoney.com/news,300709,729279520.html",2017-11-17 09:11:47,百年精研，百元上市，传闻老懒，果不其然，耐心持有，好比中油。
人发的举报图片怎么没成功呢。我举报中国经济网,"https://guba.eastmoney.com/news,300709,728920552.html",2017-11-16 12:57:59,人发的举报图片怎么没成功呢。我举报中国经济网
今后的多个产业都离不开MIM,"https://guba.eastmoney.com/news,300709,729269491.html",2017-11-17 08:13:09,今后的多个产业都离不开MIM
13年净利润才500多万，，为了造假上市把净利润造假成20倍,"https://guba.eastmoney.com/news,300709,729188669.html",2017-11-16 21:38:13,13年净利润才500多万，，为了造假上市把净利润造假成20倍
看来好多兄弟都在这个709阵地阵忙啦。各位坚持就是胜利！！！,"https://guba.eastmoney.com/news,300709,729199946.html",2017-11-16 22:05:42,看来好多兄弟都在这个709阵地阵忙啦。各位坚持就是胜利！！！
华大，江丰，阿石创害死人,"https://guba.eastmoney.com/news,300709,729197462.html",2017-11-16 21:59:31,华大，江丰，阿石创害死人
