标题,链接,发布时间,内容
请问现在股东是多少？是增加还是减少,"https://guba.eastmoney.com/news,600702,770637765.html",2018-07-04 21:42:33,请问现在股东是多少？是增加还是减少
100%跌破30，明天等着看，一手消息,"https://guba.eastmoney.com/news,600702,770564402.html",2018-07-04 14:56:24,100%跌破30，明天等着看，一手消息
幸亏我走了，明天继续下跌。28接回,"https://guba.eastmoney.com/news,600702,770563887.html",2018-07-04 14:55:22,幸亏我走了，明天继续下跌。28接回
增发5.7，有慈心的请下来吧。,"https://guba.eastmoney.com/news,600702,770602540.html",2018-07-04 17:26:24,增发5.7，有慈心的请下来吧。
定增违约!强烈要求大股东赔偿违约金！！！,"https://guba.eastmoney.com/news,600702,758007920.html",2018-04-29 21:28:58,定增违约!强烈要求大股东赔偿违约金！！！定增违约!强烈要求大股东赔偿违约金！！！定增违约!强烈要求大股东赔偿违约金！！！
6块增发还是5块。,"https://guba.eastmoney.com/news,600702,770589589.html",2018-07-04 16:26:40,6块增发还是5块。
舍得酒业07月04日资金揭秘,"https://guba.eastmoney.com/news,600702,770585001.html",2018-07-04 16:09:49,"





今日舍得酒业主力净流入额达-776.18万元，净占比-3.55%，
其中超大单净流入额21.05万元,净占比0.10%，
大单净流入额-797.23万元，净占比-3.66%。







































舍得酒业资金流向数据

类型	流入(万元)	流出(万元)
超大	620.11	-599.06
大单	4612.37	-5409.60
中单	8646.71	-8503.95
小单	7890.46	-7257.04




资金解读





舍得酒业收盘涨幅-1.46%，
其中，成交最活跃的价格分别为33.50、33.49、33.47，成交密集的手数区间分布于70-100、100-150、700-1000手，小单介入居多。











成交活跃统计


9:30-15:00成交均价32.73













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
33.50	52600	1900	0.79%	0.03%
33.49	20300	400	0.31%	0.01%
33.47	12700	4200	0.19%	0.06%
33.46	5400	9800	0.08%	0.15%
33.48	9100	2500	0.14%	0.04%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
70-100	181100	123446	1811	1234
100-150	143905	95100	959	634
700-1000	0	75400	0	75
200-300	40100	24200	134	81
150-200	19200	19000	96	95




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































酿酒行业成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	600809	山西汾酒	0.96%	1517.21万
2	000568	泸州老窖	-2.96%	1166.23万
3	000869	张裕A	1.78%	474.65万
4	603919	金徽酒	0.18%	297.88万
5	600132	重庆啤酒	3.10%	179.80万
29	600702	舍得酒业	-1.46%	-776.18万


数据来源:东方财富






展开阅读全文"
垃圾到家了,"https://guba.eastmoney.com/news,600702,770552627.html",2018-07-04 14:35:06,垃圾到家了
我就是想笑,"https://guba.eastmoney.com/news,600702,770566293.html",2018-07-04 15:00:31,我就是想笑
明天100%跌破30,"https://guba.eastmoney.com/news,600702,770564132.html",2018-07-04 14:55:48,明天100%跌破30
15元见,"https://guba.eastmoney.com/news,600702,770553581.html",2018-07-04 14:36:38,15元见
高成长绩优股/公司认定市值三百亿,"https://guba.eastmoney.com/news,600702,770547670.html",2018-07-04 14:26:48,高成长绩优股/公司认定市值三百亿
知无不言，言无不尽,"https://guba.eastmoney.com/news,600702,770544872.html",2018-07-04 14:21:32,知无不言，言无不尽
海油明日必开启下跌之路，拭目以待！,"https://guba.eastmoney.com/news,600702,770538501.html",2018-07-04 14:09:12,海油明日必开启下跌之路，拭目以待！
