标题,链接,发布时间,内容
华翔股份作为新能源汽车龙头，业绩非常优良，其流通市值只有五亿，具备国家安防3D打,"https://guba.eastmoney.com/news,300587,1060953710.html",2021-07-21 13:31:21,华翔股份作为新能源汽车龙头，业绩非常优良，其流通市值只有五亿，具备国家安防3D打印等热门概念，必然会引来各位游资庄家的疯抢筹码，只要很少的资金将会连续涨停，拭目以待
涨停绝对不可能,"https://guba.eastmoney.com/news,300587,1060784788.html",2021-07-21 10:14:29,涨停绝对不可能
16.86涨停创历史新高，现在这个态势后期还有利好,"https://guba.eastmoney.com/news,300587,1060941001.html",2021-07-21 13:20:15,"16.86涨停创历史新高，现在这个态势后期还有利好
"
个个搞锂盐，矿石在哪里？锂矿有吗？,"https://guba.eastmoney.com/news,300587,1060933454.html",2021-07-21 13:13:22,个个搞锂盐，矿石在哪里？锂矿有吗？
50亿营收，相当于4倍2020年的产值，就这一点，就足以股价翻倍了,"https://guba.eastmoney.com/news,300587,1060916293.html",2021-07-21 12:51:44,50亿营收，相当于4倍2020年的产值，就这一点，就足以股价翻倍了
临阵磨刀、不快也光,"https://guba.eastmoney.com/news,300587,1060916136.html",2021-07-21 12:51:01,这饼画的
NNDX在高位，谁买活埋谁[滴汗],"https://guba.eastmoney.com/news,300587,1060915553.html",2021-07-21 12:49:03,NNDX在高位，谁买活埋谁
久吾高科第一天才是真的烂板！,"https://guba.eastmoney.com/news,300587,1060914938.html",2021-07-21 12:46:18,久吾高科第一天才是真的烂板！
看好强势填权走牛股，有锂电池概念了,"https://guba.eastmoney.com/news,300587,1060916067.html",2021-07-21 12:50:45,"天铁股份是一家专业从事轨道工程橡胶制品的研发、生产和销售的高新技术企业。公司产品主要包括轨道结构减振产品、嵌丝橡胶道口板等，应用于轨道交通领域，涵盖城市轨道交通、高速铁路、重载铁路和普通铁路。同时，公司也从事输送带、密封制品等其他橡胶制品的研发、生产和销售。
　　今年4月，天铁股份以人民币23,200.00万元收购江苏昌吉利新能源科技有限公司合计40.00%的股权。本次交易前，昌吉利系天铁股份(300587)持股60%的控股子公司。收购完成后昌吉利将成为公司全资子公司。
看好强势填权走牛股，有锂电池概念了


"
天铁股份今日触及涨停板，该股近一年涨停2次。异动原因揭秘：天铁股份公告，公司全资,"https://guba.eastmoney.com/news,300587,1060908799.html",2021-07-21 12:24:12,"天铁股份今日触及涨停板，该股近一年涨停2次。
　　异动原因揭秘：天铁股份公告，公司全资子公司昌吉利新能源拟在庐江高新区龙桥化工园内投资建设年产5万吨锂盐、3800吨烷基锂系列及其配套产品项目，项目总投资约10亿元，形成年产无水氯化锂3万吨、电池级碳酸锂1万吨、电池级氢氧化锂1万吨、氯代正丁烷1万吨、氯代仲丁烷2000吨、正丁基锂2600吨、仲丁基锂400吨、甲基锂400吨、硅醚烷基锂400吨、高效耐热改性树脂8000吨生产能力。"
