标题,链接,发布时间,内容
14点40准时火箭发射！,"https://guba.eastmoney.com/news,300244,785638128.html",2018-10-09 17:45:36,抓好扶稳了！！
迪安，你被狼盯上了，你这小羊[大笑],"https://guba.eastmoney.com/news,300244,784933280.html",2018-09-28 17:07:22,迪安，你被狼盯上了，你这小羊
唉，越洗散户越多，这股没希望了,"https://guba.eastmoney.com/news,300244,785646352.html",2018-10-09 18:28:59,这是一只大垃圾股，离底部还远着呢
迪安诊断10月09日资金揭秘,"https://guba.eastmoney.com/news,300244,785622978.html",2018-10-09 16:41:15,"





今日迪安诊断主力净流入额达-442.15万元，净占比-9.08%，
其中超大单净流入额34.32万元,净占比0.71%，
大单净流入额-476.46万元，净占比-9.90%。







































迪安诊断资金流向数据

类型	流入(万元)	流出(万元)
超大	34.32	0.00
大单	403.60	-880.06
中单	1602.11	-2185.70
小单	2771.95	-1746.22




资金解读





迪安诊断收盘涨幅-0.23%，
其中，成交最活跃的价格分别为17.92、17.91、17.95，成交密集的手数区间分布于50-70、70-100、100-150手，小单介入居多。











成交活跃统计


9:30-15:00成交均价17.51













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
17.92	17400	7600	0.63%	0.28%
17.91	4300	19200	0.16%	0.70%
17.95	5100	2900	0.18%	0.11%
17.93	3100	700	0.11%	0.03%
17.94	1300	0	0.05%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
50-70	43600	110980	623	1585
70-100	25700	72646	257	726
100-150	23200	67400	155	449
200-300	40500	25100	135	84
150-200	0	56500	0	283




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































医药制造成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	603538	美诺华	10.03%	2712.40万
2	002898	赛隆药业	10.00%	1962.39万
3	600518	康美药业	0.14%	1634.32万
4	600085	同仁堂	1.32%	1220.72万
5	002399	海普瑞	2.13%	1076.87万
180	300244	迪安诊断	-0.23%	-442.15万


数据来源:东方财富






展开阅读全文"
收红十字星，止跌了，明天涨一个点以上！,"https://guba.eastmoney.com/news,300244,785611231.html",2018-10-09 15:56:29,收红十字星，止跌了，明天涨一个点以上！
赶紧跑吧，这公司要倒闭了,"https://guba.eastmoney.com/news,300244,785518650.html",2018-10-09 10:55:19,赶紧跑吧，这公司要倒闭了
603809流值6.2，市盈15.2 比申购新股还便宜,"https://guba.eastmoney.com/news,300244,785203395.html",2018-10-06 18:07:10,"603809流值6.2，市盈15.2
比申购新股还便宜"
这波跌到10元,"https://guba.eastmoney.com/news,300244,785567723.html",2018-10-09 13:51:39,这波跌到10元
终于破位了，七个多月的平台一朝破，黑材料的杀伤力不容小觑啊！,"https://guba.eastmoney.com/news,300244,785484171.html",2018-10-09 09:30:15,终于破位了，七个多月的平台一朝破，黑材料的杀伤力不容小觑啊！
迪安诊断10月08日获深股通减仓1.07万股,"https://guba.eastmoney.com/news,300244,785474928.html",2018-10-09 08:13:59,"






























10月08日迪安诊断深股通持仓数据
收盘价：	17.63	涨跌幅：	-2.70%
持股量：	598.99万股	持股变化：	-1.07万股





数据显示，截至10月08日迪安诊断于深股通持股量为598.99万股，占其A股股本比例为1.08%，比上一交易日减少1.07万股。据数据统计，该股近一个月内累计涨幅为-3.92%，深股通累计加仓107.60万，深股通持仓累计变化比例为21.90%，近三个月内累计涨幅为-2.60%，深股通累计加仓412.13万，深股通持仓累计变化比例为220.56%。


数据来源:东方财富




"
14点40准时火箭发射！,"https://guba.eastmoney.com/news,300244,785448882.html",2018-10-09 00:58:38,抓好扶稳了！！
唉，慢慢走，别着急，,"https://guba.eastmoney.com/news,300244,785443209.html",2018-10-08 23:48:28,这就是传说中只跌不涨票的，速度买点
