标题,链接,发布时间,内容
320压那么多单，开始发套套啦，韭菜们赶紧冲,"https://guba.eastmoney.com/news,600370,919361365.html",2020-04-02 10:55:02,320压那么多单，开始发套套啦，韭菜们赶紧冲
起飞[加油][加油][加油],"https://guba.eastmoney.com/news,600370,919359587.html",2020-04-02 10:52:12,起飞
沒办法昨天挂2.86沒挂上，少赚了12个点。,"https://guba.eastmoney.com/news,600370,919353589.html",2020-04-02 10:43:13,沒办法昨天挂2.86沒挂上，少赚了12个点。
这个走势没人敢买[大笑]，太吓人了，说不准就飞流直下！上升不坚决！,"https://guba.eastmoney.com/news,600370,919354460.html",2020-04-02 10:44:33,这个走势没人敢买，太吓人了，说不准就飞流直下！上升不坚决！
加油啊[加油][加油][加油],"https://guba.eastmoney.com/news,600370,919344440.html",2020-04-02 10:29:37,加油啊
够狠啊,"https://guba.eastmoney.com/news,600370,919343246.html",2020-04-02 10:28:14,够狠啊
抢筹投反对票开始，保底收益百分之三十,"https://guba.eastmoney.com/news,600370,919340489.html",2020-04-02 10:24:24,抢筹投反对票开始，保底收益百分之三十
三房？！你这是要数板了么？！？,"https://guba.eastmoney.com/news,600370,919333015.html",2020-04-02 10:14:28,三房？！你这是要数板了么？！？
你狠，硬是赶走了我,"https://guba.eastmoney.com/news,600370,919336038.html",2020-04-02 10:18:19,你狠，硬是赶走了我
能涨停呢？,"https://guba.eastmoney.com/news,600370,919326155.html",2020-04-02 10:06:21,能涨停呢？
按2.6增发价，股价应该控制在3.25,"https://guba.eastmoney.com/news,600370,919318078.html",2020-04-02 09:56:41,按2.6增发价，股价应该控制在3.25
上面压一万多手干鸡毛呢,"https://guba.eastmoney.com/news,600370,919315447.html",2020-04-02 09:53:54,上面压一万多手干鸡毛呢
起飞吃肉！[加油],"https://guba.eastmoney.com/news,600370,919314425.html",2020-04-02 09:52:27,起飞吃肉！
不错，很好，继续！,"https://guba.eastmoney.com/news,600370,919310546.html",2020-04-02 09:47:55,不错，很好，继续！
今天可以292吃点货吗[微笑][微笑],"https://guba.eastmoney.com/news,600370,919283901.html",2020-04-02 08:48:52,今天可以292吃点货吗
转发,"https://guba.eastmoney.com/news,600370,919179783.html",2020-04-01 17:23:52,"转发
和远气体股友
贵公司是唯一一家气体上市的企业，请问贵司用于集成电路的是什么气体呢，另在国产替代
【问】贵公司是唯一一家气体上市的企业，请问贵司用于集成电路的是什么气体呢，另在国产替代上有何产品，谢谢【答】和远气体：您好，公司生产的氧气、氮气、氩气、氢气、氦气都有用于集成电路生产的不同工序。谢谢关注！
2020-03-05 18:57:00和远气体吧"
