标题,链接,发布时间,内容
先发假消息，再澄清假消息让你买，都是套,"https://guba.eastmoney.com/news,002408,967262532.html",2020-09-23 21:31:03,先发假消息，再澄清假消息让你买，都是套
杀猪盘的操盘手们不会有好的！人在做！天在看！,"https://guba.eastmoney.com/news,002408,967273513.html",2020-09-23 22:16:02,杀猪盘的操盘手们不会有好的！人在做！天在看！
俺又买入了,"https://guba.eastmoney.com/news,002408,967262440.html",2020-09-23 21:30:28,上次发贴在7月1日，第二天开始涨，六块五抛了，没想到涨到九块八多。公司产品有成本优势，这段时间原料价和产品价差进一步扩大，主产品顺酐涨幅大，三季度业绩增长无忧。控股股东的有困难，不影响公司的业绩。雪松把宝压在002408上，一直全力扩张资金紧张是必然的。
就现在这个走势，大家都套上面，一拉都跑，所以只能调整或者下杀，继续散户杀散户，等,"https://guba.eastmoney.com/news,002408,967259528.html",2020-09-23 21:16:52,就现在这个走势，大家都套上面，一拉都跑，所以只能调整或者下杀，继续散户杀散户，等到筹码集中后就是调整结束时候。
还是散户聪明！,"https://guba.eastmoney.com/news,002408,967257918.html",2020-09-23 21:07:53,工行 农行 中行 还有几个大佬、基金 都没你们聪明！授信几百亿 水平还没一个记者高！还跑不过散户！厉害了！
旗鼓隆冬强,"https://guba.eastmoney.com/news,002408,967254595.html",2020-09-23 20:48:51,旗鼓隆冬强
明天能高开就能证明事实,"https://guba.eastmoney.com/news,002408,967246972.html",2020-09-23 20:03:13,明天能高开就能证明事实
澄清是要有官方法律文件，不然都是越描越黑,"https://guba.eastmoney.com/news,002408,967006712.html",2020-09-23 09:46:59,澄清是要有官方法律文件，不然都是越描越黑
旗鼓隆冬强,"https://guba.eastmoney.com/news,002408,967254597.html",2020-09-23 20:48:44,旗鼓隆冬强
量还是有点大，不敢进啊,"https://guba.eastmoney.com/news,002408,967242714.html",2020-09-23 19:38:00,量还是有点大，不敢进啊
明知道有事，心虚说话也不硬气啊，打个哈哈就能过去？,"https://guba.eastmoney.com/news,002408,967232199.html",2020-09-23 18:24:16,明知道有事，心虚说话也不硬气啊，打个哈哈就能过去？
海通淄博和中泰淄博最近今天心情不大好,"https://guba.eastmoney.com/news,002408,967247903.html",2020-09-23 20:07:51,海通淄博和中泰淄博最近今天心情不大好
论逻辑的重要性,"https://guba.eastmoney.com/news,002408,967245252.html",2020-09-23 19:53:05,什么是逻辑？首先得合理！雪松收了信托才一年多，就暴雷了？合理吗？有逻辑性吗？可笑吗？所以 投资要自己动动脑筋！什么是风险 什么是机会要静下心来分析！
公司股价近期持续暴跌，请问：1、网上有对公司控股股东雪松的质疑，请问雪松公司如果,"https://guba.eastmoney.com/news,002408,967206605.html",2020-09-23 15:49:07,"公司股价近期持续暴跌，请问：1、网上有对公司控股股东雪松的质疑，请问雪松公司如果真的出事，对公司有何影响？公司如何应对？2、公司现有业务和雪松其他子公司有何关联？最坏的情况下，假设雪松真的出事，对公司经营业务、管理团队有何影响？3、根据现有监管政策和法规，违法后果很严重。请公司董秘给出一个详细的答复，以化解投资者疑虑。
齐翔腾达
齐翔腾达：感谢您对公司的关注。公司股东雪松实业及关联方雪松信托已对媒体的不实报道作出澄清和说明，公司也将时刻关注相关事项的进展情况，并及时履行信息披露义务。公司现有业务完全独立于控股股东，保持上市公司资产和业务的独立是上市公司规范运作的要求。目前上市公司生产经营一切正常，公司股东雪松实业及关联方雪松信托已对媒体的不实报道作出澄清和说明，公司也将时刻关注相关事项的进展情况，并及时履行信息披露义务。
(来自深交所互动易)答复时间 2020-09-23 15:49:07"
