标题,链接,发布时间,内容
中来日线、周线、月线和季线都呈现出超卖特征,"https://guba.eastmoney.com/news,300393,202261782.html",2015-09-15 09:57:01,中来日线、周线、月线和季线都呈现出超卖特征
发言的和看贴的如此之少，中来控盘真的不是一般的集中,"https://guba.eastmoney.com/news,300393,202213289.html",2015-09-14 23:59:45,发言的和看贴的如此之少，中来控盘真的不是一般的集中
七月起，持股5%以上股东半年能不得减持...员工二级市场持股82元...唉，继续,"https://guba.eastmoney.com/news,300393,201785143.html",2015-09-12 06:46:47,七月起，持股5%以上股东半年能不得减持...员工二级市场持股82元...唉，继续交出你们带血的筹码吧！
明日 再出新低,"https://guba.eastmoney.com/news,300393,202193978.html",2015-09-14 21:41:26,加油
今天解禁的成本是1块钱吗,"https://guba.eastmoney.com/news,300393,202103149.html",2015-09-14 15:01:09,如果成本是1元就惨了
主力依旧,"https://guba.eastmoney.com/news,300393,202045320.html",2015-09-14 13:18:08,主力依旧
买盘没了 现在看空头表演,"https://guba.eastmoney.com/news,300393,201984808.html",2015-09-14 10:28:13,"买盘没了 现在看空头表演
"
经公司公开信息显示，中来股份发行所募资金用于年产 1200 万平背膜、年产 16,"https://guba.eastmoney.com/news,300393,201874637.html",2015-09-13 11:09:04,经公司公开信息显示，中来股份发行所募资金用于年产 1200 万平背膜、年产 1600万平背膜和研发中心三个项目的建设。目前公司 1200 万平项目400 万平产能早己建成，总产能已经达到 1750 万平，比募集前产能翻了一番还多。 公司募投项目 2800 万平方米预计将于 2015 年 9 月份完成，届时产能将高达 3750 万平方米，居世界排名前三。 当募投项目全部完全达产后，公司总产能增至 4150 万平。公司正处于投入收获期，市场又处在低位，当初投资的解禁股持有者会在此时此价抛售吗？上周五尾盘己显示承接盘的承接意愿非常强烈！不排除机构借机打压吸筹己进尾声，密切关注14号解禁日盘面变化，一旦与平日无明显变化（抛压），空仓者要发挥狼捕食动作与机构抢筹买入，理由很简单，众多机构前期调研估值为50元以上，现在是低位！！！
不明不白的解禁股！,"https://guba.eastmoney.com/news,300393,201877340.html",2015-09-13 11:58:28,为什么没有详细的解禁股的说明！什么时候买的？什么价位？这样太不公平了？小散买这股就像赌博一样！值不值得为解禁股接盘？
董事长承诺9月14日至18日职工在二级市场上，凡购买中来股份的“赔了算我的” ，,"https://guba.eastmoney.com/news,300393,201791582.html",2015-09-12 08:57:12,"董事长承诺9月14日至18日职工在二级市场上，凡购买中来股份的“赔了算我的” ，中来高管集体增持和管理层集体增持，原始股东声明解禁股自愿锁定1年，会导致股价瞬间飙升，连续涨停。
很抱歉，您访问的帖子不存在
很抱歉，您访问的帖子不存在
2015/9/12 7:47:51中来股份吧"
中来不缺基本面，不缺题材，不缺钱，只缺信心！,"https://guba.eastmoney.com/news,300393,201800606.html",2015-09-12 10:26:36,"中来不缺基本面，不缺题材，不缺钱，只缺信心！//@高阳888888:董事长承诺9月14日至18日职工在二级市场上，凡购买中来股份的“赔了算我的” ，中来高管集体增持和管理层集体增持，原始股东声明解禁股自愿锁定1年，会导致股价瞬间飙升，连续涨停。
很抱歉，您访问的帖子不存在
很抱歉，您访问的帖子不存在
2015/9/12 7:47:51中来股份吧"
不花钱，动动嘴就可提升资产价值。,"https://guba.eastmoney.com/news,300393,201800473.html",2015-09-12 10:24:39,"不花钱，动动嘴就可提升资产价值。//@高阳888888:董事长承诺9月14日至18日职工在二级市场上，凡购买中来股份的“赔了算我的” ，中来高管集体增持和管理层集体增持，原始股东声明解禁股自愿锁定1年，会导致股价瞬间飙升，连续涨停。
很抱歉，您访问的帖子不存在
很抱歉，您访问的帖子不存在
2015/9/12 7:47:51中来股份吧"
14日解禁部分股，仅凭这一点二级市场投资者就享受了比职工更优的价购买[大笑]，作,"https://guba.eastmoney.com/news,300393,201787476.html",2015-09-12 07:52:50,14日解禁部分股，仅凭这一点二级市场投资者就享受了比职工更优的价购买，作为企业下一步怎样保卫资产不贬值，2015年股东、员工不白忙，还有这么多基金公司投资不缩水，14日解禁始到年底，百天会战即将开始！
山不在高有仙则灵。,"https://guba.eastmoney.com/news,300393,201738637.html",2015-09-11 18:45:37,流通股股本增加，未必会事。活跃度大大大的。如果一千多万股卖出。那么他们按照法律法规，绳之以法，这样，罚款几百万，这是竹篮打水一场空
倒霉的一周（5.8万实盘）,"https://guba.eastmoney.com/news,300393,201706983.html",2015-09-11 15:49:03,开始日期：2015年9月7日开始资金：5.8万元目标：2015年内到达10万今日资产：60714元截止目前收益率：4.68%每次累积盈利超过5000元，则转出1000元，且转出部分不计入累计收益率。截止目前，共转出1000元。 昨日买到的中来股份，今日两次补仓，后来才发现下周有几千万股解禁，这对于现只有两千多万流通盘的小盘股绝对是短线大利空，今日也跌破了35.59的止损线，所以只能把昨日买的全卖了，这只股票是我自选股中跌幅最大的，算了倒了大霉了，今日终于狠下心把科伦药业全部清了，以后再也不做这种股票了，浪费时间。 今天不想说太多，哎。[点击查看博客原文]
笑死我了,"https://guba.eastmoney.com/news,300393,201691637.html",2015-09-11 14:54:33,怕啊
我走了34.99,"https://guba.eastmoney.com/news,300393,201690655.html",2015-09-11 14:52:21,不玩了
还真有跟着买的。散户真傻啊。告诉你们，五日线自己看看，站不上去就观望。,"https://guba.eastmoney.com/news,300393,201582205.html",2015-09-11 09:41:30,还真有跟着买的。散户真傻啊。告诉你们，五日线自己看看，站不上去就观望。
37元就大量出货的[大笑][大笑],"https://guba.eastmoney.com/news,300393,201591110.html",2015-09-11 10:03:05,37元就大量出货的
托盘侠来了。哈哈,"https://guba.eastmoney.com/news,300393,201369045.html",2015-09-10 10:44:55,托盘侠来了。哈哈
中来股份2778万股解禁 1495万股14日可上市流通,"https://guba.eastmoney.com/news,300393,201032976.html",2015-09-08 19:18:00,"来源：中国证券报
　　中来股份9月8日晚间公告，公司本次解除限售股份数量为27,784,388股，占公司股本总数的23.25%；本次实际可上市流通股份数量为14,947,755股，占公司股本总数的12.51%，可上市流通日为2015年9月14日(星期一).
（来源：中国证券报 2015-09-08 19:16）[点击查看原文]"
准备跌停吧[大笑][大笑][大笑],"https://guba.eastmoney.com/news,300393,201440259.html",2015-09-10 14:44:32,准备跌停吧
拉倒了。上档卖单太多，尾盘不会拉了。希望尽快砸破30，还有短线机会。,"https://guba.eastmoney.com/news,300393,201440717.html",2015-09-10 14:45:12,拉倒了。上档卖单太多，尾盘不会拉了。希望尽快砸破30，还有短线机会。
几百万的资金都不敢摆，生怕增仓。被砸100多手就撤单了。唉 这股完了。自己看办吧,"https://guba.eastmoney.com/news,300393,201370278.html",2015-09-10 10:47:55,几百万的资金都不敢摆，生怕增仓。被砸100多手就撤单了。唉 这股完了。自己看办吧。救不了那么多人
没啥说的了，机构运气真好。这轮反弹出货出的真轻松,"https://guba.eastmoney.com/news,300393,201368126.html",2015-09-10 10:42:55,没啥说的了，机构运气真好。这轮反弹出货出的真轻松
指数下轮杀跌 直接中来去跌停吧,"https://guba.eastmoney.com/news,300393,201355019.html",2015-09-10 10:12:22,指数下轮杀跌 直接中来去跌停吧
昨天拉高出货，今天挤奶出货。看不懂？这股里好多韭菜,"https://guba.eastmoney.com/news,300393,201354526.html",2015-09-10 10:11:16,昨天拉高出货，今天挤奶出货。看不懂？这股里好多韭菜
抱幻想的，等哥20多来抄底吧。这次解禁全是要套现的机构，还有最近亏傻了需要钱的主,"https://guba.eastmoney.com/news,300393,201336527.html",2015-09-10 09:21:20,抱幻想的，等哥20多来抄底吧。这次解禁全是要套现的机构，还有最近亏傻了需要钱的主，哈哈。跑道不够宽啊，3个跌停吧。
