标题,链接,发布时间,内容
$万孚生物(SZ300482)$下午涨停涨不了明天补涨后天震荡行情,"https://guba.eastmoney.com/news,300482,1152847753.html",2022-03-14 10:26:33,$万孚生物(SZ300482)$  下午涨停 涨不了 明天补涨  后天震荡行情
炒a股，那一次不是利好出货？有例外？韭菜就是记吃不记打,"https://guba.eastmoney.com/news,300482,1152861259.html",2022-03-14 10:37:12,炒a股，那一次不是利好出货？有例外？韭菜就是记吃不记打
$万孚生物(SZ300482)$下午再来个突然涨停,"https://guba.eastmoney.com/news,300482,1152860435.html",2022-03-14 10:36:30,$万孚生物(SZ300482)$  下午再来个突然涨停
转发,"https://guba.eastmoney.com/news,300482,1152861190.html",2022-03-14 10:37:09,"转发
三维天地资讯
三维天地：公司检验检测信息化系统可应用于居民自测盒、试剂等生产企业
【三维天地：公司检验检测信息化系统可应用于居民自测盒、试剂等生产企业】三维天地(301159.SZ)3月13日在投资者互动平台表示，公司检验检测信息化系统可应用于居民自测盒、试剂等生产企业。（每日经济新闻）
2022/3/13 14:34:01三维天地吧"
坚决打击炒作抗原自测盒行为,"https://guba.eastmoney.com/news,300482,1152859788.html",2022-03-14 10:35:58,坚决打击炒作抗原自测盒行为
巨量大流出。。。,"https://guba.eastmoney.com/news,300482,1152858152.html",2022-03-14 10:34:40,巨量大流出。。。
我让你还大笑,"https://guba.eastmoney.com/news,300482,1152856883.html",2022-03-14 10:33:36,我让你还大笑
千万不要拉稀啊,"https://guba.eastmoney.com/news,300482,1152857060.html",2022-03-14 10:33:43,千万不要拉稀啊
交给我啊，我来炒作，炒完了它就值钱了！那要是炖完了呢？炖完？炖完也是值钱的！哦，,"https://guba.eastmoney.com/news,300482,1152856334.html",2022-03-14 10:33:07,"交给我啊，我来炒作，炒完了它就值钱了！
那要是炖完了呢？
炖完？炖完也是值钱的！
哦，明白了，哪怕是它卖不出去，也是值钱滴。。。"
$万孚生物(SZ300482)$完了量化交易今天刚进，明天GG,"https://guba.eastmoney.com/news,300482,1152856736.html",2022-03-14 10:33:27,$万孚生物(SZ300482)$  完了量化交易 今天刚进，明天GG
$万孚生物(SZ300482)$不敢买万福的来买300962吧底部放量上涨今天涨,"https://guba.eastmoney.com/news,300482,1152856419.html",2022-03-14 10:33:13,$万孚生物(SZ300482)$  不敢买万福的来买300962吧底部放量上涨今天涨停
哈哈,"https://guba.eastmoney.com/news,300482,1152852759.html",2022-03-14 10:30:27,这是不按套路出牌啊
去中文在线300364疫情居家在线教育，办公,"https://guba.eastmoney.com/news,300482,1152852921.html",2022-03-14 10:30:31,去中文在线300364疫情居家在线教育，办公
$万孚生物(SZ300482)$自检的消息周四就出来了，都两个板了，龙虎榜东海前,"https://guba.eastmoney.com/news,300482,1152550176.html",2022-03-12 22:38:31,$万孚生物(SZ300482)$  自检的消息周四就出来了，都两个板了，龙虎榜东海前亚买了1.5亿，上次富翔药业也是他，结果第二天顶一字40厘米大面，你们都去顶吧！再者，疫情概念炒了好几个月了，审美疲劳了，最重要的是万浮生物和九安医疗都是260亿的盘子顶一字顶不住容易吃面，上方都是散户套牢盘
趋势肯定和口罩一样自备，先自测有异常再医院！自己看实际情况,"https://guba.eastmoney.com/news,300482,1152851907.html",2022-03-14 10:29:48,趋势肯定和口罩一样自备，先自测有异常再医院！自己看实际情况
对于市场的第三阶段，大家就是要耐心的等待时间的结束，因为这个时候不能胡乱的瞎折腾,"https://guba.eastmoney.com/news,300482,1152849980.html",2022-03-14 10:28:18,对于市场的第三阶段，大家就是要耐心的等待时间的结束，因为这个时候不能胡乱的瞎折腾，如果再这个时候不断的折腾很容易被洗出去的，这样即使后面爆发了，你的个股拉升了也没有你什么事情了，要记住道长的话，都是为了你们操作好，注意看万孚生物，兰卫医学及万孚转债刚刚都经历了逆天的大跳水，但是现在资金也开始逐步的回流了，今日不达预期不是板块弱，是被指数被动打下来了，所以要注意耐心的低吸潜伏等待，毕竟周末疫情加剧，医药这里的资金会不断的引发其它板块来助攻拉升的。
今天要走了，不然明天要吃面,"https://guba.eastmoney.com/news,300482,1152852884.html",2022-03-14 10:30:32,今天要走了，不然明天要吃面
又开始蹬腿了,"https://guba.eastmoney.com/news,300482,1152851462.html",2022-03-14 10:29:26,又开始蹬腿了
$万孚生物(SZ300482)$既然还有分歧，必须拿稳！,"https://guba.eastmoney.com/news,300482,1152800108.html",2022-03-14 09:53:23,$万孚生物(SZ300482)$  既然还有分歧，必须拿稳！
还能跟吗,"https://guba.eastmoney.com/news,300482,1152850675.html",2022-03-14 10:28:51,"还能跟吗
落尘无心闻
很抱歉，您访问的帖子不存在
很抱歉，您访问的帖子不存在
2022-03-10 14:21:10药明康德吧"
还能跟吗,"https://guba.eastmoney.com/news,300482,1152850456.html",2022-03-14 10:28:38,"还能跟吗
落尘无心闻
很抱歉，您访问的帖子不存在
很抱歉，您访问的帖子不存在
2022-03-10 14:21:10药明康德吧"
还没发布消息，股价就提前涨这么多，散户怎么和他们玩？这算不算违法？,"https://guba.eastmoney.com/news,300482,1152541285.html",2022-03-12 21:07:58,还没发布消息，股价就提前涨这么多，散户怎么和他们玩？这算不算违法？
我抄底转债了,"https://guba.eastmoney.com/news,300482,1152853260.html",2022-03-14 10:30:43,我抄底转债了
$万孚生物(SZ300482)$只有100亿在散户和机构手里，一半筹码而已，20,"https://guba.eastmoney.com/news,300482,1152849568.html",2022-03-14 10:27:57,$万孚生物(SZ300482)$  只有100亿在散户和机构手里，一半筹码而已，20亿够了，盘控的死死的
一集采，10元一个，刚好保本，那来的利润，，下午变绿,"https://guba.eastmoney.com/news,300482,1152797848.html",2022-03-14 09:51:58,一集采，10元一个，刚好保本，那来的利润，，下午变绿
一集采10元一个，刚好保本，那来的利润，还是卖给美国能赚大钱,"https://guba.eastmoney.com/news,300482,1152848155.html",2022-03-14 10:26:51,一集采10元一个，刚好保本，那来的利润，还是卖给美国能赚大钱
又是一副好牌，打了个稀巴烂,"https://guba.eastmoney.com/news,300482,1152849526.html",2022-03-14 10:27:55,不管FDA还是国内这次机会的大好机会，万孚都是一副慢半拍的节奏，从董秘这个表情看得出管理层的素质，虽然拿了两个板，但是今天还是决定出了，没有预期的大单一字板，已经远远低于预期，完全没有中国医药的气质（还有三分之一仓位）。
洗的差不多了，该拉板了,"https://guba.eastmoney.com/news,300482,1152846632.html",2022-03-14 10:25:35,"洗的差不多了，该拉板了
"
$万孚生物(SZ300482)$这种就没有成为龙头的股性[呲牙]散了吧,"https://guba.eastmoney.com/news,300482,1152846946.html",2022-03-14 10:25:50,$万孚生物(SZ300482)$  这种就没有成为龙头的股性散了吧
