标题,链接,发布时间,内容
亏着跑了，估计庄没戏了～,"https://guba.eastmoney.com/news,600306,574327725.html",2016-11-30 14:06:38,亏着跑了，估计庄没戏了～
如果你想赌重组或卖壳的。请锁仓。目前价格也是不高。何必如此忐忑不安呢？,"https://guba.eastmoney.com/news,600306,574273784.html",2016-11-30 12:05:44,如果你想赌重组或卖壳的。请锁仓。目前价格也是不高。何必如此忐忑不安呢？
谢谢主力，做了一个T，明继续[胜利],"https://guba.eastmoney.com/news,600306,574272850.html",2016-11-30 12:01:40,谢谢主力，做了一个T，明继续
闭着眼买啊,"https://guba.eastmoney.com/news,600306,574269190.html",2016-11-30 11:48:18,闭着眼买啊
st股票集体大跌，应该是有黑天鹅事件了，,"https://guba.eastmoney.com/news,600306,574241656.html",2016-11-30 10:58:11,st股票集体大跌，应该是有黑天鹅事件了，
还有看好等翻倍的吗,"https://guba.eastmoney.com/news,600306,574229969.html",2016-11-30 10:39:20,还有看好等翻倍的吗
没买到！怎么回事，太抠了，就放那么一点量，再杀跌一次。,"https://guba.eastmoney.com/news,600306,574218910.html",2016-11-30 10:23:11,没买到！怎么回事，太抠了，就放那么一点量，再杀跌一次。
各位大神，我来意淫一下：马云不是说要线上和线下同时发展吗？马云旗下公司收购了三江,"https://guba.eastmoney.com/news,600306,574172490.html",2016-11-30 09:03:10,各位大神，我来意淫一下：马云不是说要线上和线下同时发展吗？马云旗下公司收购了三江购物，说不定那天600306就被阿里巴巴集团收购，成为600306的控股股东了。
买买买，不做股票，做股东。,"https://guba.eastmoney.com/news,600306,574199457.html",2016-11-30 09:56:03,买买买，不做股票，做股东。
泥马跌停价没买到,"https://guba.eastmoney.com/news,600306,574199260.html",2016-11-30 09:55:45,泥马跌停价没买到
主力太狠 本来打算减仓今天 但是直接把我闷里边 怎么减 做长期股东得了,"https://guba.eastmoney.com/news,600306,574197262.html",2016-11-30 09:53:21,主力太狠 本来打算减仓今天 但是直接把我闷里边 怎么减 做长期股东得了
大盘股涨 指数涨 小盘股跌,"https://guba.eastmoney.com/news,600306,574196902.html",2016-11-30 09:52:52,大盘股涨 指数涨 小盘股跌
还有不走的？那等到14块钱吧,"https://guba.eastmoney.com/news,600306,574177836.html",2016-11-30 09:21:48,差不多到14块钱我在接回来，然后到17卖。这股做t太轻松，已经小赚了
