标题,链接,发布时间,内容
每当主力要出货时，托儿们都更加卖力的忽悠小散进场了,"https://guba.eastmoney.com/news,600696,292383414.html",2016-03-29 11:26:04,今天就是个很好的案例
砸盘了 暴跌,"https://guba.eastmoney.com/news,600696,292384954.html",2016-03-29 11:25:22,z
快跑吧,"https://guba.eastmoney.com/news,600696,292383145.html",2016-03-29 11:23:50,快跑吧
说的话有点多，就是不想大家上套,"https://guba.eastmoney.com/news,600696,292382811.html",2016-03-29 11:23:34,说的话有点多，就是不想大家上套
赶紧建仓抄底啦[赞][赞][赞],"https://guba.eastmoney.com/news,600696,292381255.html",2016-03-29 11:22:26,赶紧建仓抄底啦
看看资金流，看看K线！还敢买的真是胆肥，低价股一堆，非得买它,"https://guba.eastmoney.com/news,600696,292378374.html",2016-03-29 11:20:11,看看资金流，看看K线！还敢买的真是胆肥，低价股一堆，非得买它
我准备15.08开始接,"https://guba.eastmoney.com/news,600696,292348736.html",2016-03-29 11:00:09,
定性恶意打压，唯一的庄家就是五牛！,"https://guba.eastmoney.com/news,600696,292367439.html",2016-03-29 11:11:08,拭目以待
266家上市公司更名的红与黑 谁会是2016年的匹凸匹？ 03-29 10:09,"https://guba.eastmoney.com/news,600696,292372068.html",2016-03-29 11:17:04,"266家上市公司更名的红与黑 谁会是2016年的匹凸匹？
03-29 10:09 来源:时代周报
相关股票： 匹凸匹
A股上市公司频繁上演更名秀。从2015年初至2016年3月24日，共有266家上市公司涉及变更股票简称。究其更名原因，既有主业彻底转型之实，也不乏赶时髦，搞炒作之嫌。
2015年上市公司纷纷追捧“互联网+”而更名，代表之作就是“匹凸匹”。地产开发商多伦股份拥抱互联网金融，取P2P的谐音，更名“匹凸匹”，震惊A股。不过，更名并没有让匹凸匹脱胎换骨，其盈利能力依然孱弱，实控人也再次变更。市场分析称，海银系入驻匹凸匹借壳几率很高，匹凸匹将来可能再次更名。
谁会是2016年的匹凸匹？热点不止，炒作不穷，更名不休。"
现在是股权受让人在打压股价！,"https://guba.eastmoney.com/news,600696,292375328.html",2016-03-29 11:17:00,！！！
可以建仓吗,"https://guba.eastmoney.com/news,600696,292370289.html",2016-03-29 11:14:09,可以建仓吗
目前持有人只有股东和散户，谁打压一目了然！,"https://guba.eastmoney.com/news,600696,292373663.html",2016-03-29 11:15:49,关注
三个字：水太深,"https://guba.eastmoney.com/news,600696,292370500.html",2016-03-29 11:13:23,唉
只要让你们低点能够买进就不是低点，只要能让你们高点卖出绝对不是高点，现在屁图屁就,"https://guba.eastmoney.com/news,600696,292368862.html",2016-03-29 11:12:58,只要让你们低点能够买进就不是低点，只要能让你们高点卖出绝对不是高点，现在屁图屁就是前者，记住我的话，等回调，留着钱有的是机会，这股套几十点真不叫事
资金还在出逃,"https://guba.eastmoney.com/news,600696,292367837.html",2016-03-29 11:12:19,资金还在出逃
这股水太深,"https://guba.eastmoney.com/news,600696,292367466.html",2016-03-29 11:12:02,艹
我很想认识庄大哥,"https://guba.eastmoney.com/news,600696,292364922.html",2016-03-29 11:10:01,我很想认识庄大哥
昨天有人跟着买坚瑞消防了么[不说了][不说了]，看看就知道了,"https://guba.eastmoney.com/news,600696,292363787.html",2016-03-29 11:09:19,昨天有人跟着买坚瑞消防了么[不说了][不说了]，看看就知道了
一会会什么情况呢  屁屁围着均线横走了   自选里  起的起落的落    屁屁一,"https://guba.eastmoney.com/news,600696,292355414.html",2016-03-29 11:05:23,"一会会什么情况呢 屁屁围着均线横走了 自选里 起的起落的落 屁屁一会午后惊人暴跌还是拉升呢
"
今天大盘支撑多少？2950？,"https://guba.eastmoney.com/news,600696,292359640.html",2016-03-29 11:06:07,今天大盘支撑多少？2950？
股权刚转让就打压，不是五牛干还有谁干！,"https://guba.eastmoney.com/news,600696,292359609.html",2016-03-29 11:05:20,想低价增持
