标题,链接,发布时间,内容
合兴垃圾包装！,"https://guba.eastmoney.com/news,002228,792518783.html",2018-11-15 13:47:49,合兴垃圾包装！
龙头？我看不如美盈森,"https://guba.eastmoney.com/news,002228,792531281.html",2018-11-15 14:21:28,龙头？我看不如美盈森
软脚蟹爬不动,"https://guba.eastmoney.com/news,002228,792479868.html",2018-11-15 11:02:29,软脚蟹爬不动
合兴包装去死吧！,"https://guba.eastmoney.com/news,002228,792515716.html",2018-11-15 13:40:11,合兴包装去死吧！
凊了包装，20日解禁会有三个跌停,"https://guba.eastmoney.com/news,002228,792514872.html",2018-11-15 13:37:57,凊了包装，20日解禁会有三个跌停
中小板将展开股灾以来最好行情，经济模式转型挂,"https://guba.eastmoney.com/news,002228,792502907.html",2018-11-15 13:01:03,中小板将展开股灾以来最好行情，经济模式转型挂
风雨不动安如山,"https://guba.eastmoney.com/news,002228,792455345.html",2018-11-15 10:04:59,风雨不动安如山
软软弱溺,"https://guba.eastmoney.com/news,002228,792438259.html",2018-11-15 09:27:41,软软弱溺
冲啊,"https://guba.eastmoney.com/news,002228,792312426.html",2018-11-14 13:30:25,冲啊
我活泼开朗,"https://guba.eastmoney.com/news,002228,792416249.html",2018-11-15 03:13:40,我记得前几天时间华北制药股价比冀中能源股价高
最近公司与台湾轮胎企业签订战略合作协议，请问,"https://guba.eastmoney.com/news,002228,792373115.html",2018-11-14 18:06:56,最近公司与台湾轮胎企业签订战略合作协议，请问
合兴包装11月14日资金揭秘,"https://guba.eastmoney.com/news,002228,792361130.html",2018-11-14 16:42:11,"





今日合兴包装主力净流入额达-766.34万元，净占比-11.70%，
其中超大单净流入额-62.26万元,净占比-0.96%，
大单净流入额-704.08万元，净占比-10.84%。







































合兴包装资金流向数据

类型	流入(万元)	流出(万元)
超大	44.95	-107.21
大单	606.11	-1310.19
中单	2575.56	-2543.08
小单	3271.37	-2537.51




资金解读





合兴包装收盘涨幅-0.56%，
其中，成交最活跃的价格分别为5.38、5.41、5.39，成交密集的手数区间分布于200-300、150-200、300-500手，中单介入居多。











成交活跃统计


9:30-15:00成交均价5.33













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
5.38	330400	55800	2.69%	0.45%
5.41	112600	108900	0.92%	0.89%
5.39	73400	127300	0.60%	1.04%
5.40	71500	37500	0.58%	0.31%
5.42	56300	0	0.46%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
200-300	230100	440900	767	1470
150-200	258300	349800	1292	1749
300-500	149900	351900	300	704
500-700	56400	108300	81	155
700-1000	161300	0	161	0




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































包装材料成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	600210	紫江企业	3.26%	3076.78万
2	300057	万顺股份	4.17%	231.92万
3	300501	海顺新材	0.37%	130.07万
4	601515	东风股份	-0.41%	116.87万
5	601968	宝钢包装	-0.24%	99.53万
18	002228	合兴包装	-0.56%	-766.34万


数据来源:东方财富






展开阅读全文"
功能定位、发展前景,"https://guba.eastmoney.com/news,002228,792003976.html",2018-11-13 03:27:14,功能定位、发展前景
昨天跑是对的,"https://guba.eastmoney.com/news,002228,792319939.html",2018-11-14 13:52:05,昨天跑是对的
垃圾原地踏步走浪费资金……,"https://guba.eastmoney.com/news,002228,792279709.html",2018-11-14 10:51:48,垃圾原地踏步走浪费资金……
看中这几天、突然想到一句话、横久必跌,"https://guba.eastmoney.com/news,002228,792254636.html",2018-11-14 09:47:58,看中这几天、突然想到一句话、横久必跌
我提出了一个问题。,"https://guba.eastmoney.com/news,002228,792237247.html",2018-11-14 08:22:00,"@共享A股 老师，此股可否介入？？？""}"" style=""display:none"">
$合兴包装(SZ002228)$@共享A股老师，此股可否介入？？？"
兰州黄河6月22日盘中涨幅达5%,"https://guba.eastmoney.com/news,002228,792216095.html",2018-11-14 01:28:18,珠峰目标价88.480元，哈哈哈，世界第一高峰!
高毅到底加仓还是减仓了？有的报道加仓，有的报道减仓，真晕,"https://guba.eastmoney.com/news,002228,791984895.html",2018-11-12 22:44:48,高毅到底加仓还是减仓了？有的报道加仓，有的报道减仓，真晕
