标题,链接,发布时间,内容
5G真的来了！[财力][护城河][牛],"https://guba.eastmoney.com/news,600522,876486617.html",2019-09-16 10:01:48,5G真的来了！
你爹！通鼎互联，今天又跑赢你了！,"https://guba.eastmoney.com/news,600522,876485609.html",2019-09-16 09:59:58,你爹！通鼎互联，今天又跑赢你了！
今曰大涨突破9.16短期必见11元,"https://guba.eastmoney.com/news,600522,876485478.html",2019-09-16 09:59:36,今曰大涨突破9.16短期必见11元
涨个几分钱都有这么多抛盘，真它妈邪事！,"https://guba.eastmoney.com/news,600522,876474121.html",2019-09-16 09:39:27,主力为何控盘在此？
跌的时候按角为单位，，涨的时候以分为单位。。。。。。哎，，无语！,"https://guba.eastmoney.com/news,600522,876473049.html",2019-09-16 09:37:32,跌的时候按角为单位，，涨的时候以分为单位。。。。。。哎，，无语！
中字头[赞][赞][赞][赞],"https://guba.eastmoney.com/news,600522,876463691.html",2019-09-16 09:06:54,中字头
问你好！请问贵公司2019年上半年，营收分产品计“光通信及网络”的营业收入是多少,"https://guba.eastmoney.com/news,600522,879063776.html",2019-09-30 08:34:44,"问你好！请问贵公司2019年上半年，营收分产品计“光通信及网络”的营业收入是多少？1季度及2季度分别是多少？另外任正非曾说5G基站将来建设回传将不需要铺设光缆，是否预示着5G基站建设对光缆的需求不高？
中天科技
中天科技：您好，公司严格按照《上海证券交易所股票上市规则》及上海证券交易所2019年半年度报告模板，披露公司2019年半年度报告。5G应用的三大场景：eMBB、uRLLC、mMTC，对5G网络提出流量海量增量、巨量的连接数，更低时延需求。一张具有稳定、高效、低成本的网络将是5G通信网络建设的必然趋势，光纤网络作为承载流量的重要载体，具有天然的优势。目前没有新的重大理论和技术突破之前，还没有其他传输载体可以替换。谢谢！
(来自上证e互动)答复时间 2019-09-30 08:34:44"
概念真多,"https://guba.eastmoney.com/news,600522,876430307.html",2019-09-15 15:41:29,概念真多
中天业绩再领跑深度布局5G股价怎无5G丰采？,"https://guba.eastmoney.com/news,600522,876411265.html",2019-09-15 00:08:22,消息称，中天业绩再领跑，深度布局5G，股价怎不具5G丰采？
感觉中天科技要启动了，拿几天看看，没准暴涨以下。,"https://guba.eastmoney.com/news,600522,876415120.html",2019-09-15 07:06:30,感觉中天科技要启动了，拿几天看看，没准暴涨以下。
中天科技今年的业绩来之不易，在几大同行公司下滑的行情中异军突起，这是多元化布局的,"https://guba.eastmoney.com/news,600522,876419963.html",2019-09-15 10:00:47,中天科技今年的业绩来之不易，在几大同行公司下滑的行情中异军突起，这是多元化布局的成绩。5G涉及的分项很多，主要看是否具有垄断性，中天的高利润看点在三季度投产的电子IP薄膜、电子铜箔及室分漏缆等产品的盈利情况，中长线看风电、大型储能、智能电网、泛在物联网的经营。说中天是下一个生益科技一点不过，它的经营布局比生益科技还強很多。至于到股价涨不涨，上涨是趋势，是大概率事件。如果要家生益科技翻几倍也不是不可能的事，这需要有象生益科技那样的大资金来掌舵，这个大智慧的机构在哪里呢？我的感觉中天科技今年有行情，但大行情在明年，随着业绩释放及5G的深入挖掘，投资者的后知后觉，中天必有到千亿市值的辉煌。
记得4月底，跟电信签照片都出来了，结果11.69直接往下去了，那次吧我坑残了，嗨,"https://guba.eastmoney.com/news,600522,876409268.html",2019-09-14 22:34:14,记得4月底，跟电信签照片都出来了，结果11.69直接往下去了，那次吧我坑残了，嗨，大家理性点吧
中天科技到底算不算5G概念,"https://guba.eastmoney.com/news,600522,876406076.html",2019-09-14 20:46:18,中天科技到底算不算5G概念
我想知道这个对中天有没有影响，有什么影响？,"https://guba.eastmoney.com/news,600522,876377963.html",2019-09-14 00:27:41,我想知道这个对中天有没有影响，有什么影响？
