标题,链接,发布时间,内容
长线持有福田汽车，想卖的傻子快卖,"https://guba.eastmoney.com/news,600166,789970195.html",2018-10-31 10:47:18,"长线持有福田汽车，想卖的傻子快卖
"
人家不要宝沃啦！到二级市场买宝沃的爸爸啦！可以吗？,"https://guba.eastmoney.com/news,600166,789969687.html",2018-10-31 10:45:48,人家不要宝沃啦！到二级市场买宝沃的爸爸啦！可以吗？
福田员工快抢，1.9加油。还不知发生什么事？加油。嘻。,"https://guba.eastmoney.com/news,600166,789967306.html",2018-10-31 10:39:12,福田员工快抢，1.9加油。还不知发生什么事？加油。嘻。
持有福田的真是作孽啊，下跌时从不落后，上涨时永远都跟不上，持有福田的股友心理承受,"https://guba.eastmoney.com/news,600166,788003555.html",2018-10-19 14:33:55,持有福田的真是作孽啊，下跌时从不落后，上涨时永远都跟不上，持有福田的股友心理承受能力不是一般的强啊！服了！
庄家作死节奏啊,"https://guba.eastmoney.com/news,600166,789966215.html",2018-10-31 10:36:24,哎。
宝沃挂牌转让消息早出来，傻子们都没看到吗？,"https://guba.eastmoney.com/news,600166,789968358.html",2018-10-31 10:42:07,"宝沃挂牌转让消息早出来，傻子们都没看到吗？
"
现在是买的时候，等消息确定，就买不进！！,"https://guba.eastmoney.com/news,600166,789968023.html",2018-10-31 10:41:17,现在是买的时候，等消息确定，就买不进！！
北汽打的好算盘，宝沃技术预研数年，前后投入不下百亿，现在竟然以四十亿不到贱卖。桃,"https://guba.eastmoney.com/news,600166,787557017.html",2018-10-17 22:17:54,"北汽打的好算盘，宝沃技术预研数年，前后投入不下百亿，现在竟然以四十亿不到贱卖。桃子熟了，有人来摘桃。
如果宝沃失败，由股民买单。如果市场打开，就把福田所有优质资产打包注入宝沃，然后贱卖给大股东。既然知道现在要卖为什么在一个月前还猴急的注入优质资产(而且当时资产评估价格明显低估)。吃像太难看了。
把股民当冤大头啊。"
福田汽车：拟转让北京宝沃67%股权,"https://guba.eastmoney.com/news,600166,785410065.html",2018-10-08 19:14:14,"来源：证券时报
　　福田汽车(600166)10月8日晚间公告，公司拟在北京产权交易所预挂牌转让持有的全资子公司北京宝沃67%股权。截至8月31日，北京宝沃欠公司借款金额为42.71亿元。受让方应同意股权转让完成之日起3年内偿还上述全部借款。受让方应对上述全部借款提供公司认可的合法有效担保。截至8月31日，公司为北京宝沃及其子公司提供的全部担保金额为60.18亿元，受让方应对公司全部担保提供公司认可的合法有效反担保。

（来源：证券时报 2018-10-08 19:13）[点击查看原文]"
这票怎么那么猛,"https://guba.eastmoney.com/news,600166,789967520.html",2018-10-31 10:39:47,这票怎么那么猛
据悉，5毛已受重罚，因未有效阻止散户抢筹,"https://guba.eastmoney.com/news,600166,789967702.html",2018-10-31 10:40:21,"据悉，5毛已受重罚，因未有效阻止散户抢筹
"
靠！凤凰又有得瑟的本钱了，宝钛亲王7连阳，厉害呀！[赞][赞][赞][牛][牛],"https://guba.eastmoney.com/news,600166,789582456.html",2018-10-29 14:59:10,靠！凤凰又有得瑟的本钱了，宝钛亲王7连阳，厉害呀！
