标题,链接,发布时间,内容
就是现在,"https://guba.eastmoney.com/news,601766,693897081.html",2017-08-18 13:29:42,跟上养老金的步伐
买入刚刚启动的中国磷矿龙头兴发集团。,"https://guba.eastmoney.com/news,601766,693894402.html",2017-08-18 13:24:46,买入中国磷矿龙头兴发集团。
"青山遮不住,毕竟东流去。江晚正愁余,山深闻鹧鸪。","https://guba.eastmoney.com/news,601766,693883335.html",2017-08-18 12:47:20,"青山遮不住,毕竟东流去。江晚正愁余,山深闻鹧鸪。"
昨天公司掩护主力低吸,"https://guba.eastmoney.com/news,601766,693794709.html",2017-08-18 09:09:23,昨天公司掩护主力低吸
没有入灵车的千万不要进来当炮灰,"https://guba.eastmoney.com/news,601766,693841214.html",2017-08-18 10:53:21,没有入灵车的千万不要进来当炮灰
下午跳水,"https://guba.eastmoney.com/news,601766,693873162.html",2017-08-18 12:01:29,下午跳水
看这B走势还有脸掺合联通？一直往西走才是灵车的终点！,"https://guba.eastmoney.com/news,601766,693866260.html",2017-08-18 11:42:13,看这B走势还有脸掺合联通？一直往西走才是灵车的终点！
中车，完成资金募集，，使命完成了，股价也僵化了，,"https://guba.eastmoney.com/news,601766,693866215.html",2017-08-18 11:41:42,中车，完成资金募集，，使命完成了，股价也僵化了，
拉升时间尚不成熟，从周线、月线上看很完美！（必先挖坑后再拉升）,"https://guba.eastmoney.com/news,601766,693810302.html",2017-08-18 09:50:45,耐心等！
孤单而寂寞的中国中车：何时何地才是你的起点！,"https://guba.eastmoney.com/news,601766,693860006.html",2017-08-18 11:29:27,"[不屑] 沉沦寡言事不关己高高挂起，这就是当今中国中车股价最好的解言。
一个高速发达的时代有着一个高速发展企业，在日新月异的全球竞争中已经具有雄厚实力的中国中车；也已经在世界各地崭露头角并纵横天下。
然而，她的股价却默默无闻，流离于一条直线；难道说动车是笔直的那么股价也该是笔直的吗！真让我怀疑人生。
也许是我多虑了，也许是时机未到；是不是像股票秘籍所言的：横的多久竖起来就有多高！但愿这是真理，也是鄙人最后的救命稻草。
战股飘飘：祝中国中车好运，祝大家好运。（股市感想、谢谢观赏）"
