标题,链接,发布时间,内容
出什么事啦？这样跌[亏大了][亏大了][亏大了][亏大了][亏大了],"https://guba.eastmoney.com/news,601011,884560209.html",2019-11-05 10:24:37,出什么事啦？这样跌
压多点主力，给我一有钱吃多点爽多点[鼓掌],"https://guba.eastmoney.com/news,601011,882234890.html",2019-10-24 10:00:42,压多点主力，给我一有钱吃多点爽多点
方大很暴力阿[鼓掌],"https://guba.eastmoney.com/news,601011,876571218.html",2019-09-16 14:26:54,方大很暴力阿
跌停喽，哈哈，我的4.40又套里了[大笑],"https://guba.eastmoney.com/news,601011,884560816.html",2019-11-05 10:25:33,跌停喽，哈哈，我的4.40又套里了
快跌停了，这股危险了,"https://guba.eastmoney.com/news,601011,884561383.html",2019-11-05 10:26:24,快跌停了，这股危险了
庄家你就忘记我存在就行了[鼓掌],"https://guba.eastmoney.com/news,601011,878898303.html",2019-09-27 14:51:31,庄家你就忘记我存在就行了
人家涨成妖，你却跌成狗，呵呵。,"https://guba.eastmoney.com/news,601011,884560242.html",2019-11-05 10:24:40,人家涨成妖，你却跌成狗，呵呵。
4.21买一点,"https://guba.eastmoney.com/news,601011,884559844.html",2019-11-05 10:24:07,4.21买一点
居然到了这种时候了，割！！！哎！！！第一次觉得疼！,"https://guba.eastmoney.com/news,601011,884560214.html",2019-11-05 10:24:38,居然到了这种时候了，割！！！哎！！！第一次觉得疼！
宝宝厉害，继续杀。,"https://guba.eastmoney.com/news,601011,884559726.html",2019-11-05 10:23:56,宝宝厉害，继续杀。
深不见底的垃圾！,"https://guba.eastmoney.com/news,601011,884559284.html",2019-11-05 10:23:19,深不见底的垃圾！
跌停加百分之三十,"https://guba.eastmoney.com/news,601011,884559507.html",2019-11-05 10:23:37,跌停加百分之三十
现在股吧里还有三大高手。地瓜高手，土豆高手，旭日高手，三剑客[大笑],"https://guba.eastmoney.com/news,601011,884533886.html",2019-11-05 09:48:31,现在股吧里还有三大高手。地瓜高手，土豆高手，旭日高手，三剑客
快挂板,"https://guba.eastmoney.com/news,601011,884556988.html",2019-11-05 10:20:22,快挂板
什么公司！混蛋！,"https://guba.eastmoney.com/news,601011,884557342.html",2019-11-05 10:20:53,什么公司！混蛋！
这肯定日了狗了！,"https://guba.eastmoney.com/news,601011,884554810.html",2019-11-05 10:17:30,这肯定日了狗了！
4.99买，4.84割，好险,"https://guba.eastmoney.com/news,601011,884553690.html",2019-11-05 10:16:04,4.99买，4.84割，好险
无底洞了[滴汗],"https://guba.eastmoney.com/news,601011,884556034.html",2019-11-05 10:19:10,无底洞了
明天能不能超跌反包？谁能告诉我,"https://guba.eastmoney.com/news,601011,884555902.html",2019-11-05 10:18:59,明天能不能超跌反包？谁能告诉我
盘子大，业绩差，企业没前景，技术落后！走上破净之路！,"https://guba.eastmoney.com/news,601011,884555081.html",2019-11-05 10:17:54,盘子大，业绩差，企业没前景，技术落后！走上破净之路！
血本无归不看了,"https://guba.eastmoney.com/news,601011,884553170.html",2019-11-05 10:15:19,　现在已经跌去30%多了 不能看了　这回融资盘 质押股着急了　爆仓在即　接下来不管发生啥都不看了　就当2万块亏光了　上班去
到底有多低？,"https://guba.eastmoney.com/news,601011,884553167.html",2019-11-05 10:15:19,到底有多低？
有没有出来给个说法的这股怎么会这样,"https://guba.eastmoney.com/news,601011,884554304.html",2019-11-05 10:16:50,有没有出来给个说法的这股怎么会这样
你们买呀，补仓呀，真是服了，越补仓越买只会让狗庄受益啊，你们越补越远越补越深，已,"https://guba.eastmoney.com/news,601011,884552483.html",2019-11-05 10:14:26,你们买呀，补仓呀，真是服了，越补仓越买只会让狗庄受益啊，你们越补越远越补越深，已跌成狗了，败在这些补仓的人身上
这股票玩完了？咋回事？有没有什么消息？,"https://guba.eastmoney.com/news,601011,884552284.html",2019-11-05 10:14:13,这股票玩完了？咋回事？有没有什么消息？
跌停的节奏！,"https://guba.eastmoney.com/news,601011,884559599.html",2019-11-05 10:23:44,跌停的节奏！
你要是跌停，全部票给你,"https://guba.eastmoney.com/news,601011,884548454.html",2019-11-05 10:09:27,
看看山煤国际。冬季供煤季！,"https://guba.eastmoney.com/news,601011,884550387.html",2019-11-05 10:11:44,看看山煤国际。冬季供煤季！
老乡别跑,"https://guba.eastmoney.com/news,601011,884549602.html",2019-11-05 10:10:58,马上就涨了，老乡别跑
买买买,"https://guba.eastmoney.com/news,601011,884538513.html",2019-11-05 09:55:08,机构最后挖坑，不买后悔一辈子
落后产能,"https://guba.eastmoney.com/news,601011,884549846.html",2019-11-05 10:11:19,落后产能
没最低，只更低，千万别买，放狗跑路！！,"https://guba.eastmoney.com/news,601011,884549856.html",2019-11-05 10:11:20,没最低，只更低，千万别买，放狗跑了
中国宝安将带头暴涨,"https://guba.eastmoney.com/news,601011,884547442.html",2019-11-05 10:08:04,石墨烯板块将暴涨
死逼宝泰隆[傲],"https://guba.eastmoney.com/news,601011,884544563.html",2019-11-05 10:04:07,死逼宝泰隆
什么利空阿，天纳,"https://guba.eastmoney.com/news,601011,884548964.html",2019-11-05 10:10:06,什么利空阿，天纳
还好5.1割肉了妈蛋没走就要亏近20个点了,"https://guba.eastmoney.com/news,601011,884548959.html",2019-11-05 10:10:06,还好5.1割肉了 妈蛋没走就要亏近20个点了
无力反抗，一分钟向上，但三十分钟向下。背驰应卖,"https://guba.eastmoney.com/news,601011,884548802.html",2019-11-05 10:09:54,无力反抗，一分钟向上，但三十分钟向下。背驰应卖
