标题,链接,发布时间,内容
东华能源福基石化，干燥工作已经接近尾声，预计本周日能投料了！,"https://guba.eastmoney.com/news,002221,565283474.html",2016-11-04 11:58:04,东华能源福基石化，干燥工作已经接近尾声，预计本周日能投料了！
恶庄确实在做短线，今天短线资金撤退1,"https://guba.eastmoney.com/news,002221,584814547.html",2017-01-03 14:41:14,春节前不会有大的起色了！
阳痿,"https://guba.eastmoney.com/news,002221,584778217.html",2017-01-03 13:31:33,阳痿
好机会跑，月线下降通道,"https://guba.eastmoney.com/news,002221,584719590.html",2017-01-03 10:45:49,好机会跑，月线下降通道
关注质地优良、涨幅小且暴跌的次新股,"https://guba.eastmoney.com/news,002221,584552459.html",2017-01-02 17:09:43,12月26日国家队判断跌140点左右
卧槽，玩新花样了,"https://guba.eastmoney.com/news,002221,584201280.html",2016-12-30 16:09:20,玩尾盘拉了？看你周二怎么玩
《000933  ST神火 2017年 股价翻3倍！》,"https://guba.eastmoney.com/news,002221,584161492.html",2016-12-30 14:28:08,《000933 ST神火 2017年 股价翻3倍！》 1.年报盈利摘帽！2.去产能收到国家巨额不补助！3.打赢潞安环能官司！4.公司变更为有色金属板块 公司名称发生改变！
11.97--11.44安心建仓，我又回来了,"https://guba.eastmoney.com/news,002221,583587217.html",2016-12-28 21:53:26,11.97--11.44安心建仓，我又回来了
华锦股份、卫星石化、海越股份的上涨遏制了东华的下行空间，恶庄逆市而动的卑鄙手法遭遇彻底失败！,"https://guba.eastmoney.com/news,002221,583789602.html",2016-12-29 13:20:23,玩来玩去玩自己！
东华能源股份有限公司投资者关系活动记录表,"https://guba.eastmoney.com/news,002221,564577744.html",2016-11-02 17:23:26,"
东华能源股份有限公司投资者关系活动记录表
编号：2016-007
投资者关系活动类别

特定对象调研 分析师会议
媒体采访 业绩说明会
新闻发布会 路演活动
现场参观
其他 （请文字说明其他活动内容）
参与单位名称及人员姓名
1、申万宏源，研究员：谢建斌
2、 平安养老，研究员：王晓林
3、 上海人寿保险，投资经理：董亮等
时间
2016年11月1日上午10点到12点
地点
公司南京管理总部会议室
上市公司接待人员姓名
公司实际控制人王铭祥、董秘陈圆圆等
投资者关系活动主要内容介绍

研究员及投资者分别对宁波福基项目（一期）情况、LPG贸易业务和公司核心竞争力等相关情况进行了询问和了解，公司与其进行了沟通与解答。与会人员对调研承诺书的内容也进行了签字承诺。主要交流问题如下：
1、宁波福基项目（一期）进展如何？
答：宁波福基项目（一期）经各建设单位和全体员工的共同努力下，目前已进入投料试车阶段，聚丙烯装置全部试车完毕，反应器已装好种子料，完全满足投料的条件；PDH精馏部分试车全部完毕，系统的露点已完全满足进料条件；PDH露点合格后即可投料继续升温，一切顺利的话近期能出产品。
宁波福基项目（一期）是公司烷烃资源综合利用战略规划的第二个重大投资项目，对实现烷烃资源产业链区域布局起到承上启下的关键作用，是公司新材料产业整体布局的重要一环。将进一步完善公司区域产业布局和丰富产品结构，扩大在丙烯和聚丙烯市场的产能规模和市场占有率，增强区域协同效应和抗风险能力，同时规模效应下公司盈利能力也将得到逐步加强。
宁波福基项目（一期）PDH装置沿用了张家港项目的工艺技术，一方面可提高宁波项目的装置安装及调试效率，有利于项目技术方案的改进和优化；另一方面在项目管理上借鉴了扬子江项目的经验，将会整体提升对整个项目的运营管理水平。同时宁波福基项目将会充分利用国际技术力量，加强与国际先进技术方合作力度，力求在多元共聚等高端聚丙烯材料上实现突破，打造高端新材料竞争优势。

2、2016年全球LPG贸易市场的变化以及公司如何积极应对？
答：2016年全球LPG贸易市场出现了不少变化，由于中东与北美货源在远东市场的激烈竞争，表现在LPG市场价格波动的收窄，由于LPG价格波动的幅度减小，对国际贸易的赢利水平产生一定影响。在这种情况下，要求我们的国际贸易团队需充分运用更先进和灵活的贸易手段去减化这种不利影响，积极研判市场行情变化趋势，调动地区市场的积极因素，在不同货源体系当中找到贸易利差空间。所以整体看来，2016年全球LPG贸易市场存在一定困难与挑战，但我们有一支业务能力强、经验丰富的国际贸易运营团队，相信随着LPG市场供需再平衡以及长约货源定价机制的理性回归，将会推动公司的贸易业务发展和有利于提高烷烃资源综合利用项目持续竞争优势。

3、公司近期的工作重心是什么？展望公司发展的战略思路？
答：公司近期的工作重心是：第一、提高两个项目的运营管理水平。随着宁波福基项目（一期）的投料试车，公司两套装置的产量将会逐渐释放，接下来工作重点将会针对两项目，加强生产管理，确保装置稳定、连续运营，强化成本控制力度，不断优化工艺流程，装置优化操作，科学合理地持续提升设备负荷。第二、持续强化安全管理。要始终贯彻以“零重大生产安全事故”为安全目标，将继续完善安全制度和体系建设，持续强化安全宣传教育，提高全员安全意识，确保所有项目和生产单元高标准安全运营。第三、完善治理结构，加强人才队伍梯度建设。
展望公司发展的战略思路：第一、随着LPG贸易业务近年来的迅速发展，公司将以传统LPG贸易业务为基础，以烷烃资源综合利用项目为驱动力，通过大贸易、大库容、大船队、大生产的融合，实现对国际能源的深度掌控和物流贸易效率的提升，更进一步形成对烷烃资源的深度掌握，形成地区定价权或话语权。第二、利用公司在国际贸易供应链当中的核心地位，实现贸融结合，提升对整个供应链的综合控制力，将创新战略思维，深度探索供应链金融业务，打造“贸易、制造、金融三维一体”的格局。第三、在放大LPG贸易量的同时，保持对供应链体系当中上、下游优质资源的关注，积极研判行业优质资源，通过吸收、投资、合作等方式加强行业内优质资产的配置、优化整合，提高行业的综合竞争力，以烫平供应链环节上的波动风险。第四、紧紧围绕战略性、基础性新材料产业，深度耕耘，加大研发投入，以高端聚丙烯材料如3D打印基料母料为方向，增强公司核心竞争力。
展开阅读全文"
