标题,链接,发布时间,内容
美丽生态可以喝点蒙草生态汤了?,"https://guba.eastmoney.com/news,000010,628438479.html",2017-04-13 19:22:35,美丽生态可以喝点蒙草生态汤了?
美丽生态:比一比:蒙草生态:股价比一比行不?,"https://guba.eastmoney.com/news,000010,618627143.html",2017-03-18 19:20:42,美丽生态:比一比:蒙草生态:股价比一比行不?
蒙草生态的合同干不了了?分包转让给美丽生态吧了?什么套路?,"https://guba.eastmoney.com/news,000010,628431212.html",2017-04-13 19:00:03,蒙草生态的合同干不了了?分包转让给美丽生态吧了?什么套路?
放心，有大神进入，下午会让你体验过山车的刺激！大神感谢！,"https://guba.eastmoney.com/news,000010,628192634.html",2017-04-13 10:30:37,放心，有大神进入，下午会让你体验过山车的刺激！大神感谢！
7以下放心买,"https://guba.eastmoney.com/news,000010,628364368.html",2017-04-13 15:47:45,7以下放心买
一个低开套一群,"https://guba.eastmoney.com/news,000010,628339150.html",2017-04-13 14:54:04,一个低开套一群
案子已了决起动在望，准备吧,"https://guba.eastmoney.com/news,000010,628334874.html",2017-04-13 14:48:15,案子已了决起动在望，准备吧
美丽绿生态,"https://guba.eastmoney.com/news,000010,628318781.html",2017-04-13 14:23:48,美丽绿生态
环保的此时不啦！一辈子都不要想啦,"https://guba.eastmoney.com/news,000010,628315040.html",2017-04-13 14:18:52,环保的此时不啦！一辈子都不要想啦
美丽每次发布利好都是出货良机！,"https://guba.eastmoney.com/news,000010,628311344.html",2017-04-13 14:13:08,美丽每次发布利好都是出货良机！
立案调查这点事都几个月了 还没有调查完呢 就这效率也该查查自己,"https://guba.eastmoney.com/news,000010,628308084.html",2017-04-13 14:09:35,立案调查这点事都几个月了 还没有调查完呢 就这效率也该查查自己
这货废物一个,"https://guba.eastmoney.com/news,000010,628302668.html",2017-04-13 14:00:23,这货废物一个
大盘那么红，美丽没可能绿,"https://guba.eastmoney.com/news,000010,628195271.html",2017-04-13 10:35:01,大盘那么红，美丽没可能绿
伙伴们快上车，下午战斗机要起飞了[加油],"https://guba.eastmoney.com/news,000010,628210382.html",2017-04-13 10:55:16,伙伴们快上车，下午战斗机要起飞了
为什么没在美丽中国板块？？？？,"https://guba.eastmoney.com/news,000010,628234509.html",2017-04-13 11:31:44,为什么没在美丽中国板块？？？？
公司应该申请冻结王仁年股票！强制兑现业绩承诺,"https://guba.eastmoney.com/news,000010,628162645.html",2017-04-13 09:53:00,公司应该申请冻结王仁年股票！强制兑现业绩承诺
这货又要回到6时代了,"https://guba.eastmoney.com/news,000010,628232526.html",2017-04-13 11:27:41,这货又要回到6时代了
江西贵州纳入国家生态文明试验区 美丽中国概念,"https://guba.eastmoney.com/news,000010,628216662.html",2017-04-13 11:04:58,一一一金猴。即将腾跃飞上树一一
时间？空间？看看！！,"https://guba.eastmoney.com/news,000010,628223448.html",2017-04-13 11:14:34,"1、中国网财经4月13日讯
国家发改委今日就宏观经济运行情况举行新闻发布会。发改委政策研究室主任兼新闻发言人严鹏程表示，2016年下半年以来，PPP项目落地速度明显加快。据市场机构统计，截至2017年3月底，已公布社会资本方中标人的PPP项目达到2579个，其中约52%是在2016年7月以来落地的。
严鹏程还表示，越来越多的民营企业参与PPP项目，涌现出一批民营公司代表。据有关研究机构统计，民营企业2016年共有724个项目单独或者作为联合体牵头人中标，占总落地项目数量的51%。与国有企业相比，民营企业在中标的PPP项目个数上具有优势，但民营企业的投资规模占比相对较小，主要是投资规模在10亿元以下的小型PPP项目，投资规模大、回收期长的高速公路、轨道交通等重大基础设施项目参与较少。
严鹏程称造成这种现象的原因有两方面：一是民营企业资金实力相对较弱，参与投资规模大的PPP项目时容易受约束；二是PPP项目多为传统基础设施项目，以往民营企业参与这类项目不多，无论管理、技术、运营等相关经验和能力都有所欠缺。“但是，这种局面也正在发生积极的变化。”严鹏程称。


2、证券时报网（www.stcn.com）04月13日讯
发改委政策研究室主任严鹏程4月13日在新闻发布会上表示，今年2月发改委增补了旅游休闲重大工程包，重大工程包数目达到了13个。预期目标是，通过实施这个为期5年的工程包，全国旅游直接投资年均增长20%，旅游消费总额达到7万亿，旅游业对国民经济增长的综合贡献超过10%，旅游就业总量达到5000万人，旅游业就业对社会就业贡献率超过10%，每年约200万贫困人口通过发展旅游实现精准脱贫。"
长江证券又被查了，证监会真好。美丽生态快点退市吧,"https://guba.eastmoney.com/news,000010,628204063.html",2017-04-13 10:47:48,长江证券又被查了，证监会真好。美丽生态快点退市吧
成交量放大是好事[微笑],"https://guba.eastmoney.com/news,000010,628203881.html",2017-04-13 10:46:02,成交量放大是好事
振英香港长官下周将率团考察粤港澳大湾区多个城市、就粤港澳大湾区发展事宣向国家发展,"https://guba.eastmoney.com/news,000010,628017091.html",2017-04-12 22:42:48,振英香港长官下周将率团考察粤港澳大湾区多个城市、就粤港澳大湾区发展事宣向国家发展和改革委员会提交意见
从盘口看，卖出的大单不断，股价却没有持续下跌，只是在低位徘徊，庄家在利用利空消息,"https://guba.eastmoney.com/news,000010,628193891.html",2017-04-13 10:33:07,从盘口看，卖出的大单不断，股价却没有持续下跌，只是在低位徘徊，庄家在利用利空消息，砸盘，低位吃货，大家不要为暂时的破位吓跑，现在是黎明前的黑暗，坚持就是胜利！
看来真的要退市了,"https://guba.eastmoney.com/news,000010,628162977.html",2017-04-13 09:53:01,熊熊熊，跌跌跌，庄死了。
这股是不是要重回ST的节奏啊,"https://guba.eastmoney.com/news,000010,628163368.html",2017-04-13 09:52:36,这股是不是要重回ST的节奏啊
底抄的妙,"https://guba.eastmoney.com/news,000010,628179623.html",2017-04-13 10:14:00,底抄的妙
000010兴华融搜索（深圳）有限公司，私募神话:二级市场资产委托管理。我们投资,"https://guba.eastmoney.com/news,000010,628178148.html",2017-04-13 10:12:20,000010兴华融搜索（深圳）有限公司，私募神话:二级市场资产委托管理。我们投资的理念是坚守价值投资策略，利用长期修正的估值模型 评估企业股票的合理价格，然后在市场评估安全边际高的企业股票，买入并长期持有，获得企业的价值回归带来的稳定与发展。
今天进了10000股赌一把,"https://guba.eastmoney.com/news,000010,628176290.html",2017-04-13 10:08:42,看看明天能怎么样
亏大了！,"https://guba.eastmoney.com/news,000010,628175284.html",2017-04-13 10:08:25,亏大了！
今天我买进10000股赌一把看看，,"https://guba.eastmoney.com/news,000010,628175285.html",2017-04-13 10:07:36,分批进的
这是干啥了？,"https://guba.eastmoney.com/news,000010,628173670.html",2017-04-13 10:07:11,这是干啥了？
董事长与总经理,"https://guba.eastmoney.com/news,000010,628174265.html",2017-04-13 10:07:08,自2016年下半年的股东大会，我就没看到这两位出席过，即便是董事会议也都是通讯方式召开，这在上市公司中也算绝无仅有了，目前推测该二人应该不在国内，不是躲避债主，就是躲避证监会的监察机构，就这种方式和行为，将给监管机构的调查带来重重阻力，也将拖延调查进程；也对解决各方债务和问题难上加难，最终将直接影响美丽生态的经营业绩，进而影响广大股东的利益。
难道逆市重回6元？,"https://guba.eastmoney.com/news,000010,628159331.html",2017-04-13 09:48:36,难道逆市重回6元？
嗯，走的不错。,"https://guba.eastmoney.com/news,000010,628158645.html",2017-04-13 09:45:57,挺好的。
今天会跌停么,"https://guba.eastmoney.com/news,000010,628162239.html",2017-04-13 09:51:35,今天会跌停么
国家队进厂,"https://guba.eastmoney.com/news,000010,627939283.html",2017-04-12 19:42:42,国家队进厂
香港特区行政长官梁振英下周将率团考察粤港澳大湾区多个城市，预计6月底前，就大湾区,"https://guba.eastmoney.com/news,000010,628129573.html",2017-04-13 08:45:11,香港特区行政长官梁振英下周将率团考察粤港澳大湾区多个城市，预计6月底前，就大湾区规划发展事宜向国家发展和改革委员会提交意见。
希望调查组能早日公布结果，好好的一支股被调查成什么样了，连续重大利好都不涨。,"https://guba.eastmoney.com/news,000010,628120384.html",2017-04-13 08:08:52,希望调查组能早日公布结果，好好的一支股被调查成什么样了，连续重大利好都不涨。
八块支撑,"https://guba.eastmoney.com/news,000010,628079900.html",2017-04-13 03:56:06,最后一次奉告~刚刚！白银有色今天是需买还是该
雄安新区，离不开中心区绿化工程一一一一美丽生态,"https://guba.eastmoney.com/news,000010,628074989.html",2017-04-13 03:15:53,雄安新区，离不开中心区绿化工程一一一一美丽生态
粤港澳大湾区即将出现，要成为全球第一湾，离不开中心区绿化工程一一一一美丽生态,"https://guba.eastmoney.com/news,000010,628074516.html",2017-04-13 03:12:22,粤港澳大湾区即将出现，要成为全球第一湾，离不开中心区绿化工程一一一一美丽生态
恭喜昨天买入000010美丽生态的朋友们，排名深市前10的美丽生态，与30019,"https://guba.eastmoney.com/news,000010,627484549.html",2017-04-11 21:57:25,恭喜昨天买入000010美丽生态的朋友们，排名深市前10的美丽生态，与300197铁汉生态，300355蒙草生态共同打造美丽中国，PPP，牛牛牛!
这位淡泊明志,"https://guba.eastmoney.com/news,000010,628025478.html",2017-04-12 23:05:36,这位淡泊明志
明天再买都晚了，明天早盘不太好，午盘后就起来了，今天不买，往后再也别买了，只有一,"https://guba.eastmoney.com/news,000010,627438027.html",2017-04-11 20:07:07,明天再买都晚了，明天早盘不太好，午盘后就起来了，今天不买，往后再也别买了，只有一
还有没有小散在啊，我买得不多。,"https://guba.eastmoney.com/news,000010,627867967.html",2017-04-12 16:52:17,"曾经在牛市中我重仓股，当然不是美丽生态。我赚了70%没有卖，最后股灾时赔了30%，当然也没卖，还是原价卖了。
这让我深深明白一个道理。所谓的价值投资就是屎。"
我的世界都是阳光哪怕在冬季,"https://guba.eastmoney.com/news,000010,627921678.html",2017-04-12 19:02:52,我的世界都是阳光哪怕在冬季
这个时候放出6000亿退出股市，造谣者该受何法律,"https://guba.eastmoney.com/news,000010,627909266.html",2017-04-12 18:30:57,军工行情可期，关注折价标的150182
美丽生态还没调整到位。哪一天放了倍量柱。三天不破。那一天有可能是起点。,"https://guba.eastmoney.com/news,000010,627361977.html",2017-04-11 16:53:59,美丽生态还没调整到位。哪一天放了倍量柱。三天不破。那一天有可能是起点。
你丫应该叫垃圾生态 狗庄弱爆了！,"https://guba.eastmoney.com/news,000010,619691196.html",2017-03-22 10:11:43,"你丫应该叫垃圾生态
狗庄弱爆了！"
会不会退市啊，怎么还没有结果？,"https://guba.eastmoney.com/news,000010,627831028.html",2017-04-12 15:28:36,美丽生态会不会退市啊，怎么还没有结果？
跌得太少了，补不出来差价。,"https://guba.eastmoney.com/news,000010,620728725.html",2017-03-24 13:43:47,我就看着你装+
看样子公司违规很严重！马拉松式~,"https://guba.eastmoney.com/news,000010,627823169.html",2017-04-12 15:13:26,最多还是点罚款，表示一下工作成绩！
明天去补仓抄底300292,"https://guba.eastmoney.com/news,000010,627818408.html",2017-04-12 15:04:20,明天去补仓抄底300292
真是谁来套谁呀！刚入了7000多股转眼就套住了。,"https://guba.eastmoney.com/news,000010,627815004.html",2017-04-12 15:00:21,真是谁来套谁呀！刚入了7000多股转眼就套住了。
主力出逃成功。,"https://guba.eastmoney.com/news,000010,627804710.html",2017-04-12 14:45:10,主力出逃成功。
赶紧跑太他妈嘿人了[滴汗][滴汗][滴汗],"https://guba.eastmoney.com/news,000010,627804511.html",2017-04-12 14:44:56,赶紧跑太他妈嘿人了
呼叫万手哥。,"https://guba.eastmoney.com/news,000010,627750982.html",2017-04-12 13:30:13,呼叫万手哥。
我进一点，希望明天赚两包烟,"https://guba.eastmoney.com/news,000010,627794273.html",2017-04-12 14:32:45,我进一点，希望明天赚两包烟
怎么感觉买的比卖的还多，为什么你还跌呢？,"https://guba.eastmoney.com/news,000010,627793914.html",2017-04-12 14:30:31,怎么感觉买的比卖的还多，为什么你还跌呢？
看不懂走了！挣两包烟抽抽,"https://guba.eastmoney.com/news,000010,627788267.html",2017-04-12 14:23:11,看不懂走了！挣两包烟抽抽
都金叉了，没什么可怕的，坚定持有,"https://guba.eastmoney.com/news,000010,627752295.html",2017-04-12 13:32:42,都金叉了，没什么可怕的，坚定持有
收盘上涨2个点,"https://guba.eastmoney.com/news,000010,627744893.html",2017-04-12 13:21:30,收盘上涨2个点
