标题,链接,发布时间,内容
在拉上证300救市,"https://guba.eastmoney.com/news,600733,238673608.html",2016-01-05 09:35:35,在拉上证300，国家队在救市。
S前锋，你太不够意思了，阵前竟然倒戈相向，叛变了，这么急着趴地板上干嘛？,"https://guba.eastmoney.com/news,600733,238342661.html",2016-01-04 11:40:47,S前锋，你太不够意思了，阵前竟然倒戈相向，叛变了，这么急着趴地板上干嘛？
前锋前几天出利空消息都不跌停，今天居然跌停了，奇葩！,"https://guba.eastmoney.com/news,600733,238317946.html",2016-01-04 11:00:14,前锋前几天出利空消息都不跌停，今天居然跌停了，奇葩！
"虽然我离开，但依然关注600733,希望没有让我抄底这一天！无奈资金有限不可再持","https://guba.eastmoney.com/news,600733,238206460.html",2016-01-03 21:44:14,"虽然我离开，但依然关注600733,希望没有让我抄底这一天！无奈资金有限不可再持有，现重仓德力股份,希望能和广州思创重组成功！两个股齐发力！"
我虽已离开，但依然祝福大家，一本万利，祝福大家持股有道！,"https://guba.eastmoney.com/news,600733,238050170.html",2016-01-02 09:20:54,我虽已离开，但依然祝福大家，一本万利，祝福大家持股有道！
流通股第一大股东持股都不到10000手，剧然还有股东吹牛持有80000手！,"https://guba.eastmoney.com/news,600733,238203990.html",2016-01-03 21:23:52,流通股第一大股东持股都不到10000手，剧然还有股东吹牛持有80000手！
新年快乐！股票飘红！发发发！！大家有什么新年愿望呢？,"https://guba.eastmoney.com/news,600733,237930691.html",2016-01-01 00:10:00,新年快乐！股票飘红！发发发！！大家有什么新年愿望呢？
要是。。就好了,"https://guba.eastmoney.com/news,600733,237980870.html",2016-01-01 14:04:39,中概股回归，对好
祝福锋友们2016年有个好收成！心想事成，行天下之道鸿运畅开，聚四海之财福缘广聚,"https://guba.eastmoney.com/news,600733,237932363.html",2016-01-01 00:31:49,祝福锋友们2016年有个好收成！心想事成，行天下之道鸿运畅开，聚四海之财福缘广聚！
今天在涨停板抢进了两万股，呵呵，不知道是福是祸,"https://guba.eastmoney.com/news,600733,237814757.html",2015-12-31 14:29:24,今天在涨停板抢进了两万股，呵呵，不知道是福是祸
佳通都超过了七月十三号的高位，相对前锋的价位是56块，差距咋这么大，还在我都有一,"https://guba.eastmoney.com/news,600733,237664976.html",2015-12-31 09:50:45,佳通都超过了七月十三号的高位，相对前锋的价位是56块，差距咋这么大，还在我都有一点。
佳通都涨停了，坐等S前锋飙升！,"https://guba.eastmoney.com/news,600733,237669323.html",2015-12-31 09:56:41,佳通都涨停了，坐等S前锋飙升！
预计年报后才考虑停牌,"https://guba.eastmoney.com/news,600733,239102968.html",2016-01-06 11:44:02,注册制大约6月份可以真正实施 年报利空 借机洗盘应该到20左右 这样的价格对大股东比较有利
马甲换来换去，还是几个人，烦不烦啊你们，到底是什么目的，谁雇你们的，能否消停些！,"https://guba.eastmoney.com/news,600733,239329682.html",2016-01-07 01:45:45,马甲换来换去，还是几个人，烦不烦啊你们，到底是什么目的，谁雇你们的，能否消停些！
真是38.,"https://guba.eastmoney.com/news,600733,239151566.html",2016-01-06 13:54:09,真是38.
等股改真累,"https://guba.eastmoney.com/news,600733,239040829.html",2016-01-06 10:07:21,等股改真累
39.8,"https://guba.eastmoney.com/news,600733,239037564.html",2016-01-06 10:02:15,收盘
还是走吧！这烂泥扶不上墙！！！,"https://guba.eastmoney.com/news,600733,238733434.html",2016-01-05 11:18:22,还是走吧！这烂泥扶不上墙！！！
走四步！！！,"https://guba.eastmoney.com/news,600733,238729166.html",2016-01-05 11:10:29,走四步！！！
走三步！！！,"https://guba.eastmoney.com/news,600733,238727254.html",2016-01-05 11:07:14,走三步！！！
在走两步！！！,"https://guba.eastmoney.com/news,600733,238710993.html",2016-01-05 10:37:11,在走两步！！！
走两步！！！,"https://guba.eastmoney.com/news,600733,238702759.html",2016-01-05 10:22:47,走两步！！！
4号补跌,"https://guba.eastmoney.com/news,600733,238084672.html",2016-01-02 17:24:01,4号补跌
60分钟突破下跌通道了。,"https://guba.eastmoney.com/news,600733,237744588.html",2015-12-31 11:48:46,虽然是跟风S佳通。
前锋的散户把大资金都吓跑了，都跑到佳通去了，佳通不言语结果资金不停进入,"https://guba.eastmoney.com/news,600733,237758300.html",2015-12-31 12:40:24,前锋的散户把大资金都吓跑了，都跑到佳通去了，佳通不言语结果资金不停进入
请大家说说前锋几年内能完成股改？,"https://guba.eastmoney.com/news,600733,237243541.html",2015-12-29 22:14:08,"请大家投票
1、1年内；
2、3年内；
3、5年内；
4、10年内。"
跌幅两市罕见65%前锋在等待一个反转契机-信披违规罚款！,"https://guba.eastmoney.com/news,600733,201274397.html",2015-09-09 20:22:02,跌幅两市罕见65%前锋在等待一个反转契机-信披违规罚款！持续下跌中主力也耐心低吸，30元筑底企稳！
如此走法可能要公布违规罚款了，如公布即利空出尽反 转！,"https://guba.eastmoney.com/news,600733,236970579.html",2015-12-29 11:40:32,如此走法可能要公布违规罚款了，如公布即利空出尽反 转！
河北沧州股友，注意自己的素质！既然选择炒股，赢亏钱都是很正常。 这个年代，少点钱,"https://guba.eastmoney.com/news,600733,237260343.html",2015-12-29 23:55:41,"河北沧州股友，注意自己的素质！既然选择炒股，赢亏钱都是很正常。
这个年代，少点钱不至于会饿死，你何必穷凶极恶的骂人？搞得股吧乌烟瘴气……"
前锋30号往后的走势会如何？,"https://guba.eastmoney.com/news,600733,237259886.html",2015-12-29 23:52:07,前锋30号往后的走势会如何？同样是S股，为什么一个总跌一个总涨呢？
快跑 下午封死跌停板 明天开始连续跌停板20个才能止跌 好心提醒,"https://guba.eastmoney.com/news,600733,236992452.html",2015-12-29 13:09:04,天生骄傲
要连续跌停板了 快跑吧,"https://guba.eastmoney.com/news,600733,236984751.html",2015-12-29 12:41:19,要退市了
一个坑行情结束，适当买点,"https://guba.eastmoney.com/news,600733,236989946.html",2015-12-29 13:02:29,一个坑行情结束，适当买点。
下午封死跌停板 明天开始连续跌停板 跌20个跌停板止跌,"https://guba.eastmoney.com/news,600733,236988021.html",2015-12-29 12:55:24,好像提醒
快跑 这股要连续跌停板啦,"https://guba.eastmoney.com/news,600733,236988867.html",2015-12-29 12:58:34,好心提醒
黑暗！渎职！8年没有结果！三公 知情权？,"https://guba.eastmoney.com/news,600733,143908859.html",2015-01-23 20:40:14,黑暗！渎职！8年没有结果 也没有公告进展！
朋友们，这个点位别再加仓了，不要想当然的认为自己就看准了主力的意图，哪有敌方让你,"https://guba.eastmoney.com/news,600733,236913647.html",2015-12-29 10:09:54,朋友们，这个点位别再加仓了，不要想当然的认为自己就看准了主力的意图，哪有敌方让你知道他的战术，还按规定出牌？……我们要有自己的思考了，一定要谨慎！
一会佳通就要涨停了,"https://guba.eastmoney.com/news,600733,232663510.html",2015-12-17 13:07:46,看好了。
风来了。。。,"https://guba.eastmoney.com/news,600733,236473105.html",2015-12-27 21:16:55,注册制来了，还不股改？呵呵
"前锋,小散有话要说!","https://guba.eastmoney.com/news,600733,235780773.html",2015-12-26 09:31:57,是哪一个环节对股东们剥夺了公平?!
可以停牌几年等调查结果出来继续停牌到股改加借壳成功在复牌 我不介意停牌二三年,"https://guba.eastmoney.com/news,600733,236277743.html",2015-12-27 08:00:11,可以停牌几年等调查结果出来继续停牌到股改加借壳成功在复牌 我不介意停牌二三年
被调查立案也是可以停牌的,"https://guba.eastmoney.com/news,600733,236276843.html",2015-12-27 07:57:34,被调查立案也是可以停牌的
股吧里一帮喷子，总是吵着维权什么的，你们不知道不批是因为前锋自身的问题吗，你们的,"https://guba.eastmoney.com/news,600733,235648938.html",2015-12-26 00:16:54,股吧里一帮喷子，总是吵着维权什么的，你们不知道不批是因为前锋自身的问题吗，你们的官司没有结案，证券会信息披露案也没有结！不直接公布方案失败，已经是很给面子了！ 看好的就老老实实等，不看好的又不不给你们走！整个吵什么？
