标题,链接,发布时间,内容
不涨停，这个操手不咋地,"https://guba.eastmoney.com/news,300537,813191439.html",2019-04-01 10:01:42,不涨停，这个操手不咋地
该拉的时候，又吃米田共了,"https://guba.eastmoney.com/news,300537,813178344.html",2019-04-01 09:42:48,该拉的时候，又吃米田共了
广信材料300537强势整理反复向上可能性大！,"https://guba.eastmoney.com/news,300537,805092060.html",2019-02-20 20:19:19,广信材料300537强势整理反复向上可能性大！
广信材料03月29日资金揭秘,"https://guba.eastmoney.com/news,300537,812969563.html",2019-03-29 17:52:27,"





今日广信材料主力净流入额达242.29万元，净占比3.48%，
其中超大单净流入额-10.87万元,净占比-0.16%，
大单净流入额253.16万元，净占比3.69%。







































广信材料资金流向数据

类型	流入(万元)	流出(万元)
超大	116.08	-126.95
大单	1220.15	-966.99
中单	2909.57	-2691.24
小单	2610.97	-3071.60




资金解读





广信材料收盘涨幅4.48%，
其中，成交最活跃的价格分别为12.44、12.50、12.46，成交密集的手数区间分布于100-150、200-300、150-200手，小单介入居多。











成交活跃统计


9:30-15:00成交均价12.18













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
12.44	8400	0	0.15%	0.00%
12.50	4900	0	0.09%	0.00%
12.46	3000	0	0.05%	0.00%
12.48	1400	0	0.02%	0.00%
12.45	900	0	0.02%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
100-150	270300	161072	1802	1074
200-300	100900	142400	336	475
150-200	119740	17600	599	88
500-700	0	50000	0	71
300-500	0	39200	0	78




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































化工行业成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	601678	滨化股份	9.95%	4620.89万
2	600309	万华化学	4.19%	4575.32万
3	002601	龙蟒佰利	3.47%	3704.50万
4	002809	红墙股份	9.99%	2210.61万
5	002783	凯龙股份	7.37%	2059.52万
44	300537	广信材料	4.48%	242.29万


数据来源:东方财富






展开阅读全文"
公司油墨是否为柔性屏的柔性线路板的重要原材料?请介绍公司油墨在智能手机研发制造生,"https://guba.eastmoney.com/news,300537,809192113.html",2019-03-14 15:14:00,"公司油墨是否为柔性屏的柔性线路板的重要原材料?请介绍公司油墨在智能手机研发制造生产使用中的重要作用是什么？
广信材料
广信材料：公司油墨产品主要应用于印制电路板行业，是印制电路板的重要原材料；公司涂料产品主要应用在消费电子、汽车、化妆品、建材等领域；谢谢关注！
(来自深交所互动易)答复时间 2019-03-14 15:14:00"
广信材料已经有5G通讯用Low Dk/Df专用油墨，该产品是否能应用在柔性电路板,"https://guba.eastmoney.com/news,300537,809192267.html",2019-03-14 15:00:00,"广信材料已经有5G通讯用Low Dk/Df专用油墨，该产品是否能应用在柔性电路板上？
广信材料
广信材料：公司有柔性电路板专用油墨，谢谢！
(来自深交所互动易)答复时间 2019-03-14 15:00:00"
真能作,"https://guba.eastmoney.com/news,300537,812875077.html",2019-03-29 13:41:24,该加速的位置不加速，还要玩凹口，这要玩死了，就是作的，加速，不犹豫，鼓励一下
广信材料:关于部分董事、高管拟减持公司股份的预披露公告,"https://guba.eastmoney.com/news,300537,811681547.html",2019-03-25 19:58:25,"公告日期：2019-03-26

证券代码：300537 证券简称：广信材料 公告编号：2019-012
江苏广信感光新材料股份有限公司

关于部分董事、高管拟减持公司股份的预披露公告

董事毛金桥先生、高管刘斌先生保证向本公司提供的信息内容真实、准确、
完整，没有虚假记载、误导性陈述或重大遗漏。

本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚
假记载、误导性陈述或重大遗漏。

特别提示

持本公司股份763200股（占本公司总股本比例0.3954%）的董事毛金桥先生
计划在减持计划公告之日起15个交易日后的3个月内以集中竞价方式减持本公
司股份不超过190800股（占本公司总股本比例0.0988%）。

持本公司股份684000股（占本公司总股本比例0.3544%）的高管刘斌先生计
划在减持计划公告之日起15个交易日后的3个月内以集中竞价方式减持本公司
股份不超过171000股（占本公司总股本比例0.0886%）。

江苏广信感光新材料股份有限公司（以下简称“广信材料”或“公司”）董
事会于近日收到公司董事毛金桥先生、高管刘斌先生的《减持计划告知函》，获
悉毛金桥先生、刘斌先生拟减持公司股份，现将有关情况公告如下：

一、股东基本情况

1、减持股东：毛金桥、刘斌

2、截至本公告日，上述股东持有公司股份情况如下：

单位：股
姓名 任职情况 持有股份 占公司总股份 持有有限售条 持有无限售条
总数 比例（%） 件股份数量 件股份数量
毛金桥 董事 763200 0.3954% 572400 190800

刘斌 高管 684000 0.3544% 513000 171000


二、本次减持计划的主要内容

（一）毛金桥先生

1、减持原因：自身资金需求；

2、股份来源：公司首次公开发行股票并上市前持有的公司股份；

3、减持方式：集中竞价；

4、减持时间：5月6日-7月5日；

5、减持数量及比例：

毛金桥先生为公司董事，根据《深圳证券交易所上市公司股东及董事、监事、高级管理人员减持股份实施细则》等规定，本次拟减持的数量和比例不超过其本人直接或间接持有的公司股份总数的25%，即不超过19.08万股（占公司总股本的0.0988%），其中通过集中竞价交易方式进行减持的，任意连续90个自然日内减持股份总数不超过公司股份总数的1%；

6、若计划减持期间有送股、资本公积金转增股本等股份变动事项，上述股份数量及比例作相应调整；

7、减持价格：依据减持时的市场价格确定。

（二）刘斌先生

1、减持原因：自身资金需求；

2、股份来源：公司首次公开发行股票并上市前持有的公司股份；

3、减持方式：集中竞价；

4、减持时间：5月6日-7月5日；

5、减持数量及比例：

刘斌先生为公司高管，根据《深圳证券交易所上市公司股东及董事、监事、高级管理人员减持股份实施细则》等规定，本次拟减持的数量和比例不超过其本人直接或间接持有的公司股份总数的25%，即不超过17.10万股（占公司总股本的0.0886%），其中通过集中竞价交易方式进行减持的，任意连续90个自然日内减持股份总数不超过公司股份总数的1%；

6、若计划减持期间有送股、资本公积金转增股本等股份变动事项，上述股份数量及比例作相应调整；

7、减持价格：依据减持时的市场价格确定。


三、股东相关承诺情况

（一）董事毛金桥先生承诺如下：

1、自公司发行上市之日起12个月内，本公司（本人）不转让或者委托他人管理本公司（本人）本次发行前直接或间接持有的公司股份，也不由公司回购本公司（本人）本次发行前直接或间接持有的公司股份；

2、禁售期满后，在本人担任公司董事、监事、高级管理人员期间，每年转让的股份不超过本人所持有公司股份总数的25%。在本人离职后半年内，不转让所持有的本公司的股票。若在首次公开发行股票上市之日起6个月内申报离职，自申报离职之日起18个月内不转让直接持有的股份；在首次公开发行股票上市之日起第7至12个月之间申报离职，自申报离职之日起12个月内不转让直接持有的股份……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
要跳水了嘛,"https://guba.eastmoney.com/news,300537,812600250.html",2019-03-28 16:19:35,要跳水了嘛
广信材料2019-2020年不赶上行业机遇，那就要被淘汰了；博鳌智能网联汽车及5,"https://guba.eastmoney.com/news,300537,812371372.html",2019-03-28 07:48:44,广信材料2019-2020年不赶上行业机遇，那就要被淘汰了；博鳌智能网联汽车及5G应用试点项目27日正式启动，通过加快5G试点建设，里面参加企业包括华为在内都是广信材料潜在客户，增加每一个客户，销售和利润都可以大幅增长；新元科技首推行业机器人，一直强调的人工智能，不知广信材料有没有跟他们合作；老客户博敏电子业绩大幅度增长，在横向加快整合同时，也在延伸巩固产业链，两家企业能否形成战略规划；等等，希望李有明董事长和陈朝岚副董事长打好攻坚战，上市应该是你们事业的新开始，回报投资者是你们的责任，世界之万物，皆有因果，祝福广信
