发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2016-06-20,0.9998893737792969,0.0,0.0,0.9998893737792969,0.0,0.0
2016-06-21,0.7999184370040894,0.0,0.1802355408668518,0.7999184131622314,0.0,0.1802355408668518
2016-06-22,0.4999515414237976,0.0,0.4981555640697479,0.4999515414237976,0.0,0.4981555640697479
2016-06-23,0.9932600458463033,0.0,0.0,0.9932600458463033,0.0,0.0
2016-06-24,0.9999061822891235,0.0,0.0,0.9999061822891235,0.0,0.0
2016-06-25,0.0,0.9997720122337341,0.0,0.9996116757392883,0.0,0.0
2017-01-17,0.9618584513664246,0.0,0.0,0.9618584513664246,0.0,0.0
2017-02-15,0.9999120235443115,0.0,0.0,0.8520053029060364,0.0,0.0
2017-03-01,0.9999127388000488,0.0,0.0,0.9999127388000488,0.0,0.0
2017-03-02,0.9999123811721802,0.0,0.0,0.9999123811721802,0.0,0.0
2017-03-04,0.9998933672904968,0.0,0.0,0.999908983707428,0.0,0.0
2017-03-05,0.9999092817306519,0.0,0.0,0.9999092817306519,0.0,0.0
2017-03-06,0.9999128580093384,0.0,0.0,0.9999065399169922,0.0,0.0
2017-03-09,0.9999135732650757,0.0,0.0,0.9999123811721802,0.0,0.0
2017-03-13,0.9999136924743652,0.0,0.0,0.0,0.9997721314430237,0.0
2017-03-20,0.9996957778930664,0.0,0.0,0.9998914003372192,0.0,0.0
2017-03-21,0.9999090433120728,0.0,0.0,0.9999090433120728,0.0,0.0
2017-04-01,0.9999042749404907,0.0,0.0,0.9999115467071533,0.0,0.0
2017-04-04,0.9999061822891235,0.0,0.0,0.9904110431671143,0.0,0.0
2017-04-06,0.9999090433120728,0.0,0.0,0.9996922016143799,0.0,0.0
2017-04-07,0.0,0.5757941007614136,0.0,0.9998984336853027,0.0,0.0
2017-04-08,0.9999096393585205,0.0,0.0,0.9998910427093506,0.0,0.0
2017-04-17,0.0,0.0,0.9968898892402649,0.0,0.0,0.9968898892402649
2017-04-21,0.9999058246612549,0.0,0.0,0.0,0.9968705773353577,0.0
2017-04-22,0.9998643398284912,0.0,0.0,0.9999055862426758,0.0,0.0
2017-05-04,0.9998187720775604,0.0,0.0,0.9999006390571594,0.0,0.0
2017-05-05,0.4852943420410156,0.0,0.49450454115867615,0.9852362871170044,0.0,0.0
2017-05-13,0.9999085664749146,0.0,0.0,0.9999085664749146,0.0,0.0
2017-05-15,0.0,0.0,0.9994480013847351,0.9999067783355713,0.0,0.0
2017-05-16,0.6656336784362793,0.0,0.3332024614016215,0.6666061480840048,0.3331032594045003,0.0
2017-05-17,0.999901294708252,0.0,0.0,0.999901294708252,0.0,0.0
2017-05-18,0.0,0.9689815640449524,0.0,0.9999135732650757,0.0,0.0
2017-05-19,0.6663500865300497,0.3250872294108073,0.0,0.6663500865300497,0.3250872294108073,0.0
2017-05-22,0.9998775720596313,0.0,0.0,0.9998775720596313,0.0,0.0
2017-05-27,0.9827407002449036,0.0,0.0,0.9999114274978638,0.0,0.0
2017-06-01,0.8946380740717838,0.05261827456323724,0.052564523721996104,0.8420113199635556,0.10511944168492367,0.052564523721996104
2017-06-02,0.6666063467661539,0.0,0.3331984877586365,0.6665106614430746,0.0,0.3332010308901469
2017-06-03,0.6665958166122437,0.0,0.1814898649851481,0.6666075388590494,0.33324529727300006,0.0
2017-06-05,0.9999135732650757,0.0,0.0,0.9999120235443115,0.0,0.0
2017-06-06,0.9998904466629028,0.0,0.0,0.9998751878738403,0.0,0.0
2017-06-07,0.9994073907534281,0.0,0.0,0.9994072715441386,0.0,0.0
2017-06-08,0.8758792082468668,0.11101982990900676,0.0,0.9866369962692261,0.0,0.0
2017-06-09,0.9999014735221863,0.0,0.0,0.7499227821826935,0.24990376830101013,0.0
2017-06-10,0.7645836051772622,0.17472585860420675,0.058794505455914664,0.8753899405984318,0.11591569816364962,0.0
2017-06-11,0.9089967554265802,0.0908872051672502,0.0,0.9089660752903331,0.0908872051672502,0.0
2017-06-12,0.7498814389109612,0.12482473999261856,0.12493664026260376,0.8748646304011345,0.0,0.12493664026260376
2017-06-13,0.7499326467514038,0.0,0.1997712105512619,0.7499310076236725,0.0,0.1997712105512619
2017-06-14,0.4999268054962158,0.0,0.499808132648468,0.4999268054962158,0.0,0.4997987449169159
2017-06-16,0.0,0.4998801648616791,0.4995437264442444,0.4999539256095886,0.0,0.4995437264442444
2017-06-17,0.9998943209648132,0.0,0.0,0.9999001026153564,0.0,0.0
2017-06-19,0.999902606010437,0.0,0.0,0.9998156428337097,0.0,0.0
2017-06-20,0.9998891949653625,0.0,0.0,0.49993830919265747,0.0,0.4997791349887848
2017-06-21,0.0,0.9122596979141235,0.0,0.49969977140426636,0.4123741686344147,0.0
2017-06-22,0.9998994469642639,0.0,0.0,0.9998951554298401,0.0,0.0
2017-06-23,0.49982839822769165,0.0,0.49955424666404724,0.9997739791870117,0.0,0.0
2017-06-24,0.9999040365219116,0.0,0.0,0.9999040365219116,0.0,0.0
2017-06-25,0.9998427629470825,0.0,0.0,0.9998427629470825,0.0,0.0
2017-06-27,0.9998992681503296,0.0,0.0,0.9998964071273804,0.0,0.0
