发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2018-02-14,0.0,0.9984676241874695,0.0,0.0,0.9984676241874695,0.0
2018-03-15,0.999906063079834,0.0,0.0,0.9998985528945923,0.0,0.0
2018-04-04,0.9999113082885742,0.0,0.0,0.9999113082885742,0.0,0.0
2018-04-10,0.9998974800109863,0.0,0.0,0.9998974800109863,0.0,0.0
2018-05-03,0.9998643398284912,0.0,0.0,0.9998643398284912,0.0,0.0
2018-05-04,0.9999117851257324,0.0,0.0,0.9999117851257324,0.0,0.0
2018-05-07,0.9994034767150879,0.0,0.0,0.9999011754989624,0.0,0.0
2018-05-08,0.7682636930392339,0.0,0.2279705680333651,0.614606105364286,0.0,0.3811480815594013
2018-05-09,0.9998961687088013,0.0,0.0,0.9999001920223236,0.0,0.0
2018-05-10,0.999904066324234,0.0,0.0,0.9999054074287415,0.0,0.0
2018-05-11,0.9998793601989746,0.0,0.0,0.9998793601989746,0.0,0.0
2018-05-18,0.6666053136189779,0.0,0.33320486545562744,0.6666053136189779,0.0,0.3332053025563558
2018-05-19,0.9422210951646169,0.0,0.0,0.9422222077846527,0.0,0.0
2018-05-20,0.999899172782898,0.0,0.0,0.999897813796997,0.0,0.0
2018-05-21,0.8310281071397994,0.0,0.16043376591470507,0.8310689661237929,0.0,0.16043376591470507
2018-05-22,0.8887535631656647,0.055541392829683095,0.05522745516565111,0.8887545698218875,0.055541392829683095,0.05522745516565111
2018-05-23,0.6042731358454778,0.07116439709296593,0.2632027222560002,0.6042733467542208,0.07116439709296593,0.2632027222560002
2018-05-24,0.7140106189818609,0.095208778267815,0.1901956938561939,0.7140109311966669,0.095208778267815,0.1901956938561939
2018-05-25,0.8120593018829823,0.1860525906085968,0.0,0.8119347058236599,0.1860525906085968,0.0
2018-05-26,0.9998998045921326,0.0,0.0,0.9998998045921326,0.0,0.0
2018-05-27,0.8332518935203552,0.0,0.16611796617507935,0.8332518935203552,0.0,0.16611796617507935
2018-05-28,0.9999019106229147,0.0,0.0,0.9999019106229147,0.0,0.0
