发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2020-09-15,0.9999086856842041,0.0,0.0,0.9998706579208374,0.0,0.0
2020-10-12,0.0,0.9996041655540466,0.0,0.9999071359634399,0.0,0.0
2020-12-06,0.9999089241027832,0.0,0.0,0.9999058246612549,0.0,0.0
2020-12-25,0.9999052286148071,0.0,0.0,0.9999052286148071,0.0,0.0
2021-01-25,0.999891996383667,0.0,0.0,0.9997197985649109,0.0,0.0
2021-01-28,0.0,0.0,0.999244213104248,0.0,0.9554499387741089,0.0
2021-01-29,0.6665258010228475,0.0,0.3331899841626485,0.5537393093109131,0.0,0.3331899841626485
2021-01-30,0.7775682144694858,0.0,0.18803846836090088,0.6664676202668084,0.0,0.29218006134033203
2021-01-31,0.7499191761016846,0.12496078014373779,0.1249452605843544,0.7497640177607536,0.12497184425592422,0.12495025247335434
2021-02-01,0.6798491454591938,0.07039549654605341,0.21909921192655377,0.6778708240565132,0.09773540029338762,0.20896433615217022
2021-02-02,0.6493783990542094,0.0474766350927807,0.2786669787906465,0.6493861561729795,0.09503303255353655,0.23330545141583398
2021-02-03,0.8449813382966178,0.10857665538787842,0.0,0.8567751135144915,0.14148802416665213,0.0
2021-02-04,0.9999076128005981,0.0,0.0,0.6666018962860107,0.33325161536534625,0.0
2021-02-05,0.499955415725708,0.483027845621109,0.0,0.4998972415924072,0.483027845621109,0.0
2021-02-06,0.0,0.0,0.999607264995575,0.999900221824646,0.0,0.0
2021-02-08,0.999898374080658,0.0,0.0,0.9998945891857147,0.0,0.0
2021-02-09,0.5527170130184719,0.1428160582269941,0.26454981735774447,0.5527174387659345,0.1428160582269941,0.28349933453968595
2021-02-10,0.6666069030761719,0.333258052666982,0.0,0.6666045188903809,0.33324501911799115,0.0
2021-02-16,0.9997962266206741,0.0,0.0,0.9997957497835159,0.0,0.0
2021-02-17,0.0,0.0,0.8200212121009827,0.0,0.0,0.8200212121009827
2021-02-18,0.9992941975593567,0.0,0.0,0.9992941975593567,0.0,0.0
2021-02-19,0.7999235153198242,0.16006530523300172,0.0,0.5999473571777344,0.16006530523300172,0.19991501569747924
2021-02-20,0.9998462200164795,0.0,0.0,0.9998413324356079,0.0,0.0
2021-02-21,0.6665416359901428,0.0,0.3330947359402974,0.9998348355293274,0.0,0.0
2021-02-22,0.7499333620071411,0.0,0.24179691076278687,0.7499342262744904,0.0,0.24179691076278687
2021-02-23,0.9746504426002502,0.0,0.0,0.9746504426002502,0.0,0.0
