标题,链接,发布时间,内容
洗一洗更健康！,"https://guba.eastmoney.com/news,603385,629984794.html",2017-04-18 10:59:30,洗一洗更健康！
现在新股开板必砸的。大家小心咯,"https://guba.eastmoney.com/news,603385,629985383.html",2017-04-18 10:59:20,现在新股开板必砸的。大家小心咯
看到他跌好开心，继续,"https://guba.eastmoney.com/news,603385,629984695.html",2017-04-18 10:58:23,看到他跌好开心，继续
一个正宗雄安概念新股，让搞成这样。,"https://guba.eastmoney.com/news,603385,629984135.html",2017-04-18 10:58:14,一个正宗雄安概念新股，让搞成这样。
这死活不出了，就当没中，有本事破净啊……作为一个河北板块股，8个板，就急着作死…,"https://guba.eastmoney.com/news,603385,629984235.html",2017-04-18 10:57:50,这死活不出了，就当没中，有本事破净啊……作为一个河北板块股，8个板，就急着作死……
又要跌停了，势态不妙,"https://guba.eastmoney.com/news,603385,629984314.html",2017-04-18 10:56:54,又要跌停了，势态不妙
清货止损走人  马蒂,"https://guba.eastmoney.com/news,603385,629982500.html",2017-04-18 10:56:01,清货止损走人 了
快点砸跌停，我加仓,"https://guba.eastmoney.com/news,603385,629981742.html",2017-04-18 10:54:19,快点砸跌停，我加仓
31.6接，看你砸,"https://guba.eastmoney.com/news,603385,629979493.html",2017-04-18 10:49:59,[不屑]
下跌是必须的,"https://guba.eastmoney.com/news,603385,629981538.html",2017-04-18 10:53:41,小散多死于割肉
垃圾！清仓走人！主力我买给你！,"https://guba.eastmoney.com/news,603385,629978900.html",2017-04-18 10:50:31,垃圾！清仓走人！主力我买给你！
再来2个跌停就好了。,"https://guba.eastmoney.com/news,603385,629980080.html",2017-04-18 10:51:31,再来2个跌停就好了。
今有多大跌幅？？？,"https://guba.eastmoney.com/news,603385,629973896.html",2017-04-18 10:41:55,今天跌幅5-7%，关键看成交量和主力需要！让我们拭目以待。
出货出货,"https://guba.eastmoney.com/news,603385,629979611.html",2017-04-18 10:50:08,出货出货
推荐京汉股份和河北宣工,"https://guba.eastmoney.com/news,603385,629978667.html",2017-04-18 10:49:40,推荐京汉股份和河北宣工
一泻千里！自选就他一个绿的,"https://guba.eastmoney.com/news,603385,629978671.html",2017-04-18 10:49:16,一泻千里！自选就他一个绿的
这股没救了，流入也没有了！还在坚持的住你们发财！,"https://guba.eastmoney.com/news,603385,629967639.html",2017-04-18 10:33:00,这股没救了，流入也没有了！还在坚持的住你们发财！
30.2元㩐你,"https://guba.eastmoney.com/news,603385,629977497.html",2017-04-18 10:48:08,
又买一点。,"https://guba.eastmoney.com/news,603385,629977058.html",2017-04-18 10:47:41,又买一点。呵呵。
河北的股票是真，跟雄安关系不大，业务海外占比大。,"https://guba.eastmoney.com/news,603385,629976993.html",2017-04-18 10:47:39,涨多了，盘子大，没炒作空间。估计30以下可以买到，如果想买的话。
"#相较特斯拉汽车,次新车力盛赛车必狂飙628美元","https://guba.eastmoney.com/news,603385,629976983.html",2017-04-18 10:47:38,"#相较特斯拉汽车,次新车力盛赛车必狂飙628美元"
茅台上400元了，蓝筹股行情在路上，作为蓝筹股的卫浴下跌空间有限。,"https://guba.eastmoney.com/news,603385,629972259.html",2017-04-18 10:39:35,茅台上400元了，蓝筹股行情在路上，作为蓝筹股的卫浴下跌空间有限。
