标题,链接,发布时间,内容
呼吁大家联合起来去告他们！开盘跌停谁都跑不了！,"https://guba.eastmoney.com/news,300104,728531627.html",2017-11-15 15:14:45,呼吁大家联合起来去告他们！开盘跌停谁都跑不了！
就等你灰飞烟灭了,"https://guba.eastmoney.com/news,300104,728530312.html",2017-11-15 15:12:14,就等你灰飞烟灭了
融创房子配乐视电视，股价先跌后涨，今日盘中大反转。,"https://guba.eastmoney.com/news,300104,728527075.html",2017-11-15 15:06:21,投资者用脚投票了。
强烈要求将假约停的股票全部注销！,"https://guba.eastmoney.com/news,300104,727232404.html",2017-11-11 18:02:09,强烈要求将假约停的股票全部注销！
4.5元以上买乐视网的都是纱比！呵呵。,"https://guba.eastmoney.com/news,300104,728523738.html",2017-11-15 15:01:03,4.5元以上买乐视网的都是纱比！呵呵。
一群见不得乐视好的黑狗，千方百计唱空乐视，乐视要雄起，黑狗岂能压住？突然想起老贾,"https://guba.eastmoney.com/news,300104,728313229.html",2017-11-15 08:02:39,一群见不得乐视好的黑狗，千方百计唱空乐视，乐视要雄起，黑狗岂能压住？突然想起老贾的歌-怎么大风越狠，我心越荡……加油老孙！加油老贾！乐视融创必将双赢！
水军刚要吹牛双11乐视多牛，估值马上变3.9了,"https://guba.eastmoney.com/news,300104,728522090.html",2017-11-15 14:58:28,乐视真这么牛么
不复牌了，创业版直接退市第一股[好困惑][好困惑][好困惑],"https://guba.eastmoney.com/news,300104,728519746.html",2017-11-15 14:55:11,不复牌了，创业版直接退市第一股
可怜的散户，这次被愚蠢的鸡精们追涨杀跌坑惨了,"https://guba.eastmoney.com/news,300104,728477802.html",2017-11-15 13:52:18,如果复牌到2块，我建议大家别投诉了，直接法庭见
散户果真就是案板上的肉……我们能不能团结起来维权，抵制这种无下限停牌,"https://guba.eastmoney.com/news,300104,728516523.html",2017-11-15 14:50:41,散户果真就是案板上的肉……我们能不能团结起来维权，抵制这种无下限停牌
两年内是复不了牌,"https://guba.eastmoney.com/news,300104,728512873.html",2017-11-15 14:45:29,
为什么有些人的脸被打肿了，他们还在喊利好？因为他们根本就不要脸！,"https://guba.eastmoney.com/news,300104,728512633.html",2017-11-15 14:45:05,为什么有些人的脸被打肿了，他们还在喊利好？因为他们根本就不要脸！
估值腰斩到3元是利好，端得越低跳得越高,"https://guba.eastmoney.com/news,300104,728509469.html",2017-11-15 14:40:18,
一手好牌让老贾打个稀巴烂,"https://guba.eastmoney.com/news,300104,728507494.html",2017-11-15 14:37:05,[好逊]
乐视先别垮，贾总卖了汽车马上有钱回来续命了,"https://guba.eastmoney.com/news,300104,728507423.html",2017-11-15 14:36:59,
想当年被徐翔的大恒科技害了,"https://guba.eastmoney.com/news,300104,728507316.html",2017-11-15 14:36:49,想当年被徐翔大恒科技封杀了我大部分资金割肉了，这次被乐视网封杀的股友们和我同病相怜啊
公司停牌造成股民损失要有一个说法,"https://guba.eastmoney.com/news,300104,728489895.html",2017-11-15 14:11:10,对吧
长期停牌，无赖停牌，应该给股民损失补偿，,"https://guba.eastmoney.com/news,300104,728504097.html",2017-11-15 14:32:01,长期停牌，无赖停牌，应该给股民损失补偿，
百强表示无力回天,"https://guba.eastmoney.com/news,300104,728503933.html",2017-11-15 14:31:46,
