标题,链接,发布时间,内容
深圳作为全国高科技前沿阵地，公司处于深圳却一直毫无作为，实在让投资者心寒，管理层,"https://guba.eastmoney.com/news,002213,915173426.html",2015-11-06 14:33:00,"深圳作为全国高科技前沿阵地，公司处于深圳却一直毫无作为，实在让投资者心寒，管理层有没有考虑联手其它企业改变现状？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司将主要精力专注于主营业务的发展，继续稳定和开拓电涡流缓速器的市场，深化公司管理，进一步降低成本。公司未有应披露而未披露事项，谢谢。
(来自深交所互动易)答复时间 2015-11-06 14:33:00"
公司终止定增已经七个多月了，为什么不通过资本运作的方式实现转型？公司反复说要专注,"https://guba.eastmoney.com/news,002213,915173486.html",2015-11-06 14:32:00,"公司终止定增已经七个多月了，为什么不通过资本运作的方式实现转型？公司反复说要专注主业，可报表显示主业年年下滑，怎么可能有出路呢？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司将主要精力专注于主营业务的发展，继续稳定和开拓电涡流缓速器的市场，深化公司管理，进一步降低成本。公司未有应披露而未披露事项，谢谢。
(来自深交所互动易)答复时间 2015-11-06 14:32:00"
新的一期股东人数多少呢？,"https://guba.eastmoney.com/news,002213,915173485.html",2015-11-06 14:32:00,"新的一期股东人数多少呢？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。关于公司股东人数相关情况请查询公司定期报告，谢谢。
(来自深交所互动易)答复时间 2015-11-06 14:32:00"
今天必涨停！,"https://guba.eastmoney.com/news,002213,210449386.html",2015-11-04 10:21:44,虽然没准过。呵呵
昨天晚上细心看了看白天的走势及龙虎榜，应该是老鼠仓，被国家队发现了砸的很惨。,"https://guba.eastmoney.com/news,002213,210360368.html",2015-11-03 20:15:23,昨天晚上细心看了看白天的走势及龙虎榜，应该是老鼠仓，被国家队发现了砸的很惨。
公司年报里反复说要采取有效措施激励员工，现在许多上市公司都在搞员工持工或股权激励,"https://guba.eastmoney.com/news,002213,915173502.html",2015-11-06 14:31:00,"公司年报里反复说要采取有效措施激励员工，现在许多上市公司都在搞员工持工或股权激励，请问特尔佳何时将此提上议事日程？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注，公司将主要精力专注于主营业务的发展，公司也一直在持续探讨多种激励手段，激励员工，谢谢。
(来自深交所互动易)答复时间 2015-11-06 14:31:00"
个人理解：此乃砸盘出货，非老鼠仓——华容道,"https://guba.eastmoney.com/news,002213,210129626.html",2015-11-02 22:28:36,一般的老鼠仓看不到缺口，看得到便是主力有意为之。以减仓为宜。
请教大虾：今天是不是“一字型”出货？ 一定要回答我。,"https://guba.eastmoney.com/news,002213,210122273.html",2015-11-02 21:36:37,"请教大虾：今天是不是“一字型”出货？
一定要回答我。"
入货。,"https://guba.eastmoney.com/news,002213,210118848.html",2015-11-02 21:13:01,已经盘实底部，最近盘中大单频繁，已经蠢蠢欲动。
从3季报筹码集中度来看，这股今后有戏,"https://guba.eastmoney.com/news,002213,208524633.html",2015-10-26 10:25:26,
本人是个人投资者，有公司股份若干，想来深圳调研，请问如何接洽？,"https://guba.eastmoney.com/news,002213,915178992.html",2015-11-03 16:14:00,"本人是个人投资者，有公司股份若干，想来深圳调研，请问如何接洽？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注，欢迎您拨打公司的投资者关系热线0755--86555281进行预约，公司将进行统一安排。谢谢！
(来自深交所互动易)答复时间 2015-11-03 16:14:00"
粤美特公告6个月不考虑重大事项，问题是它不是特尔佳的大股东，特尔佳自身会不会选择,"https://guba.eastmoney.com/news,002213,915178981.html",2015-11-03 16:15:00,"粤美特公告6个月不考虑重大事项，问题是它不是特尔佳的大股东，特尔佳自身会不会选择其它的重组办法，比如卖壳？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司未有应披露而未披露的重大事项，谢谢。
(来自深交所互动易)答复时间 2015-11-03 16:15:00"
垃圾啊！,"https://guba.eastmoney.com/news,002213,209671045.html",2015-10-30 14:49:07,垃圾啊！
大宗交易过后 耐心等待一半般1-2个月必然,"https://guba.eastmoney.com/news,002213,208527557.html",2015-10-26 10:30:54,高管 大宗 都显示重组在即
请问，公司的主打产品电涡流缓速器为什么会受新能源汽车的冲击，新能源汽车不需要缓速,"https://guba.eastmoney.com/news,002213,915178542.html",2015-11-03 17:25:00,"请问，公司的主打产品电涡流缓速器为什么会受新能源汽车的冲击，新能源汽车不需要缓速器吗？ 
大为股份
特尔佳：: 尊敬的投资者，感谢您的关注。因新能源汽车（纯电动、混合动力汽车）在车辆制动时通过电机把动能转化为电能给电池组充电，俗称能量回收，电机发电的同时产生阻力扭矩，对车辆起到缓速作用，所以一般不需要另外加装电涡流缓速器。谢谢。
(来自深交所互动易)答复时间 2015-11-03 17:25:00"
请问公司除了本部，下属子公司是不是没有实质性的运作？,"https://guba.eastmoney.com/news,002213,915178980.html",2015-11-03 16:15:00,"请问公司除了本部，下属子公司是不是没有实质性的运作？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司整体生产经营正常，谢谢。
(来自深交所互动易)答复时间 2015-11-03 16:15:00"
产业并购基金进展缓慢的主要原因是什么呢？是没有人想参与，还是找不到合适的投资标的,"https://guba.eastmoney.com/news,002213,915178982.html",2015-11-03 16:15:00,"产业并购基金进展缓慢的主要原因是什么呢？是没有人想参与，还是找不到合适的投资标的？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注，产业并购基金尚处于筹划阶段，进展缓慢，谢谢。
(来自深交所互动易)答复时间 2015-11-03 16:15:00"
总算把这坨屎拉掉了，三个跌停后再买回来！,"https://guba.eastmoney.com/news,002213,209105108.html",2015-10-28 13:43:38,总算把这坨屎拉掉了，三个跌停后再买回来！
快跑，感觉像拉高出货,"https://guba.eastmoney.com/news,002213,208848308.html",2015-10-27 13:38:54,快跑，感觉像拉高出货
凌兆蔚张慧民等有没有可能将股份一次性转让给粤美特，让后者成为真正的大股东？,"https://guba.eastmoney.com/news,002213,915188224.html",2015-10-29 14:10:00,"凌兆蔚张慧民等有没有可能将股份一次性转让给粤美特，让后者成为真正的大股东？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。
(来自深交所互动易)答复时间 2015-10-29 14:10:00"
特尔佳以后会更名为粤美特不？,"https://guba.eastmoney.com/news,002213,915188225.html",2015-10-29 14:10:00,"特尔佳以后会更名为粤美特不？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。
(来自深交所互动易)答复时间 2015-10-29 14:10:00"
公司当下聚集主业或许没错，可任何一家公司都应该着眼长远发展，粤美特进驻董事会之后,"https://guba.eastmoney.com/news,002213,915188230.html",2015-10-29 14:09:00,"公司当下聚集主业或许没错，可任何一家公司都应该着眼长远发展，粤美特进驻董事会之后，对公司未来的发展有没有着手研究、规划？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司将主要精力专注于主营业务的发展，继续稳定和开拓电涡流缓速器的市场，深化公司管理，进一步降低成本。谢谢。
(来自深交所互动易)答复时间 2015-10-29 14:09:00"
公司拟成立的产业并购基金一直没有下文，是不想搞了还是有其它原因？公司决策层对此到,"https://guba.eastmoney.com/news,002213,915188231.html",2015-10-29 14:09:00,"公司拟成立的产业并购基金一直没有下文，是不想搞了还是有其它原因？公司决策层对此到底持何态度？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。并购基金尚处于筹备阶段，进展较为缓慢，谢谢。
(来自深交所互动易)答复时间 2015-10-29 14:09:00"
公司一再强调将主要精力专注于主营业务，问题是电涡流缓速器没有市场前景，半年报、三,"https://guba.eastmoney.com/news,002213,915188238.html",2015-10-29 14:08:00,"公司一再强调将主要精力专注于主营业务，问题是电涡流缓速器没有市场前景，半年报、三季报节节下滑就是证明。公司处在国内创新前沿深圳，为什么不内延外联，介入有前途的行业呢？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。我们会将您的意见和建议反馈给公司董事会，谢谢。
(来自深交所互动易)答复时间 2015-10-29 14:08:00"
主力诱多出货，大家可以看看数据在大智慧LEVE2里或者同花顺里有，赶快跑,"https://guba.eastmoney.com/news,002213,208868571.html",2015-10-27 14:23:07,跑
特尔佳：近期正在考虑卖壳事宜？,"https://guba.eastmoney.com/news,002213,208843777.html",2015-10-27 13:28:16,"近期正在考虑卖壳事宜？

　　特尔佳：传闻不属实

　　有投资者在全景网互动平台上询问特尔佳（002213），传闻公司近期正在考虑卖壳事宜，并与多方资产接洽，是否属实。特尔佳回应称，公司目前未有应披露而未披露的重大事项，未有进行任何与重大资产重组相关的事项，也未与任何有重组意向的资产方进行接洽。上述传闻不属实。"
公司最近回答互动平台的速度快了很多，值得表扬，其实这才是一家负责企业的作风。认真,"https://guba.eastmoney.com/news,002213,915191681.html",2015-10-27 14:57:00,"公司最近回答互动平台的速度快了很多，值得表扬，其实这才是一家负责企业的作风。认真对待每一个投资者，对公司的形象也是很大的带动。 
大为股份
特尔佳：尊敬的投资者，感谢您对公司的关注。
(来自深交所互动易)答复时间 2015-10-27 14:57:00"
新能源汽车是未来的发展方向，建议公司果断转型，收购新能源产业链公司，实现华丽转身,"https://guba.eastmoney.com/news,002213,915191682.html",2015-10-27 14:57:00,"新能源汽车是未来的发展方向，建议公司果断转型，收购新能源产业链公司，实现华丽转身，请告知管理层。 
大为股份
特尔佳：尊敬的投资者，感谢您对公司的关注。
(来自深交所互动易)答复时间 2015-10-27 14:57:00"
明天全仓杀入，有好戏，哈哈,"https://guba.eastmoney.com/news,002213,208685053.html",2015-10-26 19:31:32,明天全仓杀入，有好戏，哈哈
公司目前是没有重组，但公司主业越来越差，今年预告比去年下滑40%至70%，请问不,"https://guba.eastmoney.com/news,002213,915191671.html",2015-10-27 15:05:00,"公司目前是没有重组，但公司主业越来越差，今年预告比去年下滑40%至70%，请问不重组又能怎么办吗？减速器难以运用到新能源汽车，明显是个无法做大的行业，公司何去何从，难道不应尽早规划尽早考虑吗？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司将主要精力专注于主营业务的发展，继续稳定和开拓电涡流缓速器的市场，深化公司管理，进一步降低成本。近期内，公司未有意向筹划重大事项，公司未有应披露而未披露事项，谢谢。
(来自深交所互动易)答复时间 2015-10-27 15:05:00"
14.02五万股全部出光,"https://guba.eastmoney.com/news,002213,207388088.html",2015-10-20 13:53:34,14.02五万股全部出光
北京一家互联网公司准备借壳是吗,"https://guba.eastmoney.com/news,002213,915191678.html",2015-10-27 14:58:00,"北京一家互联网公司准备借壳是吗 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司目前未有应披露而未披露的重大事项，未有进行任何与重大资产重组相关的事项，也未与任何有重组意向的资产方进行接洽。上述传闻不属实，请投资者注意投资风险，谨慎交易。谢谢。
(来自深交所互动易)答复时间 2015-10-27 14:58:00"
近期内，公司未有意向筹划重大事项,"https://guba.eastmoney.com/news,002213,208162528.html",2015-10-23 13:28:30,说明2016跌破九元后才会行动
看好特尔佳成为第2个特力A,"https://guba.eastmoney.com/news,002213,208151801.html",2015-10-23 13:03:55,小盘，有接壳题材
传闻公司近期正在考虑卖壳事宜，并与多方资产接洽，是否属实？,"https://guba.eastmoney.com/news,002213,915194442.html",2015-10-26 10:15:00,"传闻公司近期正在考虑卖壳事宜，并与多方资产接洽，是否属实？ 
大为股份
特尔佳：尊敬的投资者，感谢您的关注。公司目前未有应披露而未披露的重大事项，未有进行任何与重大资产重组相关的事项，也未与任何有重组意向的资产方进行接洽。上述传闻不属实，请投资者注意投资风险，谨慎交易。谢谢。
(来自深交所互动易)答复时间 2015-10-26 10:15:00"
10月14日大宗是3季度进去的私募基金出货了,"https://guba.eastmoney.com/news,002213,208034276.html",2015-10-22 23:06:13,私募卖给了私募
跑了，14.21,"https://guba.eastmoney.com/news,002213,208081344.html",2015-10-23 09:57:25,跑了，14.21
今天拉板，明天停牌,"https://guba.eastmoney.com/news,002213,208047759.html",2015-10-23 06:24:40,今天拉板，明天停牌
