标题,链接,发布时间,内容
增发机构都要出，谁来拉，争先恐后要出货,"https://guba.eastmoney.com/news,600487,155063775.html",2015-03-30 14:35:00,无机会
一切利好给机构出货，拉升成本都省了。,"https://guba.eastmoney.com/news,600487,155014864.html",2015-03-30 12:32:35,高开出机构利润丰厚
坏庄低位高抛低吸赚割肉钱,"https://guba.eastmoney.com/news,600487,155002221.html",2015-03-30 11:32:03,所以无前途
买点联通吧，耐心点年内能翻倍,"https://guba.eastmoney.com/news,600487,154986946.html",2015-03-30 11:00:00,1
出吧，亨通的庄家太软。比棉花都不如,"https://guba.eastmoney.com/news,600487,154986836.html",2015-03-30 10:59:49,票不错，庄太弱。
互联网时代的“一带一路”，最先启动的是通信光缆基础工程，海底光缆技术门坎极高，恭,"https://guba.eastmoney.com/news,600487,154838221.html",2015-03-28 18:14:53,互联网时代的“一带一路”，最先启动的是通信光缆基础工程，海底光缆技术门坎极高，恭喜亨通！
"涨跌与你有关系么，,自作多情[为什么]","https://guba.eastmoney.com/news,600487,154442689.html",2015-03-26 15:17:50,"涨跌与你有关系么，,自作多情"
希望是暂别！,"https://guba.eastmoney.com/news,600487,154516870.html",2015-03-26 22:10:21,系统性调整风险下的操作决定。
对自己选中股票要有信心，庄家在调整，要给予时间和鼓励，相信开心的那一天总会到来！,"https://guba.eastmoney.com/news,600487,154760332.html",2015-03-27 22:23:27,对自己选中股票要有信心，庄家在调整，要给予时间和鼓励，相信开心的那一天总会到来！
这只票的确太熊。,"https://guba.eastmoney.com/news,600487,154584517.html",2015-03-27 10:18:03,软蛋
增发机构大众机构获利丰厚，运用一切方法为了抛出,"https://guba.eastmoney.com/news,600487,154584458.html",2015-03-27 10:17:53,运用一切方法为了出货
我公司是否有产品进入国家《关键材料升级换代工程实施方案》中？是什么产品？,"https://guba.eastmoney.com/news,600487,915616434.html",2015-03-27 08:34:00,"我公司是否有产品进入国家《关键材料升级换代工程实施方案》中？是什么产品？ 
亨通光电
亨通光电：目前暂无，谢谢！
(来自上证e互动)答复时间 2015-03-27 08:34:00"
正式宣布进入调整。目标位22.5元附近,"https://guba.eastmoney.com/news,600487,154423594.html",2015-03-26 14:28:15,时间至新股发行阶段告一段落，两周左右
11元成本一年，21成本一天，他们会不抛吗。,"https://guba.eastmoney.com/news,600487,154435842.html",2015-03-26 14:55:49,一切为了出货
狗庄。砸吧我好接,"https://guba.eastmoney.com/news,600487,154436672.html",2015-03-26 14:57:39,砸
600487:亨通光电关于公开发行公司债券申请获得中国证监会发行审核委员会审核通过的公,"https://guba.eastmoney.com/news,600487,154229756.html",2015-03-25 18:52:25,"公告日期：2015-03-26
　　 证券代码：600487 股票简称：亨通光电 公告编号：2015-025号

江苏亨通光电股份有限公司

关于公开发行公司债券申请获得

中国证监会发行审核委员会审核通过的公告

本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。

2015年3月25日，中国证券监督管理委员会（以下简称“中国证监会”）发行审核委员会对江苏亨通光电股份有限公司（以下简称“公司”）公开发行公司债券的申请进行了审核。根据会议审核结果，公司本次公开发行公司债券的申请获得审核通过。

目前，公司尚未收到中国证监会的书面核准文件，公司将在收到中国证监会予以核准的正式文件后另行公告。

特此公告！

江苏亨通光电股份有限公司

董事会

二一五年三月二十六日


[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。"
还有专业钉子户吗?,"https://guba.eastmoney.com/news,600487,154245773.html",2015-03-25 20:25:15,"当时发研报,没人信,去翻我发的贴,现在没人说托了吧,哈哈!去年20元入的,还行,拿着放心!"
狂喜,"https://guba.eastmoney.com/news,600487,153170891.html",2015-03-19 18:27:15,虽然还未到狂喜的时候，但是今天开始亨通光电通步入新的阶段，换一个题目继续讨论(1月19日复牌，横盘震荡两个月，3月19日突破起航，以此为记！)
陕国投2投资组合已大宗交易卖出完毕，明天开始大幅拉升！,"https://guba.eastmoney.com/news,600487,153997442.html",2015-03-24 20:09:15,陕国投2投资组合已大宗交易卖出完毕，明天开始大幅拉升！
今天冲高可卖，做T+0.,"https://guba.eastmoney.com/news,600487,154059034.html",2015-03-25 09:06:18,一根阳线，二至三阴线，一贯如此。
*大宗交易成本那么低，走啊,"https://guba.eastmoney.com/news,600487,154079918.html",2015-03-25 10:07:55,不跟主力玩，见好就收！
它将成为一匹脱彊的野马。,"https://guba.eastmoney.com/news,600487,153700091.html",2015-03-23 15:06:23,腾飞野马、
*主力狂进什么利好？,"https://guba.eastmoney.com/news,600487,153900124.html",2015-03-24 13:28:06,4G补涨还是高送转？主力线一直向上，买进
亨通又没有涨什么跌个锤子啊！买,"https://guba.eastmoney.com/news,600487,153870719.html",2015-03-24 11:24:50,亨通又没有涨什么跌个锤子啊！买
我昨天发帖今天要涨停，结果被庄给删了，说明什么大家自己想！,"https://guba.eastmoney.com/news,600487,153943235.html",2015-03-24 15:16:14,悟性高的朋友自然明白
任性是一种态度！满天绿的时候，亨通红了！,"https://guba.eastmoney.com/news,600487,153828714.html",2015-03-24 10:01:08,任性是一种态度！满天绿的时候，亨通红了！
涨一天，跌三天。,"https://guba.eastmoney.com/news,600487,153919434.html",2015-03-24 14:16:07,一贯做法，可做差价
主力你尾盘再拉拉吧，大家都赚点，让我也抛点降低点成本,"https://guba.eastmoney.com/news,600487,153907654.html",2015-03-24 13:47:26,22成本抛一半降低到20就好
大众交易好像是游资接盘的，一天10%会不出，这点筹码也没法做啊,"https://guba.eastmoney.com/news,600487,153901736.html",2015-03-24 13:32:49,等拉尾盘再出点留1/3
协同巩固“一路一带”，转型进入移动互联网领域,"https://guba.eastmoney.com/news,600487,148595764.html",2015-02-13 16:24:38,
互联网+”成风口上的飞猪,"https://guba.eastmoney.com/news,600487,153526627.html",2015-03-22 13:17:44,"今年“两会”，有关“大众创业，万众创新”的提议风行一时。在李克强总理“互联网+”的“牵线”下，预期“互联网+各个传统行业”将形成以信息通信技术为平台，以互联网与传统行业深度融合为导向的创新生态圈业态。受此预期影响，民资的介入有望再度升级，相关产业的发展会面临进一步的深化。

　　市场方面，围绕“互联网+”的炒作呼声不绝于耳。不过，分析师表示，由于前期伴随1月16日后市场资金向通讯计算机等信息通信类的大量涌入，市场已有过一次明显的互联网概念股表现，随后在资金的部分析出中，同概念股也将会明显分化。操作上，对于多数涨幅已经明显偏大、短线有回调要求者不宜追高。而对于2月后，仍为融资净流入且居于前列的医药、传媒、种植业、教育等板块中，与信息计算机平台有交集者仍可有甄别地关注(表1，表3)。受益于总理“互联网+”的定调，“互联网+医药医疗”、互联网信息化(包括工业4.0部分品种)、互联网传媒、在线教育等有望在大多互联网概念股进行阶段调整时走出较为独立的行情。"
简直是守活寡，从停牌到现在，错过了太多机会，5个涨停也不够啊,"https://guba.eastmoney.com/news,600487,153779419.html",2015-03-23 22:21:40,简直是守活寡，从停牌到现在，错过了太多机会，5个涨停也不够啊
600487:亨通光电关于收到《中国证监会行政许可项目审查一次反馈意见通知书》的公告,"https://guba.eastmoney.com/news,600487,153410383.html",2015-03-20 20:58:19,"公告日期：2015-03-21
　　 证券代码：600487 股票简称：亨通光电 公告编号：2015-024号

江苏亨通光电股份有限公司

关于收到《中国证监会行政许可项目审查

一次反馈意见通知书》的公告

本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。

江苏亨通光电股份有限公司（以下简称“公司”或“本公司”）于2015年3月20日收到中国证券监督管理委员会（以下简称“中国证监会”）出具的《中国证监会行政许可项目审查一次反馈意见通知书》（150242号）：“我会依法对你公司提交的《江苏亨通光电股份有限公司发行股份购买资产核准》行政许可申请材料进行了审查，现需要你公司就有关问题（附后）作出书面说明和解释。

请在30个工作日内向我会行政许可受理部门提交书面回复意见。”

本公司及相关中介机构将按照上述通知书的要求，在规定的期限内及时组织有关材料报送中国证监会行政许可申请受理部门。

公司本次重大资产重组事宜尚须获得中国证监会的核准。公司董事会将根据中国证监会审批情况，及时履行信息披露义务。敬请广大投资者注意投资风险。

特此公告！

江苏亨通光电股份有限公司

董事会

二一五年三月二十一日

附件：《中国证监会行政许可项目审查一次反馈意见通知书》（150242号）

2015年2月11日，我会受理了你公司发行股份购买资产并募集配套资金的申请，我会依法进行了审核，现提出以下反馈意见：

1.申请材料显示，截至2014年9月30日，上市公司货币资金余额754,218,054.28元，扣除募集资金和银行承兑汇票保证金等受限的货币资金外，可用货币资金余额约1.7亿元，尚有25亿元的授信额度未使用；报告期内电信国脉流动资金较为充裕。请你公司结合行业特点、资金具体用途、前次募集资金使用情况及效率、上市公司及电信国脉和挖金客信息现有生产经营规模、财务状况、是否有利于提高重组项目的整合绩效等方面，补充披露募集配套资金的必要性及配套金额的测算依据。请独立财务顾问核查并发表明确意见。

2. 申请材料显示，亨通光电是国内规模最大、产业链最为完整的综合性线

缆生产企业之一。请你公司补充披露上述表述的依据。请独立财务顾问核查并发表明确意见。

3. 申请材料显示，本次交易亨通光电发行股份及支付现金购买郭广友等

130名自然人合计持有的电信国脉41%股权，同时在本次交易完成后至郭广友等11名自然人将合计持有的电信国脉10.9%股权转让给亨通光电之前，郭广友等11名自然人将合计持有的电信国脉26.84%股权对应的表决权委托亨通光电行使。请申请人补充披露上市公司未购买电信国脉全部股权或控股并作出上述交易安排的原因。请独立财务顾问和律师核查并发表明确意见。

4. 申请材料显示，电信国脉通信工程施工业务收入主要来源于三大运营商，

其中来自黑龙江联通的收入占比较高。请你公司补充披露电信国脉与黑龙江联通上述业务的定价依据，并结合可比市场价格及毛利率，补充披露相关定价的公允性。请独立财务顾问和会计师核查并发表明确意见。

5.请你公司补充披露电信国脉2014年预测营业收入和净利润的实现情况。

请独立财务顾问、会计师和评估师核查并发表明确意见。

6.请你公司结合未来电信行业建设及发展、铁塔公司运营、竞争情况、地区开拓情况、合同签订和执行情况等，补充披露电信国脉2015年及以后年度营业收入预测依据、测算过程及其合理性。请独立财务顾问和评估师核查并发表明确意见。

7.申请材料显示，受行业竞争加剧和下游客户普遍采用招投标方式集中采购通信技术服务的影响，通信技术服务行业可比公司毛利率呈下降趋势。请你公司补充披露电信国脉收益法评估毛利率预测依据及其合理性。请独立财务顾问和评估师核查并发表明确意见。

8.申请材料显示，与电信国脉同行业企业有中国通信服务股份有限公司、广东宜通世纪科技股份有限公司、国脉科技股份有限公司。请你公司列表补充披露电信国脉与同行业企业主要产品的异同及其竞争优势。请独立财务顾问核查并发表明确意见

9.申请材料显示，近期77%国内可比并购案例市盈率低于挖金客信息……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
最现实最富想象力空间最大的“互联网+”来了,"https://guba.eastmoney.com/news,600487,153465929.html",2015-03-21 14:00:53,2015涨的最多的题材股是什么，就是网络概念，亨通已经有了
明天高开涨停,"https://guba.eastmoney.com/news,600487,153230152.html",2015-03-20 06:43:38,大牛股
大众交易可能是假象，增发机构100%利润，再冲高减一半,"https://guba.eastmoney.com/news,600487,153479843.html",2015-03-21 16:21:29,21买的，减一半成本就19，安全并准备下下周大概可以打新股了
明日（0320）两市将掀起高转送涨停狂潮，名单如下：,"https://guba.eastmoney.com/news,600487,153211755.html",2015-03-19 22:18:19,"华东重机(002685)3月19日晚间披露2014年年报，报告期内公司实现营业收入4.98亿元，同比上升29.39 %；实现净利润为1176.84万元，同比上升16.21 %。另外，华东重机同时披露了高送转预案：计划以2014年12月31日的公司总股本2亿股为基数，向全体股东每10股派发现金红利0.25元(含税)，以资本公积金向全体股东每10股转增18股。
斯莱克3月19日晚间发布年报高送转预案，公司2014年度拟向全体股东每10股转增12股并派现15元。
新海宜(002089)3月19日晚间披露2014年年报，报告期内公司实现营收11.42亿元，同比增长38.72%；实现净利润1.34亿元，同比增长57.16%；基本每股收益为0.26元。另外，公司拟向全体股东每10股派发现金红利0.30元(含税)，以资本公积金向全体股东每10股转增2股。
中国平安发布2014年度全年业绩，其去年实现净利润479.30亿元，同比增长33.1%，归属于母公司股东净利润为392.79亿元，同比增长39.5%，增幅基本与去年持平。
年报显示，中国平安总资产约4.01万亿元，较2013年末增长19.2%。2014年，中国平安基本每股收益为4.93元，该数据在2013年为3.56元。董事会建议派发2014年度末期股息每股现金0.50元(含税)，加上已派发的2014年度中期股息每股现金0.25元(含税)，全年累计派发现金股利65.49亿元，另以资本公积金转增股本，每10股转增10股。
首航节能(002665)3月19日晚间披露2014年年报，报告期内公司实现营业收入11.16亿元，同比上升14.39%；实现净利润2.13亿元，同比上升33.35%；基本每股收益为0.8元。另外，公司拟向全体股东每10股派发现金红利1.60元(含税)，以资本公积金向全体股东每10股转增15股。
荣盛发展3月19日晚间披露年报显示，公司2014年度实现营业收入231.19亿元，同比增长20.59%；归属于上市公司股东的净利润32.32亿元，同比增长11.20%；基本每股收益1.71元。公司经董事会审议通过的2014年度利润分配预案为：以股权登记日总股数为基数，向全体股东每10股派发现金红利2元(含税)，送红股4.5股，以资本公积金向全体股东每10股转增5.5股。
北新建材(000786)3月19日晚间披露2014年年报，公司去年实现营业收入82.95亿元，同比增长10.75%；实现归属于上市公司股东的净利润11.05亿元，同比增长22.08%，基本每股收益1.82元，公司拟向全体股东每10股派发现金红利4.25元(含税)，以资本公积金向全体股东每10股转增10股。
创维数字(000810)3月19日晚间披露2014年年报，公司去年实现营业收入35.02亿元，同比下降2.79%；实现归属于上市公司股东的净利润3.87亿元，同比增长5.77%，基本每股收益0.86元，公司拟向全体股东每10股派发现金红利2.00元(含税)，以资本公积金中的股本溢价金向全体股东每10股转增10股。
龙大肉食(002726)3月19日晚间披露2014年年报，报告期内公司实现营业收入35.46亿元，同比增长12.29%；实现净利润1.02亿元，同比减少12.37%；基本每股收益为0.54元。另外，公司拟向全体股东每10股派发现金红利1.50元(含税)，以资本公积金向全体股东每10股转增10股。
浪潮信息(000977)3月19日晚间披露2014年年报，公司去年实现营业收入73.07亿元，同比增长72.99%；实现归属于上市公司股东的净利润3.39亿元，同比增长134.27%，基本每股收益0.72元，公司拟向全体股东每10股派发现金红利0.80元(含税)，送红股3股(含税)，以资本公积金向全体股东每10股转增7股。
永高股份3月19日晚间发布年报高送转预案，公司2014年度拟向全体股东每10股转增7股送3股及派现1元。
壹桥海参(002447)3月19日晚间公告，公司计划以2014年12月31日末公司总股本4.76亿股为基数，向全体股东每10股派发现金红利0.50元(含税)，同时以资本公积金向全体股东每10股转增股份10股。
蓝色光标3月19日晚间发布年报，公司2014年度实现营业收入59.79亿元，同比增长66.83%；归属于上市公司股东的净利润7.12亿元，同比增长62.79%；基本每股收益0.75元。
三全食品(002216)3月19日晚间披露2014年年报，报告期内公司实现营业收入40.94亿元，同比增长13.63%；实现净利8085.69万元，同比下滑31.55%；基本每股收益为0.2元。另外，公司拟向全体股东每10股派发现金红利0.30元(含税)，以资本公积金向全体股东每10股转增10股。
金禾实业(002597)3月19日晚间披露2014年年报，公司去年实现营业总收入32.15亿元，同比上年度增长7.98%；实现净利润1.66亿元，同比增长13.92%；基本每股收益为0.59元。另外，公司拟向全体股东每10股派发现金红利3.00元(含税)，以资本公积金向全体股东每10股转增10股。"
狂怒,"https://guba.eastmoney.com/news,600487,147111240.html",2015-02-05 21:25:50,复盘至今还没做过涨势，别装了！
亨通昨天和今天资金趋势截图,"https://guba.eastmoney.com/news,600487,153291404.html",2015-03-20 11:15:53,
敢紧跟进。,"https://guba.eastmoney.com/news,600487,153352832.html",2015-03-20 14:33:54,上车
涨一天，调整三天,"https://guba.eastmoney.com/news,600487,153274863.html",2015-03-20 10:35:50,一贯如此
惯例：上午盘整，下午拉升,"https://guba.eastmoney.com/news,600487,153261178.html",2015-03-20 10:04:39,惯例：上午盘整，下午拉升，23.18收盘
电信网络题材股，还没有启动行情，目标40,"https://guba.eastmoney.com/news,600487,153203634.html",2015-03-19 21:30:14,当下最热门的题材，487居然没有动
放量不涨，出货特征。,"https://guba.eastmoney.com/news,600487,153070207.html",2015-03-19 11:24:13,减持风暴
前期压力盘消化的差不多了，明天开始拉升了吧,"https://guba.eastmoney.com/news,600487,152970401.html",2015-03-18 21:18:26,
本股重组方案符合网络 的发展模式,"https://guba.eastmoney.com/news,600487,152877352.html",2015-03-18 14:44:40,亨通光电关于发行股份购买资产的重组方案符合网络 的发展模式！期待中……
亨通的上升空间将无限。,"https://guba.eastmoney.com/news,600487,153059476.html",2015-03-19 10:58:39,拿好了
