标题,链接,发布时间,内容
祝贺ST橡塑明天跌5个点。恭喜恭喜。大家发财,"https://guba.eastmoney.com/news,600346,352986355.html",2016-04-27 18:13:51,祝贺ST橡塑明天跌5个点。恭喜恭喜。大家发财
今天萝卜壳没有公告，不要等了！,"https://guba.eastmoney.com/news,600346,352999268.html",2016-04-27 18:33:35,今天萝卜壳没有公告，不要等了！
不明白为啥都拿st说事,"https://guba.eastmoney.com/news,600346,349196793.html",2016-04-25 22:20:04,st了不是更好吗？跌也就5个点就停了，况且你们肯定知道2016年利益补偿，就算st了，那就肯定会有摘星去帽的行情，这不是明摆着给你们机会去潜伏么，呵呵，散户总是追涨杀跌，劣根性尽显，非要涨到五颜六色才去追，跌到五劳七伤就割肉，明明给你机会的白马股却去抛弃，呵呵
马前炮都是哑炮,"https://guba.eastmoney.com/news,600346,352971348.html",2016-04-27 17:55:09,股吧里预报明日涨跌的都被打脸了，大家能不能不要做股神啊！等明天真涨停了，你再告诉我们你昨天就准备说明日涨停，那时候我们会佩服你的，那样才是股神。换句话说，我们小散喜欢的是马后跑，恭维你是股神那也是兴高采烈的，因为大家赚钱了。
小熊来了,"https://guba.eastmoney.com/news,600346,352862350.html",2016-04-27 15:15:44,小熊来了
主力在诱多，什么第一季度业绩，改名，今天抢筹都是在诱多,"https://guba.eastmoney.com/news,600346,352807936.html",2016-04-27 14:27:06,主力在诱多，什么第一季度业绩，改名，今天抢筹都是在诱多
是今晚么？不是28号吗？,"https://guba.eastmoney.com/news,600346,352907223.html",2016-04-27 16:19:17,是今晚么？不是28号吗？
今天收盘能站在7.35就不错了，明天平开继续套刚才买进的,"https://guba.eastmoney.com/news,600346,352789569.html",2016-04-27 14:08:29,今天收盘能站在7.35就不错了，明天平开继续套刚才买进的
今晚有惊喜……恭喜大家,"https://guba.eastmoney.com/news,600346,352848991.html",2016-04-27 15:01:15,今晚有惊喜……恭喜大家
为什么大橡塑不是化工化纤板块的？,"https://guba.eastmoney.com/news,600346,352884255.html",2016-04-27 15:43:41,为什么大橡塑不是化工化纤板块的？
终于等来你了，坚守一周有结果了,"https://guba.eastmoney.com/news,600346,352763765.html",2016-04-27 13:41:54,终于等来你了，坚守一周有结果了
没跑的快点吧，我真替小散们担心,"https://guba.eastmoney.com/news,600346,352844386.html",2016-04-27 14:56:29,没跑的快点吧，我真替小散们担心
40,"https://guba.eastmoney.com/news,600346,352847200.html",2016-04-27 14:59:50,40
快二个月没玩这股3，今又买回来3，是好还是坏？,"https://guba.eastmoney.com/news,600346,352814478.html",2016-04-27 14:33:25,快二个月没玩这股3，今又买回来3，是好还是坏？
今天收盘7.38,"https://guba.eastmoney.com/news,600346,352833923.html",2016-04-27 14:48:33,今天收盘7.38
垃圾大象，做t都懒的做了。实在忍不住清仓了，只留下1000股就当长期投资！狗比庄,"https://guba.eastmoney.com/news,600346,352711804.html",2016-04-27 12:35:15,垃圾大象，做t都懒的做了。实在忍不住清仓了，只留下1000股就当长期投资！狗比庄，你现在可以拉升了。你是不是就差我这49000股？我已经交出来了，你赢了！
乖乖！看看上面的压单！还是老实洗洗睡吧,"https://guba.eastmoney.com/news,600346,352814549.html",2016-04-27 14:33:40,乖乖！看看上面的压单！还是老实洗洗睡吧
估计男人回来了,"https://guba.eastmoney.com/news,600346,352791355.html",2016-04-27 14:10:19,估计男人回来了
刚得到消息今天尾盘上 7.5 和和，,"https://guba.eastmoney.com/news,600346,352807765.html",2016-04-27 14:26:52,6.8进货的可以出货了，
果然没错，老陈解脱了，今晚大家等着吧~~,"https://guba.eastmoney.com/news,600346,352800525.html",2016-04-27 14:18:43,留下的都是真爱，就让看空的继续看空吧~~事实说话
[图片],"https://guba.eastmoney.com/news,600346,352801196.html",2016-04-27 14:19:48,[图片]
不能和3月10一样吧 明天 直接涨停啊       不能吧,"https://guba.eastmoney.com/news,600346,352794452.html",2016-04-27 14:12:50,
确定会ST吗！,"https://guba.eastmoney.com/news,600346,352790788.html",2016-04-27 14:09:20,确定会ST吗！
大家不要买，随便主力闹，2000万拉六个点可以出5000万，太坏了,"https://guba.eastmoney.com/news,600346,352786251.html",2016-04-27 14:05:56,大家不要买，随便主力闹，2000万拉六个点可以出5000万，太坏了
才拉一波又阳痿了没得看头,"https://guba.eastmoney.com/news,600346,352784839.html",2016-04-27 14:04:02,才拉一波又阳痿了没得看头
谁追谁死,"https://guba.eastmoney.com/news,600346,352781032.html",2016-04-27 14:00:46,谁追谁死
可以先出了,"https://guba.eastmoney.com/news,600346,352780268.html",2016-04-27 13:59:58,到7.2左右再接回
不建议追进啊，st直接低开，全部被套,"https://guba.eastmoney.com/news,600346,352778787.html",2016-04-27 13:58:19,不建议追进啊，st直接低开，全部被套
好多大单在上面排队卖,"https://guba.eastmoney.com/news,600346,352778667.html",2016-04-27 13:57:57,好多大单在上面排队卖
好久没有看到一只股票这么走了，,"https://guba.eastmoney.com/news,600346,352744282.html",2016-04-27 13:26:05,好久没有看到一只股票这么走了，
这个股 能涨停  我以后就不在玩股票了 嘻嘻,"https://guba.eastmoney.com/news,600346,352773000.html",2016-04-27 13:52:08,
